Dataset,soc_id,SubCase,Year,VarID_Code,VarID,Code,Comment,EthnoReferences,SourceCodedData,AdminComment
Binford,B274,,1850,31_2,31,2,,"Ray, 1937; Ray, 1938; Silverstein, 1990",Binford_2001_Table_9.01,
Binford,B275,,1860,31_2,31,2,,"Boyd, 1990; Zenk, 1990",Binford_2001_Table_9.01,
Binford,B276,,1860,31_3,31,3,,"Boas and Farrand, 1899; Hayden, 1997; Teit, 1906",Binford_2001_Table_9.01,
Binford,B277,,1880,31_3,31,3,,"Stern, 1934",Binford_2001_Table_9.01,
Binford,B278,,1860,31_3,31,3,,"Olson, 1936; Schalk, 1978",Binford_2001_Table_9.01,
Binford,B279,,1880,31_2,31,2,,"Cybulski, 1990b; Duff, 1952; Schalk, 1978",Binford_2001_Table_9.01,
Binford,B28,,1860,31_2,31,2,,"Bogoras, 1904; Hayden et al., 1996; Krupnik, 1983; Moore, 1923; Szathmary, 1984",Binford_2001_Table_9.01,
Binford,B280,,1880,31_2,31,2,,"Hill-Tout, 1904; Suttles, 1990; Wilson, 1866",Binford_2001_Table_9.01,
Binford,B281,,NA,31_2,31,2,,"Seaburg and Miller, 1990; Taylor, 1974a",Binford_2001_Table_9.01,
Binford,B282,,1860,31_3,31,3,,"Kennedy and Bouchard, 1990",Binford_2001_Table_9.01,
Binford,B283,,1880,31_3,31,3,,"Cybulski, 1990b; Hilton, 1990",Binford_2001_Table_9.01,
Binford,B284,,1880,31_3,31,3,,"Pettitt, 1950",Binford_2001_Table_9.01,
Binford,B285,,1860,31_3,31,3,,"Boyd, 1990; Eells, 1884; Schalk, 1978; Suttles, 1990",Binford_2001_Table_9.01,
Binford,B286,,1860,31_3,31,3,,"Gunther, 1962; Schalk, 1978; Swan, 1870",Binford_2001_Table_9.01,
Binford,B287,,1880,31_3,31,3,,"Olson, 1940; Schalk, 1978",Binford_2001_Table_9.01,
Binford,B288,,1890,31_3,31,3,,"Boas and Farrand, 1899; Cybulski, 1990b; Kane, 1859; Schalk, 1978",Binford_2001_Table_9.01,
Binford,B289,,1880,31_3,31,3,,"Boas and Farrand, 1899; Halpin and Sequin, 1990; Kane, 1859; Schalk, 1978",Binford_2001_Table_9.01,
Binford,B290,,1890,31_3,31,3,,"Cybulski, 1990b; Kane, 1859; Schalk, 1978",Binford_2001_Table_9.01,
Binford,B291,,1880,31_3,31,3,,"Boas and Farrand, 1899; Cybulski, 1990b; Mcllwraith, 1948; Schalk, 1978",Binford_2001_Table_9.01,
Binford,B292,,1880,31_3,31,3,,"Kane, 1859; Mitchell and Donald, 1988; Schalk, 1978",Binford_2001_Table_9.01,
Binford,B293,,1880,31_3,31,3,,"Adams, 1973; Boas and Farrand, 1899; Cybulski, 1990b; Halpin and Seguin, 1990; Kane, 1859",Binford_2001_Table_9.01,
Binford,B294,,1840,31_3,31,3,,"Holmberg, 1985; Knecht and Jordan, 1985",Binford_2001_Table_9.01,
Binford,B295,,1890,31_2,31,2,,"Birket-Smith and de Laguna, 1938; de Laguna, 1990",Binford_2001_Table_9.01,
Binford,B296,,1850,31_2,31,2,,"Hrdli?ka, 1930; Michael, 1967; Nelson, 1899; Oswalt and Van Stone, 1967; Oswalt pers. comm., 1966; Oswalt, 1966; Porter, 1893",Binford_2001_Table_9.01,
Binford,B297,,1930,31_3,31,3,,"Birket-Smith, 1953; de Laguna, 1956; Michael, 1967",Binford_2001_Table_9.01,
Binford,B298,,1830,31_3,31,3,,"Lantis, 1970; Lantis, 1984; Mickey, 1955; Mitchell and Donald, 1988; Newman, 1960",Binford_2001_Table_9.01,
Binford,B299,,1930,31_2,31,2,,"Hrdli?ka, 1930; Lantis, 1946; Lantis, 1960",Binford_2001_Table_9.01,
Binford,B3,,1900,31_1,31,1,,"Hagen, 1908; Persoon, 1989; Volz, 1909",Binford_2001_Table_9.01,
Binford,B315,,1850,31_2,31,2,,"Murdock, 1980",Binford_2001_Table_9.01,
Binford,B316,,1860,31_2,31,2,,,Binford_2001_Table_9.01,
Binford,B317,,1870,31_2,31,2,,"Teit, 1928",Binford_2001_Table_9.01,
Binford,B318,,1880,31_1,31,1,,,Binford_2001_Table_9.01,
Binford,B319,,1860,31_2,31,2,,"Spier and Sapir, 1930",Binford_2001_Table_9.01,
Binford,B320,,1860,31_2,31,2,,"Teit, 1930",Binford_2001_Table_9.01,
Binford,B321,,1880,31_3,31,3,,"Cline et al., 1938",Binford_2001_Table_9.01,
Binford,B322,,1860,31_2,31,2,,"Grabert, 1974; Teit, 1930",Binford_2001_Table_9.01,
Binford,B323,,1870,31_1,31,1,,"Kelly, 1995; Ray, 1932; Teit, 1930",Binford_2001_Table_9.01,
Binford,B324,,1850,31_2,31,2,,"Spinden, 1908",Binford_2001_Table_9.01,
Binford,B325,,1860,31_2,31,2,,"Boas and Farrand, 1899; Hayden et al., 1996; Teit, 1900",Binford_2001_Table_9.01,
Binford,B326,,1870,31_1,31,1,,"Teit, 1930",Binford_2001_Table_9.01,
Binford,B327,,1870,31_1,31,1,,"Jenness, 1935; Quimby, 1962",Binford_2001_Table_9.01,
Binford,B328,,1800,31_1,31,1,,"Kinietz, 1947",Binford_2001_Table_9.01,
Binford,B329,,1700,31_2,31,2,,"Boas, 1895; Speck and Dester, 1951; Speck, 1922; Wallis and Wallis, 1955",Binford_2001_Table_9.01,
Binford,B330,,1860,31_2,31,2,,"Ewers, 1955; Teit, 1930; Turney-High, 1937",Binford_2001_Table_9.01,
Binford,B331,,1880,31_1,31,1,,"Hickerson, 1967; Landes, 1937",Binford_2001_Table_9.01,
Binford,B332,,1870,31_1,31,1,,"Bishop, 1969; Bishop, 1978; Grant, 1924; Hallowell, 1938; Hallowell, 1955; Skinner, 1911",Binford_2001_Table_9.01,
Binford,B333,,1850,31_2,31,2,,"Chamberlain, 1892; Dawson, 1891; Teit, 1900; Teit, 1905",Binford_2001_Table_9.01,
Binford,B334,,1940,31_1,31,1,,"Dunning, 1959; Grant, 1924; Rogers, 1969",Binford_2001_Table_9.01,
Binford,B335,,1900,31_1,31,1,,"Grant, 1924; Rogers, 1962a; Rogers, 1963; Rogers, 1969",Binford_2001_Table_9.01,
Binford,B336,,1865,31_3,31,3,,"Goldman, 1940; Jenness, 1943; Smith, n.d.",Binford_2001_Table_9.01,
Binford,B337,,1800,31_2,31,2,,"Cameron, 1890; Grant, 1960; Hickerson, 1962",Binford_2001_Table_9.01,
Binford,B338,,1880,31_1,31,1,,"Lips, 1947; Morantz, 1983; Rogers, 1962a; Rogers, 1969; Rogers, 1972; Rogers, 1973; Speck, 1923",Binford_2001_Table_9.01,
Binford,B339,,1850,31_1,31,1,,"Dunning, 1959; Rogers, 1969",Binford_2001_Table_9.01,
Binford,B340,,1900,31_1,31,1,,"Morantz, 1983; Rogers, 1969",Binford_2001_Table_9.01,
Binford,B341,,1890,31_1,31,1,,"Boas, 1895; Rogers and Black, 1976",Binford_2001_Table_9.01,
Binford,B342,,1880,31_1,31,1,,"Lane, 1952; Tanner, 1944",Binford_2001_Table_9.01,
Binford,B343,,1880,31_1,31,1,,"Dennison, 1981; Grant, 1936; Jenness, 1937",Binford_2001_Table_9.01,
Binford,B344,,1850,31_1,31,1,,"Goddard, 1916; Grant, 1936; Ives, 1985; Keith, 1960; Nicks, 1980; Ridington, 1982",Binford_2001_Table_9.01,
Binford,B345,,1860,31_1,31,1,,"Helm, 1961; Ives, 1985; Janes, 1983; MacKenzie, 1966",Binford_2001_Table_9.01,
Binford,B346,,1920,31_1,31,1,,"Honigmann, 1949; Honigmann, 1954",Binford_2001_Table_9.01,
Binford,B347,,1870,31_2,31,2,,"Boas, 1901; Emmons, 1911; MacLachlan, 1981",Binford_2001_Table_9.01,
Binford,B348,,1880,31_3,31,3,,"Boas and Farrand, 1899; Lane, 1981",Binford_2001_Table_9.01,
Binford,B349,,1880,31_3,31,3,,"Grant, 1936; Jenness, 1937; Jenness, 1943",Binford_2001_Table_9.01,
Binford,B35,,1950,31_3,31,3,,,Binford_2001_Table_9.01,
Binford,B350,,1800,31_1,31,1,,"Gillespie, 1981",Binford_2001_Table_9.01,
Binford,B351,,1880,31_2,31,2,,"Adney, 1900; Crow and Obley, 1981",Binford_2001_Table_9.01,
Binford,B352,,1860,31_1,31,1,,"Helm, 1961; MacKenzie, 1966; Savishinsky and Hara, 1981; Savishinsky, 1974; Whiting, 1964",Binford_2001_Table_9.01,
Binford,B353,,1900,31_1,31,1,,"Honigmann, 1949; Honigmann, 1956; Honigmann, 1981; Mason, 1967",Binford_2001_Table_9.01,
Binford,B354,,1880,31_1,31,1,,"Clark, 1974; Clark, 1975; McFayden-Clark, 1981; Michael, 1967; Sullivan, 1942",Binford_2001_Table_9.01,
Binford,B355,,1880,31_1,31,1,,"Brumbach and Jarvenpa, 1989; Brumbach and larvenpa, 1989; Fidler, 1934; Grant, 1936; Irimoto, 1981; Muller-Wille, 1974; Smith, 1976; Smith, 1978; Smith, 1981",Binford_2001_Table_9.01,
Binford,B356,,1880,31_2,31,2,,"Boas, 1901; McKennan, 1964; McKennan, 1965; Osgood, 1936; Slobodin, 1969; Slobodin, 1981",Binford_2001_Table_9.01,
Binford,B357,,1880,31_1,31,1,,"Michael, 1967; Osgood, 1958; Oswalt and VanStone, 1967; Porter, 1893; Snow, 1981; Sullivan, 1942",Binford_2001_Table_9.01,
Binford,B358,,1860,31_1,31,1,,"Hooper, 1853; MacKenzie, 1966; Rushforth, 1977",Binford_2001_Table_9.01,
Binford,B359,,1930,31_1,31,1,,"McKennan, 1959; McKennan, 1964; Pitts, 1972",Binford_2001_Table_9.01,
Binford,B36,,1960,31_1,31,1,,"Metraux, 1948",Binford_2001_Table_9.01,
Binford,B360,,1900,31_1,31,1,,"Morantz, 1983; Skinner, 1911",Binford_2001_Table_9.01,
Binford,B361,,1860,31_1,31,1,,"Helm, 1968; Helm, 1972; Keith, 1960; MacKenzie, 1966; Szathmary, 1984",Binford_2001_Table_9.01,
Binford,B362,,1870,31_3,31,3,,"Michael, 1967; Osgood, 1937; Townsend, 1963; Townsend, 1981",Binford_2001_Table_9.01,
Binford,B363,,1890,31_2,31,2,,"Legros, 1982; McClellan, 1981; O'Leary, 1985",Binford_2001_Table_9.01,
Binford,B364,,1860,31_2,31,2,,"Michael, 1967; Snow, 1981",Binford_2001_Table_9.01,
Binford,B365,,1890,31_1,31,1,,"Hallowell, 1929; Henriksen, 1973; Tanner, 1944",Binford_2001_Table_9.01,
Binford,B369,,1870,31_2,31,2,,"Ray, 1992; Seltzer, 1933",Binford_2001_Table_9.01,
Binford,B37,,1968,31_1,31,1,,"Kloos, 1977; Kloos, 1982",Binford_2001_Table_9.01,
Binford,B370,,1890,31_1,31,1,,"Burch, 1975; Foote, 1966; Giddings pers. comm., 1963; Giddings, 1956",Binford_2001_Table_9.01,
Binford,B371,,1880,31_2,31,2,,"Burch, 1975; Burch, 1984; Rodahl and Edwards, 1952",Binford_2001_Table_9.01,
Binford,B372,,1890,31_1,31,1,,"Graburn, 1969; Seltzer, 1933; Taylor, 1974; Turner, 1894",Binford_2001_Table_9.01,
Binford,B373,,1890,31_2,31,2,,"Barger, 1981; Saladin d'Anglure, 1984; Willmott, 1960",Binford_2001_Table_9.01,
Binford,B374,,1900,31_1,31,1,,"Arima, 1984; Birket-Smith, 1929; Harper, 1964; Hayden et al., 1996; Rasmussen, 1930; Tyrrell, 1897; Vallee, 1967",Binford_2001_Table_9.01,
Binford,B375,,1900,31_1,31,1,,"Binford field notes, 1971; Binford field notes, 1972; Binford, 1969; Boas, 1901; Burch, 1975",Binford_2001_Table_9.01,
Binford,B377,,1950,31_1,31,1,,"Amsden, 1977; Binford and Chasko, 1976; Binford, 1971; Binford, 1991a; Jamison, 1978",Binford_2001_Table_9.01,
Binford,B378,,1910,31_2,31,2,,"Hayden et al., 1996; McGhee, 1988; Seltzer, 1933; Smith, 1984; Tyrrell, 1897",Binford_2001_Table_9.01,
Binford,B379,,1920,31_2,31,2,,"Hrdli?ka, 1930; Hughes, 1960; Moore, 1923; Rodahl and Edwards, 1952",Binford_2001_Table_9.01,
Binford,B38,,1989,31_1,31,1,,"Gragson, 1989; Greaves pers. comm., 1993; Petrullo, 1939",Binford_2001_Table_9.01,
Binford,B380,,1880,31_2,31,2,,"Burch, 1975; Jenness, 1922; Rainey, 1947; Seltzer, 1933",Binford_2001_Table_9.01,
Binford,B381,,1920,31_1,31,1,,"Damas, 1972; Damas, 1984; Hayden et al., 1996; Jenness, 1922; Jenness, 1932; Rasmussen, 1932",Binford_2001_Table_9.01,
Binford,B382,,1920,31_1,31,1,,"Amundsen, 1908; Briggs, 1970; Rasmussen, 1931",Binford_2001_Table_9.01,
Binford,B383,,1880,31_1,31,1,,"Hrdli?ka, 1930; Mathiassen, 1928; Oetteking, 1931; Rae, 1850; Van de Velde et al., 1992; VanStone, 1960",Binford_2001_Table_9.01,
Binford,B384,,1920,31_1,31,1,,"Damas, 1992; Hallowell, 1929; Lyon, 1924; Mathiassen, 1928; Szathmary, 1984",Binford_2001_Table_9.01,
Binford,B385,,1880,31_1,31,1,,"Birket-Smith, 1928; Grønnow et al., 1983; Hansen, 1914; Perry, 1898; Rink, 1875; Rink, 1877; York, 1875",Binford_2001_Table_9.01,
Binford,B386,,1880,31_1,31,1,,"Boas, 1888; Boas, 1964; Christy, 1894; Hantzsch, 1977; Low, 1906; Oetteking, 1931; Roberts, 1953",Binford_2001_Table_9.01,
Binford,B387,,1880,31_1,31,1,,"Balikci, 1970; Boas, 1907; M'Clintock, 1860; Rae, 1850; Rasmussen, 1931; Ross, 1835; Savelle, 1987; Van der Steenhoven, 1959",Binford_2001_Table_9.01,
Binford,B388,,1880,31_1,31,1,,"Birket-Smith, 1928; Hansen, 1914; Hayden et al., 1996; Holm, 1914; Mirsky, 1937; Peterson, 1984; Poulsen, 1909; Thalbitzer, 1914",Binford_2001_Table_9.01,
Binford,B389,,1880,31_2,31,2,,"Burch, 1975; Ray, 1885; Roberts, 1953; Seltzer, 1933; Simpson, 1875; Spencer, 1959",Binford_2001_Table_9.01,
Binford,B39,,1960,31_1,31,1,,"Hurtado and Hill, 1986; Hurtado and Hill, 1990; Kirchhoff, 1945; Metzger, 1968; Wilbert, 1957",Binford_2001_Table_9.01,
Binford,B390,,1880,31_1,31,1,,"Ekblaw, 1928; Ekblaw, 1948; Gilberg, 1984; Roberts, 1953; Steensby, 1910",Binford_2001_Table_9.01,
Binford,B4,,1989,31_1,31,1,,"Agrawal, 1967; Rizvi, 1990",Binford_2001_Table_9.01,
Binford,B40,,1990,31_1,31,1,,"Politis pers. comm., 1992; Politis pers. comm., 1993; Politis, 1992",Binford_2001_Table_9.01,
Binford,B41,,1920,31_1,31,1,,"Baldus, 1937; Cook, 1908; Levi-Strauss, 1936; Levi-Strauss, 1970; Newman, 1953",Binford_2001_Table_9.01,
Binford,B42,,1901,31_1,31,1,,"Metraux, 1946a; Schmidt, 1942",Binford_2001_Table_9.01,
Binford,B43,,1940,31_1,31,1,,"Holmberg, 1950",Binford_2001_Table_9.01,
Binford,B44,,1968,31_1,31,1,,"Stearman, 1989",Binford_2001_Table_9.01,
Binford,B45,,1938,31_1,31,1,,"Aspelin, 1976; Levi-Strauss, 1948a; Levi-Strauss, 1948b; Levi-Strauss, 1970; Newman, 1953; Oberg, 1953",Binford_2001_Table_9.01,
Binford,B46,,1600,31_3,31,3,,"Goggin and Sturtevant, 1964; Hann, 1991; Widmer, 1983",Binford_2001_Table_9.01,
Binford,B47,,1975,31_1,31,1,,"Clastres, 1968; Clastres, 1972; Hill et al., 1984; Jones, 1983; Metraux and Baldus, 1946; Oberg, 1953",Binford_2001_Table_9.01,
Binford,B48,,1880,31_1,31,1,,"Ehrenreich, 1887; Metraux, 1946; Metraux, 1946b",Binford_2001_Table_9.01,
Binford,B49,,1954,31_1,31,1,,"Kozak et al., 1979",Binford_2001_Table_9.01,
Binford,B5,,1952,31_1,31,1,,"Bose, 1964; Cooper, 1991; Heine-Geldern and Hoehn-Gerlachstein, 1958; Man, 1883; Sen, 1962; Temple, 1903",Binford_2001_Table_9.01,
Binford,B50,,1910,31_1,31,1,,"Henry, 1964",Binford_2001_Table_9.01,
Binford,B51,,1870,31_2,31,2,,"Boschin and Macuzzi, 1979; Cooper, 1946c; Goni, 1988; Lothrop, 1928",Binford_2001_Table_9.01,
Binford,B52,,1880,31_1,31,1,,"Cooper, 1946d",Binford_2001_Table_9.01,
Binford,B53,,1900,31_1,31,1,,"Bird pers. comm., 1970; Bird, 1946; Bird, 1988; Lothrop, 1928",Binford_2001_Table_9.01,
Binford,B54,,1880,31_1,31,1,,"Chapman, 1982; Cooper, 1946b; Gusinde, 1931; Lothrop, 1928",Binford_2001_Table_9.01,
Binford,B55,,1870,31_1,31,1,,"Cooper, 1946a; Gusinde, 1937; Lothrop, 1928",Binford_2001_Table_9.01,
Binford,B6,,1906,31_1,31,1,,"Temple, 1903",Binford_2001_Table_9.01,
Binford,B60,,1980,31_1,31,1,,"Bahuchet, 1979; Bahuchet, 1988; Cavalli-Sforza, 1986a; Hudson, 1990",Binford_2001_Table_9.01,
Binford,B61,,1976,31_1,31,1,,"Heymer, 1980; Hiernaux et al., 1975; Lalouel, 1950",Binford_2001_Table_9.01,
Binford,B62,,1977,31_1,31,1,,"Skeat and Blagden, 1906; Terashima, 1980",Binford_2001_Table_9.01,
Binford,B63,,1980,31_1,31,1,,"Cavalli-Sforza, 1986a; Cavalli-Sforza, 1986c; Hiernaux et al., 1975; Vallois and Marquer, 1976",Binford_2001_Table_9.01,
Binford,B64,,1980,31_1,31,1,,"Bailey and Peacock, 1988; Bailey, 1985; Bailey, 1988; Fisher and Strickland, 1989; Fisher, 1987; Peacock, 1985; Schebesta, 1962a",Binford_2001_Table_9.01,
Binford,B65,,1930,31_1,31,1,,"Cavalli-Sforza, 1986c; Harako, 1976; Hiernaux et al., 1975; Ichikawa, 1978; Putnam, 1948; Roberts, 1953; Tanno, 1976; Turnbull, 1965",Binford_2001_Table_9.01,
Binford,B66,,NA,31_1,31,1,,"Kelly and Poyer, 1993",Binford_2001_Table_9.01,
Binford,B67,,1950,31_1,31,1,,"Clark, 1951",Binford_2001_Table_9.01,
Binford,B68,,1920,31_1,31,1,,"Fourie, 1927; Fourie, 1928; Tobias, 1962; Werner, 1906",Binford_2001_Table_9.01,
Binford,B69,,1910,31_1,31,1,,"Bleek, 1931; Blurton-Jones et al., 1992; Hawkes et al., 1989; Lee and Devore, 1968a; O'Connell et al., 1991; O'Connell pers. comm., 1977; O'Connell pers. comm., 1982; Woodburn, 1968",Binford_2001_Table_9.01,
Binford,B7,,1903,31_1,31,1,,"Fox, 1952; Reed, 1904",Binford_2001_Table_9.01,
Binford,B70,,1920,31_1,31,1,,"Blackburn, 1971; Huntingford, 1929; Huntingford, 1942; Huntingford, 1951; Huntingford, 1954; Huntingford, 1955; Wayland, 1931",Binford_2001_Table_9.01,
Binford,B71,,1928,31_1,31,1,,"Bleek, 1929; De Castro and Alemeida, 1956; De Castro and Almeida, 1956; De Castro and Almeida, 1957",Binford_2001_Table_9.01,
Binford,B72,,1950,31_1,31,1,,"Bleek, 1929; Brooks et al., 1984; Hitchcock and Ebert, 1989; Howell, 1979; Kaufmann, 1910; Lee, 1972a; Lee, 1979; Marshall, 1959; Marshall, 1960; Schapera, 1930; Tobias, 1962; Yellen, 1977a",Binford_2001_Table_9.01,
Binford,B73,,1910,31_1,31,1,,"Bleek, 1928; Guenther, 1986; Hitchcock and Ebert, 1989; Schapera, 1930; Tobias, 1962",Binford_2001_Table_9.01,
Binford,B74,,1962,31_1,31,1,,"Hitchcock pers. comm., 1990; Silberbauer, 1972; Silberbauer, 1981a; Silberbauer, 1981b; Tobias, 1962; Weissner and Hitchcock pers. comm., 1991",Binford_2001_Table_9.01,
Binford,B75,,1976,31_1,31,1,,"Hitchcock and Ebert, 1989; Hitchcock pers. comm., 1990; Kent and Vierich, 1989; Tobias, 1962; Vierich, 1981; Wyndham and Morrison, 1958",Binford_2001_Table_9.01,
Binford,B76,,1968,31_1,31,1,,"Eibl-Eibelsfeldt, 1972; Eibl-Eibesfeldt, 1948; Eibl-Eibesfeldt, 1972; Hitchcock and Ebert, 1989; Hitchcock pers. comm., 1990",Binford_2001_Table_9.01,
Binford,B77,,1920,31_1,31,1,,"Dart, 1937b; Informant from Molopo River, n.d.; Steyn, 1984",Binford_2001_Table_9.01,
Binford,B78,,1950,31_1,31,1,,"Potgieter, 1955; Toerien, 1958",Binford_2001_Table_9.01,
Binford,B79,,NA,31_1,31,1,,"Bleek, 1924",Binford_2001_Table_9.01,
Binford,B8,,1870,31_1,31,1,,"Man, 1883; Radcliffe-Brown, 1948; Whiting, 1964",Binford_2001_Table_9.01,
Binford,B82,,1848,31_1,31,1,,"Moore, 1979",Binford_2001_Table_9.01,
Binford,B83,,1900,31_1,31,1,,"Basedow, 1907; Howells, 1937; Parkhouse, 1895",Binford_2001_Table_9.01,
Binford,B84,,1978,31_1,31,1,,"Altman, 1987; Berndt and Berndt, 1970; Peterson and Long, 1986",Binford_2001_Table_9.01,
Binford,B85,,1970,31_1,31,1,,"Long, 1970; Macintosh, 1952; Peterson and Long, 1986; Peterson pers. comm., 1992; Peterson pers. comm., 1994; Peterson, 1970; Peterson, 1973; Peterson, 1976; Peterson, 1992",Binford_2001_Table_9.01,
Binford,B86,,1973,31_1,31,1,,"Meehan, 1982; Peterson and Long, 1986",Binford_2001_Table_9.01,
Binford,B87,,1950,31_1,31,1,,"Hiatt, 1965; Long, 1970; Peterson and Long, 1986; Peterson, 1972",Binford_2001_Table_9.01,
Binford,B88,,1930,31_1,31,1,,"Howells, 1937; Long, 1970; Peterson and Long, 1986; Peterson, 1976; Thomson, 1949; Tindale pers. comm., 1967; Warner, 1958",Binford_2001_Table_9.01,
Binford,B89,,1920,31_1,31,1,,"Kaberry, 1935; Kaberry, 1939",Binford_2001_Table_9.01,
Binford,B9,,1920,31_1,31,1,,"Brandt, 1961; Evans, 1937; Kuchikura, 1988; Rambo, 1985; Schebesta, 1954; Schebesta, 1962a; Skeat and Blagden, 1906; Whiting, 1964",Binford_2001_Table_9.01,
Binford,B90,,1920,31_1,31,1,,"Peterson and Long, 1986; Thomson, 1939; Wills, 1980",Binford_2001_Table_9.01,
Binford,B91,,1920,31_1,31,1,,"Chaloupka, 1981; Leichhardt, 1847; McCarthy and MacArthur, 1960; Spencer, 1966",Binford_2001_Table_9.01,
Binford,B92,,1960,31_1,31,1,,"Biernoff, 1979; Howells, 1937; McArthur, 1960; Thomson, 1949",Binford_2001_Table_9.01,
Binford,B93,,1930,31_1,31,1,,"Thomson, 1933; Thomson, 1934",Binford_2001_Table_9.01,
Binford,B94,,1937,31_1,31,1,,"Peterson and Long, 1986; Sharp, 1934; Sharp, 1940",Binford_2001_Table_9.01,
Binford,B95,,1920,31_1,31,1,,"Goodale, 1962; Hart and Piling, 1960; Hart and Pilling, 1960; Hart, 1970; Howells, 1937; Peterson and Long, 1986",Binford_2001_Table_9.01,
Binford,B96,,1880,31_1,31,1,,"Anderson and Robins, 1988; Roth, 1909",Binford_2001_Table_9.01,
Binford,B97,,1930,31_1,31,1,,"Peterson and Long, 1986; Rose, 1960; Tindale pers. comm., 1967",Binford_2001_Table_9.01,
Binford,B98,,1926,31_1,31,1,,"Hale and Tindale, 1933; Roth, 1909",Binford_2001_Table_9.01,
Binford,B99,,1900,31_2,31,2,,"Stanner, 1933",Binford_2001_Table_9.01,
Binford,B1,,1970,32_2,32,2,,"Avadhani, 1975; Brosius, 1986; Harrison, 1949; Kedit, 1982; Oldrey, 1975; Sellato, 1994; Urquhart, 1951",Binford_2001_Table_9.01,
Binford,B10,,1900,32_1,32,1,,"Bailey, 1863; Seligmann and Seligmann, 1911; Skeat and Blagden, 1906; Spittel, 1945",Binford_2001_Table_9.01,
Binford,B100,,NA,32_1,32,1,,"Blundell, 1975; Blundell, 1980; Love, 1917; Love, 1936",Binford_2001_Table_9.01,
Binford,B101,,1934,32_1,32,1,,"Kaberry, 1939",Binford_2001_Table_9.01,
Binford,B102,,1909,32_1,32,1,,"Memmott, 1983a; Memmott, 1983b",Binford_2001_Table_9.01,
Binford,B103,,1928,32_1,32,1,,"Tindale, 1962a; Tindale, 1962b",Binford_2001_Table_9.01,
Binford,B104,,NA,32_1,32,1,,,Binford_2001_Table_9.01,
Binford,B105,,1900,32_1,32,1,,"Birdsell, 1967; Harris, 1978; Harris, 1982; Roth, 1909",Binford_2001_Table_9.01,
Binford,B106,,1910,32_1,32,1,,"Clement, 1903; Radcliffe-Brown, 1912",Binford_2001_Table_9.01,
Binford,B107,,1870,32_1,32,1,,"Brayshaw, 1990; Lumholtz, 1889",Binford_2001_Table_9.01,
Binford,B108,,1934,32_1,32,1,,"Kaberry, 1939; Nind, 1831",Binford_2001_Table_9.01,
Binford,B109,,1965,32_1,32,1,,"Abbie, 1957; Meggitt pers. comm., 1973; Meggitt, 1962",Binford_2001_Table_9.01,
Binford,B11,,1972,32_1,32,1,,"Morris, 1982a",Binford_2001_Table_9.01,
Binford,B110,,1880,32_1,32,1,,"Peterson and Long, 1986; Tonkinson, 1978",Binford_2001_Table_9.01,
Binford,B111,,1960,32_1,32,1,,"Harris, 1978; Peterson and Long, 1986",Binford_2001_Table_9.01,
Binford,B112,,1968,32_1,32,1,,"Peterson and Long, 1986",Binford_2001_Table_9.01,
Binford,B113,,1936,32_1,32,1,,"Campbell et al., 1936; Gargett and Hayden, 1991; Hayden pers. comm., 1990; Hayden pers. comm., 1992; Long, 1970; Long, 1971; Meggitt, 1962; Myers, 1986; Peterson and Long, 1986",Binford_2001_Table_9.01,
Binford,B114,,1848,32_1,32,1,,"Colliver and Woolston, 1975",Binford_2001_Table_9.01,
Binford,B115,,1840,32_1,32,1,,"Morwood, 1987; Winterbotham, 1980",Binford_2001_Table_9.01,
Binford,B116,,1900,32_1,32,1,,"Duncan-Kemp, 1964",Binford_2001_Table_9.01,
Binford,B117,,1965,32_1,32,1,,"Binford field notes, 1974; Campbell et al., 1936; Denham, 1975; O'Connell, 1987",Binford_2001_Table_9.01,
Binford,B118,,1968,32_1,32,1,,"Gould, 1968; Gould, 1969; Gould, 1971; Gould, 1977",Binford_2001_Table_9.01,
Binford,B119,,1850,32_1,32,1,,"Belshaw, 1978; de Bertrodano, 1978; Gardner, 1978",Binford_2001_Table_9.01,
Binford,B12,,1965,32_1,32,1,,"Headland pers. comm., 1992; Headland pers. comm., 1993; Headland, 1986",Binford_2001_Table_9.01,
Binford,B120,,1968,32_1,32,1,,"Brokensha, 1975; Campbell et al., 1936; Layton, 1983; Long, 1970; Peterson and Long, 1986; Tindale, 1972; Yengoyan, 1970",Binford_2001_Table_9.01,
Binford,B121,,1900,32_1,32,1,,"Gason, 1879; Howitt, 1891; Sturt, 1849a",Binford_2001_Table_9.01,
Binford,B122,,1870,32_1,32,1,,"Roberts, 1953; Schulze, 1891",Binford_2001_Table_9.01,
Binford,B123,,1922,32_1,32,1,,"Tindale pers. comm., 1965; Tindale pers. comm., 1966; Tindale pers. comm., 1966-68; White, 1915",Binford_2001_Table_9.01,
Binford,B124,,1900,32_1,32,1,,"Binford field notes, 1993; Long, 1970; Roberts, 1953; Spencer and Gillen, 1899; Spencer and Gillen, 1927",Binford_2001_Table_9.01,
Binford,B125,,1880,32_1,32,1,,"Parker, 1905",Binford_2001_Table_9.01,
Binford,B126,,1912,32_1,32,1,,"Peterson and Long, 1986; Tindale pers. comm., 1966.",Binford_2001_Table_9.01,
Binford,B127,,1941,32_1,32,1,,"Berndt and Berndt, 1944; Long, 1970",Binford_2001_Table_9.01,
Binford,B128,,1890,32_1,32,1,,,Binford_2001_Table_9.01,
