id,name,family_id,family_name,iso_code,language_id,macroarea,lineage,level
lang1320,Langi,atla1278,Atlantic-Congo,lag,lang1320,Africa,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731/mbug1243,language
lang1321,Langa,atla1278,Atlantic-Congo,,twen1242,Africa,atla1278/volt1241/benu1247/bant1294/nort3168/mamb1309/niza1234/konj1251/mamb1310/mamb1311/mamb1312/east2806/twen1242,dialect
lang1322,Lango (Sudan),nilo1247,Nilotic,lno,lang1322,Africa,nilo1247/east2418/teso1247/lotu1248/lotu1249,language
lang1323,Lango-Kumam,nilo1247,Nilotic,,,,nilo1247/west2493/luob1235/sout2831,family
lang1324,Lango (Uganda),nilo1247,Nilotic,laj,lang1324,Africa,nilo1247/west2493/luob1235/sout2831/lang1323,language
lang1325,Langoan,aust1307,Austronesian,,tont1239,Papunesia,aust1307/mala1545/mina1272/nort2886/tont1239,dialect
lang1326,Languyan,aust1307,Austronesian,,sout2918,Papunesia,aust1307/mala1545/basa1291/grea1283/sama1302/sulu1242/inne1244/sout2918,dialect
lang1327,Langkuru,timo1261,Timor-Alor-Pantar,,wers1238,Papunesia,timo1261/alor1249/alor1250/kola1286/wers1238,dialect
lang1328,Pondi,mong1343,Ulmapo,lnm,lang1328,Papunesia,mong1343,language
lang1332,Langas,afro1255,Afro-Asiatic,,polc1243,Africa,afro1255/chad1250/west2785/west2790/west2800/sout3162/nort3190/nyam1284/polc1243,dialect
lang1333,Lang'e,book1242,Bookkeeping,yne,lang1333,Eurasia,book1242,language
lang1334,Languedocien,book1242,Bookkeeping,lnc,lang1334,,book1242,language
lang1335,Langue des Signes Zairoise,sign1238,Sign Language,,lang1335,Africa,sign1238/deaf1237,language
lang1336,Langue des Signes de Bouakako,sign1238,Sign Language,,lang1336,Africa,sign1238/vill1244,language
lang1337,Langues d'Oil,indo1319,Indo-European,,stan1290,,indo1319/ital1284/lati1262/lati1263/impe1234/roma1334/ital1285/west2813/shif1234/nort3208/gall1280/oila1234/cent2283/macr1273/glob1239/stan1290,dialect
lanj1237,Lanjoda,drav1251,Dravidian,,east2340,Eurasia,drav1251/sout3133/sout3139/gond1265/sout3234/gene1245/muri1262/east2340,dialect
lank1241,Lankaviri,atla1278,Atlantic-Congo,,nucl1240,Africa,atla1278/volt1241/nort3149/came1255/samb1322/mumu1249/mumu1250/nucl1240,dialect
lank1242,Lankpese,atla1278,Atlantic-Congo,,okpa1238,Africa,atla1278/volt1241/benu1247/akpe1249/edoi1239/nort3183/sout3171/okpa1238/west2472,dialect
lank1243,Lankai,sino1245,Sino-Tibetan,,rang1267,,sino1245/kuki1245/kuki1246/oldk1252/rang1267,dialect
lann1238,Lannachyo,sino1245,Sino-Tibetan,,thul1246,Eurasia,sino1245/hima1249/maha1306/kira1253/west2424/thul1246,dialect
lano1244,Lanoh-Semnam-Temiar,aust1305,Austroasiatic,,,,aust1305/asli1243/cent1987/seno1278,family
lano1245,Lanoh Kobak,aust1305,Austroasiatic,,temi1246,Eurasia,aust1305/asli1243/cent1987/seno1278/lano1244/temi1246,dialect
lano1246,Lanoh-Semnam,aust1305,Austroasiatic,,,,aust1305/asli1243/cent1987/seno1278/lano1244,family
lano1247,Lanohic,aust1305,Austroasiatic,,,,aust1305/asli1243/cent1987/seno1278/lano1244/lano1246,family
lano1248,Lanoh,aust1305,Austroasiatic,lnh,lano1248,Eurasia,aust1305/asli1243/cent1987/seno1278/lano1244/lano1246/lano1247,language
lanp1241,Lanping,sino1245,Sino-Tibetan,,cent2004,Eurasia,sino1245/macr1275/caij1235/baic1239/sout3254/cent2004,dialect
lant1240,Lantoi,aust1307,Austronesian,,kaim1241,Papunesia,aust1307/mala1545/cele1242/east2488/sout2928/muna1246/nucl1573/muni1256/muni1259/kaim1241,dialect
lanz1234,Lanzhou Mandarin,sino1245,Sino-Tibetan,,mand1415,,sino1245/sini1245/clas1255/midd1354/nort3155/mand1471/mand1415/xibe1241,dialect
laok1241,Lao-Khrang,taik1256,Tai-Kadai,,laoo1244,Eurasia,taik1256/kamt1241/beta1258/daic1237/cent2251/wenm1239/sapa1255/sout3184/sput1235/laot1235/laoo1244,dialect
laok1242,Lao-Kao,taik1256,Tai-Kadai,,laoo1244,Eurasia,taik1256/kamt1241/beta1258/daic1237/cent2251/wenm1239/sapa1255/sout3184/sput1235/laot1235/laoo1244,dialect
laom1237,Laomian,sino1245,Sino-Tibetan,lwm,laom1237,Eurasia,sino1245/burm1265/lolo1265/lolo1267/hani1249/biso1244/biso1241/bisu1246,language
laom1238,Laompo,aust1307,Austronesian,,muna1247,Papunesia,aust1307/mala1545/cele1242/east2488/sout2928/muna1246/nucl1573/muni1256/muni1259/west2847/muna1247/gula1271,dialect
laoo1243,La-Oor,aust1305,Austroasiatic,,west2396,Eurasia,aust1305/khas1273/pala1352/east2331/waic1245/wala1271/lawa1256/west2396,dialect
laoo1244,Lao,taik1256,Tai-Kadai,lao,laoo1244,Eurasia,taik1256/kamt1241/beta1258/daic1237/cent2251/wenm1239/sapa1255/sout3184/sput1235/laot1235,language
laop1234,Laopang,book1242,Bookkeeping,lbg,laop1234,Eurasia,book1242,language
laos1235,Laos Sign Language,book1242,Bookkeeping,lso,laos1235,Eurasia,book1242,language
laot1235,Lao-Thai,taik1256,Tai-Kadai,,,,taik1256/kamt1241/beta1258/daic1237/cent2251/wenm1239/sapa1255/sout3184/sput1235,family
lapa1246,Lapao,sino1245,Sino-Tibetan,,naxi1245,Eurasia,sino1245/burm1265/naqi1236/naic1235/nais1236/naxi1245,dialect
lapa1247,Lapalama 1,nucl1709,Nuclear Trans New Guinea,,enga1252,Papunesia,nucl1709/enga1254/enga1251/enga1252,dialect
lapa1248,Lapalama 2,nucl1709,Nuclear Trans New Guinea,,enga1252,Papunesia,nucl1709/enga1254/enga1251/enga1252,dialect
lapa1249,Lapaguía-Guivini Zapotec,otom1299,Otomanguean,ztl,lapa1249,North America,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/sout3003,language
lapr1238,Laprak,sino1245,Sino-Tibetan,,sout2715,Eurasia,sino1245/bodi1256/kaik1248/ghal1247/ghal1246/sout2715,dialect
lapu1236,Lapuyan Subanun,aust1307,Austronesian,laa,lapu1236,Papunesia,aust1307/mala1545/grea1284/suba1253/nucl1726,language
lara1258,Laragia,,,lrg,lara1258,Australia,,language
lara1259,Lara,cent2225,Central Sudanic,,ngam1268,Africa,cent2225/sara1341/sbbo1237/nucl1719/sara1349/cent2044/sara1345/ngam1268,dialect
lara1260,Larantuka Malay,aust1307,Austronesian,lrt,lara1260,Papunesia,aust1307/mala1545/mala1536/nort3170/mala1538/vehi1234/east2743,language
lara1261,Laraos,quec1387,Quechuan,,yauy1235,South America,quec1387/quec1386/cent2141/yauy1235,dialect
lard1243,Lardil,tang1340,Tangkic,lbz,lard1243,Australia,tang1340,language
lare1247,Laredo,atla1278,Atlantic-Congo,,dzaa1238,Africa,atla1278/volt1241/nort3149/gura1261/cent2243/waja1258/bikw1235/jenn1241/dzaa1238,dialect
lare1248,Lare,saha1256,Saharan,,cent2050,Africa,saha1256/west2505/kanu1279/kanu1281/cent2050,dialect
lare1249,Larevat,aust1307,Austronesian,lrv,lare1249,Papunesia,aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/cent2269/mala1539/west2871/cent2316,language
lare1250,Larena,timo1261,Timor-Alor-Pantar,,kula1280,Papunesia,timo1261/alor1249/alor1250/kola1286/tang1352/kula1280,dialect
larg1235,Diandongbei-Large Flowery Miao,hmon1336,Hmong-Mien,hmd,larg1235,Eurasia,hmon1336/hmon1337/nucl1714/nucl1720/west2803/grea1295,language
lari1253,Lari,indo1319,Indo-European,lrl,lari1253,Eurasia,indo1319/indo1320/iran1269/sout3157/midd1352/mode1259,language
lari1254,Lari (Sindhi),indo1319,Indo-European,,sind1272,Eurasia,indo1319/indo1320/indo1321/indo1324/sind1278/sind1279/sind1272,dialect
lari1255,Larike-Wakasihu,aust1307,Austronesian,alo,lari1255,Papunesia,aust1307/mala1545/cent2237/cent2245/cent2254/east2466/nunu1252/piru1243/west2843/hoam1238/east2468,language
lari1256,Larike,aust1307,Austronesian,,lari1255,Papunesia,aust1307/mala1545/cent2237/cent2245/cent2254/east2466/nunu1252/piru1243/west2843/hoam1238/east2468/lari1255,dialect
laro1243,Laru (North Sudan),heib1242,Heibanic,lro,laro1243,Africa,heib1242/west2502/cent2049/eban1241/eban1242,language
lart1238,Larteh,atla1278,Atlantic-Congo,lar,lart1238,Africa,atla1278/volt1241/kwav1236/nyoa1234/poto1254/tano1248/guan1278/sout2781/hill1256,language
laru1238,Laru (Nigeria),atla1278,Atlantic-Congo,lan,laru1238,Africa,atla1278/volt1241/benu1247/kain1275/kain1276/uppe1457,language
lasa1237,Lasalimu,aust1307,Austronesian,llm,lasa1237,Papunesia,aust1307/mala1545/cele1242/east2488/sout2928/muna1246/nucl1573/buto1237/east2751,language
lasg1238,Lasgerdi,indo1319,Indo-European,lsa,lasg1238,Eurasia,indo1319/indo1320/iran1269/cent2317/cent2318/nort3177/komi1276,language
lash1242,Lashx,kart1248,Kartvelian,,svan1243,Eurasia,kart1248/svan1243,dialect
lash1243,Lashi,sino1245,Sino-Tibetan,lsi,lash1243,Eurasia,sino1245/burm1265/lolo1265/burm1266/nort2720/high1273/leqi1234,language
lasi1242,Lasi,indo1319,Indo-European,lss,lasi1242,Eurasia,indo1319/indo1320/indo1321/indo1324/sind1278/sind1279/lasi1244,language
lasi1244,Lasi-Jadgali,indo1319,Indo-European,,,,indo1319/indo1320/indo1321/indo1324/sind1278/sind1279,family
lass1239,Lassa,afro1255,Afro-Asiatic,,marg1265,Africa,afro1255/chad1250/bium1280/nort3156/marg1267/bura1296/bium1270/marg1265,dialect
lasu1234,Lasumpatte,sino1245,Sino-Tibetan,,sulu1241,,sino1245/khob1235/puro1234/sulu1241/chay1250,dialect
late1249,Latep,aust1307,Austronesian,,zena1237,Papunesia,aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/huon1245/sout2878/buan1245/mume1239/zena1237,dialect
late1250,Late Bomokandian,atla1278,Atlantic-Congo,,,,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/abab1240/oldb1234/midd1348,family
late1251,Late Han Chinese,sino1245,Sino-Tibetan,,oldc1244,,sino1245/sini1245/oldc1244,dialect
late1252,Late Latin,indo1319,Indo-European,,lati1261,,indo1319/ital1284/lati1262/lati1263/impe1234/lati1261,dialect
late1253,Late Old Tibetan,sino1245,Sino-Tibetan,,,,sino1245/bodi1256/bodi1257/oldm1245/tibe1276,family
late1254,Later Anglic,indo1319,Indo-European,,,,indo1319/germ1287/nort3152/west2793/nort3175/angl1264/angl1265,family
lati1259,Latin Anaunico,indo1319,Indo-European,,lomb1257,Eurasia,indo1319/ital1284/lati1262/lati1263/impe1234/roma1334/ital1285/west2813/shif1234/nort3208/gall1279/lomb1257,dialect
lati1260,Latin Fiamazzo,indo1319,Indo-European,,lomb1257,Eurasia,indo1319/ital1284/lati1262/lati1263/impe1234/roma1334/ital1285/west2813/shif1234/nort3208/gall1279/lomb1257,dialect
lati1261,Latin,indo1319,Indo-European,lat,lati1261,Eurasia,indo1319/ital1284/lati1262/lati1263/impe1234,language
lati1262,Latino-Faliscan,indo1319,Indo-European,,,,indo1319/ital1284,family
lati1263,Latinic,indo1319,Indo-European,,,,indo1319/ital1284/lati1262,family
latt1234,Latti,aust1307,Austronesian,,saja1241,,aust1307/mala1545/nort3253/sara1342/puna1279/puna1280/buki1252/puna1281/saja1241,dialect
latu1237,Latu,aust1307,Austronesian,ltu,latu1237,Papunesia,aust1307/mala1545/cent2237/cent2245/cent2254/east2466/nunu1252/piru1243/east2752/sole1243/sera1270/ulia1238/hatu1247/hatu1244/sapa1250,language
latu1238,Latundê,namb1299,Nambiquaran,ltn,latu1238,South America,namb1299/namb1300/nort3153/roos1235,language
latv1245,Latvian Sign Language,sign1238,Sign Language,lsl,latv1245,Eurasia,sign1238/deaf1237/lsfi1234,language
latv1249,Latvian,indo1319,Indo-European,lav,latv1249,Eurasia,indo1319/balt1263/east2280,language
latv1250,Latvian Romani,indo1319,Indo-European,,balt1257,Eurasia,indo1319/indo1320/indo1321/indo1322/roma1329/roma1330/balt1257,dialect
laua1243,Lauan,aust1307,Austronesian,llx,laua1243,Papunesia,aust1307/mala1545/cent2237/east2712/ocea1241/cent2060/east2445/east2446,language
laua1244,Lauan-Nonopai,aust1307,Austronesian,,kara1486,Papunesia,aust1307/mala1545/cent2237/east2712/ocea1241/west2818/meso1253/newi1242/tung1294/kara1486,dialect
laua1245,Laua,mail1249,Mailuan,luf,laua1245,Papunesia,mail1249,language
lauj1238,Lauje,aust1307,Austronesian,law,lauj1238,Papunesia,aust1307/mala1545/cele1242/tomi1241/tomi1242/nort2897,language
laul1237,Lauli,aust1307,Austronesian,,weje1237,Papunesia,aust1307/mala1545/cent2237/cent2245/flor1240/sumb1242/sumb1243/wewe1239/weje1237,dialect
laum1238,Laumål,indo1319,Indo-European,,gutn1238,Eurasia,indo1319/germ1287/nort3152/nort3160/nort3266/gutn1238,dialect
laur1248,Laurowan,indo1319,Indo-European,,nort2665,Eurasia,indo1319/indo1320/indo1321/indo1324/pash1270/west2387/nort2665,dialect
laur1249,Laura,aust1307,Austronesian,lur,weje1237,Papunesia,aust1307/mala1545/cent2237/cent2245/flor1240/sumb1242/sumb1243/wewe1239/weje1237,dialect
laur1250,Laurentian,iroq1247,Iroquoian,lre,laur1250,North America,iroq1247/nort2947,language
laut1236,Lautu,sino1245,Sino-Tibetan,clt,laut1236,Eurasia,sino1245/kuki1245/kuki1246/cent2330/mara1381/nucl1757,language
lauu1246,Lau (Nilotic),nilo1247,Nilotic,,sout2832,Africa,nilo1247/west2493/dink1261/dink1262/sout2832,dialect
lauu1247,Lau,aust1307,Austronesian,llu,lauu1247,Papunesia,aust1307/mala1545/cent2237/east2712/ocea1241/sout2853/mala1485/mala1540/mala1542/nort2833/nort3284,language
lauu1248,Lau Island,aust1307,Austronesian,,laua1243,Papunesia,aust1307/mala1545/cent2237/east2712/ocea1241/cent2060/east2445/east2446/laua1243,dialect
lauw1238,Lauwela,aust1307,Austronesian,,bwai1242,Papunesia,aust1307/mala1545/cent2237/east2712/ocea1241/west2818/papu1253/nucl1744/nort2848/bwai1241/bwai1244/bwai1242,dialect
lava1239,Lavatbura-Lamusong,aust1307,Austronesian,lbv,lava1239,Papunesia,aust1307/mala1545/cent2237/east2712/ocea1241/west2818/meso1253/newi1242/mada1284,language
lava1240,Lavatbura,aust1307,Austronesian,,lava1239,Papunesia,aust1307/mala1545/cent2237/east2712/ocea1241/west2818/meso1253/newi1242/mada1284/lava1239,dialect
lave1238,Laveh-Brao,aust1305,Austroasiatic,,,,aust1305/bahn1264/west2399/nucl1299,family
lave1248,Laven,aust1305,Austroasiatic,lbo,lave1248,Eurasia,aust1305/bahn1264/west2399/nucl1299/love1237,language
lave1249,Brao,aust1305,Austroasiatic,brb,lave1249,Eurasia,aust1305/bahn1264/west2399/nucl1299/lave1238,language
lavo1235,Lavora,aust1307,Austronesian,,weda1241,Papunesia,aust1307/mala1545/cent2237/east2712/ocea1241/west2818/papu1253/nucl1744/nort2848/aret1241/taup1241/weda1241,dialect
lavu1241,Lavukaleve,,,lvk,lavu1241,Papunesia,,language
lawa1256,Lawa,aust1305,Austroasiatic,,,,aust1305/khas1273/pala1352/east2331/waic1245/wala1271,family
lawa1257,Lawangan,aust1307,Austronesian,lbx,lawa1257,Papunesia,aust1307/mala1545/basa1291/grea1283/nort2888,language
lawa1258,Lawa (Lawangan),aust1307,Austronesian,,lawa1257,Papunesia,aust1307/mala1545/basa1291/grea1283/nort2888/lawa1257,dialect
lawa1259,Lawa (Standard Muna),aust1307,Austronesian,,muna1247,Papunesia,aust1307/mala1545/cele1242/east2488/sout2928/muna1246/nucl1573/muni1256/muni1259/west2847/muna1247/stan1308,dialect
lawa1260,Lawama,aust1307,Austronesian,,muna1247,Papunesia,aust1307/mala1545/cele1242/east2488/sout2928/muna1246/nucl1573/muni1256/muni1259/west2847/muna1247/gula1271,dialect
lawe1237,Lawela,aust1307,Austronesian,,muna1247,Papunesia,aust1307/mala1545/cele1242/east2488/sout2928/muna1246/nucl1573/muni1256/muni1259/west2847/muna1247/gula1271,dialect
lawi1235,Lawi,aust1305,Austroasiatic,,lawi1235,Eurasia,aust1305/bahn1264/west2399,language
lawn1238,Lawng Hsu,sino1245,Sino-Tibetan,,maru1249,Eurasia,sino1245/burm1265/lolo1265/burm1266/nort2720/midn1240/maru1249,dialect
lawo1234,Lawoish,sino1245,Sino-Tibetan,,,,sino1245/burm1265/lolo1265/lolo1267/nili1235,family
lawu1237,Lawunuia,aust1307,Austronesian,tgi,lawu1237,Papunesia,aust1307/mala1545/cent2237/east2712/ocea1241/west2818/meso1253/newi1242/stge1234/nort3225/piva1237,language
lawu1238,Lawu,sino1245,Sino-Tibetan,lwu,lawu1238,Eurasia,sino1245/burm1265/lolo1265/lolo1267/nili1235/lawo1234,language
laya1252,Laya (Austroasiatic),aust1305,Austroasiatic,,koho1244,Eurasia,aust1305/bahn1264/sout2690/koho1243/koho1244,dialect
laya1253,Layakha,sino1245,Sino-Tibetan,lya,laya1253,Eurasia,sino1245/bodi1256/bodi1257/oldm1245/tibe1276/late1253/sout3217/dzon1238/nucl1307,language
laya1254,Laya,aust1307,Austronesian,,magu1243,Papunesia,aust1307/mala1545/grea1284/dana1253/magu1243,dialect
laya1255,Layapo,nucl1709,Nuclear Trans New Guinea,,enga1252,Papunesia,nucl1709/enga1254/enga1251/enga1252,dialect
laya1256,Layana,leng1261,Lengua-Mascoy,,guan1268,South America,leng1261/guan1268,dialect
laze1238,Laze,sino1245,Sino-Tibetan,,laze1238,Eurasia,sino1245/burm1265/naqi1236/naic1235/nais1236,language
laze1239,Lazemi,sino1245,Sino-Tibetan,,sumi1235,Eurasia,sino1245/kuki1245/naga1409/anga1312/anga1286/reng1253/sumi1235,dialect
lazi1238,Laziale,indo1319,Indo-European,,ital1282,Eurasia,indo1319/ital1284/lati1262/lati1263/impe1234/roma1334/ital1285/ital1286/ital1287/ital1282,dialect
lazz1240,Laz,kart1248,Kartvelian,lzz,lazz1240,Eurasia,kart1248/geor1252/zann1245,language
lbee1237,L'be,aust1307,Austronesian,,moke1242,Papunesia,aust1307/mala1545/moke1241/moke1242,dialect
ldam1238,Ldamtsai,afro1255,Afro-Asiatic,,mafa1239,Africa,afro1255/chad1250/bium1280/sout3145/mata1311/mafa1239/cent2189,dialect
leal1235,Lealao Chinantec,otom1299,Otomanguean,cle,leal1235,North America,otom1299/west2783/otop1241/chin1484/chin1489,language
leba1239,Lebang,timo1261,Timor-Alor-Pantar,,teiw1235,Papunesia,timo1261/alor1249/teiw1236/teiw1235,dialect
leba1240,Lebatukan,aust1307,Austronesian,,lama1278,,aust1307/mala1545/cent2237/cent2245/flor1239/sika1265/lama1292/lama1293/lama1278,dialect
lebi1240,Lebir,mand1469,Mande,,biss1248,Africa,mand1469/east2697/bisa1265/biss1248,dialect
lebo1243,Lebou,atla1278,Atlantic-Congo,,nucl1347,Africa,atla1278/nort3146/wolo1248/wolo1247/nucl1347,dialect
lebo1244,Leboa-Le,atla1278,Atlantic-Congo,,bwaa1238,Africa,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/abab1240/oldb1234/midd1348/late1250/paga1238/bwaa1238,dialect
lebo1245,Lebong,aust1307,Austronesian,,reja1240,Papunesia,aust1307/mala1545/land1261/bida1237/sado1238/reja1240,dialect
lebo1246,Lebonya,atla1278,Atlantic-Congo,,,,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281,family
lebu1234,Lebu Wolof,atla1278,Atlantic-Congo,,lebu1234,Africa,atla1278/nort3146/wolo1248/wolo1247,language
lech1241,Lechitic,indo1319,Indo-European,,,,indo1319/balt1263/slav1255/west2792,family
leco1242,Leco,,,lec,leco1242,South America,,language
ledo1237,Ledo,aust1307,Austronesian,,ledo1238,Papunesia,aust1307/mala1545/cele1242/kail1255/kail1253/nort2898/kail1254/ledo1238,dialect
ledo1238,Ledo Kaili,aust1307,Austronesian,lew,ledo1238,Papunesia,aust1307/mala1545/cele1242/kail1255/kail1253/nort2898/kail1254,language
leee1238,Le,sino1245,Sino-Tibetan,,lush1249,Eurasia,sino1245/kuki1245/kuki1246/cent2330/cent2005/mizo1244/lush1249,dialect
leel1241,Leelu,atla1278,Atlantic-Congo,,koma1266,Africa,atla1278/volt1241/nort3149/came1255/samb1322/samb1323/nort3259/vere1249/vere1250/koma1266,dialect
leel1242,Leelau,atla1278,Atlantic-Congo,ldk,leel1242,Africa,atla1278/volt1241/nort3149/gura1261/cent2243/waja1258/bikw1235/bikw1236/bamb1263,language
leem1238,Leem,aust1305,Austroasiatic,,uppe1406,Eurasia,aust1305/katu1271/taoi1247/ongt1234/uppe1406,dialect
leem1242,Leemo,afro1255,Afro-Asiatic,,hadi1240,Africa,afro1255/cush1243/east2699/high1285/sida1247/hadi1241/hadi1242/hadi1240,dialect
leet1234,Leetugal Niger Fulfulde,atla1278,Atlantic-Congo,,cent2018,,atla1278/nort3146/peul1234/fula1264/fula1265/cent2018,dialect
lefa1242,Lefa,atla1278,Atlantic-Congo,lfa,lefa1242,Africa,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/bant1295/bafi1244/nucl1740/lefa1243,language
lefa1243,Lefa-Bafia,atla1278,Atlantic-Congo,,,,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/bant1295/bafi1244/nucl1740,family
left1242,Left May,,,,,,,family
lega1249,Lega-Shabunda,atla1278,Atlantic-Congo,lea,lega1249,Africa,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731/nyan1317/mitu1241/lega1252/lega1253/west2869,language
lega1250,Lega-Mwenga,atla1278,Atlantic-Congo,lgm,lega1250,Africa,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731/nyan1317/mitu1241/lega1252/lega1253,language
lega1251,Legaspi,aust1307,Austronesian,,cent2087,Papunesia,aust1307/mala1545/grea1284/cent2246/biko1240/coas1315/cent2087,dialect
lega1252,Lega Complex,atla1278,Atlantic-Congo,,,,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731/nyan1317/mitu1241,family
lega1253,Lega,atla1278,Atlantic-Congo,,,,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731/nyan1317/mitu1241/lega1252,family
legb1241,Legboic,atla1278,Atlantic-Congo,,,,atla1278/volt1241/benu1247/delt1251/uppe1418/cent2027/east2400/mbem1251,family
legb1242,Legbo,atla1278,Atlantic-Congo,agb,legb1242,Africa,atla1278/volt1241/benu1247/delt1251/uppe1418/cent2027/east2400/mbem1251/legb1241,language
lege1240,Legeri,atla1278,Atlantic-Congo,,vagh1247,Africa,atla1278/volt1241/benu1247/benu1248/taro1265/kwan1287/vagh1247,dialect
lege1241,Legenyem,aust1307,Austronesian,lcc,lege1241,Papunesia,aust1307/mala1545/cent2237/east2712/sout2850/sout3229/raja1255/maya1288/raja1258,language
legh1238,Leghva,afro1255,Afro-Asiatic,,lama1288,Africa,afro1255/chad1250/bium1280/nort3156/lama1287/lama1288/nort3048,dialect
leha1242,Lehar,atla1278,Atlantic-Congo,cae,leha1242,Africa,atla1278/nort3146/cang1245/saaf1239/noon1244,language
leha1243,Lehali,aust1307,Austronesian,tql,leha1243,Papunesia,aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/nort3205/torr1262,language
leha1244,Lehalurup,aust1307,Austronesian,urr,leha1244,Papunesia,aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/nort3205/torr1262,language
lehh1238,Leh,sino1245,Sino-Tibetan,,lada1244,Eurasia,sino1245/bodi1256/bodi1257/oldm1245/lada1242/kenh1234/lada1244,dialect
leic1234,Leicestershire English,indo1319,Indo-European,,stan1293,,indo1319/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/stan1293/sout3281/cent2344/east2825,dialect
leil1237,Leileiafa,aust1307,Austronesian,,suau1242,Papunesia,aust1307/mala1545/cent2237/east2712/ocea1241/west2818/papu1253/nucl1744/suau1243/suau1244/suau1242,dialect
lein1236,Leinong-Makyan,sino1245,Sino-Tibetan,,,,sino1245/brah1260/kony1246/kony1247/khia1235,family
lein1237,Leinong Naga,sino1245,Sino-Tibetan,lzn,lein1237,Eurasia,sino1245/brah1260/kony1246/kony1247/khia1235/lein1236,language
leip1237,Leipon,aust1307,Austronesian,lek,leip1237,Papunesia,aust1307/mala1545/cent2237/east2712/ocea1241/admi1239/east2459/manu1262/east2460,language
leiv1234,Leivu-Lutsi,ural1272,Uralic,,sout2679,,ural1272/finn1317/sout2679,dialect
leiv1235,Leivu,ural1272,Uralic,,sout2679,,ural1272/finn1317/sout2679/leiv1234,dialect
leiz1236,Leizhou,sino1245,Sino-Tibetan,,minn1241,Eurasia,sino1245/sini1245/minn1248/coas1318/minn1241/qion1239,dialect
leko1246,Sambaic,atla1278,Atlantic-Congo,,,,atla1278/volt1241/nort3149/came1255/samb1322/samb1323/sout3238,family
leko1247,Lekon,aust1307,Austronesian,,siku1242,Papunesia,aust1307/mala1545/nort2829/nucl1463/ment1248/nias1241/siku1242,dialect
leko1248,Lekongo-Manenguba,atla1278,Atlantic-Congo,,,,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/bant1295/lund1274,family
leks1234,Leksand,indo1319,Indo-European,,dale1238,,indo1319/germ1287/nort3152/nort3160/nort3266/east2780/dale1238/oste1242/neda1234,dialect
lela1244,Lela,atla1278,Atlantic-Congo,,kase1253,Africa,atla1278/volt1241/nort3149/gura1261/cent2243/sout3164/grus1239/nort2782/nuna1234/kase1253,dialect
lela1245,Lelain,aust1307,Austronesian,,deng1253,Papunesia,aust1307/mala1545/cent2237/cent2245/timo1259/west2545/roti1239/deng1253,dialect
lela1246,Lelak,aust1307,Austronesian,llk,lela1246,Papunesia,aust1307/mala1545/nort3253/nort3171/bera1263/cent2094/cent2273,language
lele1262,Lelemic,atla1278,Atlantic-Congo,,,,atla1278/volt1241/kwav1236/nato1234,family
lele1263,Lelemi-Akpafu,atla1278,Atlantic-Congo,,,,atla1278/volt1241/kwav1236/nato1234/lele1262,family
lele1264,Lelemi,atla1278,Atlantic-Congo,lef,lele1264,Africa,atla1278/volt1241/kwav1236/nato1234/lele1262/lele1263,language
lele1265,Lele (Democratic Republic of Congo),atla1278,Atlantic-Congo,lel,lele1265,Africa,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1286/kela1261/tsin1240/vieu1234/nkut1239/bosh1243/bush1251,language
lele1266,Lele (Guinea),mand1469,Mande,llc,lele1266,Africa,mand1469/west2780/mand1431/cent2047/mand1432/mand1433/mand1434/nucl1445,language
lele1267,Lelepa,aust1307,Austronesian,lpa,lele1267,Papunesia,aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/cent2269/epie1239/efat1236/nort3222,language
lele1268,Lelet,aust1307,Austronesian,,mada1285,Papunesia,aust1307/mala1545/cent2237/east2712/ocea1241/west2818/meso1253/newi1242/mada1284/mada1285,dialect
lele1269,Lelehudi,aust1307,Austronesian,,tawa1275,Papunesia,aust1307/mala1545/cent2237/east2712/ocea1241/west2818/papu1253/nucl1744/nort2848/aret1241/taup1241/tawa1275,dialect
lele1270,Lele (Papua New Guinea),aust1307,Austronesian,lle,lele1270,Papunesia,aust1307/mala1545/cent2237/east2712/ocea1241/admi1239/east2459/manu1262/east2460/koro1314,language
lele1271,Lelenuk,aust1307,Austronesian,,bilb1242,Papunesia,aust1307/mala1545/cent2237/cent2245/timo1259/west2545/roti1239/nucl1753/bilb1242,dialect
