id,name,family_id,family_name,iso_code,language_id,macroarea,lineage,level
agho1238,Agholo,atla1278,Atlantic-Congo,,ogbi1239,Africa,atla1278/volt1241/benu1247/delt1251/cent2028/kugb1242/ogbi1239,dialect
aghu1253,Aghul,nakh1245,Nakh-Daghestanian,agx,aghu1253,Eurasia,nakh1245/dagh1238/lezg1248/nucl1321/east2790/east2367/aghu1259,language
aghu1254,Aghu Tharnggalu,pama1250,Pama-Nyungan,ggr,aghu1254,Australia,pama1250/pama1251/alay1234/thay1250,language
aghu1255,Aghu,nucl1709,Nuclear Trans New Guinea,ahh,aghu1255,Papunesia,nucl1709/cent2116/awyu1265/grea1275/awyu1263/awyu1264/mapp1234,language
aghu1256,Aghu Tharnggalu (Retired),book1242,Bookkeeping,gtu,aghu1256,Australia,book1242,language
aghu1259,Aghul-Lezgi,nakh1245,Nakh-Daghestanian,,,,nakh1245/dagh1238/lezg1248/nucl1321/east2790/east2367,family
aghw1237,Aghwan,nakh1245,Nakh-Daghestanian,xag,aghw1237,Eurasia,nakh1245/dagh1238/lezg1248/nucl1321/east2790/udia1235,language
agii1244,Agi (Moru),cent2225,Central Sudanic,,moru1253,Africa,cent2225/moru1252/moru1253,dialect
agii1245,Agi,nucl1708,Nuclear Torricelli,aif,agii1245,Papunesia,nucl1708/west2788/agiy1234,language
agiy1234,Agi-Yeri,nucl1708,Nuclear Torricelli,,,,nucl1708/west2788,family
agne1238,Agneby,atla1278,Atlantic-Congo,,,,atla1278/volt1241/kwav1236/nyoa1234,family
agoa1234,Agoan,lowe1437,Lower Sepik-Ramu,,,,lowe1437/ramu1234,family
agob1244,Agob-Ende-Kawam,paho1240,Pahoturi,kit,agob1244,Papunesia,paho1240,language
agob1245,Agöb,paho1240,Pahoturi,,agob1244,Papunesia,paho1240/agob1244,dialect
agoi1244,Agoi (Gen),atla1278,Atlantic-Congo,,genn1243,Africa,atla1278/volt1241/kwav1236/gbee1241/west2802/genn1243,dialect
agoi1245,Agoi-Doko-Iyoniyong,atla1278,Atlantic-Congo,,,,atla1278/volt1241/benu1247/delt1251/uppe1418,family
agoi1246,Agoi,atla1278,Atlantic-Congo,ibm,agoi1246,Africa,atla1278/volt1241/benu1247/delt1251/uppe1418/agoi1245,language
agon1238,Agona,atla1278,Atlantic-Congo,,akan1250,Africa,atla1278/volt1241/kwav1236/nyoa1234/poto1254/tano1248/cent2262/akan1251/akan1250,dialect
agra1238,Agrab,afro1255,Afro-Asiatic,,birg1239,Africa,afro1255/chad1250/east2632/east2633/east2709/dang1275/birg1240/birg1239,dialect
agta1234,Agta-Pahanan,aust1307,Austronesian,apf,agta1234,Papunesia,aust1307/mala1545/nort3238/nort3187/nucl1755/para1320,language
agua1251,Aguano,unat1236,Unattested,aga,agua1251,South America,unat1236/araw1288,language
agua1252,Aguacateco,maya1287,Mayan,agu,agua1252,North America,maya1287/core1254/quic1274/grea1277/ixil1250,language
agua1253,Aguaruna,jiva1245,Chicham,agr,agua1253,South America,jiva1245,language
agua1254,Aguarico,cofa1242,Cofán,,cofa1242,South America,cofa1242,dialect
aguf1237,Agufi,aust1307,Austronesian,,faga1239,Papunesia,aust1307/mala1545/cent2237/east2712/ocea1241/sout2853/mala1485/mala1540/sanc1243/faga1239,dialect
agul1243,Agulis,indo1319,Indo-European,,nucl1235,Eurasia,indo1319/arme1241/east2768/nucl1235/agul1245,dialect
agul1244,Agul,nakh1245,Nakh-Daghestanian,,aghu1253,Eurasia,nakh1245/dagh1238/lezg1248/nucl1321/east2790/east2367/aghu1259/aghu1253,dialect
agul1245,Agulis-Meghri,indo1319,Indo-European,,nucl1235,,indo1319/arme1241/east2768/nucl1235,dialect
agun1238,Aguna,atla1278,Atlantic-Congo,aug,agun1238,Africa,atla1278/volt1241/kwav1236/gbee1241/west2802,language
aguo1238,Aguok,nilo1247,Nilotic,,sout2832,Africa,nilo1247/west2493/dink1261/dink1262/sout2832,dialect
agus1235,Agusan Manobo,aust1307,Austronesian,msm,agus1235,Papunesia,aust1307/mala1545/grea1284/mano1276/cent2255/east2778/east2742/east2478,language
agut1237,Agutaynen,aust1307,Austronesian,agn,agut1237,Papunesia,aust1307/mala1545/kala1389,language
aguu1241,Agu,sino1245,Sino-Tibetan,,rawa1265,Eurasia,sino1245/nung1293/rawa1265,dialect
aguu1242,Agu (Ewe),atla1278,Atlantic-Congo,,ewee1241,Africa,atla1278/volt1241/kwav1236/gbee1241/west2802/ewee1241,dialect
agwa1246,Agwatashi,atla1278,Atlantic-Congo,,alag1242,Africa,atla1278/volt1241/benu1247/idom1262/etul1244/etul1246/nucl1732/alag1242,dialect
agwa1247,Agwagwune,atla1278,Atlantic-Congo,yay,agwa1247,Africa,atla1278/volt1241/benu1247/delt1251/uppe1418/cent2027/nort2790/ubag1244/kohu1243,language
ahaf1238,Ahafo,atla1278,Atlantic-Congo,,akan1250,Africa,atla1278/volt1241/kwav1236/nyoa1234/poto1254/tano1248/cent2262/akan1251/akan1250,dialect
ahan1243,Ahanta,atla1278,Atlantic-Congo,aha,ahan1243,Africa,atla1278/volt1241/kwav1236/nyoa1234/poto1254/tano1248/cent2262/biaa1238/sout2779,language
ahan1244,Àhàn,atla1278,Atlantic-Congo,ahn,ahan1244,Africa,atla1278/volt1241/benu1247/defo1239/ayer1244,language
ahea1235,Aheave,nucl1580,Eleman,,keor1235,Papunesia,nucl1580/west2573/keor1235,dialect
ahea1240,Ahe,book1242,Bookkeeping,ahe,ahea1240,,book1242,language
ahei1238,Aheima,narr1279,Narrow Talodi,,ngil1242,Africa,narr1279/bura1298/ngil1241/ngil1242,dialect
aher1237,Aheri,drav1251,Dravidian,,sout2711,Eurasia,drav1251/sout3133/sout3139/gond1265/nort3258/sout2711,dialect
aheu1239,Thavung,aust1305,Austroasiatic,thm,aheu1239,Eurasia,aust1305/viet1250/chut1252,language
ahin1234,Ahin-Kayapa Kalanguya,aust1307,Austronesian,kak,ahin1234,Papunesia,aust1307/mala1545/nort3238/meso1254/sout3211/sout2907/west2550/nucl1542/kall1244,language
ahir1242,Ahiri,indo1319,Indo-European,,bhil1251,Eurasia,indo1319/indo1320/indo1321/indo1322/subc1234/bhil1254/bhil1251,dialect
ahir1243,Ahirani,book1242,Bookkeeping,ahr,ahir1243,Eurasia,book1242,language
ahkk1235,AHK,sout2845,South Omotic,,,,sout2845,family
ahom1240,Ahom,taik1256,Tai-Kadai,aho,ahom1240,Eurasia,taik1256/kamt1241/beta1258/daic1237/cent2251/wenm1239/sapa1255/sout3184/sout2743,language
ahou1236,Ahouic,taik1256,Tai-Kadai,,,,taik1256/kada1291/sout3143/west2798/gela1265/nort3188,family
ahte1237,Ahtena,atha1245,Athabaskan-Eyak-Tlingit,aht,ahte1237,North America,atha1245/atha1246/atha1247/nort2940,language
ahua1238,Ahuatempan Popoloca,otom1299,Otomanguean,,sant1454,South America,otom1299/east2557/popo1292/popo1293/choc1278/popo1294/sant1454,dialect
ahwa1235,Ndunic,atla1278,Atlantic-Congo,nfd,ahwa1235,Africa,atla1278/volt1241/benu1247/benu1248,language
ahwa1239,Ahwaz,afro1255,Afro-Asiatic,,nucl1706,Eurasia,afro1255/semi1276/west2786/cent2236/nort3165/aram1259/east2680/mand1468/nucl1706,dialect
aial1237,Ai'alu,aust1307,Austronesian,,moli1248,Papunesia,aust1307/mala1545/cent2237/east2712/ocea1241/west2818/papu1253/nucl1744/nort2848/bwai1241/moli1248,dialect
aian1241,Aian,lowe1437,Lower Sepik-Ramu,,,,lowe1437/ramu1234,family
aibo1237,Aibondeni,aust1307,Austronesian,,wand1267,Papunesia,aust1307/mala1545/cent2237/east2712/sout2850/sout3229/cend1238/yape1249/cent2277/ansu1238/wand1267,dialect
aich1238,Ai-Cham,taik1256,Tai-Kadai,aih,aich1238,Eurasia,taik1256/kamt1241/kams1241/then1235/maon1239/maka1300,language
aiew1238,Aiewomba,anga1289,Angan,,safe1240,Papunesia,anga1289/nucl1763/nort3145/safe1240,dialect
aigh1235,Aighon,aust1307,Austronesian,aix,aigh1235,Papunesia,aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/nger1241/viti1243/sout2874/araw1269/pasi1254,language
aigo1239,Aigon,aust1307,Austronesian,,aigh1235,Papunesia,aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/nger1241/viti1243/sout2874/araw1269/pasi1254/aigh1235,dialect
aika1237,Aikanã,,,tba,aika1237,South America,,language
aikl1237,Aiklep,aust1307,Austronesian,mwg,aikl1237,Papunesia,aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/nger1241/viti1243/sout2874/araw1269/araw1283/west2530,language
aiko1237,Aikoa,aust1307,Austronesian,,mori1269,Papunesia,aust1307/mala1545/cele1242/east2488/sout2928/bung1268/west2566/inte1258/mori1269,dialect
aiku1240,Aiku,book1242,Bookkeeping,mzf,aiku1240,,book1242,language
aima1241,Aimaq,indo1319,Indo-European,aiq,aima1241,Eurasia,indo1319/indo1320/iran1269/sout3157/midd1352/mode1259/fars1254/fars1255/east2745,language
aima1242,Aimara,kuna1268,Kunama,,kuna1268,Africa,kuna1268,dialect
aime1238,Aimele,bosa1245,Bosavi,ail,aime1238,Papunesia,bosa1245/bosa1246,language
aimo1244,Aimol,sino1245,Sino-Tibetan,aim,aimo1244,Eurasia,sino1245/kuki1245/kuki1246/oldk1252/aimo1247,language
aimo1245,Aimoli,timo1261,Timor-Alor-Pantar,,adan1251,Papunesia,timo1261/alor1249/alor1250/west2787/stra1245/adan1252/adan1251,dialect
aimo1246,Aimore,nucl1710,Nuclear-Macro-Je,,,,nucl1710,family
aimo1247,Aimol-Syriem,sino1245,Sino-Tibetan,,,,sino1245/kuki1245/kuki1246/oldk1252,family
ainb1238,Ainbai,bord1247,Border,aic,ainb1238,Papunesia,bord1247/bewa1242/pagi1245,language
aine1237,Aine Kuruba,drav1251,Dravidian,,nucl1305,Eurasia,drav1251/sout3133/sout3138/tami1291/bada1263/kann1259/kann1255/nucl1305,dialect
ainu1240,Hokkaido Ainu,ainu1252,Ainu,ain,ainu1240,Eurasia,ainu1252/hokk1250,language
ainu1251,Ainu (China),turk1311,Turkic,aib,ainu1251,Eurasia,turk1311/comm1245/cent2326/sout2693/yeni1256/east2792,language
ainu1252,Ainu,,,,,,,family
aiom1240,Aiome,lowe1437,Lower Sepik-Ramu,aki,aiom1240,Papunesia,lowe1437/ramu1234/aian1241,language
aird1238,Aird Hills,kibi1239,Kibiri,,kibi1239,Papunesia,kibi1239,dialect
airm1240,Air Mata,aust1307,Austronesian,,kupa1239,Papunesia,aust1307/mala1545/mala1536/nort3170/mala1538/vehi1234/east2743/kupa1239,dialect
airm1241,Airmadidi,aust1307,Austronesian,,tons1240,Papunesia,aust1307/mala1545/mina1272/nort2886/nort2887/tons1240,dialect
airo1242,Airoran,kwer1242,Greater Kwerba,air,airo1242,Papunesia,kwer1242/kwer1240/west1486,language
airr1238,Air,song1307,Songhay,,tagd1238,Africa,song1307/nort2822/nort2823/tagd1238,dialect
airr1242,Air (Berber),afro1255,Afro-Asiatic,,taya1257,Africa,afro1255/berb1260/tuar1240/sout3263/taya1257,dialect
airy1239,Airym,turk1311,Turkic,,nort2697,Eurasia,turk1311/comm1245/oghu1243/nucl1769/west2406/azer1255/mode1262/nort2697,dialect
aisi1234,Aisian,nucl1709,Nuclear Trans New Guinea,,,,nucl1709/mada1298/kala1403/sout3148/soge1235/east2767,family
aita1238,Aita,nort2933,North Bougainville,,roto1249,Papunesia,nort2933/roto1248/roto1249,dialect
aito1238,Aiton,taik1256,Tai-Kadai,aio,aito1238,Eurasia,taik1256/kamt1241/beta1258/daic1237/cent2251/wenm1239/sapa1255/sout3184/sout2743/shan1276/assa1264,language
aitu1237,Aitutaki,aust1307,Austronesian,,raro1241,Papunesia,aust1307/mala1545/cent2237/east2712/ocea1241/cent2060/east2445/poly1242/nucl1485/nort3246/solo1260/cent2298/east2449/cent2062/mang1433/raro1241,dialect
aiya1239,Aiyangar,drav1251,Dravidian,,tami1289,Eurasia,drav1251/sout3133/sout3138/tami1291/tami1292/tami1293/tami1294/tami1297/tami1298/tami1299/tami1300/tami1289,dialect
aiya1240,Aiyar,drav1251,Dravidian,,tami1289,Eurasia,drav1251/sout3133/sout3138/tami1291/tami1292/tami1293/tami1294/tami1297/tami1298/tami1299/tami1300/tami1289,dialect
aiye1241,Aiyegunle,atla1278,Atlantic-Congo,,okpa1238,Africa,atla1278/volt1241/benu1247/akpe1249/edoi1239/nort3183/sout3171/okpa1238/west2472,dialect
aiye1242,||'Aiye,khoe1240,Khoe-Kwadi,,shua1254,Africa,khoe1240/khoe1241/nonk1236/ostk1235/shua1254,dialect
aizi1248,Aizi,atla1278,Atlantic-Congo,,,,atla1278/volt1241/krua1234,family
aizu1241,Aizu,japo1237,Japonic,,nucl1643,Papunesia,japo1237/japa1256/japa1258/nucl1643/east2526/toho1244/sout2953,dialect
aizu1242,Aizuare,tupi1275,Tupian,,omag1248,South America,tupi1275/mawe1252/awet1245/tupi1276/sout3271/tupi1287/omag1247/omag1248,dialect
ajab1235,Aja (Benin),atla1278,Atlantic-Congo,ajg,ajab1235,Africa,atla1278/volt1241/kwav1236/gbee1241,language
ajam1240,Ajam,nucl1709,Nuclear Trans New Guinea,,cent2117,Papunesia,nucl1709/cent2116/asma1256/asma1257/cent2247/cent2117,dialect
ajas1235,Aja (Sudan),kres1240,Kresh-Aja,aja,ajas1235,Africa,kres1240,language
ajaw1236,Ajawa,afro1255,Afro-Asiatic,ajw,ajaw1236,Africa,afro1255/chad1250/west2785/west2790/west2712,language
ajee1238,Aje,atla1278,Atlantic-Congo,,arig1246,Africa,atla1278/volt1241/benu1247/defo1239/arig1246,dialect
ajie1238,Ajië,aust1307,Austronesian,aji,ajie1238,Papunesia,aust1307/mala1545/cent2237/east2712/ocea1241/sout3173/newc1243/sout3189/houa1234,language
ajir1238,Ajiri of Hazara,indo1319,Indo-European,,guja1253,Eurasia,indo1319/indo1320/indo1321/indo1322/subc1234/guja1255/raja1256/mewa1254/guja1253,dialect
ajiw1238,Ajiw,mpur1239,Mpur,,mpur1239,Papunesia,mpur1239,dialect
ajra1238,Ajra,atla1278,Atlantic-Congo,,gunn1250,Africa,atla1278/volt1241/kwav1236/gbee1241/east2711/gunn1250,dialect
ajug1238,Ajugu,cent2225,Central Sudanic,,avok1242,Africa,cent2225/moru1252/cent2043/avok1242,dialect
ajuh1237,Ajuh,aust1307,Austronesian,,lawa1257,Papunesia,aust1307/mala1545/basa1291/grea1283/nort2888/lawa1257,dialect
ajum1239,Ajumba,atla1278,Atlantic-Congo,,myen1241,Africa,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/bant1295/b10b1234/myen1241,dialect
ajyi1238,Ajyíninka Apurucayali,araw1281,Arawakan,cpc,ajyi1238,South America,araw1281/sout3131/prea1240/asha1244/asha1241/asha1242/ashe1271,language
akaa1242,Aka,east2386,Eastern Jebel,soh,akaa1242,Africa,east2386/akak1254,language
akab1248,Akabo,grea1241,Great Andamanese,akm,akab1248,Eurasia,grea1241/nort3276/nort2678/boca1235,language
akab1249,Akabea,grea1241,Great Andamanese,abj,akab1249,Eurasia,grea1241/midd1356/sout2683,language
akab1250,Akabafa,koia1260,Koiarian,,esee1247,Papunesia,koia1260/bara1376/esee1247,dialect
akac1240,Akacari,grea1241,Great Andamanese,aci,akac1240,Eurasia,grea1241/nort3276/nort2678/boca1235,language
akaj1239,Akajeru,grea1241,Great Andamanese,akj,akaj1239,Eurasia,grea1241/nort3276/nort2678/jeru1239,language
akak1251,Akakora,grea1241,Great Andamanese,ack,akak1251,Eurasia,grea1241/nort3276/nort2678/jeru1239,language
akak1252,Akakede,grea1241,Great Andamanese,akx,akak1252,Eurasia,grea1241/nort3276,language
akak1253,Akakol,grea1241,Great Andamanese,aky,akak1253,Eurasia,grea1241/midd1356/midd1323,language
akak1254,Aka-Kelo-Molo,east2386,Eastern Jebel,,,,east2386,family
akal1238,Aka Lel,sino1245,Sino-Tibetan,,nyis1236,Eurasia,sino1245/macr1268/tani1259/prew1234/west2797/suba1255/nyis1236,dialect
akam1238,Akamkpa-Ejagham,atla1278,Atlantic-Congo,,ejag1239,Africa,atla1278/volt1241/benu1247/bant1294/sout3152/ekoi1237/ekoi1236/ejag1240/ejag1239/west2482,dialect
akan1248,Akani,tung1282,Tungusic,,nana1257,Eurasia,tung1282/east2366/orok1264/nana1257,dialect
akan1250,Akan,atla1278,Atlantic-Congo,aka,akan1250,Africa,atla1278/volt1241/kwav1236/nyoa1234/poto1254/tano1248/cent2262/akan1251,language
akan1251,Akanic,atla1278,Atlantic-Congo,,,,atla1278/volt1241/kwav1236/nyoa1234/poto1254/tano1248/cent2262,family
akar1243,Akarbale,grea1241,Great Andamanese,acl,akar1243,Papunesia,grea1241/midd1356/sout2683,language
akar1244,Akarre,pama1250,Pama-Nyungan,,east2379,Australia,pama1250/aran1266/aran1267/aran1263/east2379,dialect
akas1241,Akassa,ijoi1239,Ijoid,,sout2774,Africa,ijoi1239/ijoo1239/east2383/sout2774,dialect
akas1242,Akaselem,atla1278,Atlantic-Congo,aks,akas1242,Africa,atla1278/volt1241/nort3149/gura1261/cent2243/nort2777/bwam1248/otiv1239/nucl1743/gurm1247/gurm1248/gurm1249/ntch1241,language
akaw1239,Akawaio,cari1283,Cariban,ake,akaw1239,South America,cari1283/vene1261/pemo1246/pemo1247/kapo1251,language
akeb1238,Akebu,atla1278,Atlantic-Congo,keu,akeb1238,Africa,atla1278/volt1241/kwav1236/kato1245/kebu1246,language
akee1238,Ake,atla1278,Atlantic-Congo,aik,akee1238,Africa,atla1278/volt1241/benu1247/benu1248/alum1249/jili1242/eggo1240,language
akei1237,Akei,aust1307,Austronesian,tsr,akei1237,Papunesia,aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/nort3205/espi1234/west2845,language
aker1238,Akerre,pama1250,Pama-Nyungan,,west2441,Australia,pama1250/aran1266/aran1267/aran1263/west2441,dialect
akeu1235,Akeu,sino1245,Sino-Tibetan,aeu,akeu1235,Eurasia,sino1245/burm1265/lolo1265/lolo1267/hani1249/biso1244/hani1250/haya1251/akha1246,language
akha1245,Akha,sino1245,Sino-Tibetan,ahk,akha1245,Eurasia,sino1245/burm1265/lolo1265/lolo1267/hani1249/biso1244/hani1250/haya1251/akha1246,language
akha1246,Akhaic,sino1245,Sino-Tibetan,,,,sino1245/burm1265/lolo1265/lolo1267/hani1249/biso1244/hani1250/haya1251,family
akhm1237,Akhmimic,afro1255,Afro-Asiatic,,copt1239,Africa,afro1255/egyp1245/copt1239/uppe1445,dialect
akho1238,Akhoe,kxaa1236,Kxa,,kung1261,Africa,kxaa1236/juku1256/kung1261,dialect
akht1238,Akhty,nakh1245,Nakh-Daghestanian,,lezg1247,Eurasia,nakh1245/dagh1238/lezg1248/nucl1321/east2790/east2367/aghu1259/lezg1247,dialect
akhv1239,Akhvakh,nakh1245,Nakh-Daghestanian,akv,akhv1239,Eurasia,nakh1245/dagh1238/avar1255/andi1254,language
akii1238,Aki,nucl1709,Nuclear Trans New Guinea,,apal1256,Papunesia,nucl1709/mada1298/kala1403/sout3148/soge1235/cent2257/apal1256,dialect
akim1239,Akimel O'odham,utoa1244,Uto-Aztecan,,toho1245,North America,utoa1244/sout3136/tepi1240/pima1249/toho1245,dialect
akit1239,Akit,aust1307,Austronesian,,keri1250,Papunesia,aust1307/mala1545/mala1536/nort3170/mala1538/nucl1733/keri1250,dialect
akit1240,Akita,japo1237,Japonic,,nucl1643,Papunesia,japo1237/japa1256/japa1258/nucl1643/east2526/toho1244/nort2934,dialect
akka1237,Akkala Saami,ural1272,Uralic,sia,akka1237,Eurasia,ural1272/saam1281/east2324/main1280,language
akka1240,Akkadian,afro1255,Afro-Asiatic,akk,akka1240,Eurasia,afro1255/semi1276/east2678,language
akkk1240,Ak,sepi1257,Sepik,akq,akkk1240,Papunesia,sepi1257/yell1247,language
akla1240,Aklan,aust1307,Austronesian,,,,aust1307/mala1545/grea1284/cent2246/bisa1268/west2820,family
akla1241,Aklanon,aust1307,Austronesian,akl,akla1241,Papunesia,aust1307/mala1545/grea1284/cent2246/bisa1268/west2820/akla1240,language
aknn1239,Akn,indo1319,Indo-European,,homs1234,Eurasia,indo1319/arme1241/east2768/homs1234/asia1266,dialect
akol1237,Akolet,aust1307,Austronesian,akt,akol1237,Papunesia,aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/nger1241/viti1243/sout2874/araw1269/araw1283/east2763,language
akon1238,Akono,atla1278,Atlantic-Congo,,yoru1245,Africa,atla1278/volt1241/benu1247/defo1239/yoru1244/edek1238/edea1234/east2738/sout3186/nucl1747/lucu1239/yoru1245,dialect
akoo1247,Ako,sino1245,Sino-Tibetan,,akha1245,Eurasia,sino1245/burm1265/lolo1265/lolo1267/hani1249/biso1244/hani1250/haya1251/akha1246/akha1245,dialect
akoo1248,Akoose,atla1278,Atlantic-Congo,bss,akoo1248,Africa,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/bant1295/lund1274/leko1248/ngoe1239/mane1268/cent2284,language
akoo1249,Ako (Atlantic-Congo),atla1278,Atlantic-Congo,,ekpe1253,Africa,atla1278/volt1241/benu1247/igbo1258/ekpe1253,dialect
akoo1250,Ako (Indonesia),aust1307,Austronesian,,bada1261,Papunesia,aust1307/mala1545/cele1242/kail1255/kail1253/sout2926/bada1260/bada1261,dialect
akoy1238,Akoye,anga1289,Angan,miw,akoy1238,Papunesia,anga1289/nucl1763/sout3130/tain1255,language
akpa1238,Akpa,atla1278,Atlantic-Congo,akf,akpa1238,Africa,atla1278/volt1241/benu1247/idom1262/yaty1238,language
akpa1243,Akpafu,atla1278,Atlantic-Congo,,siwu1238,Africa,atla1278/volt1241/kwav1236/nato1234/lele1262/lele1263/siwu1238,dialect
akpe1247,Akpe,atla1278,Atlantic-Congo,,anii1245,Africa,atla1278/volt1241/kwav1236/nato1234/basi1245/anii1245,dialect
akpe1248,Akpes,atla1278,Atlantic-Congo,ibe,akpe1248,Africa,atla1278/volt1241/benu1247/akpe1249,language
akpe1249,Akpes-Edoid,atla1278,Atlantic-Congo,,,,atla1278/volt1241/benu1247,family
akpo1242,Akpo-Mgbu-Tolu,atla1278,Atlantic-Congo,,ikwe1242,Africa,atla1278/volt1241/benu1247/igbo1258/igbo1259/ikwe1242,dialect
akpo1243,Akpondu,atla1278,Atlantic-Congo,,akpo1243,Africa,atla1278/volt1241/benu1247/benu1248/alum1249/alum1250/alum1251,language
akre1239,Akre,indo1319,Indo-European,,nort2641,Eurasia,indo1319/indo1320/iran1269/cent2317/cent2318/nort3177/laki1246/kurd1259/nort2641,dialect
akru1241,Chini,lowe1437,Lower Sepik-Ramu,afi,akru1241,Papunesia,lowe1437/ramu1234/goam1234/tamo1242,language
aksa1237,Aksanás,kawe1237,Kawesqar,,qawa1238,,kawe1237/nort1506/qawa1238,dialect
akua1239,Akuapem,atla1278,Atlantic-Congo,,akan1250,Africa,atla1278/volt1241/kwav1236/nyoa1234/poto1254/tano1248/cent2262/akan1251/akan1250/twii1234,dialect
akuk1235,Akuku,atla1278,Atlantic-Congo,ayk,akuk1235,Africa,atla1278/volt1241/benu1247/akpe1249/edoi1239/nort3183/sout3171/okpe1251,language
akum1238,Akum,atla1278,Atlantic-Congo,aku,akum1238,Africa,atla1278/volt1241/benu1247/benu1248/yuku1244/akum1239,language
akum1239,Akum-Beezen,atla1278,Atlantic-Congo,,,,atla1278/volt1241/benu1247/benu1248/yuku1244,family
akun1239,Akunnu,atla1278,Atlantic-Congo,,akpe1248,Africa,atla1278/volt1241/benu1247/akpe1249/akpe1248,dialect
akun1241,Akuntsu,tupi1275,Tupian,aqz,akun1241,South America,tupi1275/tupa1251/nucl1716/akun1243,language
akun1243,Akuntsu-Mekens,tupi1275,Tupian,,,,tupi1275/tupa1251/nucl1716,family
akur1238,Akurio,cari1283,Cariban,ako,akur1238,South America,cari1283/guia1242/tara1324/tiri1260,language
akus1238,Akusha,nakh1245,Nakh-Daghestanian,,darg1241,Eurasia,nakh1245/dagh1238/darg1242/darg1241/nort3280/nucl1774/aqus1234,dialect
akwa1247,Akwa (Nigeria),atla1278,Atlantic-Congo,,pong1250,Africa,atla1278/volt1241/benu1247/kain1275/cent2242/shir1273/shir1275/pong1250,dialect
akwa1248,Akwa,atla1278,Atlantic-Congo,akw,akwa1248,Africa,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/koyo1244,language
akwa1249,Akwanga,atla1278,Atlantic-Congo,,mada1282,,atla1278/volt1241/benu1247/benu1248/west2801/ninz1247/mada1282,dialect
akye1239,Akyem Bosome,atla1278,Atlantic-Congo,,akan1250,Africa,atla1278/volt1241/kwav1236/nyoa1234/poto1254/tano1248/cent2262/akan1251/akan1250,dialect
