id,name,level,status,parent_id,latitude,longitude,iso_code,wals_codes
quio1241,Quioquitani-Quierí Zapotec,language,established,mixt1428,16.3416,-96.1555,ztq,
quio1242,Quioquitani Zapotec,dialect,,quio1241,,,,
quir1245,Quirruba,dialect,,bani1254,,,,
quji1234,Qujiang Hakka-Shibei Shaoguan Tuhua,language,established,cent2008,,,,
qwab1238,Qwabe,dialect,,zulu1248,,,,
qyzy1236,Qyzylbash,dialect,,nort2697,,,,
qyzy1242,Qyzyl Qazma,dialect,,musl1236,,,,
raba1246,Rabari,dialect,,kach1272,,,,
raba1247,Rabah,dialect,,hree1244,,,,
raba1248,Rabai,dialect,,giry1241,,,,
raba1252,Rabat-Casablanca Arabic,dialect,,moro1292,,,,
rabh1238,Rabha,language,established,koch1249,25.8248,91.1689,rah,
rach1238,Racha-Lexchxum,dialect,,nucl1302,,,,
rade1240,Rade,language,established,rade1241,12.979,108.41,rad,rad
rade1241,Rade-Jarai,family,established,high1280,,,,
raet1238,Raetic,language,established,etru1243,,,xrr,
ragh1238,Raghobansi,dialect,,bund1253,,,,
ragr1238,Ragreig,dialect,,buru1301,,,,
raha1237,Rahambuu,language,established,west2567,-3.24627,121.059,raz,
raic1241,Rai Coast,family,established,mada1298,,,,
raig1237,Raigarh,dialect,,east2340,,,,
raii1238,Rai (Ledo Kaili),dialect,,ledo1238,,,,
raii1243,Rai,dialect,,chru1239,,,,
raii1244,Rai (Southern Roglai),dialect,,sout3010,,,,
raij1237,Raijua,dialect,,sabu1255,,,,
rain1239,Rainy River Ojibwa,dialect,,nort2961,,,,
raio1237,Raio,dialect,,ledo1238,,,,
raip1238,Raipur,dialect,,varh1239,,,,
rait1238,Raite,dialect,,turo1239,,,,
raiv1237,Raivavae,dialect,,aust1304,,,,
raja1250,Rajawadi,dialect,,malv1243,,,,
raja1252,Rajar Gang,dialect,,bish1244,,,,
raja1254,Rajah Kabunsuwan Manobo,language,established,east2478,8.2934,126.266,mqk,
raja1255,Raja Ampat-South Halmahera,family,established,sout3229,,,,
raja1256,Rajasthani,family,established,guja1255,,,,
raja1258,Raja Ampat Maya,family,established,maya1288,,,,
rajb1242,Rajbanshi (Bengali),dialect,,beng1280,,,,
rajb1243,Rajbanshi,language,established,west2382,26.3834,88.4536,rjs,
rajb1244,Rajbanshi,language,spurious retired,book1242,,,rjb,
raji1239,Raji-Raute,family,established,sino1245,,,,
raji1240,Raji,language,established,raji1239,28.6151,81.577,rji,rji
rajk1238,Rajkoti,dialect,,kala1373,,,,
rajo1237,Rajong,language,established,mang1431,-8.78645,120.703,rjg,
rajp1235,Rajput Garasia,language,established,gara1268,24.5451,73.2472,gra,
rajs1238,Rajshahi,dialect,,beng1280,,,,
raju1237,Rajura,dialect,,sout2711,,,,
raka1237,Rakahanga-Manihiki,language,established,tahi1241,-10.08,-161,rkh,
rakh1244,Rakhshani,dialect,,west2368,,,,
rakh1245,Rakhine,language,established,arak1255,21.4531,92.5966,rki,
rakh1246,Rakheli,dialect,,nach1240,,,,
raku1237,Rakunei,dialect,,kuan1248,,,,
rali1240,Raliang,dialect,,jain1238,,,,
rali1241,Rälik,dialect,,mars1254,,,,
ralt1242,Ralte,language,established,thad1239,25.0201,94.7381,ral,ral
ralt1243,Ralte (Lushai),dialect,,lush1249,,,,
ralu1237,Raluana,dialect,,kuan1248,,,,
rama1256,Ramand,dialect,,take1255,,,,
rama1257,Ramarama,family,established,puru1268,,,,
rama1270,Rama,language,established,voti1248,11.5007,-83.8571,rma,ram
rama1271,Ramanos,language,established,,-14.93,-65.36,,
rama1272,Ramand-Karaj,family,established,sout3177,,,,
ramb1240,Rambani,dialect,,kash1277,,,,
ramb1241,Rambuso,dialect,,sude1239,,,,
rame1238,Ramechap,dialect,,sher1255,,,,
ramk1239,Ramkokamekra,dialect,,cane1242,,,,
ramm1241,Ram,family,established,sepi1257,,,,
ramo1243,Ramo,dialect,,boka1249,,,,
ramo1244,Ramoaaina,language,established,kand1307,-4.17306,152.451,rai,
ramo1245,Ramopa,language,established,nort2933,-5.97015,154.9,kjx,
ramp1242,Rampuri,dialect,,uppe1403,,,,
ramp1243,Rampi,language,established,sout2926,-2.1399,120.356,lje,
ramu1234,Ramu,family,established,lowe1437,,,,
rana1245,Ranawat,dialect,,bhil1251,,,,
rana1246,Rana Tharu,language,established,thar1284,28.6483,80.4419,thr,
rana1247,Rana,dialect,,kuta1241,,,,
rana1248,Ranau,dialect,,cent2100,,,,
rana1249,Ranau,language,spurious retired,book1242,,,rae,
rand1239,Randawaya,dialect,,amba1265,,,,
rand1240,Randai,dialect,,bunu1267,,,,
rang1262,Rangari (Malvi),dialect,,malv1243,,,,
rang1263,Rangri,dialect,,malv1243,,,,
rang1264,Rangari,dialect,,khan1272,,,,
rang1265,Rangpuri,language,established,kamt1240,26.3834,88.4536,rkt,
rang1266,Rangkas,language,established,almo1241,29.2278,80.0845,rgk,
rang1267,Ranglong,language,established,oldk1252,23.7893,92.3255,rnl,
rang1268,Rangdania,dialect,,rabh1238,,,,
rang1269,Rang,language,established,mumu1250,8.001,10.58,rax,
rang1270,Ranga,dialect,,enre1239,,,,
rani1238,Rani Bhil,dialect,,bhil1251,,,,
ranm1238,Ránmo,dialect,,blaf1238,,,,
rant1238,Rantepao,dialect,,tora1261,,,,
rany1238,Ranya,dialect,,gowl1241,,,,
rany1242,Ranye,dialect,,lish1245,,,,
raoj1238,Raojin,dialect,,ruch1235,,,,
raoo1244,Rao,language,established,anna1245,-4.85243,144.511,rao,rao
rapa1244,Rapanui,language,established,east2449,-27.113,-109.342,rap,rap
rapa1245,Rapa,language,established,nucl1751,-27.6304,-144.338,ray,
rapi1237,Rapitok,dialect,,kuan1248,,,,
rapo1238,Rapoisi,language,established,nort2933,-5.78724,154.834,kyx,knu
rapt1240,Rapting,language,established,hans1243,-4.99351,145.671,rpt,
rara1235,Rara Bakati',language,established,baka1275,1.27026,109.539,lra,
rard1238,Rardro Bhil,dialect,,wadi1248,,,,
rarm1238,Rarmul Pama,family,established,pama1251,,,,
raro1241,Rarotongan,language,established,tahi1241,-20,-158,rar,
raro1242,Rarotonga,dialect,,raro1241,,,,
rasa1242,Rasawa-Saponi,family,established,farw1236,,,,
rasa1243,Rasawa,language,established,rasa1242,-2.37609,136.352,rac,
rash1246,Rashti,dialect,,gila1241,,,,
rash1248,Rashad,dialect,,tega1236,,,,
rash1249,Rashad,family,established,,,,,
rasu1238,Rasuwa,dialect,,west2415,,,,
rata1243,Ratak,dialect,,mars1254,,,,
rata1244,Ratahan,language,established,sout3155,1.07592,124.858,rth,tor
rata1245,Ratagnon,language,established,data1234,12.2785,121.187,btn,
ratc1238,Ratchaburi Pwo Karen,dialect,,pwoe1235,,,,
rath1241,Rathi,dialect,,garh1243,,,,
rath1242,Rathwi Bareli,language,established,bhil1254,21.4375,74.9958,bgd,
rath1243,Rathawi,language,established,bhil1254,22.309,73.186,rtw,
rati1238,Rati,dialect,,makh1266,,,,
ratn1236,Ratnawati,dialect,,jeru1240,,,,
rato1237,Rato,dialect,,ramp1243,,,,
rats1237,Ratsua,dialect,,haho1237,,,,
raut1239,Raute,language,established,raji1239,28.9518,81.1617,rau,
rava1238,Ravai,dialect,,garh1243,,,,
ravu1237,Ravula,language,established,kann1259,12.3231,75.6265,yea,
rawa1264,Rawat,language,established,raji1239,30.0742,80.8005,jnl,
rawa1265,Rawang,language,established,nung1293,27.1027,97.0738,raw,raw
rawa1266,Rawas,dialect,,reja1240,,,,
rawa1267,Rawa,language,established,ufim1241,-5.83155,145.937,rwo,rwa
rawa1268,Rawas,language,spurious retired,book1242,,,rws,
rawo1242,Rawo,dialect,,baur1252,,,,
rawo1243,Rawo-Main Serra,family,established,serr1253,,,,
rawo1244,Rawo (Papua New Guinea),language,established,rawo1243,-2.84201,141.603,rwa,pok
raya1237,Rayalseema,dialect,,telu1262,,,,
raya1242,Raya,dialect,,west2721,,,,
rayo1235,Rayón Zoque,language,established,chia1261,17.2953,-93.1006,zor,zqr
raza1238,Razajerdi,language,established,qazv1240,36.267,50.002,rat,
razg1238,Razgrad,dialect,,nucl1301,,,,
rdek1237,Rde Kpa,dialect,,rade1240,,,,
reao1237,Reao,dialect,,tuam1242,,,,
reba1237,Rebar,dialect,,kuan1248,,,,
redg1235,Red Gelao,language,established,ahou1236,23.1868,104.993,gir,
redl1238,Red Lake Chippewa,dialect,,chip1241,,,,
redt1235,Red Tai,family,established,sout2743,,,,
reef1242,Reefs-Santa Cruz,family,established,temo1244,,,,
reel1238,Reel,language,established,nuer1245,6.32234,30.4945,atu,
regi1238,Regi,dialect,,cind1241,,,,
reii1237,Rei,dialect,,louu1245,,,,
reja1240,Rejang,language,established,sado1238,-3.33056,102.434,rej,rej
reja1241,Rejang Kayan,language,established,mboh1235,2.71903,114.169,ree,
reja1243,Rejang-Sajau,family,established,oute1260,,,,
rekh1239,Rekhta,dialect,,hind1269,,,,
rekk1238,Rek,dialect,,sout2832,,,,
reli1238,Reli,language,established,macr1269,18.1213,82.4996,rei,
rema1238,Rema,language,established,tond1250,-8.41526,141.034,bow,
remb1249,Rembarunga,language,established,jala1236,-12.9608,134.308,rmb,rmb
remb1250,Rembong,language,established,mang1431,-8.53361,120.973,reb,
remb1251,Remboken,dialect,,tond1251,,,,
remo1247,Remontado Agta,language,established,cent2080,14.6254,121.453,agv,
remo1248,Remo,language,established,head1239,-7.33333,-74.0833,rem,
remo1249,Remo-Jaquirana,language,established,poya1240,-6.679339,-73.235779,,
remo1250,Remo-Blanco-River,language,established,pano1257,-6.137278,-73.544312,,
remp1241,Rempi,language,established,hans1243,-5.02487,145.782,rmp,
remu1237,Remun,language,established,iban1263,1.26305,110.82,lkj,
rend1243,Rendille,language,established,east2653,2.27065,37.3608,rel,ren
reng1252,Rengao,language,established,hres1237,14.6066,107.859,ren,rng
reng1253,Rengma-Simi,family,established,anga1286,,,,
reng1254,Rengjongmu,dialect,,lepc1244,,,,
renn1236,Rennellese Sign Language,language,established,sign1237,-11.615,160.219,rsi,
renn1242,Rennell-Bellona,language,established,nucl1485,-11.6237,160.265,mnv,rnn
repa1237,Repanbitip,language,established,smal1242,-16.3265,167.619,rpn,
rera1240,Rerau,language,established,nuru1240,-5.51361,145.716,rea,
rerb1235,Rer Bare,language,unattested,unat1236,4.11661,41.7065,rer,
rere1240,Rerep,language,established,unua1238,-16.2934,167.651,pgk,
resh1242,Reshe,language,established,kain1276,10.7705,4.62395,res,
resi1246,Resia,dialect,,slov1268,,,,
resi1247,Resígaro,language,established,inla1264,-2.48139,-71.3578,rgr,res
rett1240,Retta,language,established,blag1241,-8.22481,124.36,ret,
retu1239,Retuarã,dialect,,tani1257,,,,
reun1238,Réunion Creole French,language,established,macr1273,-21.1131,55.5321,rcf,
rewa1238,Rewandiz,dialect,,cent1972,,,,
reye1240,Reyesano,language,established,taka1268,-14.8333,-67.0833,rey,
rgya1241,Rgyalrongic,family,established,qian1263,,,,
rhat1239,Rhathabe,dialect,,xhos1239,,,,
rhin1241,Rhinyihinyi,dialect,,temb1270,,,,
rhin1244,Rhine Franconian,dialect,,fran1264,,,,
rhin1245,Rhine Franconian Middle High German,dialect,,rhin1244,,,,
rhit1238,Rhiti,dialect,,kgal1244,,,,
rhod1240,Rhodanien,dialect,,prov1235,,,,
riam1237,Riam,dialect,,mala1480,,,,
rian1249,Riang,dialect,,kokb1239,,,,
rian1260,Riang,family,established,pala1335,,,,
rian1261,Riang (Myanmar),language,established,rian1260,24.0521,98.8333,ril,
rian1262,Riang (India),language,established,tipp1238,23.6803,92.0321,ria,
rian1263,Riantana,language,established,kima1245,-7.50746,138.484,ran,ria
rias1235,Riasi,dialect,,kash1277,,,,
riba1245,Ribah,dialect,,clel1238,,,,
riba1246,Riban,dialect,,piti1243,,,,
riba1250,Ribaw,dialect,,bata1314,,,,
ribb1238,Ribbi,dialect,,loko1255,,,,
ribe1238,Ribe,dialect,,giry1241,,,,
ribg1235,Rib-Gurdjar,family,established,kuth1239,,,,
ribi1242,Ribia,dialect,,timn1235,,,,
ribi1243,Ribina,dialect,,jere1244,,,,
ribu1241,Ribun,language,established,sout2922,0.32189,110.207,rir,
rich1238,Richa,dialect,,kule1247,,,,
rida1239,Ridan,dialect,,kubu1239,,,,
rida1240,Ridaw,dialect,,nata1254,,,,
rien1238,Rien,language,established,daic1237,19.5084,102.591,rie,
rigb1238,Rigbo,dialect,,sout2828,,,,
rihu1237,Rihu'a,dialect,,faga1239,,,,
rikb1245,Rikbaktsa,language,established,ofai1234,-11.1887,-58.1942,rkb,rik
rikv1238,Rikvani,dialect,,andi1255,,,,
rima1237,Rimatara,dialect,,aust1304,,,,
rinc1236,Rincón Zapotec,language,established,nort2987,17.4451,-96.3144,zar,
rind1238,Rindre,dialect,,nung1292,,,,
ring1243,Ring,family,established,narr1282,,,,
ring1244,Ringgou,language,established,nucl1753,-10.5515,123.311,rgu,
rioc1237,Río Casacará,dialect,,yukp1241,,,,
riog1239,Riograndenser Hunsrückisch,language,established,west2823,,,hrx,
riom1237,Río Maracas,dialect,,yukp1241,,,,
rion1244,Rion,dialect,,koho1244,,,,
rion1245,Rio Negro,dialect,,yukp1241,,,,
riri1237,Ririo,language,established,east2760,-6.88927,156.92,rri,
rirr1238,Rirratjingu,dialect,,dhan1270,,,,
rita1239,Ritarungo,language,established,sout3142,-13.4559,135.259,rit,rit
riti1238,Ritime,dialect,,gimn1238,,,,
riun1237,Riung,language,established,mang1431,-8.60342,121.122,riu,
rive1256,Riverine Phula,family,established,sout3212,,,,
rive1257,Riverain Sango,language,established,sang1327,4.32811,21.1733,snj,
rive1258,Rivercess Bassa,dialect,,nucl1418,,,,
rive1259,River Cess Gio,dialect,,dann1241,,,,
rive1260,River Yuman,family,established,gene1244,,,,
rive1261,River Nivaclé,dialect,,niva1238,,,,
rive1262,River Oti North Guang,family,established,otin1234,,,,
riya1238,Riyao,dialect,,oyyy1238,,,,
roba1240,Roba,dialect,,lala1261,,,,
rock1234,Rockhampton-Gladstone,family,established,pama1250,,,,
roco1235,Rocorona,language,established,uncl1446,-12.683215,-63.9917,,
rodi1239,Rodiya,dialect,,sinh1246,,,,
rodo1240,Rodosto,dialect,,nucl1235,,,,
rofi1238,Rofia,dialect,,cish1238,,,,
roge1238,Rogede,dialect,,nzan1240,,,,
rogo1238,Rogo,language,established,rogo1239,10.56,6.946,rod,
rogo1239,Rogo-Sagamuk-Sama-Sambuga,family,established,kamu1262,,,,
rogu1236,Rogue River,family,established,oreg1242,,,,
rohi1238,Rohingya,language,established,gaud1238,20.831,93.1695,rhg,
roho1238,Rohomoni,dialect,,haru1244,,,,
rohr1238,Rohruri,dialect,,uppe1403,,,,
rois1241,Ro'is,dialect,,amar1273,,,,
rois1242,Ro'is Tais Nonof,dialect,,amar1273,,,,
rois1243,Ro'is Hero,dialect,,amar1273,,,,
rokh1238,Rokhung,dialect,,bahi1252,,,,
rokk1238,Rok,dialect,,khmu1256,,,,
rolo1241,Rolong,dialect,,tswa1253,,,,
roma1240,Romano-Greek,language,established,gree1279,38.6347,23.2164,rge,
roma1241,Romano-Serbian,language,established,serb1269,45.2552,20.3762,rsb,
roma1324,Romanian Sign Language,language,established,cent2306,44.9292,26.2924,rms,
roma1326,Romansh,language,established,gall1280,46.5538,9.92812,roh,rmc rsc rsm rsu
roma1327,Romanian,language,established,macr1262,46.3913,24.2256,ron,mol rom
roma1328,Romagnol,language,established,emil1243,44.2349,11.7189,rgn,
roma1329,Romani,family,established,indo1322,,,rom,
roma1330,Romani-Northern,family,established,roma1329,,,,
roma1331,Romam,language,established,lama1291,14.34,107.447,rmx,
roma1332,Roma,language,established,kisa1265,-7.58643,127.428,rmm,
roma1333,Romanian Pidgin Arabic,language,established,arab1397,,,,
roma1334,Romance,family,established,impe1234,,,,
roma1335,Romance based pidgin (Pidgin),family,established,pidg1258,,,,
romb1244,Rombo,language,established,chag1250,-3.07772,37.5382,rof,
romb1245,Romblomanon,language,established,cent2263,12.4047,122.56,rol,
romb1246,Romblon,dialect,,romb1245,,,,
romk1240,Romkun,language,established,brer1241,-4.58919,144.689,rmk,
ronc1236,Roncalese,dialect,,basq1248,,,,
rond1238,Rondu,dialect,,gilg1242,,,,
rong1261,Rongmahbrogpa,dialect,,amdo1237,,,,
rong1262,Rongba,dialect,,amdo1237,,,,
rong1263,Rongpo-Almora,family,established,tibe1275,,,,
rong1264,Rongpo,language,established,rong1263,30.528,79.567,rnp,mrc
rong1265,Rong Kethang,dialect,,karb1241,,,,
rong1266,Rongmei Naga,language,established,zeme1241,25.098,93.7869,nbu,
rong1267,Rongrang,dialect,,tase1235,,,,
rong1268,Ronga,language,established,tswa1254,-26.7329,32.6167,rng,rga
rong1269,Rongga,language,established,ngad1267,-8.84604,120.702,ror,
rong1270,Rongkong,dialect,,taee1237,,,,
roni1235,Ronic,family,established,west2716,,,,
ronj1237,Ronji,language,established,belr1234,-5.80782,146.731,roe,
ronn1241,Ron,language,established,roni1235,8.96481,8.97756,cla,ron
ronr1238,Ronrang,dialect,,tase1235,,,,
roon1237,Roon,language,established,biak1250,-2.43005,134.556,rnn,
rooo1240,Ro,dialect,,folo1238,,,,
roos1235,Roosevelt,family,established,nort3153,,,,
root1238,Rootigaanga,dialect,,dato1239,,,,
roqu1234,Roquetas Pidgin Spanish,language,established,span1268,,,,
rori1237,Roria,language,established,cent2280,-15.4048,166.843,rga,
roro1238,Roro,dialect,,waim1251,,,,
rorr1238,Ror,dialect,,kagf1238,,,,
rosa1238,Rosarito Cora,dialect,,sant1424,,,,
rosh1238,Roshani,dialect,,shug1248,,,,
roso1237,Roso,dialect,,dupa1235,,,,
rota1237,Rotanese Chamorro,dialect,,cham1312,,,,
roti1238,Roti,dialect,,indo1317,,,,
roti1239,Rotinese,family,established,west2545,,,,
roto1247,Rotorua-Taupo,dialect,,maor1246,,,,
roto1248,Rotokas-Askopan,family,established,nort2933,,,,
roto1249,Rotokas,language,established,roto1248,-5.94339,155.154,roo,rtk
rotu1241,Rotuman,language,established,cent2060,-12.5008,177.066,rtm,rot
roua1238,Roua,dialect,,east2648,,,,
rout1237,Routa,dialect,,bung1269,,,,
rovi1238,Roviana,language,established,east2761,-8.20493,157.408,rug,rov
rtah1238,Rtahu,dialect,,amdo1237,,,,
ruaa1237,Rua,dialect,,wanu1241,,,,
rual1239,Rual,dialect,,wipi1242,,,,
rucc1239,Ruc,dialect,,chut1247,,,,
ruch1235,Ruching Palaung,language,established,nucl1291,21.6176,98.0915,pce,
rucu1237,Rucuyen,dialect,,waya1269,,,,
rudb1238,Rudbari,language,established,gila1242,37.0878,49.8801,rdb,
ruee1238,Rue,dialect,,nucl1396,,,,
rufi1234,Rufiji,language,spurious,book1242,-7.99059,38.7133,rui,
rufi1235,Rufiji-Ruvuma,family,established,east2731,,,,
rufi1236,Rufijic,family,established,rufi1235,,,,
rufu1238,Rufumbira,dialect,,kiny1244,,,,
ruga1238,Ruga,language,established,koch1249,25.506,91.469,ruh,
ruhu1238,Ruhu,dialect,,lame1257,,,,
ruka1240,Rukai,language,established,aust1307,22.7738,120.844,dru,ruk
ruko1238,Rukonjo,dialect,,konz1239,,,,
ruku1239,Rukul,dialect,,boru1244,,,,
ruma1247,Rumantsch Grischun,dialect,,roma1326,,,,
ruma1248,Rumai Palaung,language,established,nucl1291,23.6404,97.3172,rbb,
ruma1249,Ruma,dialect,,kork1243,,,,
ruma1250,Ruma (Nigeria),language,established,kaur1268,10.571,8.21883,ruz,
ruma1251,Rumanau,dialect,,lana1236,,,,
rumb1239,Rumberpon,dialect,,biak1248,,,,
rumb1240,Rumbia,dialect,,wita1237,,,,
rume1240,Rumelian,dialect,,nort2600,,,,
rume1241,Rumelian (Turkic),dialect,,nucl1301,,,,
rumm1238,Rum,dialect,,sout3051,,,,
rums1243,Rumsen,dialect,,sout2986,,,,
rumu1242,Rumuji,dialect,,ikwe1242,,,,
rumu1243,Rumu,language,established,tura1263,-7.17149,144.179,klq,rum
runa1235,Runa,language,unattested,choc1281,2.74999,-76.5,rna,
rund1241,Rundi-Kitwa,language,established,rwan1241,-3.022268,29.485248,,
rund1242,Rundi,language,established,rwan1241,-1.44174,31.3191,run,rnd
rund1243,Rundum,dialect,,taga1273,,,,
rung1255,Rungwa,language,established,rung1262,-7.24959,31.7614,rnw,
rung1256,Rungu,dialect,,mamb1296,,,,
rung1257,Runga-Kibet,family,established,maba1275,,,,
rung1258,Runga,language,established,rung1257,9.7154,20.9945,rou,run
rung1259,Rungus,language,established,rung1260,6.83989,116.743,drg,
rung1260,Rungus-Mangkaak-Labuk,family,established,dusu1277,,,,
rung1261,Rungwa-Wanda-Nyamwanga,family,established,mwik1240,,,,
rung1262,Rungwa-Pimbwe,family,established,rung1261,,,,
rura1239,Rural Peshawar Hindko,dialect,,sout2668,,,,
rura1249,Rural West Maltese,dialect,,malt1254,,,,
rura1250,Rural Central Maltese,dialect,,malt1254,,,,
rura1251,Rural East Maltese,dialect,,malt1254,,,,
ruri1238,Ruri,dialect,,kway1241,,,,
ruru1237,Rurutu,dialect,,aust1304,,,,
rush1239,Rushani,dialect,,shug1248,,,,
russ1255,Russian Sign Language,language,established,russ1270,56,44,rsl,rsl
russ1263,Russian,language,established,east1426,59,50,rus,rus
russ1264,Russia Buriat,language,established,buri1258,50.8533,105.564,bxr,
russ1265,Russian River and Eastern,family,established,pomo1273,,,,
russ1266,Russian River,family,established,russ1265,,,,
russ1267,Russenorsk,language,established,russ1269,,,,
russ1268,Russian-Aleut (Mixed Language),family,established,mixe1287,,,,
russ1269,Russian based (Pidgin),family,established,pidg1258,,,,
russ1270,Russian Sign,family,established,sign1237,,,,
rust1238,Rustaqa,dialect,,nort3097,,,,
rusy1239,Rusyn,language,established,ukra1257,48.7171,22.9579,rue,
ruta1240,Rutagwenda,dialect,,nyor1246,,,,
ruta1241,Rutah,dialect,,amah1245,,,,
ruta1242,Rutara,family,established,west2841,,,,
rutt1238,Rut,dialect,,nort2815,,,,
rutu1240,Rutul,language,established,west2428,41.6187,47.3244,rut,rut
rutw1238,Rutwa,dialect,,kiny1244,,,,
ruul1235,Ruuli,language,established,sugu1245,1.41726,32.4179,ruc,
ruun1238,Ruund,language,established,ruun1240,-8.86971,21.4164,rnd,
ruun1239,Ruund-Salampasu,family,established,chok1246,,,,
ruun1240,Ruund-Kete,family,established,lund1275,,,,
ruvu1234,Ruvuma,family,established,rufi1235,,,,
ruvu1235,Ruvu,family,established,nort3209,,,,
rwaa1238,Rwa,language,established,west2852,-3.42862,36.7686,rwk,
rwan1241,Rwanda-Rundi (J.60),family,established,kivu1239,,,,
rwan1245,Rwanduz,dialect,,nort3097,,,,
rymb1238,Rymbai,dialect,,jain1238,,,,
ryuk1243,Ryukyuan,family,established,japo1237,,,,
ryuk1244,Ryukyu Sud,family,established,ryuk1243,,,,
saaa1240,Sa'a,language,established,mala1540,-9.60258,161.467,apb,saa
saaa1241,Sa,language,established,sout3188,-15.9534,168.228,sax,
saaf1238,Saafi-Saafi,language,established,cang1245,14.625,-17.0568,sav,
saam1281,Saami,family,established,ural1272,,,,
saam1282,Saam,language,established,kham1300,26.8442,87.9534,raq,
saam1283,Saamia,language,established,west2858,0.3652,34.0335,lsm,luy
saam1284,Saamia-Wanga-Bukusu,family,established,luyi1234,,,,
saam1285,Saamia-Wanga,family,established,saam1284,,,,
saan1245,Saan,dialect,,dugu1248,,,,
saan1246,Saanich,dialect,,stra1244,,,,
saar1237,Saaroa,language,established,kana1292,23.2632,120.711,sxr,
saaw1241,Saawii,dialect,,noon1242,,,,
saaw1242,Saawa,dialect,,nucl1240,,,,
saba1261,Sabanga,dialect,,band1342,,,,
saba1262,Sabaot,language,established,elgo1240,1.01297,34.6664,spy,
saba1263,Sabah Malay,language,established,brun1246,4.64808,117.024,msi,
saba1264,Sabari,dialect,,nimo1246,,,,
saba1265,Sa'ban,language,established,kela1260,3.58723,115.664,snv,sab
saba1267,Sabah Bisaya,language,established,bisa1270,5.30433,115.512,bsy,
saba1268,Sabanê,language,established,namb1300,-12.9857,-60.335,sae,
saba1272,Sabanero,dialect,,bugl1243,,,,
saba1276,Saba,language,established,saba1281,11.3072,18.4906,saa,
saba1279,Sabaean,language,established,sayh1236,,,xsa,
saba1280,Sabakor,family,established,asma1256,,,,
saba1281,Saba-Sokoro-Tamki,family,established,east2710,,,,
saba1282,Sabaki-Swahili,family,established,coas1317,,,,
sabe1248,Sabellic,language,established,sabe1249,,,qhr,
sabe1249,Sabellic,family,established,ital1284,,,,
sabi1245,Sabine,dialect,,sabe1248,,,,
sabi1246,Sabi,dialect,,nyol1238,,,,
sabi1247,Sabiny,dialect,,kups1238,,,,
sabi1248,Sabi,family,established,bwil1246,,,,
sabo1240,Sabo,dialect,,nort2811,,,,
sabo1241,Sabon,dialect,,lele1270,,,,
sabu1246,Sabujá,dialect,,kari1255,,,,
sabu1253,Sabüm,language,established,lano1247,5.34694,101.065,sbo,
sabu1254,Saburi,dialect,,logo1261,,,,
sabu1255,Sabu,language,established,hawu1234,-10.5522,121.847,hvn,saw
sabu1256,Sabu (Papua New Guinea),dialect,,abuu1241,,,,
saca1238,Sacapulteco,language,established,core1251,15.274,-91.109,quv,
saca1239,Sacata,language,established,uncl1493,,,,
sacc1239,Sac,dialect,,mesk1242,,,,
sach1240,Sach,dialect,,chut1247,,,,
sada1240,Sadani,dialect,,sadr1248,,,,
sada1241,Sadanga,dialect,,cent2292,,,,
sada1242,Sadani,family,established,west2806,,,,
sado1237,Sado,dialect,,hoku1242,,,,
sado1238,Sadong-Rejang,family,established,bida1237,,,,
sadr1247,Sadri (Maithili),dialect,,mait1250,,,,
sadr1248,Sadri,language,established,sada1242,23.6585,84.8114,sck,
sadr1249,Sadri Korwa,dialect,,chha1249,,,,
sadu1234,Sadu,language,established,lolo1267,24.3,102,,
saek1240,Saek,language,established,nort3189,17.4558,104.787,skb,sae
saep1240,Saep,language,established,yaga1258,-5.64812,146.078,spd,
safa1243,Safaliba,language,established,safa1246,8.93768,-2.58467,saf,
safa1244,Safané,dialect,,mark1256,,,,
safa1245,Safaitic,dialect,,anci1245,,,,
safa1246,Safaliba-Dagaare,family,established,nort3234,,,,
safe1240,Safeyoka,language,established,nort3145,-7.05417,146.09,apz,ape
safw1238,Safwa,language,established,mbey1234,-8.54936,33.4766,sbk,
saga1256,Sagala,language,established,vidu1239,-6.98537,36.9153,sbm,
saga1260,Sagai,dialect,,khak1248,,,,
saga1261,Sagadin,dialect,,dido1241,,,,
saga1262,Sagalla,language,established,tait1249,-3.60164,38.5037,tga,
saga1263,Sagaka,dialect,,koya1253,,,,
saga1264,Sagara,dialect,,tene1248,,,,
saga1265,Saga-ben,dialect,,hich1237,,,,
saga1266,Sagamuk-Sama-Sambuga,family,established,rogo1239,,,,
sagb1238,Sagbee,dialect,,nucl1240,,,,
sagw1238,Sagwara,dialect,,wagd1238,,,,
sagz1238,Sagzee,dialect,,diii1241,,,,
saha1239,Sahaptian,family,established,,,,,
saha1240,Sahaptin,family,established,saha1239,,,,
saha1256,Saharan,family,established,,,,,
sahi1237,Sahibganj,dialect,,saur1249,,,,
sahi1241,Sahidic,dialect,,uppe1445,,,,
sahi1245,Sahil,dialect,,tuni1259,,,,
saho1245,Saho-Afar,family,established,lowl1267,,,,
saho1246,Saho,language,established,saho1245,14.4019,40.1685,ssy,sao
sahu1244,Sahuan,family,established,nort2924,,,,
sahu1245,Sahu,language,established,sahu1246,1.00742,127.493,saj,sah
sahu1246,Sahu-Waioli,family,established,nucl1759,,,,
said1239,Saidi Arabic,language,established,egyp1254,25.4132,30.5302,aec,
said1240,Saida Sunni Arabic,dialect,,nort3139,,,,
saif1237,Saifi,dialect,,tehi1237,,,,
