ISO,LMP_LAT,LMP_LON
mdv,16.99340,-97.63025
mza,16.68937,-97.95358
mks,17.58037,-98.12390
xts,17.02134,-97.30290
xti,17.22236,-97.58889
mxy,17.20678,-97.01805
mit,18.20945,-97.95701
meh,16.98742,-97.79594
vmq,17.55693,-97.19153
xtt,16.96297,-97.45188
vmx,17.12463,-97.09730
mxb,17.61365,-97.90325
mtx,17.41372,-97.33027
xtl,17.15197,-97.46421
mqh,17.00595,-96.98010
mtu,16.14295,-97.55970
jmx,17.28779,-98.20568
xty,16.80528,-98.63151
mpm,16.90262,-97.49668
mvg,17.29255,-97.43066
mab,17.02715,-97.23904
mhc,15.44549,-92.17403
nch,21.06096,-98.42371
ncx,18.78012,-98.12764
nhn,19.07383,-98.32635
nci,24.09999,-102.16666
naz,18.31801,-99.71245
nln,22.82441,-104.20109
nhe,21.04245,-97.90056
ngu,17.84828,-99.08550
azz,20.15485,-97.54485
nhq,18.89770,-96.95385
nhk,17.93548,-94.71802
nhx,18.17276,-94.75751
nhp,18.24668,-94.66534
ncl,18.33773,-103.34576
nhm,18.88684,-99.15578
nhy,18.18794,-96.98837
ncj,20.13447,-97.98985
nht,16.77786,-98.42543
nlv,18.64558,-96.96094
nhz,18.62932,-97.70038
nsu,18.43744,-97.01236
npl,18.37693,-97.25262
nhc,17.93715,-93.56883
nhv,19.32835,-99.79671
nhg,18.88610,-98.89327
nuz,18.62404,-99.39922
nhw,21.39171,-98.79713
nhi,20.09692,-97.80523
opt,31.15211,-112.06212
otm,20.60379,-98.11099
ots,19.87354,-99.61512
otz,19.21358,-98.02026
ote,20.17780,-99.52286
otq,20.11562,-100.12981
ott,19.61043,-99.65718
otn,20.42638,-98.17504
otx,20.72830,-98.27102
otl,19.44012,-99.50740
ppi,31.60762,-115.87710
pbs,21.37630,-99.29071
pmq,22.09688,-99.63103
pmz,20.96600,-99.33400
pia,28.65410,-108.32594
pbf,18.38150,-97.62584
pbe,18.14428,-97.58798
pow,18.35695,-97.74495
poe,18.22289,-97.37755
pps,18.67934,-97.54025
pls,18.75179,-97.59934
pca,18.38178,-97.86277
poi,18.22264,-94.92251
plo,17.89294,-94.88531
pos,17.85927,-94.95537
poq,17.89336,-94.80757
tsz,19.50108,-101.65423
pua,19.41783,-102.21274
sei,28.98417,-112.27332
tar,27.65488,-107.20759
thh,28.54339,-107.71080
tcu,26.78222,-106.71621
twr,27.02471,-107.57649
tac,27.45691,-107.84102
tep,19.23430,-101.72887
ntp,26.42836,-107.37319
stp,23.14613,-103.99440
tla,23.24298,-104.68932
tee,20.61321,-97.91936
tpp,20.70384,-98.03040
tpt,20.70523,-98.19814
toj,16.25294,-91.77272
toc,20.55335,-97.68138
tlp,20.14152,-97.59312
tos,20.37570,-97.60759
top,20.53708,-97.29275
tcw,20.32841,-97.84383
tku,20.26355,-97.84454
tqt,20.45754,-97.94864
too,20.65415,-97.75023
tlc,20.16234,-96.87674
trs,17.16127,-97.85374
trc,17.15408,-97.98568
trq,17.24215,-97.91679
tbu,29.99999,-110.99999
tzb,16.62055,-91.72534
tzh,16.63820,-92.24937
tzc,16.72545,-92.74571
tze,16.83202,-92.55200
tzu,16.54091,-92.40148
tzs,16.90153,-92.79245
tzo,16.26893,-92.59841
tzz,16.63731,-92.73875
yaq,27.92811,-110.28388
msd,19.87409,-88.84103
zaq,17.41140,-96.74399
zpo,16.27008,-96.39781
zoo,16.87673,-96.87050
zaf,16.66334,-96.85751
zad,17.14655,-96.33652
zpv,16.84426,-96.54321
zpc,17.59861,-95.81945
zca,16.56076,-96.73364
zps,16.14213,-96.77504
zpp,16.87414,-96.99875
zte,16.86899,-97.19123
zpg,16.73803,-95.35407
ztu,16.88180,-96.45387
zai,16.40237,-94.93380
zpa,16.57991,-95.54193
zpl,16.72530,-96.93756
ztl,16.06761,-96.16360
ztp,15.87953,-96.65448
zpy,17.15415,-96.87930
zam,16.21938,-96.66323
zaw,16.87343,-96.28800
zpm,16.17526,-96.23151
zac,16.82743,-96.72642
zao,16.06020,-96.36077
zpe,16.80329,-95.11255
zpj,16.75603,-95.67796
ztq,16.33941,-96.15868
zar,17.42869,-96.30423
ztm,16.21912,-96.33531
zpx,16.04272,-96.76384
zab,17.01204,-96.60064
zpf,16.75636,-96.07862
zpt,16.28105,-96.86519
ztn,17.04530,-96.34735
zpn,16.88319,-96.75421
zpi,16.12570,-96.05828
zpr,15.88894,-96.22278
zas,17.03418,-96.28325
zaa,17.41782,-96.62224
zpd,17.26158,-96.61590
zsr,17.30557,-96.37764
zat,17.28327,-96.27730
ztt,17.09338,-96.88784
zpz,16.49410,-97.09228
zts,16.85405,-96.63261
zpk,16.29536,-95.74254
zph,16.85505,-97.08239
zax,15.88251,-96.03184
ztg,15.97082,-96.18899
zpu,17.20885,-96.22522
zae,17.34142,-96.70668
zty,17.28963,-96.19775
zav,17.18906,-96.27908
zpb,16.44003,-95.92848
ztx,17.00415,-96.81984
zpw,16.67789,-97.28773
zpq,17.21095,-96.35756
zoh,16.66631,-94.69265
zoc,17.21697,-93.31595
zos,16.49731,-92.69136
zor,17.29784,-93.09842
zoq,18.16647,-93.10189
chk,7.33204,151.57707
kpg,1.09003,154.79930
kos,5.31274,162.97833
mkj,6.65891,159.77654
mrl,6.90310,152.73628
nmt,8.59841,149.66552
ngm,5.78292,157.15794
nuw,8.56416,137.57130
nkr,3.84924,154.96509
pfa,8.58437,152.03758
pif,6.20240,160.70651
pon,6.87696,158.21855
puw,6.69019,149.30745
stw,7.36050,147.03718
uli,8.56411,137.57124
woe,7.36996,143.91242
yap,9.53661,138.12445
gag,46.24137,28.71021
vsi,47.10700,28.69400
bxm,50.75214,101.58343
drh,51.15677,99.83682
msr,48.68518,107.52820
khk,46.17813,104.83899
ary,32.06172,-7.38284
gho,34.79792,-4.66960
xms,32.13896,-7.69607
sjs,34.99924,-4.51293
shi,30.24969,-8.08823
tzm,32.43152,-4.49436
rif,34.74302,-3.60767
bwg,-17.69115,33.42561
cce,-24.76524,34.24890
chw,-17.40711,37.04824
dmx,-15.68911,32.78366
eko,-16.37160,39.72548
llb,-17.00157,35.99560
ngl,-15.67767,37.16236
cwb,-18.38679,36.55610
xmc,-16.47077,39.11631
mgh,-12.79596,38.75875
mhm,-17.00842,38.17429
xsq,-13.59764,39.60429
vmk,-14.24203,36.55209
vmw,-14.79754,39.01702
ymk,-10.74818,40.35430
mny,-16.53621,36.85839
vmr,-16.29276,35.77505
mzy,-19.81100,34.61300
wmw,-11.72622,40.43498
nte,-16.09863,39.87267
ndc,-20.21660,33.82003
nyu,-16.24025,33.11202
phm,-15.86916,33.33501
rng,-26.07310,32.62906
seh,-17.95452,34.85764
tke,-16.21281,36.29973
twl,-16.04297,31.76757
twx,-18.46462,33.76261
toh,-23.87861,35.17801
tsc,-22.78220,34.31433
ahk,21.00681,100.00883
anl,23.34907,98.58880
mya,19.92629,95.75807
ckh,21.07408,92.61318
ccq,20.06140,96.24228
csh,20.50399,94.64984
cbl,22.97154,93.69202
cnb,19.98789,94.05479
dao,20.76992,93.66202
cfm,22.97438,93.80470
cnh,22.46182,93.70926
cka,20.48024,93.31614
cnk,21.29269,93.37192
cmr,19.71000,93.99500
mwq,20.28910,94.30280
cnw,21.94116,93.59952
sez,21.89154,93.86045
csy,23.82961,93.68438
tcp,22.50185,94.09870
ctd,23.53010,93.81912
czt,22.51791,93.30145
dnu,20.49656,96.99979
hpo,24.45391,97.11408
hra,23.82360,93.53851
int,20.46310,96.93912
kac,25.90485,97.12071
kdv,24.35288,95.42274
kvl,19.05539,96.82871
bwe,19.50794,97.82504
kvq,19.54049,96.98556
ghk,19.68445,96.53777
kvt,20.17968,97.37906
kxf,19.16400,96.96468
kpp,18.81926,97.13233
blk,20.41991,97.21940
kjp,16.25300,97.74800
pwo,17.30518,97.83652
ksw,18.39014,97.02955
kvu,19.04605,97.21358
kvy,18.90174,97.34163
kxk,20.16374,96.90343
eky,20.90700,98.92100
kyu,19.34140,97.50918
pdu,19.83321,96.90448
kht,26.69008,97.82577
kkh,20.58770,99.81718
lay,27.62162,98.46707
lbg,20.78087,100.07886
lsi,25.97490,98.35125
mhx,25.89616,98.38777
lov,25.08332,97.08332
lba,21.35714,99.65877
mwt,11.67158,98.26389
mnw,16.08723,97.63949
lzn,26.33166,95.43988
lpn,25.40649,94.97946
umn,26.32297,95.47463
pzn,26.21011,95.25068
nst,27.16909,96.43980
hlt,24.42900,94.95800
nrr,27.53561,98.44469
nun,27.35705,98.67320
pce,20.66674,96.50779
rbb,23.14339,96.66956
pll,22.97885,96.95734
pbz,18.49999,97.16665
pub,25.40340,95.10596
pyy,20.88119,99.80950
rki,20.73978,92.94297
ral,24.99018,94.78939
raw,26.98994,98.09424
ril,24.05685,98.75259
rhg,20.23579,92.86153
stu,21.70879,98.92674
sca,21.64178,100.10184
shn,21.95161,97.87845
tlq,21.52631,100.91377
tcl,25.15664,95.11708
tco,20.41809,96.74207
tvn,13.94505,98.36416
prk,22.60628,98.94909
weu,27.04569,98.31970
wea,27.61157,97.78084
ybd,18.55889,94.38186
yin,20.08332,97.91665
yos,25.43638,95.75663
zom,23.86844,94.21349
zyp,22.02800,93.48200
diu,-18.58751,20.56808
fwe,-17.76556,24.38723
hgm,-19.78436,16.98400
her,-20.27106,18.10288
xuu,-17.99140,22.80561
sbs,-17.68629,24.86833
knw,-19.47014,18.35209
kwm,-18.05479,15.74547
kwn,-18.22619,19.56077
aue,-21.20546,20.69310
lnb,-19.59300,16.61700
mhw,-18.10468,21.79523
naq,-20.61540,15.36813
nbs,-22.60000,17.04800
ndo,-18.04674,16.16510
vaj,-18.26747,18.18637
cpi,-0.53224,166.92553
nau,-0.52874,166.92313
aph,26.88161,87.33311
bhj,27.33507,86.40835
bap,27.11374,87.04488
brd,28.37663,85.05364
byw,26.99701,87.27703
byh,28.01178,84.51595
bmj,27.71533,84.36782
rab,27.34008,86.77315
chx,28.68711,83.44604
cdm,27.70917,84.84421
ctn,26.96288,87.19097
cur,26.91071,87.21071
cuw,27.35882,86.98294
dry,27.84936,84.13362
dhw,27.55805,84.99230
dhi,26.68028,87.72722
dre,29.20441,83.25927
dus,27.45289,86.75262
raa,26.96903,87.32270
drq,28.17300,84.43500
ght,28.38522,84.93900
ghh,28.23426,84.93251
ghe,28.08089,84.84158
ggn,28.40553,84.60743
gvr,28.23933,84.25128
scp,27.90998,85.62378
hut,30.18698,81.59918
jee,27.17368,86.25288
jhs,29.24065,83.40992
jul,27.69366,86.31074
jus,29.21625,82.42606
jml,29.19157,82.44116
syw,27.44811,86.17256
kzq,28.85265,83.14000
kyv,26.63900,87.58185
klr,27.71669,86.74348
kif,28.53111,82.95820
kgj,28.42170,82.68113
kip,27.94364,82.64259
kjl,28.64100,82.70307
kkt,27.19820,86.85297
kle,27.56763,86.93366
kra,27.83455,84.13611
kxl,26.71750,85.99764
kgg,29.17663,80.63092
kgy,28.22125,85.38186
lmh,27.05343,87.21619
lhm,27.78127,87.44538
lif,27.31058,87.65095
lii,26.99167,87.99803
lbr,27.47837,87.18434
lrr,26.93437,87.39769
loy,29.03431,83.89657
luu,27.22197,87.32172
mgp,27.94928,83.87177
mrd,28.12147,83.53156
mjz,27.26128,86.16486
nmm,28.64284,84.04109
emg,27.51082,87.11329
raf,27.42361,87.27662
muk,29.59124,82.59833
smm,27.14270,86.35035
nao,27.69572,87.33677
ncd,27.42248,86.70123
npa,28.76633,84.23185
nsp,27.69930,85.30407
nep,28.84282,82.22499
new,27.71754,85.34045
kte,28.52699,84.76280
plp,27.87203,83.39170
phw,27.16180,87.35651
pgy,26.85969,88.08950
pum,27.07580,86.83639
rjs,26.54829,87.83577
rji,28.60238,81.58482
rau,28.95648,81.15204
jnl,30.04603,80.82198
raq,26.84440,87.95640
rav,27.35452,87.06938
skj,28.92616,83.80574
xsr,27.78253,86.61456
soi,28.74213,81.23444
suz,27.52064,86.26640
tge,28.20449,84.91151
taj,27.49037,85.89140
tmk,27.90871,85.16461
tsf,27.60288,84.91808
tdg,28.00124,85.07278
ths,28.71153,83.64079
thf,27.68430,86.18410
the,27.57471,84.44145
thl,27.99310,82.11160
tkt,28.59008,80.90969
thq,26.71449,86.93991
thr,28.76844,80.39231
thw,27.77312,87.62023
tdh,27.51229,86.69290
tcn,28.94819,83.47062
tij,27.24972,86.47771
ttz,28.47270,85.08725
wly,26.63690,86.48373
ola,27.70746,87.23242
wme,27.15023,86.48419
vay,27.30819,86.10087
ybh,27.14633,87.25990
yma,27.60886,87.13103
ybi,27.62834,86.99013
pap,12.14225,-68.94558
act,52.04865,6.45837
drt,52.84585,6.56049
dse,52.12512,4.91133
nld,52.24966,5.62154
fry,53.13585,5.83108
gos,53.18880,6.76798
lim,50.87546,5.87222
sdz,52.48285,6.28593
stl,52.90525,6.09004
twd,52.32317,6.74427
vel,52.26294,5.99070
zea,51.48067,3.79024
aji,-21.37464,165.47209
aqr,-21.29458,165.27418
aok,-21.32213,165.15027
bwa,-21.16445,164.81216
msq,-20.40366,164.56197
cam,-20.86260,165.11276
dhv,-20.94378,167.22676
duf,-22.08409,166.51917
fwa,-20.67939,164.88688
aek,-21.07235,164.86818
hvk,-21.02834,164.76218
mrk,-20.93560,164.78858
iai,-20.65087,166.56550
jas,-22.29738,166.44236
jaz,-20.60721,164.67689
meg,-21.48562,165.77265
nek,-21.65202,165.57304
nee,-20.38453,164.20034
nem,-20.70406,164.78811
nen,-21.50857,167.96745
kdk,-22.33695,166.88691
yly,-19.72140,163.65338
bpk,-21.56917,165.50879
pri,-21.10362,165.11877
piz,-20.77596,164.93781
pme,-20.84098,164.75204
pop,-20.83151,164.57469
cks,-22.22989,166.54859
cir,-21.70626,165.77131
uve,-20.41455,166.58936
mkt,-20.77495,165.04059
wmn,-20.50144,164.40905
ane,-21.66810,166.00151
axx,-21.83684,166.34709
nua,-20.58080,164.49507
sih,-21.64220,165.48608
mri,-38.40990,176.31420
nzs,-39.29225,175.77257
mtn,13.03332,-85.99999
miq,14.49227,-83.31034
mom,13.53430,-85.17458
bzk,12.60160,-83.71561
ncs,12.25090,-86.33987
rma,11.62732,-83.71928
sut,12.46666,-86.91665
sum,13.59163,-84.34511
abm,6.29706,8.63775
abo,6.90321,10.86266
abn,4.81844,6.62882
mgj,4.62447,6.50620
acp,10.66987,5.98961
awc,10.98943,5.57579
adu,7.63520,6.11494
aal,12.05801,14.60426
agc,7.90720,7.75549
ibm,5.82803,8.18174
yay,5.77711,8.04895
ahn,7.73057,5.83624
ajw,10.21005,9.89205
aik,8.59024,8.76307
akf,7.32862,7.99294
ibe,7.59420,5.90834
ayk,7.40828,6.33809
ala,8.37154,8.56225
alf,6.59155,9.00384
aab,9.01644,8.61198
amb,7.07559,10.78192
amo,10.32097,8.66024
anw,4.91512,7.58154
acb,6.66383,11.10918
aqg,7.62472,5.79991
ahs,9.35656,7.40202
aum,10.09024,5.41730
cch,9.97725,8.48282
auo,9.85747,11.32197
awo,9.86516,11.33029
aye,7.66481,5.96912
ayu,9.15824,8.59602
bqx,10.77121,5.74316
bvj,4.67351,7.30245
bcy,9.46397,12.03216
bau,9.78340,10.04294
bde,12.66812,10.75461
bbs,5.26676,8.26279
bcn,9.30450,11.81894
bsj,9.57195,11.20648
bxo,11.98899,8.43310
bsl,9.94207,6.58105
buj,10.25548,6.75143
bzw,8.03341,7.11307
bsr,10.33331,4.98331
bta,9.44907,12.67525
btu,6.82287,10.94158
bsf,10.20740,6.62302
bxq,10.16292,10.41823
bqv,9.38783,7.61109
bkv,6.73300,8.84895
yun,9.76113,12.33302
bom,9.64959,8.81629
btt,6.62134,9.17589
byf,7.01637,9.76679
bil,9.21561,11.89540
byj,10.29255,8.20084
ije,5.38661,6.52359
brt,7.02258,10.75741
bvw,10.18604,12.93572
bux,9.49693,10.10701
bus,9.61528,3.77149
bky,6.27163,8.98153
bol,11.00461,10.94364
mae,8.93293,8.90589
buz,6.93905,10.20186
byp,6.45034,9.35663
bys,9.49100,11.07138
bwr,10.53032,12.19691
bvh,10.52539,10.33080
bqw,7.01163,10.86282
bqp,9.88767,4.38104
jid,9.03690,8.66692
cky,9.00879,9.16198
cfd,10.12523,8.74492
cet,9.71597,11.75323
cen,9.71102,8.98799
ruk,10.00087,8.67110
ckl,10.90268,12.90246
cdr,10.28913,6.02593
cie,11.13134,13.81937
asg,10.87432,4.41689
tgd,10.88486,9.88738
dri,11.42302,5.28925
cfg,8.86239,10.81830
cry,9.54839,8.05947
dbd,9.64565,11.43022
dot,9.94669,9.51728
dzd,10.12233,10.48289
afn,4.58710,7.50091
deg,4.73602,6.80876
dbb,10.63082,10.43953
kna,10.10411,11.97687
dgh,11.05867,13.77293
dio,8.99859,6.37594
cfa,9.62998,11.67188
dir,7.32455,11.66966
dwa,11.17058,9.32528
dbi,10.23001,7.96119
uya,5.52486,8.26337
doh,8.63080,11.98746
dbm,9.78340,10.04294
kbz,9.31661,8.78634
dbo,10.19087,9.94489
dbv,10.50328,8.18919
dbp,12.84551,11.17921
jen,9.27583,11.39593
igb,7.90651,6.79216
ebg,4.82994,8.01490
bin,6.32747,5.81659
efa,4.61707,8.28401
efi,4.98708,8.39777
ofu,5.92717,8.35646
ego,8.71666,8.47174
ehu,7.48072,5.58394
etu,5.53316,8.62551
eka,6.43009,8.55726
eke,4.75737,7.88717
eki,5.15111,8.13564
ekp,5.04636,6.53711
elm,4.73082,7.26792
afo,8.25033,7.95968
ema,7.08084,5.83903
enn,5.15636,6.37292
env,7.15458,6.06592
enw,4.69566,8.22432
epi,5.01814,6.31271
erh,5.19346,6.05057
ish,6.53417,6.36564
etb,4.78536,7.97620
etx,9.72847,8.61504
ich,7.16805,10.33430
utr,7.75983,9.44541
bzz,6.45760,9.50811
fah,7.38023,10.76837
fli,10.34231,13.39005
fam,7.54236,10.50585
fir,9.64898,8.69705
fuv,10.32661,10.78788
fum,6.66383,11.10918
ula,10.48928,6.59142
pym,9.59371,9.22401
fie,9.49721,9.30093
gqa,10.29015,12.65129
ttb,8.46986,11.94874
ged,8.70738,7.49367
glo,10.14004,10.27173
bte,10.93457,9.24843
gne,9.44486,8.76095
gbr,10.43425,7.00147
gby,8.52270,7.04133
grh,10.36744,8.42827
gji,10.34093,9.64937
geg,8.88389,11.91051
gew,10.43907,10.12063
gea,10.53915,9.81563
aaa,7.11785,5.95638
gib,12.58400,8.61500
kks,10.35952,10.45712
glw,11.20317,13.86270
ank,8.76359,9.75246
gkn,4.61581,7.34957
gde,10.19500,13.35640
gdf,11.10488,13.78992
gdu,10.12209,12.53781
gpa,8.37639,6.71126
gvm,10.16203,6.80453
grd,9.87897,10.14627
ngs,10.99611,13.72543
bga,11.80880,5.06036
gwn,8.81292,7.78713
gwb,10.30506,9.11601
gye,10.41134,9.23763
ybj,9.14085,8.66098
hsl,8.48600,7.16800
hau,12.06869,7.12589
hod,9.96843,13.19949
juh,9.79922,10.93114
hoe,9.05825,8.98192
hbb,10.36082,13.14166
nat,10.20940,6.29059
dud,10.72306,5.27055
hwo,10.37008,12.77817
jab,9.40493,7.96448
iby,4.47893,7.23165
ibb,5.11529,7.81952
ibi,7.43173,6.09246
ibn,4.59800,8.16285
ibr,5.49945,7.92915
ide,5.21047,8.07790
ids,7.35093,6.29440
idu,7.01924,7.74664
idc,10.21690,7.78058
ldb,9.12989,7.76819
igl,7.33054,7.16637
ibo,5.90517,7.25294
ige,6.98806,8.22457
nar,9.96852,8.81671
igw,7.10994,6.07661
ihi,7.01451,6.08469
vki,8.97250,6.98569
ijs,4.52271,6.27541
ikk,6.36255,6.31314
iki,4.55908,7.98199
ikp,7.05177,6.16792
ikv,10.28592,7.82654
ikl,10.17042,7.87788
ikw,5.04542,6.84791
ilv,4.80910,8.23829
iri,9.84584,8.66112
its,5.81485,5.57897
iso,5.45535,6.26125
itw,5.14570,8.04570
itm,5.52614,7.80528
atg,7.14916,6.22954
iya,7.38016,5.67248
izr,9.89058,9.08080
izi,6.34836,7.99701
ijc,5.29316,5.57336
cbo,10.35610,8.84630
jni,10.11937,8.63269
jar,9.78340,10.04294
jaf,10.21268,11.68022
jer,10.18072,8.96074
juo,9.25773,11.53066
jib,7.46552,11.29863
jie,11.80140,14.57812
jmi,10.72968,9.81245
jrr,8.65240,10.59376
kaj,9.81936,7.96143
jrt,8.93796,9.40958
juu,10.18269,9.81344
ldl,9.71504,12.13401
kad,10.03478,7.44845
kdm,9.25399,8.18673
kce,10.43737,8.10921
kka,8.34830,6.55328
kxe,10.81188,5.58853
ijn,4.51983,6.69955
kci,9.85051,7.70300
kmi,8.57006,6.66113
kcq,10.06150,11.25465
hig,10.56717,13.42387
kdx,8.04508,10.88151
kdp,9.53143,8.28552
kni,9.45763,8.46296
knc,12.20530,12.74029
klo,7.02940,10.09457
kai,11.77943,10.96626
kil,11.00825,9.64522
ogo,4.70956,7.44635
ktc,9.33324,10.96579
kkd,10.35668,8.13176
kkm,5.20574,8.34817
kkr,10.15143,9.75923
okr,4.57302,6.98839
kcs,9.01399,9.48136
kso,9.75887,12.88507
kwl,8.87456,9.20044
bcs,5.94546,8.02042
kmy,8.71837,12.65412
klk,10.43551,8.32489
krp,5.19384,8.77392
kpk,7.58468,10.16053
pbn,9.25689,11.75849
koc,7.70605,10.11290
kof,10.62742,10.27461
kov,11.08504,9.07830
kow,8.87190,12.15092
kes,4.72307,6.55627
kez,6.73592,8.38717
kul,9.15799,8.96294
bbu,9.21132,11.04889
ksm,8.78830,12.01822
kug,8.47138,6.34014
krh,10.45549,7.94171
kuh,9.40095,10.93734
kub,7.12950,10.05584
kpa,10.71805,11.45758
khj,10.15129,7.96309
ksq,10.42423,10.99208
kwq,6.66383,11.10918
kwb,9.42319,11.47200
bka,9.52656,11.30323
tye,11.58322,3.68126
jku,10.47815,9.59159
lak,9.15704,11.23192
lla,9.88324,12.16858
hia,11.20107,13.73257
bma,10.76909,8.78529
ldh,8.62332,12.15336
lan,10.57404,4.43120
ldk,9.28343,11.15976
agb,6.01967,7.98951
ldj,10.43274,8.70935
ldg,6.00131,8.28951
gnh,10.38541,8.57441
ayi,5.98832,8.20861
mgi,8.51401,8.39960
yaz,5.91410,8.09266
lnu,9.78448,11.86405
ldo,9.41066,11.04400
lop,10.56283,4.65093
kcc,5.46005,8.29144
ldq,7.25555,10.94988
ldd,10.16988,9.73152
mew,10.76741,11.72051
mda,9.02810,8.36120
gmd,9.28899,11.02342
pbl,9.36541,11.12955
ruy,10.57738,8.09440
mma,8.81475,8.80387
mzk,6.73997,11.35553
zns,10.09224,9.75257
mrt,10.91253,13.01556
mfm,10.91253,13.01556
jms,6.91573,10.27167
wma,10.85268,9.72407
mfn,6.14787,8.28722
mfo,6.57751,8.82265
moi,9.84165,12.52991
bgu,6.82592,11.13156
mbu,9.56330,12.21269
bbt,10.92815,9.81482
mko,9.25383,11.28820
mjs,9.20563,9.32533
mkf,10.92046,9.71368
ver,9.02865,12.63079
mtl,9.03411,9.63140
gwg,9.43903,11.20882
mzm,8.90091,11.69058
mmf,9.15641,8.77015
mcj,6.75673,11.18347
sur,9.53330,9.03645
ned,7.06500,10.47000
ndd,6.15753,8.50472
nbb,6.06548,8.70311
ndr,7.08871,10.48628
nuh,6.73230,11.11080
nfd,9.24327,8.53871
nbh,11.38217,11.16895
anc,9.37566,9.41746
ngx,10.60606,12.92128
ngi,11.74047,11.26312
ngw,10.09141,12.79512
nsi,6.49997,3.16664
nns,9.28969,8.51717
nin,9.10162,8.48941
njr,6.70116,11.53731
nkz,5.44092,7.76210
isi,6.59135,8.67863
nkx,4.61629,7.44958
nbo,5.73877,8.28573
nbp,6.30860,8.47086
nsc,7.22000,10.58000
nbr,9.26953,8.38013
rin,9.35128,8.64848
nup,9.24149,5.54402
nmi,9.17898,10.83766
nfg,9.22279,8.50100
nja,10.09859,13.21869
bzy,6.57628,9.25755
ann,4.61913,7.77483
obu,4.73209,7.11514
xoc,5.04971,7.05215
odu,4.83196,6.41867
oda,5.21950,8.24396
ogc,5.24794,6.54865
ogb,4.71482,6.33147
ogg,4.90960,6.54800
ogu,4.74810,6.90236
okb,5.00976,8.07833
okd,5.28704,6.45473
oks,7.53524,6.14101
opa,7.38359,5.93261
oke,7.22407,5.94885
okx,7.29095,6.24383
olm,7.01416,6.02977
iko,5.96794,8.54208
org,6.71557,8.12082
orx,4.86500,8.12059
orr,4.93824,6.38164
oso,7.42700,6.20841
uta,6.57920,9.38125
pqa,11.02403,9.29600
pwb,9.98005,9.01549
pgs,9.30400,11.19600
pip,9.59124,11.02728
pai,9.27221,9.56220
pcm,9.65873,4.21068
pcn,10.13534,8.47202
piy,9.31053,10.83297
plj,10.10565,9.53416
png,10.04736,6.38210
mfl,10.91253,13.01556
afe,6.65194,8.95907
pcw,9.09734,9.42185
rax,8.00100,10.58000
res,10.78166,4.63488
rod,10.56000,6.94600
cla,9.15799,8.96294
ruz,10.57001,8.21873
ccg,8.18573,11.61626
ndi,7.93134,10.97542
xab,9.10397,8.54095
xsn,10.41512,8.83469
sxs,7.06339,6.08045
say,9.70301,9.74028
nfk,9.18651,8.58751
sha,9.87304,9.64844
xsh,9.40493,7.96448
sqa,10.29713,6.15632
sho,11.21646,4.29362
sqh,10.40791,9.13335
scw,9.23354,8.77160
scv,10.36852,8.75918
gua,10.52346,9.73029
bcv,8.94608,10.98303
ksa,10.36454,8.23892
sir,10.74124,9.62300
kgt,6.90519,11.48259
syk,10.88691,13.64343
sde,10.22819,8.27106
tdl,9.47552,9.49184
tak,10.23652,9.85055
tal,9.15574,9.51192
tdk,9.35892,9.32990
tan,9.82919,11.28902
uji,9.39981,6.87264
yer,9.04180,10.03234
tkq,4.72768,7.37367
tdo,8.96613,11.98494
ttr,10.43738,11.65915
twc,9.64189,8.35594
thy,9.20993,11.17101
tdq,8.16983,10.14583
tiv,7.54865,8.91468
tdv,9.09241,8.59316
kdl,9.91833,4.80054
tsw,10.21816,5.26670
ldp,9.52515,11.49929
tvd,10.80201,5.26265
tul,9.87233,11.50974
kku,10.51394,8.10426
dza,10.02923,9.11518
kcg,9.80896,8.26782
byc,5.42197,7.98987
uba,6.40870,9.25355
uda,4.70283,8.06125
uha,7.38016,5.67248
kcf,7.53439,5.99440
ukp,6.52697,9.01749
akd,5.58315,8.10739
uku,7.48072,5.58394
ukq,5.59078,7.96515
ukw,5.83245,6.48651
ulb,6.50031,6.59453
umm,5.37620,8.10671
une,6.96918,6.14105
uok,7.00528,5.98075
urh,5.67924,5.90528
gel,11.54451,4.81780
evh,5.44291,5.76955
eze,6.58338,8.31267
bij,9.64376,9.56471
vem,10.85326,13.64731
vit,6.66383,11.10918
kch,10.43580,8.21691
vor,9.78743,12.07310
wja,9.95511,11.71770
wav,8.88194,12.04299
jub,7.82950,8.94641
juk,8.02215,9.79107
juw,9.10789,9.90396
wji,11.16656,9.57243
wom,8.92956,12.45000
ekr,6.82903,8.84039
yba,6.73823,8.60128
bsx,9.44811,10.29142
ets,7.09494,6.47017
yen,8.98120,12.16642
yes,9.04924,7.96812
gek,8.97317,9.78651
yor,7.79927,4.40609
ybl,6.91041,9.86753
zah,10.23566,9.75249
zaz,9.72928,9.38330
zua,9.95422,9.28073
zhi,9.40493,7.96448
zir,10.52184,8.72792
jmb,10.82643,9.97087
fuq,14.88356,7.79725
fuh,13.75499,2.13168
bms,18.90270,12.77243
kby,14.06664,10.25394
krt,14.23805,13.15020
tda,16.01497,6.90079
ttq,15.50099,4.17203
thz,16.92948,7.96424
twq,16.78330,6.92174
dje,13.75499,2.13168
niu,-19.05000,-169.86017
pih,-29.02592,167.95473
cal,15.20500,145.76498
tpv,15.23660,145.75664
fkv,69.28859,29.21493
nsl,60.77328,10.24198
nor,60.61089,9.12728
rmg,62.62172,9.48913
