ISO,LMP_LAT,LMP_LON
arv,4.89521,36.78308
agj,10.10036,39.92842
awn,11.11293,36.62457
bsw,6.45244,37.77051
myf,9.80927,34.72657
bst,6.41177,36.56187
bcq,7.02253,35.76874
wti,10.41065,34.76466
bwo,10.42519,36.04439
bji,5.42188,37.83985
dox,5.74668,37.21630
cra,6.61821,36.42696
dsh,4.70169,36.12641
dim,6.15740,36.31750
gdl,5.62414,37.41383
mdx,6.18284,35.54255
doz,6.27911,37.56475
eth,8.97610,38.85339
gft,11.57637,39.56049
gmo,6.63175,37.08003
gza,10.27441,35.13513
gwd,5.40935,37.23907
gyl,6.19654,36.64421
drs,6.18712,38.21113
gez,5.14596,42.19945
guk,10.98931,35.78048
hdy,7.48871,37.74723
amf,5.14552,36.52146
har,9.30472,42.13295
hoz,9.41114,34.59624
ior,7.94385,37.80937
kcx,6.39592,37.92928
kbr,7.32953,36.12576
ktb,7.32293,37.78501
kxh,5.20024,36.17870
gru,8.31315,38.50401
kxc,5.38436,37.55642
kqy,5.79792,37.81115
kmq,9.51336,34.26449
xwg,5.40953,36.16383
liq,8.08593,38.49351
mpe,7.67332,34.95858
mdy,5.90092,36.98235
mym,6.62531,35.72432
mfx,6.59140,36.80606
mys,7.53825,37.57419
mvz,8.10059,38.33777
muz,5.70911,36.09381
noz,6.88542,36.35493
nnj,5.48930,35.42700
bxe,5.29751,37.02351
lgn,8.40649,33.91508
gax,6.06873,39.44681
hae,8.72457,41.47410
gaz,9.04387,36.92200
oyd,6.12941,36.85336
ahg,12.81441,37.06478
rer,4.11661,41.70648
sgw,8.14212,38.01540
sze,9.51785,34.66735
sbf,7.64150,35.22164
moy,7.65553,35.38837
she,7.05517,35.27401
sid,6.72800,38.39534
stv,7.79133,38.19365
suq,6.07473,35.31704
tir,13.78239,38.38244
tsb,5.37259,36.93716
udu,8.25325,34.43182
woy,11.94153,35.63369
wle,8.35081,38.24336
wal,6.72743,37.67102
xan,12.45425,38.82513
jnj,7.83249,37.47015
zay,5.81014,37.35304
zwa,7.98901,38.83024
fij,-17.80625,178.32355
wyy,-17.82712,177.69689
goo,-16.58861,178.59889
hif,-17.81477,177.77228
llx,-17.73674,-179.30578
lmv,-17.76878,178.75023
bwb,-18.54071,177.63769
rtm,-12.50338,177.07413
fss,62.11100,26.32800
fse,60.66099,25.06767
fin,63.76795,26.21971
rmf,61.29634,21.68145
smn,69.30652,27.77313
sms,69.53354,28.69478
bre,48.28429,-3.69908
cos,42.15886,9.10398
frp,45.86441,5.58332
fsl,48.77208,2.13830
fra,46.56221,2.55044
lsg,48.56422,2.36811
oci,44.31581,2.57643
pcd,50.07634,2.66102
sdt,44.16916,5.06601
zrp,45.56274,4.38771
eme,3.39767,-53.80786
gcr,4.88254,-52.65568
aut,-23.38431,-149.46195
mrv,-23.11841,-134.97310
mrq,-8.90335,-140.07762
mqm,-9.75663,-138.97893
ray,-27.60169,-144.35981
tah,-16.69709,-151.02851
pmt,-17.32197,-145.56116
bbg,-2.56977,10.68810
buw,-1.16553,12.32254
dma,-0.91501,13.00328
kbs,-0.00130,11.73075
kzo,-1.71750,13.61789
keb,-0.78487,10.38358
koq,-0.00033,12.38825
lup,-3.04925,10.69828
mhb,0.77480,13.26543
zmn,-2.02584,13.63281
mye,-1.25853,9.55993
nmd,-1.66911,13.73192
nra,0.81955,13.43763
nzb,-1.62842,12.39760
pic,-1.89645,11.22595
puu,-2.71400,11.31088
sak,0.23968,11.74975
snq,-1.54670,11.88862
sxe,-0.96947,13.13104
sbw,-1.27645,11.17029
swj,-1.84539,10.46676
tck,-2.03367,13.60009
tsv,-1.53547,11.24855
vum,-2.17713,10.65394
wdd,-1.53413,12.88170
wum,-2.28949,12.21248
ynh,-1.91021,13.03125
wof,13.40615,-14.56786
abk,43.22870,40.86397
bbl,42.18143,45.32809
bhn,41.45988,45.08801
kat,41.96140,44.10731
xmf,42.55454,41.97342
oss,42.26413,44.06261
sva,42.92520,42.60800
uum,42.03792,43.99400
frk,52.89596,9.98388
frs,52.96917,7.73881
frr,54.80315,8.74380
gsg,50.81543,7.30478
deu,51.10301,10.37778
ksh,50.94700,6.92700
vmf,50.05689,8.47478
pfl,49.70100,6.84600
stq,53.11700,7.72100
nds,50.77100,6.09200
sxu,51.15200,12.69200
dsb,51.66116,13.94982
hsb,51.33824,14.40873
swg,49.38788,7.12775
wep,51.45900,7.49900
yec,48.24834,8.47267
yih,51.68892,12.26013
abr,7.52679,-2.14758
ads,5.83400,-0.15100
adq,6.42070,0.72394
aha,4.85960,-1.94475
aka,6.53399,-1.24507
anf,7.60404,0.42001
cko,10.16789,0.28419
avn,6.85972,0.41988
afu,5.57088,-0.45761
bim,10.52972,0.00886
biv,9.23672,-2.55755
bwu,10.57166,-1.26545
cli,9.84855,-1.90047
cll,8.00089,0.50896
cpn,6.05014,-0.08686
ncu,8.25887,-0.35824
dga,10.45337,-2.56893
dag,9.49310,-0.46694
ada,6.13752,0.08962
mzw,8.18649,-1.92020
ntr,7.87430,0.53285
doy,8.18200,-2.29500
nnu,7.69224,-0.48612
ewe,6.35974,0.56360
gur,10.76632,-0.85296
gaa,5.69633,-0.18106
gse,5.55225,-0.30274
acd,8.38279,0.56247
gjn,8.84915,-1.06297
gwx,6.49863,0.17314
hag,9.34791,-1.57178
jwi,5.10440,-2.09994
jmr,8.93891,-2.34944
xkt,10.33261,-1.95415
xon,9.70207,0.12812
kma,10.23498,-1.53798
kph,8.06999,-0.81411
kye,7.96017,0.00065
kus,10.87395,-0.31310
lar,5.93772,-0.08406
lef,7.33547,0.52633
lig,7.90901,-2.38744
lgq,6.92556,0.43527
maw,10.31977,-0.76656
nfr,8.01686,-2.49925
naw,8.46181,0.06152
nlu,7.63020,-1.30881
nko,7.19818,0.31744
nyb,6.82196,0.36401
nzi,5.15459,-2.50130
sig,10.21230,-1.83268
saf,8.94952,-2.58244
sfw,6.44175,-2.81660
lip,7.16759,0.58659
snw,7.17252,0.42193
sil,10.64177,-1.79139
ssl,10.88179,-2.38225
akp,7.21610,0.45656
tcd,6.78766,0.39798
tpm,9.88144,-1.30770
bov,7.30524,0.38772
vag,9.33913,-2.38091
wlx,9.89622,-2.34685
wss,5.62774,-2.14262
aat,38.00708,23.23911
rup,40.57304,21.40028
cpg,40.38600,23.29400
gss,38.05355,23.37624
ell,39.04284,22.98938
grc,39.81550,21.91293
pnt,40.94852,22.98769
ruq,41.06334,22.34388
rge,38.63471,23.21639
tsd,37.14057,22.73434
kal,68.66767,-51.22762
gcl,12.15698,-61.65440
gcf,16.29092,-61.39578
cha,13.44020,144.77622
acc,15.17198,-90.69559
acr,15.07994,-90.34901
knj,15.81541,-91.71986
agu,15.33873,-91.31661
caa,14.82249,-89.34111
cnm,15.93149,-91.54555
cac,15.71656,-91.55596
gsm,14.50344,-90.56666
itz,17.00912,-89.87889
ixj,15.58531,-90.96338
ixi,15.53269,-91.16709
ixl,15.48785,-90.86726
jac,15.64162,-91.64871
jai,15.73938,-91.77910
ckz,14.64723,-90.69926
ckk,14.50024,-90.82065
cak,14.74326,-90.97431
cke,14.82094,-90.58158
ckc,14.84281,-90.76822
cki,14.49802,-90.74865
ckj,14.61330,-90.59439
ckd,14.65156,-90.75615
ckf,14.51518,-90.77060
ckw,14.76039,-91.16603
cbm,14.47570,-90.99094
quc,15.03693,-91.21206
cun,15.33540,-91.05484
quu,14.96154,-91.10302
quj,14.98841,-90.85367
qxi,15.18639,-90.93887
qut,14.77753,-91.54628
mvc,15.01712,-91.90456
mam,15.44001,-91.80430
mms,14.83419,-91.70010
mpf,15.09092,-91.89473
mvj,15.52065,-91.52050
poc,14.72214,-90.45278
poa,14.74468,-89.74880
pou,14.43253,-90.66104
poh,15.30494,-90.20652
pob,15.34931,-90.54646
kjb,15.68562,-91.31437
kek,15.89761,-89.83185
quv,15.27058,-91.10348
qum,15.22943,-91.70406
mtz,15.29041,-92.10814
ttc,15.34990,-92.02282
tzj,14.61742,-91.18298
tzt,14.67909,-91.29704
usp,15.36374,-90.89041
xin,14.31028,-89.82346
bab,12.31277,-16.05858
ble,12.12172,-15.22468
bif,11.50166,-15.18201
bjg,11.09666,-16.15146
pov,11.06847,-15.92488
eja,12.27662,-16.46967
ccj,12.41807,-15.93867
kcj,12.43226,-16.04952
mfv,12.26025,-15.74561
knf,11.66471,-15.38079
msw,12.29139,-15.17380
pbo,11.87813,-15.83889
pbp,12.63286,-13.34735
bcg,10.51911,-14.61657
bqf,9.95100,-12.88700
bgo,10.12862,-13.94696
bmd,10.76587,-14.57770
bgm,10.85885,-14.36431
bsp,10.50008,-14.46944
bsv,9.98865,-13.90538
gus,9.55300,-13.67400
jad,10.80730,-14.40637
kke,10.61076,-11.41791
kqs,8.88289,-10.20492
knu,7.88712,-8.30354
gkp,7.87462,-8.95995
ldm,10.88622,-14.14657
llc,8.99860,-10.36947
lma,10.03935,-11.75831
emk,10.90598,-9.56858
mku,8.91346,-8.46683
msc,10.12215,-10.51942
mbv,10.85649,-14.73770
mfg,10.67137,-14.38189
naj,11.11216,-14.79481
nqo,11.47663,-10.07793
fuf,11.31992,-12.42654
sus,10.06068,-13.23909
tod,8.37090,-9.41709
yal,10.31358,-11.05574
ake,5.98438,-60.41842
aox,2.79300,-59.01400
brc,5.41607,-57.98281
gyn,6.53964,-58.24281
mzx,1.98810,-58.50474
pbc,4.85630,-59.52631
skw,6.05191,-58.56256
wap,2.54714,-59.13873
hvc,18.91100,-72.39400
hat,19.26110,-72.23980
cab,15.82836,-86.21104
hds,14.62200,-87.22400
len,14.16234,-87.90053
pay,15.76432,-85.38681
jic,14.66775,-87.04673
hsh,47.12200,19.26400
hun,47.16563,19.42417
icl,64.17306,-20.27305
isl,65.08882,-18.77165
aay,23.22873,81.19373
adi,28.13166,93.87865
adl,27.74900,96.31100
agi,24.50029,82.28177
ahr,21.55200,73.68500
aho,27.27784,88.46401
aim,24.64368,94.35562
aio,26.51452,92.31690
abj,12.37822,92.78178
akm,12.36294,92.80108
aci,13.49086,92.94855
akj,13.15249,92.95043
akx,12.84943,92.82266
aky,12.73253,92.78661
ack,12.09437,92.74663
acl,12.66632,92.82775
all,11.08326,76.65802
ajz,26.02400,91.48200
anm,24.04067,94.14233
hca,11.67600,92.73800
anr,19.41705,77.69067
anp,24.34305,87.12700
apt,27.18644,93.72319
apq,12.24172,92.78599
aaf,11.35430,75.79585
asm,26.50115,92.77378
asr,21.57205,83.45622
aot,26.35400,92.70700
awa,27.34119,81.36099
bfq,11.30740,76.60298
bfy,23.15797,81.34202
bgq,29.68172,74.08654
bpx,21.93700,75.23300
bfb,21.22800,74.33700
bgd,21.44260,74.99476
bge,25.29769,75.87131
bfr,25.29769,77.22129
brw,12.58518,76.10249
bhd,33.28411,75.84891
bhx,21.26035,77.82534
bha,22.37732,83.19221
btl,22.71740,80.84201
bgw,19.22463,82.19734
bht,32.39606,76.04288
bhi,22.54789,74.61566
bhb,21.98591,74.11257
bho,25.92116,84.39976
bhu,21.27477,83.12951
biu,21.44520,73.65129
bix,22.70274,84.24417
kfs,31.37081,76.68752
biy,23.57896,85.56696
bpy,24.52585,93.79697
bdv,19.07543,82.87683
brx,26.85073,88.82419
bfw,19.15263,83.80588
bra,26.18393,77.99301
bkk,34.52363,76.60758
bgg,27.20400,92.36700
tkb,29.08283,79.43982
bns,24.27302,78.90055
bee,29.88300,80.44700
cdg,21.35455,79.62759
cdh,32.52454,76.19824
cna,34.05236,78.23605
cdn,29.77514,80.34969
crv,8.45623,93.03367
cde,15.90301,79.26363
ctt,11.65569,76.35579
hne,21.44973,82.05438
cih,32.55500,76.96100
bgr,22.31869,93.10450
mrh,22.27942,92.93166
pck,24.29367,93.29673
tcz,24.48171,93.86562
cdf,25.54347,94.47128
cdi,20.88619,73.52425
cvg,27.47288,92.24672
cdj,32.86243,76.17071
dln,23.97051,91.32592
drd,29.88204,80.52451
dcc,18.61433,75.46786
dgu,25.04606,86.76939
der,26.86692,93.71990
dso,18.96500,82.64600
dhn,20.76237,73.74677
dha,23.06127,83.16442
dho,21.09438,73.27695
dhd,26.47300,76.19800
mhu,28.88256,95.88371
dis,25.41252,93.15911
dgo,32.39426,75.75127
dub,21.44665,73.18102
duh,22.30600,73.18700
pci,19.25102,82.67165
era,10.84346,76.67133
gbj,18.39298,82.76855
gau,18.27600,83.37800
gdb,18.59874,82.75858
gbk,32.36242,76.57037
bfu,32.64756,77.02482
gbl,21.10566,73.62007
gnb,24.62133,93.90144
gas,24.08417,73.12714
gra,24.66865,73.21750
gbm,30.58904,78.70228
grt,25.57927,90.51116
gaq,18.61730,82.99120
gdx,24.88500,72.84600
gno,19.01531,81.00613
ggo,20.02208,80.26475
goj,21.51056,77.28585
gok,21.76704,77.35797
guj,22.48889,71.75744
gju,33.56167,74.38916
hoj,24.91419,75.79884
haj,25.52588,89.89260
hlb,20.26608,81.40995
bgc,29.14569,76.13581
hin,25.77227,80.40519
hii,31.01600,77.14400
hmr,24.79515,93.51952
hoy,21.52773,79.93053
hoc,22.28401,85.76347
hru,27.27000,92.63000
clk,28.39724,95.86361
ins,27.27900,77.40423
idb,19.47711,72.91720
iru,12.60248,79.92834
jda,30.24100,79.15300
jna,31.57775,78.43461
anq,11.61430,92.65528
jns,30.57278,77.92047
jun,21.26081,85.57687
juy,19.09171,84.12283
xac,26.51700,92.12175
kfr,23.45766,69.76775
kej,11.05579,76.74014
kep,18.39512,76.00127
wkl,11.51146,76.10371
keq,20.54601,81.90696
xns,32.28558,77.15698
bjj,27.16372,79.24971
xnr,31.91500,76.36600
kev,8.43806,77.24420
kft,25.70092,74.72198
kan,14.74807,76.19378
mjw,25.61984,93.03647
kas,33.98574,74.90913
kfu,18.96259,73.16654
kbg,28.73100,95.23600
ksu,26.88946,93.99325
khn,21.52680,74.41939
ksy,22.24496,83.79900
khr,22.34976,84.40294
kha,25.49008,91.86149
kwx,23.67250,82.96684
kfk,31.78739,78.17181
nes,31.83284,78.58321
cik,31.30368,78.52614
kjo,31.78400,77.06400
kdq,26.18145,90.70357
ksz,23.57405,83.83130
kfa,12.28225,75.88771
nkd,25.29025,94.21433
trp,23.49478,91.67851
kfb,20.09222,78.54385
nit,19.66677,78.58296
kxp,26.47400,74.55100
kmm,24.87908,94.54782
kfc,18.26754,82.93402
knn,19.24552,74.03837
gom,15.10952,74.21908
kfd,12.91838,75.20050
vmd,12.61874,75.10621
kfq,21.83731,77.49848
vkp,19.03482,73.00991
kfp,23.41348,83.79736
kfe,11.48295,76.92689
kff,17.94275,81.11756
kfg,12.32454,75.49117
kyw,26.50700,93.96900
kxu,19.77098,83.80849
kex,20.58376,73.54392
kfy,29.70054,79.77157
kmj,24.12170,87.26985
wkb,11.47454,76.16526
wku,11.54839,75.97447
key,16.47079,79.51532
kfh,11.82036,75.52311
kfv,26.24400,90.87900
xua,11.33131,76.79541
pkr,11.01955,76.61851
xub,11.63886,76.61786
xuj,11.50642,76.58936
kfi,11.74066,76.47326
kpb,11.29000,76.70000
kru,23.07261,84.39503
kxv,18.91761,83.64103
lbj,33.75191,77.66008
lmn,16.79483,77.17558
lmk,24.00536,94.01235
lep,27.34527,88.57094
lsh,27.38901,92.22687
lbm,20.89542,84.94628
gda,25.85830,78.21868
lhl,32.58300,77.00000
lyg,25.72693,91.26006
mag,24.89523,85.39771
mjx,22.16980,86.74451
mai,26.18629,86.31833
mmj,22.87000,83.60880
mkb,24.08209,87.34306
ima,10.38183,76.81158
mjo,8.45371,77.09350
mjp,8.58866,77.27341
mjq,10.44682,76.55856
ymr,10.71237,76.92293
mjr,8.85357,77.20672
mal,10.61060,76.24634
mup,23.60950,75.58997
mha,20.09890,83.67583
mjl,31.59856,77.01764
mju,18.28842,83.19581
mjv,19.56194,78.54741
mar,19.38245,75.94434
mrr,19.78753,79.91438
daq,18.65651,81.33821
rwr,26.71854,72.93351
mke,21.57523,73.98871
mni,24.71940,93.77481
wry,26.77100,74.09500
mtr,26.41053,86.80726
wtm,27.73600,76.94700
sjl,27.65952,96.66328
mxj,28.01289,96.63616
myi,23.86644,74.84288
zrg,23.44428,81.33938
mrg,27.41800,94.69000
lus,23.43549,92.75248
kkf,27.18673,92.09536
twm,27.69406,91.97964
udg,11.05663,76.64993
mmk,17.44386,81.56662
unr,22.49423,85.02258
unx,21.93223,85.53347
emu,20.14765,80.87696
fmu,20.32440,80.49205
mut,20.24798,80.68673
muv,10.35028,76.73576
nag,25.27403,93.45809
nbg,25.53586,75.86117
njm,25.68551,93.89811
njo,26.34050,94.35958
nbc,26.43251,94.95845
nri,25.56723,94.29701
nct,24.35896,94.25211
nkf,24.86270,93.80494
kfw,26.15325,87.92540
nkh,25.70778,94.31422
kix,26.21014,95.04033
nkb,24.20321,94.14080
nbe,26.74331,95.07310
njn,25.15448,93.54520
njh,26.00900,94.05869
jmn,25.87900,94.75714
nbi,25.38288,93.97868
nma,25.43301,94.22526
nng,24.26559,94.05327
nmh,24.51499,94.20483
nmo,24.49393,94.34889
nme,25.46584,93.71314
njb,27.12403,95.40090
nnl,26.43476,94.56302
nph,26.47940,94.74575
npo,25.43939,94.10629
pmx,25.19444,94.46181
npu,25.29537,93.72540
puz,24.66200,93.98200
nbu,25.12025,93.80407
nsa,25.85388,94.62745
nre,26.25988,94.70095
nsm,25.98778,94.41781
nmf,25.07700,94.38049
tro,24.40137,94.17437
nki,25.33412,93.84276
tvt,27.16100,95.80000
nnp,26.24286,94.89082
yim,25.80434,94.83229
nzm,25.34548,93.62599
nlx,21.43000,74.82700
nhh,20.41180,81.97747
nbt,27.79100,96.16300
nef,27.68800,96.34900
caq,9.17374,92.76582
ncb,8.08408,93.51014
nik,7.02485,93.72789
nll,21.18084,76.33330
noe,22.12903,76.13687
dap,27.34196,93.10264
noi,21.90145,74.20788
okj,13.04720,92.87525
oon,10.69743,92.47048
ori,20.64688,84.61409
ort,18.44051,83.14445
kfx,31.91145,77.41100
bfz,31.03586,77.53889
pcf,10.08732,77.17779
pli,26.48838,76.62831
tdb,23.39603,85.79142
pgg,32.98763,76.56755
pcg,11.73552,76.08245
pan,30.88861,75.42511
pmu,33.55823,74.37134
ppa,24.06216,80.96186
pch,22.19163,79.80708
pcl,19.99892,77.12342
pcj,19.08386,83.96845
prp,20.62500,74.43800
pty,11.65956,75.89400
lae,32.68747,76.60395
peg,19.33631,83.64601
phk,27.81196,95.80963
phd,18.71534,73.36836
pbv,25.22941,92.52317
pwr,21.79700,79.23900
prx,34.56139,77.60453
rah,25.84966,91.19081
rgk,29.22776,80.08455
rnl,23.76879,91.63844
rtw,22.30900,73.18600
yea,12.23932,75.65591
rei,18.11858,82.48410
ria,24.01104,92.18730
rnp,30.52800,79.56700
ruh,25.50600,91.46900
sck,23.77752,84.84169
sch,25.99400,93.94900
smv,18.30684,74.91040
ssi,29.37300,76.82200
san,25.38789,81.94101
sat,24.64124,87.31703
onp,27.32004,92.37579
saz,9.98758,77.94836
mjt,24.87526,87.67752
svr,18.73262,84.13719
std,11.55170,92.25518
swv,27.34000,75.40700
shl,22.19405,92.61970
sdp,27.00042,92.58009
sle,28.86142,78.65322
sii,6.99803,93.81155
scu,31.68257,78.38889
sip,27.80214,88.59672
smt,24.53689,93.31807
sgp,27.29600,95.60600
srx,25.03821,77.58368
srb,19.19479,84.17795
spt,32.52600,77.83300
sbu,32.49700,77.11600
suv,27.65889,92.35574
ssk,31.81042,78.44531
sjp,25.68600,85.79200
tam,10.92153,78.41194
tel,16.35447,79.52119
tef,8.29501,93.09414
thn,11.52377,76.18372
lbf,32.51284,77.73028
lax,26.07814,92.26467
tcx,11.42184,77.02227
txo,26.67000,88.97500
tpq,31.48900,78.16022
tcy,13.11340,75.21620
trd,22.02224,84.47895
try,26.34412,92.26757
ull,9.45906,77.08968
url,10.85747,76.79513
vaa,12.21500,79.53351
vap,24.14208,93.72081
vah,20.71201,79.74789
vav,20.55243,73.28829
vas,21.39843,73.91311
vis,10.17875,76.76842
wbq,18.74733,76.49207
wbr,23.69926,73.92273
yeu,17.30414,81.97042
zkr,28.12900,97.02200
zau,33.25401,77.41638
bsa,-2.84838,138.89141
abz,-8.31078,124.59376
kgr,-0.62967,132.37715
ace,3.64342,97.05471
adn,-8.18908,124.45263
adr,-8.34462,123.15446
ahh,-6.34522,140.09942
air,-1.88365,138.15713
aol,-8.22117,124.26291
alp,-3.07133,128.40122
amq,-3.31845,128.94537
aaz,-10.23409,123.89682
amk,-1.83956,136.51214
amv,-3.85177,127.19418
apg,-0.78618,116.38998
akg,-9.65823,119.61850
bpo,-1.73291,137.71793
bzb,-0.88263,123.17591
and,-1.71194,135.78784
auq,-2.26326,139.45220
pni,0.93985,114.15354
apx,-7.83807,126.49568
atq,-2.79992,119.25189
jbj,-2.05430,132.95979
agf,-2.66297,132.54061
asl,-3.67074,127.95630
asc,-6.28590,138.50704
cns,-5.36749,138.56800
nks,-4.85353,138.44492
asy,-5.61727,138.59299
asz,-0.74768,131.73212
aqm,-6.28482,138.63404
auu,-3.43339,136.08527
awh,-5.04990,139.67062
awr,-2.66188,136.22059
auw,-3.00402,140.60424
psa,-6.00189,139.14305
awu,-6.25891,139.70576
awy,-7.01549,139.89159
awv,-6.74928,140.12041
yir,-5.92181,140.07553
aws,-7.11156,139.56904
bcd,-7.83755,129.73746
vbb,-7.95521,129.79259
bhz,-1.72642,120.31379
bac,-7.27262,107.76377
bqb,-1.98707,137.91052
bdw,-3.84714,133.03870
bhv,0.30359,115.32472
bsu,-2.22580,121.70620
bdl,1.04560,120.38878
bei,1.01515,109.34544
sre,1.21160,109.54604
bkr,-1.61448,114.79103
bls,-0.05500,119.69167
blz,-0.84837,123.30300
ban,-8.37850,115.17527
ptu,-3.04926,119.19516
bnd,-5.44730,133.14021
bgz,-1.45605,123.22146
mfb,-2.24841,105.97497
bjn,-2.75805,114.34816
bnq,1.51747,124.84944
baj,-6.69960,134.69361
brp,-2.34100,137.07646
brs,-1.56523,119.34186
bdb,1.04283,117.65110
btz,3.65565,97.76042
akb,1.72376,99.64430
btd,2.54092,98.24957
btx,3.09757,98.22678
btm,1.11264,99.96304
bts,3.05116,98.92013
bbc,2.39327,99.16392
bvt,-3.61061,130.81359
zbt,-1.26057,122.53569
bay,-5.80715,134.78045
bvz,-2.39795,137.58447
byl,-5.22673,139.61345
bed,-2.75035,132.57539
bep,-1.58374,120.36316
bnv,-2.09377,139.16983
bgy,-3.12960,130.08975
bqy,-8.38300,115.09800
bnu,-4.75800,119.79890
byd,1.03431,109.75550
bkl,-2.28533,138.91553
bfe,-2.17631,139.24555
bew,-6.21694,106.95100
bhw,-0.69929,135.50659
bhc,-2.19424,130.25260
bpz,-10.61967,123.30285
bhp,-8.48829,118.52193
bne,0.77742,123.46931
bqq,-2.91897,137.66453
beu,-8.30186,124.28380
bzl,0.50116,120.99322
bzn,-2.94810,127.95508
bgb,-0.35200,121.90144
bty,-3.44545,130.17015
bld,0.82728,123.07751
blj,2.79805,117.29013
bna,-7.40148,121.78052
bpg,-2.34052,139.59767
bdx,-2.07905,119.32596
bug,-3.99551,120.20591
bvk,1.24868,113.15692
bkn,1.56646,114.63461
bzq,1.03074,128.45579
bkz,-3.04463,122.23530
blf,0.98709,121.38885
bti,-2.89077,136.04560
bzu,-2.49202,138.20817
aip,-4.93103,140.10590
bqr,3.31487,117.00218
asi,-3.60947,133.29599
mhs,-3.44841,126.61289
bsm,-1.75094,136.02177
bup,-5.59760,122.62368
cml,-3.45840,119.17463
cia,-5.57123,122.76795
txt,-5.57460,139.47612
tml,-5.58752,139.23353
liw,-3.38602,102.90418
dbe,-2.09111,139.04428
dij,-7.55246,129.68354
dkk,-3.33683,119.23559
uhn,-4.29990,137.46222
dmr,-7.17121,128.63389
drn,-7.12163,128.58383
dms,0.67652,120.18504
dni,-4.25970,138.98793
dnt,-4.07424,138.91630
dna,-3.94794,138.88982
dnw,-3.76094,138.29280
daz,-3.25283,136.42266
ddw,-7.71421,129.99191
row,-10.85346,122.84359
dei,-2.59698,136.55287
dem,-3.71715,137.55232
dnk,-10.78578,122.94553
kbv,-3.56228,140.95411
nfa,-10.81589,122.65779
tbp,-3.31531,138.83044
mrx,-2.34491,139.67657
diy,-5.15437,139.43191
kvo,-6.22673,134.70424
dok,0.79851,120.74005
tds,-3.23365,138.23028
dup,-0.16955,103.44726
dbn,-1.38967,130.92461
mvp,-3.36770,119.87582
dsn,-2.73910,134.40645
dun,-2.00103,115.60785
duq,-0.65639,115.01681
duw,-1.52233,115.05937
duv,-3.19037,138.01225
dbf,-3.11334,137.37468
eip,-4.35884,140.06088
ekg,-3.83290,135.92095
elp,-3.07800,128.26300
mrf,-3.05712,140.44303
emb,0.99495,112.65859
enr,-3.75459,140.91024
emw,-8.03355,129.72389
end,-8.75223,121.55303
eno,-5.39530,102.25631
ptt,-3.52537,119.66519
ert,-2.70181,138.06601
erw,-2.83578,132.70891
fau,-3.05797,136.78099
pdn,-2.25074,139.40602
flh,-2.96633,139.28819
frd,-7.23154,131.54717
gbi,1.76762,127.85991
gak,1.34470,127.50474
gzn,-0.43198,127.96181
gay,4.41819,97.34887
gei,-0.17927,129.53231
ges,-3.46754,130.76909
goq,2.12758,128.26132
gor,0.66817,122.37420
grs,-2.70821,140.25864
hji,-4.58495,103.97931
hmu,-8.24647,124.53798
hrk,-3.57503,128.47292
had,-1.14624,134.01658
heg,-10.22539,123.41414
htu,-3.56847,128.19865
hrr,-3.12875,129.38675
hti,-3.00726,130.16630
hov,0.97094,113.66301
hud,-2.94800,129.20108
huw,-3.27400,126.19400
huk,-2.87315,128.58492
hap,-4.36418,139.16294
tmu,-3.15520,137.66590
ibu,1.50649,127.54460
ihb,-2.93500,132.29400
ihp,-2.83524,132.29336
ila,-8.39245,123.45734
ilu,-7.84511,125.89647
imr,-7.97485,129.65543
inl,-7.90800,112.37800
ind,-7.33458,109.71572
pea,-7.98200,112.61857
irh,-3.04115,133.31417
ire,-3.60084,135.02673
srl,-1.88083,138.54577
itx,-2.27152,139.14884
iwo,-5.08900,140.84997
djo,0.22567,110.60331
jav,-3.13439,102.90045
jvd,-7.38539,110.02464
jbr,-2.33972,139.49986
klz,-8.17166,124.53522
uka,-1.91414,132.50309
kzd,-1.76729,125.28796
kpu,-8.36292,124.43976
kzb,-3.17226,128.20554
kzp,0.84845,123.23857
kzf,-1.23088,119.56436
lew,-0.96846,120.10060
unz,-0.85192,119.68242
zka,-5.65374,122.54133
kzm,-1.78371,132.28785
tcq,-2.96603,138.24994
kzz,-1.32252,131.63310
kly,-7.31098,120.99298
kli,-2.39071,119.48071
woi,-8.25758,124.80097
kzx,-3.41226,128.52265
kgx,-5.15702,123.04269
irx,-3.33584,133.51868
xbr,-9.84470,120.19976
kgq,-4.37125,135.90670
kkv,-6.97570,115.34721
khd,-8.84283,140.75982
kcd,-8.55215,140.86965
kxq,-8.90091,140.93022
krz,-8.40173,140.97907
kax,1.16084,127.84972
khp,-3.49018,139.72645
kbi,-2.39639,139.84610
kgv,-3.45426,132.67324
kyd,-6.74132,134.37473
kgw,-0.79170,132.67040
bpp,-3.38922,140.09984
vkk,-4.66382,103.48505
xau,-2.26126,138.17756
kgb,-0.07163,130.12417
kyt,-6.37344,138.91848
xay,0.81609,114.54005
bfg,0.69311,115.33594
xkn,1.94085,115.87521
xkd,1.01615,113.18409
whu,1.41768,116.62194
kzl,-3.39000,127.11779
kzu,-2.55114,140.74366
ksx,-8.24536,123.76931
khh,-3.15742,136.06005
kdy,-2.04680,139.02332
kei,-5.57778,133.07059
kyo,-8.40000,124.41601
xem,0.69542,110.52011
bzp,-2.66599,132.97388
xkw,-3.92153,140.45299
kmt,-2.64784,140.36810
knx,0.34496,109.53511
knl,-0.51785,111.61137
xkl,2.55227,115.92259
