dataset,soc_id,origLat,origLong,Lat,Long,Comment
EA,Na19,54,-124,54,-124,Original
EA,Na2,71,-157,71,-157,Original
EA,Na20,66,-135,66,-135,Original
EA,Na21,63,-96,63,-96,Original
EA,Na22,70,-82,70,-82,Original
EA,Na23,58,-65,58,-65,Original
EA,Na24,66,-37,66,-37,Original
EA,Na25,69,-53,68.66,-51.22,Revised
EA,Na26,62,-144,62,-144,Original
EA,Na27,58,-131,58,-131,Original
EA,Na28,56,-123,56,-123,Original
EA,Na29,58,-117,58,-117,Original
EA,Na3,69,-110,69,-110,Original
EA,Na30,60,-105,60,-105,Original
EA,Na31,51,-85,51,-85,Original
EA,Na32,48,-72,48,-72,Original
EA,Na33,52,-98,52,-98,Original
EA,Na34,52,-94,52,-94,Original
EA,Na35,50,-88,50,-88,Original
EA,Na36,49,-96,49,-96,Original
EA,Na37,49,-92,49,-92,Original
EA,Na38,46,-92,46,-92,Original
EA,Na39,46,-85,46,-85,Original
EA,Na4,59,-128,59,-128,Original
EA,Na40,46,-82,46,-82,Original
EA,Na41,47,-65,47,-65,Original
EA,Na42,44,-85,44,-85,Original
EA,Na43,69,-96,69,-96,Original
EA,Na44,62,-76,62,-76,Original
EA,Na45,52,72,52,-72,Revised
EA,Na5,58,-70,58,-70,Original
EA,Na6,60,-166,60,-166,Original
EA,Na7,53,-83,53,-83,Original
EA,Na8,62,-160,62,-160,Original
EA,Na9,54,-167,53.86,-166.79,Revised
EA,Nb1,54,-132,54,-132,Original
EA,Nb10,53,-126,53,-126,Original
EA,Nb11,49,-126,49.16,-125.85,Revised
EA,Nb12,51,-125,51,-125,Original
EA,Nb13,50,-123,50,-123,Original
EA,Nb14,50,-125,49.72,-124.97,Revised
EA,Nb15,49,-123,48.84,-123.27,Revised
EA,Nb16,48,-123,48,-123,Original
EA,Nb17,47,-122,47,-122,Original
EA,Nb18,48,-125,47.91,-124.59,Revised
EA,Nb19,46,-124,45.99,-123.77,Revised
EA,Nb2,48,-123,48,-123,Original
EA,Nb20,45,-124,44.75,-123.72,Revised
EA,Nb21,43,-124,43,-124,Original
EA,Nb22,58,-134,58.12,-133.92,Revised
EA,Nb23,52,-128,52,-128,Original
EA,Nb24,48,-125,48.33,-124.62,Revised
EA,Nb25,47,-124,47.42,-124.16,Revised
EA,Nb26,49,-123,49.01,-122.73,Revised
EA,Nb27,49,-122,49,-122,Original
EA,Nb28,44,-124,44,-124,Original
EA,Nb29,44,-124,44,-124,Original
EA,Nb3,51,-128,51,-127.49,Revised
EA,Nb30,42,-123,42,-123,Original
EA,Nb31,42,-124,42,-124,Original
EA,Nb32,41,-122,41,-122,Original
EA,Nb33,41,-123,41,-123,Original
EA,Nb34,42,-123,42,-123,Original
EA,Nb35,41,-123,41,-123,Original
EA,Nb36,40,-124,39.81,-123.55,Revised
EA,Nb37,40,-123,40,-123,Original
EA,Nb38,40,-124,40.35,-123.47,Revised
EA,Nb39,40,-124,39.73,-123.6,Revised
EA,Nb4,41,-124,41,-124,Original
EA,Nb5,60,-145,60.34,-144.85,Revised
EA,Nb6,42,-124,42,-124,Original
EA,Nb7,55,-130,54.64,-130.25,Revised
EA,Nb8,54,-129,54,-129,Original
EA,Nb9,52,-127,52,-127,Original
EA,Nc1,39,-122,39,-122,Original
EA,Nc10,41,-121,41,-121,Original
EA,Nc11,41,-122,41,-122,Original
EA,Nc12,40,-121,40,-121,Original
EA,Nc13,39,-121,39,-121,Original
EA,Nc14,41,-122,41,-122,Original
EA,Nc15,39,-124,39.34,-123.77,Revised
EA,Nc16,39,-123,39,-123,Original
EA,Nc17,39,-123,39,-123,Original
EA,Nc18,39,-123,39,-123,Original
EA,Nc19,38,-123,38.55,-122.94,Revised
EA,Nc2,39,-118,39,-118,Original
EA,Nc20,38,-123,38.22,-122.56,Revised
EA,Nc21,38,-123,38.75,-123.2,Revised
EA,Nc22,39,-122,39,-122,Original
EA,Nc23,37,-119,37,-119,Original
EA,Nc24,36,-120,36,-120,Original
EA,Nc25,36,-119,36,-119,Original
EA,Nc26,36,-121,36,-121,Original
EA,Nc27,35,-118,35,-118,Original
EA,Nc28,34,-120,34.44,-119.71,Revised
EA,Nc29,34,-118,34,-118,Original
EA,Nc3,36,-120,36,-120,Original
EA,Nc30,34,-117,34,-117,Original
EA,Nc31,33,-116,33,-116,Original
EA,Nc32,33,-117,33,-117,Original
EA,Nc33,33,-117,33,-117,Original
EA,Nc34,31,-115,31,-115,Original
EA,Nc4,41,-121,41,-121,Original
EA,Nc5,38,-120,38,-120,Original
EA,Nc6,32,-116,32,-116,Original
EA,Nc7,40,-123,40,-123,Original
EA,Nc8,43,-122,43,-122,Original
EA,Nc9,42,-122,42,-122,Original
EA,Nd1,45,-121,45,-121,Original
EA,Nd10,50,-122,50,-122,Original
EA,Nd11,51,-120,51,-120,Original
EA,Nd12,46,-113,46,-113,Original
EA,Nd13,49,-117,49,-117,Original
EA,Nd14,48,-117,48,-117,Original
EA,Nd15,49,-120,49,-120,Original
EA,Nd16,48,-121,48,-121,Original
EA,Nd17,46,-122,46,-122,Original
EA,Nd18,46,-121,46,-121,Original
EA,Nd19,46,-119,46,-119,Original
EA,Nd2,38,-109,38,-109,Original
EA,Nd20,45,-115,45,-115,Original
EA,Nd21,43,-117,43,-117,Original
EA,Nd22,43,-119,43,-119,Original
EA,Nd23,42,-118,42,-118,Original
EA,Nd24,42,-120,42,-120,Original
EA,Nd25,41,-118,41,-118,Original
EA,Nd26,41,-120,41,-120,Original
EA,Nd27,40,-119,40,-119,Original
EA,Nd28,40,-118,40,-118,Original
EA,Nd29,37,-118,37,-118,Original
EA,Nd3,36,-112,36,-112,Original
EA,Nd30,37,-118,37,-118,Original
EA,Nd31,36,-118,36,-118,Original
EA,Nd32,36,-117,36,-117,Original
EA,Nd33,37,-116,37,-116,Original
EA,Nd34,37,-117,37,-117,Original
EA,Nd35,39,-117,39,-117,Original
EA,Nd36,39,-117,39,-117,Original
EA,Nd37,39,-116,39,-116,Original
EA,Nd38,39,-115,39,-115,Original
EA,Nd39,40,-115,40,-115,Original
EA,Nd4,48,-119,48,-119,Original
EA,Nd40,40,-113,40,-113,Original
EA,Nd41,41,-116,41,-116,Original
EA,Nd42,41,-116,41,-116,Original
EA,Nd43,41,-117,41,-117,Original
EA,Nd44,42,-115,42,-115,Original
EA,Nd45,43,-112,43,-112,Original
EA,Nd46,44,-112,44,-112,Original
EA,Nd47,44,-111,44,-111,Original
EA,Nd48,40,-114,40,-114,Original
EA,Nd49,37,-110,37,-110,Original
EA,Nd5,42,-112,42,-112,Original
EA,Nd50,38,-112,38,-112,Original
EA,Nd51,36,-115,36,-115,Original
EA,Nd52,36,-117,36,-117,Original
EA,Nd53,36,-113,36,-113,Original
EA,Nd54,35,-115,35,-115,Original
EA,Nd55,36,-115,36,-115,Original
EA,Nd56,36,-111,36,-111,Original
EA,Nd57,39,-113,39,-113,Original
EA,Nd58,40,-112,40,-112,Original
EA,Nd59,39,-112,39,-112,Original
EA,Nd6,39,-120,39,-120,Original
EA,Nd60,37,-105,37,-105,Original
EA,Nd61,40,-105,40,-105,Original
EA,Nd62,39,-107,39,-107,Original
EA,Nd63,43,-112,43,-112,Original
EA,Nd64,43,-109,43,-109,Original
EA,Nd65,36,-114,36,-114,Original
EA,Nd66,35,-112,35,-112,Original
EA,Nd67,34,-114,34,-114,Original
EA,Nd7,50,-117,50,-117,Original
EA,Nd8,52,-122,52,-122,Original
EA,Nd9,50,-125,50.02,-124.78,Revised
EA,Ne1,49,-109,48.78,-108.98,Revised
EA,Ne10,46,-101,46,-101,Original
EA,Ne11,48,-106,48,-106,Original
EA,Ne12,51,-112,51,-112,Original
EA,Ne13,51,-115,51,-115,Original
EA,Ne14,51,-100,51,-100,Original
EA,Ne15,47,-101,47,-101,Original
EA,Ne16,29,-96,29,-96,Original
EA,Ne17,36,-99,36,-99,Original
EA,Ne18,49,-115,49,-115,Original
EA,Ne19,45,-94,45,-94,Original
EA,Ne2,36,-99,36,-99,Original
EA,Ne20,45,-94,45,-94,Original
EA,Ne21,29,-99,29,-99,Original
EA,Ne3,33,-100,33,-100,Original
EA,Ne4,45,-108,45,-108,Original
EA,Ne5,39,-104,39,-104,Original
EA,Ne6,47,-101,47,-101,Original
EA,Ne7,54,-110,54,-110,Original
EA,Ne8,43,-103,43,-103,Original
EA,Ne9,40,-103,40,-103,Original
EA,Nf10,41,-95,41,-95,Original
EA,Nf11,40,-95,40,-95,Original
EA,Nf12,43,-99,43,-99,Original
EA,Nf13,37,-85,37,-85,Original
EA,Nf14,33,-93,33,-93,Original
EA,Nf15,43,-90,43,-90,Original
EA,Nf2,44,-88,44,-88,Original
EA,Nf3,41,-96,41,-96,Original
EA,Nf4,40,-86,40,-86,Original
EA,Nf5,34,-98,34,-98,Original
EA,Nf6,42,-100,42,-100,Original
EA,Nf7,45,-95,45,-95,Original
EA,Nf8,31,-95,31,-95,Original
EA,Nf9,46,-88,46,-88,Original
EA,Ng1,44,-78,44,-78,Original
EA,Ng10,43,-77,43,-77,Original
EA,Ng11,35,-86,35,-86,Original
EA,Ng12,33,-88,33,-88,Original
EA,Ng13,46,-70,46,-70,Original
EA,Ng14,35,-85,35,-85,Original
EA,Ng15,30,-90,30,-90,Original
EA,Ng2,27,-81,27,-81,Original
EA,Ng3,33,-84,33,-84,Original
EA,Ng4,45,-68,45,-68,Original
EA,Ng5,36,-83,36,-83,Original
EA,Ng6,41,-75,41,-75,Original
EA,Ng7,32,-91,32,-91,Original
EA,Ng8,27,-82,27,-82,Original
EA,Ng9,35,-80,35,-80,Original
EA,Nh1,31,-108,31,-108,Original
EA,Nh10,35,-107,35,-107,Original
EA,Nh11,36,-106,36,-106,Original
EA,Nh12,35,-107,35,-107,Original
EA,Nh13,35,-108,35,-108,Original
EA,Nh14,35,-107,35,-107,Original
EA,Nh15,33,-103,33,-103,Original
EA,Nh16,36,-104,36,-104,Original
EA,Nh17,34,-110,34,-110,Original
EA,Nh18,36,-111,36,-111,Original
EA,Nh19,32,-115,32,-115,Original
EA,Nh2,36,-111,36,-111,Original
EA,Nh20,33,-115,33,-115,Original
EA,Nh21,35,-114,35,-114,Original
EA,Nh22,33,-114,33,-114,Original
EA,Nh23,34,-111,34,-111,Original
EA,Nh24,30,-100,30,-100,Original
EA,Nh25,36,-107,36,-107,Original
EA,Nh26,36,-106,36,-106,Original
EA,Nh27,36,-105,36,-105,Original
EA,Nh3,37,-110,37,-110,Original
EA,Nh4,35,-109,35,-109,Original
EA,Nh5,33,-113,33,-113,Original
EA,Nh6,37,-106,37,-106,Original
EA,Nh7,36,-106,36,-106,Original
EA,Nh8,36,-107,36,-107,Original
EA,Nh9,36,-106,36,-106,Original
EA,Ni1,28,-107,28,-107,Original
EA,Ni2,31,-112,31,-112,Original
EA,Ni3,23,-104,23,-104,Original
EA,Ni4,29,-112,29,-112,Original
EA,Ni5,22,-100,22,-100,Original
EA,Ni6,31,-111,31,-111,Original
EA,Ni7,28,-110,28,-110,Original
EA,Ni8,30,-110,30,-110,Original
EA,Ni9,27,-107,27,-107,Original
EA,Nj1,18,-96,18,-96,Original
EA,Nj10,17,-96,17,-96,Original
EA,Nj11,22,-99,22,-99,Original
EA,Nj12,18,-98,18,-98,Original
EA,Nj13,20,-99,20,-99,Original
EA,Nj14,16,-96,16,-96,Original
EA,Nj2,19,-99,19,-99,Original
EA,Nj3,18,-95,18,-95,Original
EA,Nj4,20,-97,20,-97,Original
EA,Nj5,18,-97,18,-97,Original
EA,Nj6,16,-95,16.22,-95.02,Revised
EA,Nj7,17,-95,17,-95,Original
EA,Nj8,19,-101,19,-101,Original
EA,Nj9,19,-98,19,-98,Original
EA,Sa1,9,-78,9,-78,Original
EA,Sa10,17,-92,17,-92,Original
EA,Sa11,14,-91,14,-91,Original
EA,Sa12,14,-88,14,-88,Original
EA,Sa13,15,-91,15,-91,Original
EA,Sa14,8,-81,8,-81,Original
EA,Sa15,14,-90,14,-90,Original
EA,Sa16,15,-87,15,-87,Original
EA,Sa17,15,-91,15,-91,Original
EA,Sa2,17,-92,17,-92,Original
EA,Sa3,14,-89,14,-89,Original
EA,Sa4,8,-78,8,-78,Original
EA,Sa5,9,-83,9,-83,Original
EA,Sa6,18,-90,18,-90,Original
EA,Sa7,16,-89,16,-89,Original
EA,Sa8,15,-92,15,-92,Original
EA,Sa9,13,-85,13,-85,Original
EA,Sb1,15,-61,15.41,-61.27,Revised
EA,Sb2,11,-74,11,-74,Original
EA,Sb3,9,-72,9,-72,Original
EA,Sb4,9,-64,9,-64,Original
EA,Sb5,11,-72,11,-72,Original
EA,Sb6,12,-72,12,-72,Original
EA,Sb7,9,-72,9,-72,Original
EA,Sb8,19,-75,19.94,-75.37,Revised
EA,Sb9,18,-72,18.41,-72.17,Revised
EA,Sc1,9,-62,9,-62,Original
EA,Sc10,6,-57,5.95,-56.98,Revised
EA,Sc11,6,-63,6,-63,Original
EA,Sc12,4,-59,4,-59,Original
EA,Sc13,6,-66,6,-66,Original
EA,Sc14,3,-55,3,-55,Original
EA,Sc15,4,-62,4,-62,Original
EA,Sc16,3,-65,3,-65,Original
EA,Sc17,6,-68,6,-68,Original
EA,Sc18,5,-54,5,-54,Original
EA,Sc2,7,-68,7,-68,Original
EA,Sc3,5,-59,5,-59,Original
EA,Sc4,5,-69,5,-69,Original
EA,Sc5,3,-60,3,-60,Original
EA,Sc6,4,-56,4,-56,Original
EA,Sc7,5,-66,5,-66,Original
EA,Sc8,5,-67,5,-67,Original
EA,Sc9,5,-67,5,-67,Original
EA,Sd1,-6,-58,-6,-58,Original
EA,Sd2,-11,-52,-11,-52,Original
EA,Sd3,3,-52,3,-52,Original
EA,Sd4,2,-65,2,-65,Original
EA,Sd5,-4,-57,-4,-57,Original
EA,Sd6,4,-63,4,-63,Original
EA,Sd7,1,-59,1,-59,Original
EA,Sd8,4,-66,4,-66,Original
EA,Sd9,2,-65,2,-65,Original
EA,Se1,-16,-64,-16,-64,Original
EA,Se10,1,-79,1,-79,Original
EA,Se11,-12,-67,-12,-67,Original
EA,Se12,0,-70,0,-70,Original
EA,Se2,-3,-70,-3,-70,Original
EA,Se3,-3,-78,-3,-78,Original
EA,Se4,-3,-72,-3,-72,Original
EA,Se5,1,-71,1,-71,Original
EA,Se6,-1,-74,-1,-74,Original
EA,Se7,-18,-63,-18,-63,Original
EA,Se8,-10,-72,-10,-72,Original
EA,Se9,-9,-74,-9,-74,Original
EA,Sf1,-13,-72,-13,-72,Original
EA,Sf2,-16,-69,-16,-69,Original
EA,Sf3,1,-79,1,-79,Original
EA,Sf4,7,-72,7,-72,Original
EA,Sf5,3,-76,3,-76,Original
EA,Sf6,5,-72,5,-72,Original
EA,Sf7,-8,-75,-8,-75,Original
EA,Sf8,-12,-73,-12,-73,Original
EA,Sf9,-16,-69,-16,-69,Original
EA,Sg1,-55,-69,-55.02,-68.98,Revised
EA,Sg2,-39,-68,-39,-68,Original
EA,Sg3,-54,-69,-54,-69,Original
EA,Sg4,-46,-70,-46,-70,Original
EA,Sg5,-52,-74,-52,-74,Original
EA,Sh1,-24,-63,-24,-63,Original
EA,Sh2,-21,-58,-21,-58,Original
EA,Sh3,-29,-61,-29,-61,Original
EA,Sh4,-22,-57,-22,-57,Original
EA,Sh5,-22,-62,-22,-62,Original
EA,Sh6,-20,-59,-20,-59,Original
EA,Sh7,-20,-63,-20,-63,Original
EA,Sh8,-25,-60,-25,-60,Original
EA,Sh9,-23,-59,-23,-59,Original
EA,Si1,-16,-55,-16,-55,Original
EA,Si10,-13,-54,-13,-54,Original
EA,Si2,-12,-53,-12,-53,Original
EA,Si3,-14,-55,-14,-55,Original
EA,Si4,-12,-59,-12,-59,Original
EA,Si5,-12,-54,-12,-54,Original
EA,Si6,-19,-58,-19,-58,Original
EA,Si7,-15,-58,-15,-58,Original
EA,Si8,-15,-57,-15,-57,Original
EA,Si9,-12,-54,-12,-54,Original
EA,Sj1,-12,-50,-12,-50,Original
EA,Sj10,-26,-54,-26,-54,Original
EA,Sj11,-14,-52,-14,-52,Original
EA,Sj2,-9,-48,-9,-48,Original
EA,Sj3,-28,-50,-28,-50,Original
EA,Sj4,-7,-45,-7,-45,Original
EA,Sj5,-18,-42,-18,-42,Original
EA,Sj6,-3,-46,-3,-46,Original
EA,Sj7,-6,-49,-6,-49,Original
EA,Sj8,-8,-35,-8,-35,Original
EA,Sj9,-8,-52,-8,-52,Original
Jorgensen,J1,59,136,59,-136,Original
Jorgensen,J10,50.8,127,50.86,-127,Revised
Jorgensen,J100,48,118.7,48,-118.7,Original
Jorgensen,J101,47,119.5,47,-119.5,Original
Jorgensen,J102,47.5,120.3,47.5,-120.3,Original
Jorgensen,J103,47.7,117,47.7,-117,Original
Jorgensen,J104,48.2,116.2,48.2,-116.2,Original
Jorgensen,J105,47.5,114,47.5,-114,Original
Jorgensen,J106,49,116.4,49,-116.4,Original
Jorgensen,J107,46,117,46,-117,Original
Jorgensen,J108,46,119,46,-119,Original
Jorgensen,J109,45.8,121.5,45.8,-121.5,Original
Jorgensen,J11,52.5,127.5,52.5,-127.5,Original
Jorgensen,J110,45.5,121.2,45.5,-121.2,Original
Jorgensen,J111,45.4,121.5,45.4,-121.5,Original
Jorgensen,J112,42.5,122,42.5,-122,Original
Jorgensen,J113,42,121.7,42,-121.7,Original
Jorgensen,J114,43.3,119,43.3,-119,Original
Jorgensen,J115,42,120,42,-120,Original
Jorgensen,J116,40,119.5,40,-119.5,Original
Jorgensen,J117,38,119,38,-119,Original
Jorgensen,J118,36,117,36,-117,Original
Jorgensen,J119,39,120,39,-120,Original
Jorgensen,J12,49,126,49.16,-125.85,Revised
Jorgensen,J120,39.3,117.3,39.3,-117.3,Original
Jorgensen,J121,39.3,114.5,39.3,-114.5,Original
Jorgensen,J122,40.8,115.2,40.8,-115.2,Original
Jorgensen,J123,40.8,117,40.8,-117,Original
Jorgensen,J124,40,114,40,-114,Original
Jorgensen,J125,43,113,43,-113,Original
Jorgensen,J126,45,113.8,45,-113.8,Original
Jorgensen,J127,41.7,112,41.7,-112,Original
Jorgensen,J128,43,109,43,-109,Original
Jorgensen,J129,40,111,40,-111,Original
Jorgensen,J13,48.5,124.7,48.33,-124.62,Revised
Jorgensen,J130,38,108,38,-108,Original
Jorgensen,J131,38,109,38,-109,Original
Jorgensen,J132,36.8,114,36.8,-114,Original
Jorgensen,J133,36.5,112,36.5,-112,Original
Jorgensen,J134,37,110,37,-110,Original
Jorgensen,J135,34.3,116,34.3,-116,Original
Jorgensen,J136,36.2,112.8,36.2,-112.8,Original
Jorgensen,J137,35.3,114,35.3,-114,Original
Jorgensen,J138,34.6,112.2,34.6,-112.2,Original
Jorgensen,J139,33.7,111.5,33.7,-111.5,Original
Jorgensen,J14,50.5,124.5,50.5,-124.5,Original
Jorgensen,J140,34.5,114.5,34.5,-114.5,Original
Jorgensen,J141,32.7,114.5,32.7,-114.5,Original
Jorgensen,J142,32.5,115,32.5,-115,Original
Jorgensen,J143,32,115,32,-115,Original
Jorgensen,J144,33.3,112.5,33.3,-112.5,Original
Jorgensen,J145,33.2,112,33.2,-112,Original
Jorgensen,J146,32,112,32,-112,Original
Jorgensen,J147,35,111.8,35,-111.8,Original
Jorgensen,J148,34,111.2,34,-111.2,Original
Jorgensen,J149,33.5,110.8,33.5,-110.8,Original
Jorgensen,J15,49.5,125,49.5,-125,Original
Jorgensen,J150,34.6,110.6,34.6,-110.6,Original
Jorgensen,J151,33.8,110,33.8,-110,Original
Jorgensen,J152,33,108,33,-108,Original
Jorgensen,J153,31.8,110,31.8,-110,Original
Jorgensen,J154,32.5,105,32.5,-105,Original
Jorgensen,J155,30,104,30,-104,Original
Jorgensen,J156,37,105.5,37,-105.5,Original
Jorgensen,J157,36,112,36,-112,Original
Jorgensen,J158,35.5,108.7,35.5,-108.7,Original
Jorgensen,J159,36,110.5,36,-110.5,Original
Jorgensen,J16,49.7,123.3,49.7,-123.3,Original
Jorgensen,J160,35.2,108.9,35.2,-108.9,Original
Jorgensen,J161,35,107.5,35,-107.5,Original
Jorgensen,J162,35.3,106.5,35.3,-106.5,Original
Jorgensen,J163,35.2,106.4,35.2,-106.4,Original
Jorgensen,J164,35.3,106.1,35.3,-106.1,Original
Jorgensen,J165,35.6,106,35.6,-106,Original
Jorgensen,J166,36.1,106.1,36.1,-106.1,Original
Jorgensen,J167,35.9,106.2,35.9,-106.2,Original
Jorgensen,J168,36,106.3,36,-106.3,Original
Jorgensen,J169,35.9,105.9,35.9,-105.9,Original
Jorgensen,J17,48.7,123.7,48.7,-123.7,Original
Jorgensen,J170,36.5,105.5,36.5,-105.5,Original
Jorgensen,J171,34.8,106.7,34.8,-106.7,Original
Jorgensen,J172,35.8,106.8,35.8,-106.8,Original
Jorgensen,J18,48.4,123.5,48.4,-123.5,Original
Jorgensen,J19,49.4,121.5,49.4,-121.5,Original
Jorgensen,J2,57,134,57,-133.59,Revised
Jorgensen,J20,49.3,123.3,49.37,-123.24,Revised
Jorgensen,J21,48.7,123.7,48.7,-123.7,Original
Jorgensen,J22,48.2,123.2,47.95,-123.55,Revised
Jorgensen,J23,47.3,123,47.3,-123,Original
Jorgensen,J24,47.4,124.1,47.4,-124.1,Original
Jorgensen,J25,47.1,122.5,47.1,-122.5,Original
Jorgensen,J26,47.9,124.3,47.9,-124.3,Original
Jorgensen,J27,46.4,124,46.35,-124,Revised
Jorgensen,J28,45.5,123.9,45.4,-123.82,Revised
Jorgensen,J29,44.7,124,44.7,-124,Original
Jorgensen,J3,54,132,54,-132,Original
Jorgensen,J30,44,124,44,-124,Original
Jorgensen,J31,43.3,124.2,43.3,-124.2,Original
Jorgensen,J32,42.5,124.3,42.5,-124.3,Original
Jorgensen,J33,42.1,124.2,42.1,-124.2,Original
Jorgensen,J34,42.5,123.5,42.5,-123.5,Original
Jorgensen,J35,41.7,124.2,41.87,-123.92,Revised
Jorgensen,J36,41.5,124,41.5,-124,Original
Jorgensen,J37,41.4,123.5,41.4,-123.5,Original
Jorgensen,J38,41,123.5,41,-123.5,Original
Jorgensen,J39,40.8,124,40.8,-124,Original
Jorgensen,J4,53,133,53.09,-132.1,Revised
Jorgensen,J40,40.2,123.8,40.2,-123.8,Original
Jorgensen,J41,40.4,124.1,40.4,-124.1,Original
Jorgensen,J42,40.4,123.6,40.4,-123.6,Original
Jorgensen,J43,39.7,123.3,39.7,-123.3,Original
Jorgensen,J44,41.5,122.3,41.5,-122.3,Original
Jorgensen,J45,41.8,122.8,41.8,-122.8,Original
Jorgensen,J46,40.7,123.2,40.7,-123.2,Original
Jorgensen,J47,40.6,123.2,40.6,-123.2,Original
Jorgensen,J48,40.8,122.4,40.8,-122.4,Original
Jorgensen,J49,41.2,122.4,41.2,-122.4,Original
Jorgensen,J5,55.3,130,55.3,-130.05,Revised
Jorgensen,J50,39.5,122.5,39.5,-122.5,Original
Jorgensen,J51,41.4,120.5,41.4,-120.5,Original
Jorgensen,J52,41.2,121.4,41.2,-121.4,Original
Jorgensen,J53,40.5,121.3,40.5,-121.3,Original
Jorgensen,J54,39.7,121.9,39.7,-121.9,Original
Jorgensen,J55,39.8,121.3,39.8,-121.3,Original
Jorgensen,J56,40.2,121,40.2,-121,Original
Jorgensen,J57,39.4,121.1,39.4,-121.1,Original
Jorgensen,J58,39.3,120.9,39.3,-120.9,Original
Jorgensen,J59,38.8,121,38.8,-121,Original
Jorgensen,J6,56.3,127.5,56.3,-127.5,Original
Jorgensen,J60,39.4,123.6,39.4,-123.6,Original
Jorgensen,J61,39.8,123.2,39.8,-123.2,Original
Jorgensen,J62,40.5,122,40.5,-122,Original
Jorgensen,J63,39.6,123.3,39.6,-123.3,Original
Jorgensen,J64,39,123,39,-123,Original
Jorgensen,J65,38.5,123,38.5,-123,Original
Jorgensen,J66,38.7,123,38.7,-123,Original
Jorgensen,J67,38.7,122,38.7,-122,Original
Jorgensen,J68,38.5,121,38.5,-121,Original
Jorgensen,J69,38,120,38,-120,Original
Jorgensen,J7,53.5,128,53.5,-128,Original
Jorgensen,J70,37.5,119.5,37.5,-119.5,Original
Jorgensen,J71,37.5,119,37.5,-119,Original
Jorgensen,J72,36.7,119,36.7,-119,Original
Jorgensen,J73,37.2,119.8,37.2,-119.8,Original
Jorgensen,J74,36.8,119.4,36.8,-119.4,Original
Jorgensen,J75,36.4,119.1,36.4,-119.1,Original
Jorgensen,J76,36.2,120,36.2,-120,Original
Jorgensen,J77,35.3,118.8,35.3,-118.8,Original
Jorgensen,J78,36,118.2,36,-118.2,Original
Jorgensen,J79,35.5,118.5,35.5,-118.5,Original
Jorgensen,J8,53,128.5,53,-128.5,Original
Jorgensen,J80,35,120,35,-120,Original
Jorgensen,J81,34.8,118,34.8,-118,Original
Jorgensen,J82,33.3,117.3,33.3,-117.3,Original
Jorgensen,J83,33.2,116.7,33.2,-116.7,Original
Jorgensen,J84,34.2,117,34.2,-117,Original
Jorgensen,J85,33.5,116.2,33.5,-116.2,Original
Jorgensen,J86,33.8,116.7,33.8,-116.7,Original
Jorgensen,J87,33.3,116.5,33.3,-116.5,Original
Jorgensen,J88,33,117,33,-117,Original
Jorgensen,J89,32.7,117.1,32.7,-117.1,Original
Jorgensen,J9,52,128,52,-128,Original
Jorgensen,J90,32.7,116,32.7,-116,Original
Jorgensen,J91,31.5,115,31.5,-115,Original
Jorgensen,J92,31.5,115.8,31.5,-115.8,Original
Jorgensen,J93,55,127,55,-127,Original
Jorgensen,J94,53,122.7,53,-122.7,Original
Jorgensen,J95,51.7,125,51.7,-125,Original
Jorgensen,J96,51.3,120,51.3,-120,Original
Jorgensen,J97,50.3,122.5,50.3,-122.5,Original
Jorgensen,J98,50.3,121.5,50.3,-121.5,Original
Jorgensen,J99,48.8,119.5,48.8,-119.5,Original
SCCS,1,-27.5,17,-27.5,17,Original
SCCS,2,-19.83,20.58,-19.83,20.58,Original
SCCS,3,-25.83,32.33,-25.83,32.33,Original
SCCS,4,-16,23.5,-16,23.5,Original
SCCS,5,-12.25,16.5,-12.25,16.5,Original
SCCS,6,-6,18,-6,18,Original
SCCS,7,-10.5,30.5,-10.5,30.5,Original
SCCS,8,-9.5,34,-9.5,34,Original
SCCS,9,-3.75,35.18,-3.75,35.18,Original
SCCS,10,-6.83,37.67,-6.83,37.67,Original
SCCS,11,-0.67,37.17,-0.67,37.17,Original
SCCS,12,0.33,32.5,0.33,32.5,Original
SCCS,13,1.5,28.33,1.5,28.33,Original
SCCS,14,-0.75,19.17,-0.75,19.17,Original
SCCS,15,4.67,10.8,4.67,10.8,Original
SCCS,16,7.25,9,7.25,9,Original
SCCS,17,5.5,7.33,5.5,7.33,Original
SCCS,18,7.2,1.91,7.2,1.91,Original
SCCS,19,7,-1.5,7,-1.5,Original
SCCS,20,7.83,-12,7.83,-12,Original
SCCS,21,13.75,-15.33,13.75,-15.33,Original
SCCS,22,12.5,-7,12.5,-7,Original
SCCS,23,10.66,-0.57,10.66,-0.57,Original
SCCS,24,16.58,-1.67,16.58,-1.67,Original
SCCS,25,15,7.5,15,7.5,Original
SCCS,26,10.5,7.5,10.5,7.5,Original
SCCS,27,10.5,15.5,10.5,15.5,Original
SCCS,28,5.08,28.25,5.08,28.25,Original
SCCS,29,13.5,25.5,13.5,25.5,Original
SCCS,30,11.33,30.67,11.33,30.67,Original
SCCS,31,9.75,31.5,9.75,31.5,Original
SCCS,32,9.27,34.67,9.27,34.67,Original
SCCS,33,7.27,36.5,7.27,36.5,Original
SCCS,34,-3.5,36.75,-3.5,36.75,Original
SCCS,35,5.25,37.5,5.25,37.5,Original
SCCS,36,9,47.25,9,47.25,Original
SCCS,37,12.5,37.75,12.5,37.75,Original
SCCS,38,15.75,38.75,15.75,38.75,Original
