xd_id,xd_name,iso_6933,N_iso_shared,DisplayGlottocode,DisplayGlottocodeLevel,HighestGlottocode,HighestGlottocodeName,HighestGlottocodeLevel,Ethnologue
xd854,Tangu,hrc,1,tang1355,language,lowe1437,Lower Sepik-Ramu,family,Austronesian
xd572,Hungarian,hun,1,hung1274,language,ural1272,Uralic,family,Uralic
xd1096,Hupa,hup,1,hupa1239,language,atha1245,Athapaskan-Eyak-Tlingit,family,Eyak-Athabaskan
xd1086,Cowichan,hur,2,halk1245,language,sali1255,Salishan,family,Salish
xd1087,Stalo,hur,2,cowi1241,dialect,sali1255,Salishan,family,Salish
xd1297,Huastec,hus,1,huas1242,language,maya1287,Mayan,family,Mayan
xd1305,Huave,huv,1,sanm1287,language,huav1256,Huavean,family,Huavean
xd328,Hona,hwo,1,hwan1240,language,afro1255,Afro-Asiatic,family,Afro-Asiatic
xd575,Armenians,hye,1,nucl1235,language,indo1319,Indo-European,family,Indo-European
xd813,Iatmul,ian,1,iatm1242,language,nduu1242,Ndu,family,Sepik
xd750,Iban,iba,1,iban1264,language,aust1307,Austronesian,family,Austronesian
xd198,Ibibio,ibb,1,ibib1240,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd201,Afikpo,ibo,2,afik1238,dialect,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd187,Ibo,ibo,2,nucl1417,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd314,Kentu,ich,1,etky1238,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd110,Tiriki,ida,1,idak1243,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd207,Idoma,idu,1,idom1241,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd743,Ifugao,ifb,1,bata1298,language,aust1307,Austronesian,family,Austronesian
xd213,Ife,ife,1,ifee1241,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd190,Igbira,igb,1,ebir1243,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd209,Igala,igl,1,igal1242,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd199,Ijaw,ijn,1,kala1381,language,ijoi1239,Ijoid,family,"Niger-Congo, Atlantic-Congo"
xd1030,Baffin Island Inuit,ike,4,baff1240,dialect,eski1264,Eskimo-Aleut,family,Eskimo-Aleut
xd1039,Labrador Inuit,ike,4,labr1244,dialect,eski1264,Eskimo-Aleut,family,Eskimo-Aleut
xd1017,Great Whale Inuit,ike,4,queb1248,dialect,eski1264,Eskimo-Aleut,family,Eskimo-Aleut
xd1061,Taqagmiut,ike,4,queb1248,dialect,eski1264,Eskimo-Aleut,family,Eskimo-Aleut
xd1038,Caribou Inuit,ikt,7,cari1277,dialect,eski1264,Eskimo-Aleut,family,Eskimo-Aleut
xd1024,Aivilingmiut Inuit,ikt,7,cari1277,dialect,eski1264,Eskimo-Aleut,family,Eskimo-Aleut
xd1022,Copper Inuit,ikt,7,copp1244,dialect,eski1264,Eskimo-Aleut,family,Eskimo-Aleut
xd1060,Netsilik,ikt,7,nets1241,dialect,eski1264,Eskimo-Aleut,family,Eskimo-Aleut
xd1023,Utkuhikhalingmiut,ikt,7,nets1241,dialect,eski1264,Eskimo-Aleut,family,Eskimo-Aleut
xd1019,Inuvialuit,ikt,7,sigl1242,dialect,eski1264,Eskimo-Aleut,family,Eskimo-Aleut
xd1025,Iglulik Inuit,ikt,7,west2618,language,eski1264,Eskimo-Aleut,family,Eskimo-Aleut
xd33,Ila,ilb,1,ilaa1246,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd1066,Ingalik,ing,1,dege1248,language,atha1245,Athapaskan-Eyak-Tlingit,family,Eyak-Athabaskan
xd1230,Iowa,iow,2,iowa1246,dialect,siou1252,Siouan,family,Siouan-Catawban
xd1231,Oto,iow,2,otoo1241,dialect,siou1252,Siouan,family,Siouan-Catawban
xd448,Iraqw,irk,1,iraq1241,language,afro1255,Afro-Asiatic,family,Afro-Asiatic
xd542,Icelanders,isl,1,icel1247,language,indo1319,Indo-European,family,Indo-European
xd203,Isoko,iso,1,isok1239,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd621,Itelmen,itl,1,itel1242,language,chuk1271,Chukotko-Kamchatkan,family,Chukotko-Kamchatkan
xd200,Itsekiri,its,1,isek1239,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd555,Ingrians,izh,1,ingr1248,language,ural1272,Uralic,family,Uralic
xd1315,Jacaltec,jac,1,popt1235,language,maya1287,Mayan,family,Mayan
xd751,Javanese,jas,1,newc1244,language,aust1307,Austronesian,family,Austronesian
xd309,Jukun,jbu,1,juku1254,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd313,Jibu,jib,1,jibu1239,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd1316,Jicaque,jic,1,toll1241,language,jica1245,Jicaquean,family,Jicaquean
xd1367,Jivaro,jiv,1,shua1257,language,jiva1245,Jivaroan,family,Jivaroan
xd369,Mesakin,jle,1,ngil1242,language,narr1279,Narrow Talodi,family,"Niger-Congo, Kordofanian"
xd447,Jimma,jnj,2,fuga1235,dialect,gong1255,Ta-Ne-Omotic,family,Afro-Asiatic
xd436,Janjero,jnj,2,toba1264,dialect,gong1255,Ta-Ne-Omotic,family,Afro-Asiatic
xd648,Japanese,jpn,1,nucl1643,language,japo1237,Japonic,family,Japonic
xd522,Kabyle,kab,1,kaby1243,language,afro1255,Afro-Asiatic,family,Afro-Asiatic
xd711,Kachin,kac,1,kach1280,language,sino1245,Sino-Tibetan,family,Sino-Tibetan
xd308,Kadara,kad,1,kada1284,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd459,Karekare,kai,1,kare1348,language,afro1255,Afro-Asiatic,family,Afro-Asiatic
xd1040,Angmagsalik (East Greenland),kal,3,east2535,dialect,eski1264,Eskimo-Aleut,family,Eskimo-Aleut
xd1031,Inughuit (Northern Greenland),kal,3,pola1254,dialect,eski1264,Eskimo-Aleut,family,Eskimo-Aleut
xd1041,Kalaallit (West Greenland),kal,3,west2617,dialect,eski1264,Eskimo-Aleut,family,Eskimo-Aleut
xd103,Kamba,kam,1,kamb1297,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd259,Kasonke,kao,1,xaas1235,language,mand1469,Mande,family,"Niger-Congo, Mande"
xd670,Kashmir,kas,1,kash1277,language,indo1319,Indo-European,family,Indo-European
xd584,Georgians,kat,2,imer1248,dialect,kart1248,Kartvelian,family,Kartvelian
xd578,Khevsur,kat,2,xevs1238,dialect,kart1248,Kartvelian,family,Kartvelian
xd1402,Camayura,kay,1,kama1373,language,tupi1275,Tupian,family,Tupian
xd609,Kazak,kaz,1,kaza1248,language,turk1311,Turkic,family,Altaic
xd1391,Caduveo,kbc,1,kadi1248,language,guai1249,Guaicuruan,family,Guaykuruan
xd580,Cherkess,kbd,1,kaba1278,language,abkh1242,Abkhaz-Adyge,family,West Caucasian
xd801,Koiari,kbk,1,gras1249,language,koia1260,Koiarian,family,Trans-New Guinea
xd467,Kanembu,kbl,1,kane1243,language,saha1256,Saharan,family,"Nilo-Saharan, Saharan"
xd287,Kabre,kbp,1,kabi1261,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd438,Kafa,kbr,1,kafa1242,language,gong1255,Ta-Ne-Omotic,family,Afro-Asiatic
xd468,Kanuri,kby,1,mang1399,language,saha1256,Saharan,family,"Nilo-Saharan, Saharan"
xd618,Ob Ostyak,kca,1,khan1273,language,ural1272,Uralic,family,Uralic
xd310,Kagoro,kcg,2,kago1246,dialect,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd298,Katab,kcg,2,kata1265,dialect,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd969,Jankundjara,kdd,1,yank1247,language,pama1250,Pama-Nyungan,family,Pama-Nyungan
xd68,Makonde,kde,1,mako1251,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd291,Tem,kdh,1,temm1241,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd397,Jie,kdj,2,jiee1239,dialect,nilo1247,Nilotic,family,"Nilo-Saharan, Eastern Sudanic"
xd407,Karamojong,kdj,2,nucl1430,dialect,nilo1247,Nilotic,family,"Nilo-Saharan, Eastern Sudanic"
xd63,Kunda,kdn,1,kund1255,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd560,Lithuanian Karaim,kdr,1,kara1464,language,turk1311,Turkic,family,Altaic
xd113,Kerewe,ked,1,kere1283,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd1283,Cochiti,kee,4,coch1273,dialect,kere1287,Keresan,family,Keresan
xd1278,Santo Domingo,kee,4,sant1425,dialect,kere1287,Keresan,family,Keresan
xd1262,Santa Ana,kee,4,sant1426,dialect,kere1287,Keresan,family,Keresan
xd1276,Sia,kee,4,ziaa1251,dialect,kere1287,Keresan,family,Keresan
xd770,Kei,kei,1,keii1239,language,aust1307,Austronesian,family,Austronesian
xd912,Kadar,kej,1,kada1242,language,drav1251,Dravidian,family,Dravidian
xd140,Kela,kel,1,kela1254,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd193,Banyang,ken,1,keny1279,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd389,Kakwa,keo,1,kakw1240,language,nilo1247,Nilotic,family,"Nilo-Saharan, Eastern Sudanic"
xd636,Ket,ket,1,kett1243,language,yeni1252,Yeniseian,family,Yeniseian
xd681,Coorg,kfa,1,koda1255,language,drav1251,Dravidian,family,Dravidian
xd674,Koya,kff,1,koya1251,language,drav1251,Dravidian,family,Dravidian
xd368,Korongo,kgo,1,kron1241,language,kadu1256,Kadugli-Krongo,family,"Nilo-Saharan, Kadugli-Krongo"
xd808,Mimika,kgq,1,kamo1255,language,nucl1709,Nuclear Trans New Guinea,family,Trans-New Guinea
xd714,Khasi,kha,1,khas1269,language,aust1305,Austroasiatic,family,Austro-Asiatic
xd611,Khalka,khk,1,halh1238,language,mong1329,Mongolic,family,Altaic
xd722,Khmer,khm,2,nucl1298,dialect,aust1305,Austroasiatic,family,Austro-Asiatic
xd727,Cambodians,khm,2,sout2688,dialect,aust1305,Austroasiatic,family,Austro-Asiatic
xd22,Ngumbi,khu,1,nkhu1238,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd146,Lokele,khy,1,kele1255,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd367,Koalib,kib,1,koal1240,language,heib1242,Heiban,family,"Niger-Congo, Kordofanian"
xd1235,Kickapoo,kic,1,kick1244,language,algi1248,Algic,family,Algic
xd852,Trobriands,kij,1,kili1267,language,aust1307,Austronesian,family,Austronesian
xd109,Kikuyu,kik,1,kiku1240,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd128,Ruanda,kin,1,kiny1244,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd1216,Kiowa,kio,1,kiow1266,language,kiow1265,Kiowa-Tanoan,family,Kiowa-Tanoan
xd789,Kiwai,kjd,1,sout2949,language,kiwa1251,Kiwaian,family,Trans-New Guinea
xd1263,Acoma,kjq,2,acom1246,dialect,kere1287,Keresan,family,Keresan
xd1264,Laguna,kjq,2,acom1246,dialect,kere1287,Keresan,family,Keresan
xd121,Kaguru,kki,1,kagu1239,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd1056,Kaska,kkz,1,kask1239,language,atha1245,Athapaskan-Eyak-Tlingit,family,Eyak-Athabaskan
xd1134,Kiliwa,klb,1,kili1268,language,coch1271,Cochimi-Yuman,family,Cochimí-Yuman
xd970,Ualarai,kld,1,gami1243,language,pama1250,Pama-Nyungan,family,Pama-Nyungan
xd228,Kru,klu,1,klao1243,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd788,Kwoma,kmo,1,kwom1262,language,sepi1257,Sepik,family,Sepik
xd152,Kumu,kmw,1,komo1260,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd478,Dera,kna,1,dera1248,language,afro1255,Afro-Asiatic,family,Afro-Asiatic
xd739,Kalinga,knb,1,lubu1243,language,aust1307,Austronesian,family,Austronesian
xd260,Koranko,knk,1,kura1250,language,mand1469,Mande,family,"Niger-Congo, Mande"
xd725,Semang,kns,1,kens1248,language,aust1305,Austroasiatic,family,Austro-Asiatic
xd763,Kodi,kod,1,kodi1247,language,aust1307,Austronesian,family,Austronesian
xd1327,Cagaba,kog,1,cogu1240,language,chib1249,Chibchan,family,Chibchan
xd114,Konjo,koo,1,konz1239,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd638,Koreans,kor,1,kore1280,language,kore1284,Koreanic,family,Language isolate
xd826,Kusaians,kos,1,kosr1238,language,aust1307,Austronesian,family,Austronesian
xd346,Kotoko,kot,1,lagw1237,language,afro1255,Afro-Asiatic,family,Afro-Asiatic
xd1010,Koyukon,koy,1,koyu1237,language,atha1245,Athapaskan-Eyak-Tlingit,family,Eyak-Athabaskan
xd1352,Curipaco,kpc,1,curr1243,language,araw1281,Arawakan,family,Maipurean
xd886,Kapingamarang,kpg,1,kapi1249,language,aust1307,Austronesian,family,Austronesian
xd1407,Caraja,kpj,1,kara1500,language,nucl1710,Nuclear-Macro-Je,family,Karajá
xd633,Koryak,kpy,1,kory1246,language,chuk1271,Chukotko-Kamchatkan,family,Chukotko-Kamchatkan
xd403,Sapei,kpz,1,kups1238,language,nilo1247,Nilotic,family,"Nilo-Saharan, Eastern Sudanic"
xd797,Koita,kqi,1,koit1244,language,koia1260,Koiarian,family,Trans-New Guinea
xd58,Kaonde,kqn,1,kaon1241,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd197,Kissi,kqs,1,nort2765,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd449,Baditu,kqy,2,koor1239,language,gong1255,Ta-Ne-Omotic,family,Afro-Asiatic
xd418,Gibe,kqy,2,koor1239,language,gong1255,Ta-Ne-Omotic,family,Afro-Asiatic
xd311,Kurama,krh,1,kura1249,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd229,Sapo,krn,1,sapo1251,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd668,Oraon,kru,1,kuru1302,language,drav1251,Dravidian,family,Dravidian
xd227,Kran,krw,1,west2488,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd77,Shambala,ksb,1,sham1280,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd169,Bafia,ksf,1,bafi1243,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd141,Kutshu,ksv,1,kusu1252,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd800,Muju,kts,1,sout2940,language,nucl1709,Nuclear Trans New Guinea,family,Trans-New Guinea
xd1,!Kung,ktz,1,juho1239,language,kxaa1236,Kxa,family,Southern Africa
xd1398,Kuikuru,kui,1,kuik1246,language,cari1283,Cariban,family,Cariban
xd579,Kumyk,kum,1,kumy1244,language,turk1311,Turkic,family,Altaic
xd279,Kusasi,kus,1,kusa1250,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd757,Kubu,kvb,1,kubu1239,language,aust1307,Austronesian,family,Austronesian
xd329,Kapsiki,kvj,1,psik1239,language,afro1255,Afro-Asiatic,family,Afro-Asiatic
xd1309,Cuna,kvn,1,bord1248,language,chib1249,Chibchan,family,Chibchan
xd850,Kwaio,kwd,1,kwai1243,language,aust1307,Austronesian,family,Austronesian
xd811,Soromadja,kwe,1,nucl1595,language,kwer1242,Kwerbic,family,Tor-Kwerba
xd1090,Kwakiutl,kwk,1,kwak1269,language,waka1280,Wakashan,family,Wakashan
xd415,Konso,kxc,1,kons1243,language,afro1255,Afro-Asiatic,family,Afro-Asiatic
xd675,Khond,kxu,1,kuii1252,language,drav1251,Dravidian,family,Dravidian
xd1310,Lacandon,lac,1,laca1243,language,maya1287,Mayan,family,Mayan
xd93,Rangi,lag,1,lang1320,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd409,Lango,laj,1,lang1324,language,nilo1247,Nilotic,family,"Nilo-Saharan, Eastern Sudanic"
xd341,Laka,lak,1,laka1252,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd142,Lalia,lal,1,lali1242,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd71,Lamba,lam,1,lamb1271,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd530,Romans,lat,1,lati1261,language,indo1319,Indo-European,family,Indo-European
xd559,Latvians,lav,1,latv1249,language,indo1319,Indo-European,family,Macrolanguage
xd748,Bontok,lbk,1,cent2292,language,aust1307,Austronesian,family,Austronesian
xd716,Lamet,lbn,1,lame1256,language,aust1305,Austroasiatic,family,Austro-Asiatic
xd951,Lardil,lbz,1,lard1243,language,tang1340,Tangkic,family,Pama-Nyungan
xd52,Luchazi,lch,1,luch1239,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd59,Lala,leb,1,lala1264,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd358,Lendu,led,1,lend1245,language,cent2225,Central Sudanic,family,"Nilo-Saharan, Central Sudanic"
xd1396,Lengua,leg,1,leng1262,language,leng1261,Lengua-Mascoy,family,Mascoyan
xd48,Lele,lel,1,lele1265,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd655,Lepcha,lep,1,lepc1244,language,sino1245,Sino-Tibetan,family,Sino-Tibetan
xd360,Lese,les,1,lese1243,language,cent2225,Central Sudanic,family,"Nilo-Saharan, Central Sudanic"
xd362,Lugbara,lgg,1,lugb1240,language,cent2225,Central Sudanic,family,"Nilo-Saharan, Central Sudanic"
xd652,Li,lic,1,hlai1239,language,taik1256,Tai-Kadai,family,Tai-Kadai
xd1207,Lillooet,lil,1,lill1248,language,sali1255,Salishan,family,Salish
xd573,Lithuanians,lit,1,lith1251,language,indo1319,Indo-European,family,Indo-European
xd562,Livs,liv,1,livv1244,language,ural1272,Uralic,family,Uralic
xd408,Pari,lkr,1,pari1256,language,nilo1247,Nilotic,family,"Nilo-Saharan, Eastern Sudanic"
xd1227,Teton,lkt,1,lako1247,language,siou1252,Siouan,family,Siouan-Catawban
xd870,Lau,llx,1,laua1243,language,aust1307,Austronesian,family,Austronesian
xd155,Rumbi,lmi,1,lomb1254,language,cent2225,Central Sudanic,family,"Nilo-Saharan, Central Sudanic"
xd179,Nsungli,lmp,1,limb1268,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd864,Epi,lmu,1,lame1260,language,aust1307,Austronesian,family,Austronesian
xd1120,Lake Miwok,lmw,1,lake1258,language,miwo1274,Miwok-Costanoan,family,Miwok-Costanoan
xd178,Nsaw,lns,1,lamn1239,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd321,Longuda,lnu,1,long1389,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd246,Lobi,lob,1,lobi1245,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd361,Logo,log,1,logo1259,language,cent2225,Central Sudanic,family,"Nilo-Saharan, Central Sudanic"
xd139,Ekonda,lol,3,ekon1238,dialect,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd143,Mongo,lol,3,kond1299,dialect,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd160,Nkundo,lol,3,nkun1238,dialect,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd387,Lotuko,lot,1,otuh1238,language,nilo1247,Nilotic,family,"Nilo-Saharan, Eastern Sudanic"
xd26,Lozi,loz,1,lozi1239,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd148,Poto,lse,1,luse1252,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd134,Lulua,lua,1,luba1249,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd182,Luba,lub,1,luba1250,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd35,Luvale,lue,1,luva1239,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd124,Ganda,lug,1,gand1255,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd1133,Luiseno,lui,1,luis1253,language,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd53,Luimbe,lum,1,luim1238,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd72,Ndembu,lun,1,lund1266,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd411,Luo,luo,1,luok1236,language,nilo1247,Nilotic,family,"Nilo-Saharan, Eastern Sudanic"
xd334,Matakam,maf,1,mafa1239,language,afro1255,Afro-Asiatic,family,Afro-Asiatic
xd827,Bikinians,mah,3,rali1241,dialect,aust1307,Austronesian,family,Austronesian
xd834,Majuro,mah,3,rata1243,dialect,aust1307,Austronesian,family,Austronesian
xd832,Marshallese,mah,3,rata1243,dialect,aust1307,Austronesian,family,Austronesian
xd759,Macassarese,mak,1,maka1311,language,aust1307,Austronesian,family,Austronesian
xd1324,Mam,mam,1,mamm1241,language,maya1287,Mayan,family,Mayan
xd395,Masai,mas,1,masa1300,language,nilo1247,Nilotic,family,"Nilo-Saharan, Eastern Sudanic"
xd1357,Maue,mav,1,sate1243,language,tupi1275,Tupian,family,Tupian
xd284,Manprusi,maw,1,mamp1244,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd1338,Macusi,mbc,1,macu1259,language,cari1283,Cariban,family,Cariban
xd917,Nukak,mbr,1,nuka1242,language,kaku1242,Kakua-Nukak,family,Puinavean
xd1342,Yekuana,mch,1,maqu1238,language,cari1283,Cariban,family,Cariban
xd383,Masa,mcn,1,masa1322,language,afro1255,Afro-Asiatic,family,Afro-Asiatic
xd331,Mambila,mcu,1,came1252,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd342,Mbum,mdd,1,mbum1254,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd379,Mamvu,mdi,1,mamv1243,language,cent2225,Central Sudanic,family,"Nilo-Saharan, Central Sudanic"
xd339,Mangbetu,mdj,2,nucl1420,dialect,cent2225,Central Sudanic,family,"Nilo-Saharan, Central Sudanic"
xd357,Popoi,mdj,2,popo1291,dialect,cent2225,Central Sudanic,family,"Nilo-Saharan, Central Sudanic"
xd39,Mbala,mdp,1,mbal1257,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd429,Male,mdy,1,male1284,language,gong1255,Ta-Ne-Omotic,family,Afro-Asiatic
xd460,Midobi,mei,1,mido1240,language,nubi1251,Nubian,family,"Nilo-Saharan, Eastern Sudanic"
xd799,Mekeo,mek,1,meke1243,language,aust1307,Austronesian,family,Austronesian
xd230,Mende,men,1,mend1266,language,mand1469,Mande,family,"Niger-Congo, Mande"
xd104,Meru,mer,1,meru1245,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd786,Motu,meu,1,motu1246,language,aust1307,Austronesian,family,Austronesian
xd504,Barabish,mey,6,hass1238,language,afro1255,Afro-Asiatic,family,Afro-Asiatic
xd495,Delim,mey,6,hass1238,language,afro1255,Afro-Asiatic,family,Afro-Asiatic
xd496,Kunta,mey,6,hass1238,language,afro1255,Afro-Asiatic,family,Afro-Asiatic
xd487,Regeibat,mey,6,hass1238,language,afro1255,Afro-Asiatic,family,Afro-Asiatic
xd527,Tekna,mey,6,hass1238,language,afro1255,Afro-Asiatic,family,Afro-Asiatic
xd497,Trarza,mey,6,hass1238,language,afro1255,Afro-Asiatic,family,Afro-Asiatic
xd1243,Menomini,mez,1,meno1252,language,algi1248,Algic,family,Algic
xd289,Moba,mfq,1,moba1244,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd376,Meban,mfz,1,maba1273,language,nilo1247,Nilotic,family,"Nilo-Saharan, Eastern Sudanic"
xd364,Moru,mgd,1,moru1253,language,cent2225,Central Sudanic,family,"Nilo-Saharan, Central Sudanic"
xd181,Eidekum,mgo,1,meta1238,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd70,Mambwe,mgr,1,mamb1296,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd65,Nyasa,mgs,1,mand1423,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd798,Mailu,mgu,1,mail1248,language,mail1249,Mailuan,family,Trans-New Guinea
xd120,Mbugwe,mgz,1,mbug1242,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd363,Madi,mhi,1,madi1260,language,cent2225,Central Sudanic,family,"Nilo-Saharan, Central Sudanic"
xd606,Moghol,mhj,1,mogh1245,language,mong1329,Mongolic,family,Altaic
xd170,Bali,mhk,1,mung1266,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd752,Balinese,mhp,1,bali1279,language,aust1307,Austronesian,family,Creole
xd1225,Mandan,mhq,1,mand1446,language,siou1252,Siouan,family,Siouan-Catawban
xd568,Cheremis,mhr,1,east2328,language,ural1272,Uralic,family,Uralic
xd1238,Miami,mia,1,miam1252,language,algi1248,Algic,family,Algic
xd1058,Micmac,mic,1,mikm1235,language,algi1248,Algic,family,Algic
xd1251,Seminole,mik,1,mika1239,language,musk1252,Muskogean,family,Muskogean
xd755,Minangkabau,min,1,mina1268,language,aust1307,Austronesian,family,Austronesian
xd1325,Miskito,miq,1,misk1235,language,misu1242,Misumalpan,family,Misumalpan
xd610,Monguor,mjg,1,tuuu1240,language,mong1329,Mongolic,family,Altaic
xd641,Man,mji,1,kimm1245,language,hmon1336,Hmong-Mien,family,Hmong-Mien
xd905,Hill Pandaran,mjp,1,mala1468,language,drav1251,Dravidian,family,Dravidian
xd704,Mikir,mjw,1,karb1241,language,sino1245,Sino-Tibetan,family,Sino-Tibetan
xd297,Malinke,mlq,1,west2500,language,mand1469,Mande,family,"Niger-Congo, Mande"
xd866,Ranon,mmg,1,nort2839,language,aust1307,Austronesian,family,Austronesian
xd677,Reddi,mmk,1,mukh1238,language,drav1251,Dravidian,family,Dravidian
xd646,Manchu,mnc,1,manc1252,language,tung1282,Tungusic,family,Altaic
xd724,Mnong Gar,mng,1,east2333,language,aust1305,Austroasiatic,family,Austro-Asiatic
xd1164,Eastern Mono,mnr,4,mono1275,language,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd1122,Monachi,mnr,4,mono1275,language,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd993,North Fork Mono,mnr,4,mono1275,language,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd1162,Tunava,mnr,4,mono1275,language,utoa1244,Uto-Aztecan,family,Uto-Aztecan
