xd_id,xd_name,iso_6933,N_iso_shared,DisplayGlottocode,DisplayGlottocodeLevel,HighestGlottocode,HighestGlottocodeName,HighestGlottocodeLevel,Ethnologue
xd623,Mansi,mns,1,mans1258,language,ural1272,Uralic,family,Uralic
xd877,Rennell,mnv,1,renn1242,language,aust1307,Austronesian,family,Austronesian
xd1048,Montagnais,moe,1,mont1268,language,algi1248,Algic,family,Algic
xd371,Moro,mor,1,moro1285,language,heib1242,Heiban,family,"Niger-Congo, Kordofanian"
xd285,Mossi Ouagadou,mos,1,moss1236,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd1272,Mohave,mov,1,moha1256,language,coch1271,Cochimi-Yuman,family,Cochimí-Yuman
xd851,Molima,mox,1,moli1248,language,aust1307,Austronesian,family,Austronesian
xd948,Mulluk,mpb,1,mull1237,language,nort1547,Northern Daly,family,Daly
xd958,Mardudjara,mpj,1,mart1256,language,pama1250,Pama-Nyungan,family,Pama-Nyungan
xd391,Mondari,mqu,1,mand1425,language,nilo1247,Nilotic,family,"Nilo-Saharan, Eastern Sudanic"
xd909,Mrabri,mra,1,mlab1235,language,aust1305,Austroasiatic,family,Austro-Asiatic
xd1281,Maricopa,mrc,1,mari1440,language,coch1271,Cochimi-Yuman,family,Cochimí-Yuman
xd710,Lakher,mrh,1,mara1382,language,sino1245,Sino-Tibetan,family,Sino-Tibetan
xd891,Maori,mri,1,maor1246,language,aust1307,Austronesian,family,Austronesian
xd825,Nomoians,mrl,1,mort1237,language,aust1307,Austronesian,family,Austronesian
xd892,Marquesans,mrq,1,nort2845,language,aust1307,Austronesian,family,Austronesian
xd332,Margi,mrt,1,marg1265,language,afro1255,Afro-Asiatic,family,Afro-Asiatic
xd896,Mangarevans,mrv,1,mang1401,language,aust1307,Austronesian,family,Austronesian
xd720,Muong,mtq,1,muon1246,language,aust1305,Austroasiatic,family,Austro-Asiatic
xd862,Mota,mtt,1,mota1237,language,aust1307,Austronesian,family,Austronesian
xd343,Mundang,mua,1,mund1325,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd347,Musgu,mug,1,musg1254,language,afro1255,Afro-Asiatic,family,Afro-Asiatic
xd1252,Creek,mus,1,cree1270,language,musk1252,Muskogean,family,Muskogean
xd806,Manam,mva,1,mana1295,language,aust1307,Austronesian,family,Austronesian
xd1099,Mattole,mvb,1,matt1238,language,atha1245,Athapaskan-Eyak-Tlingit,family,Eyak-Athabaskan
xd642,Miyakans,mvi,1,miya1259,language,japo1237,Japonic,family,Japonic
xd603,Kohistani,mvy,1,indu1241,language,indo1319,Indo-European,family,Indo-European
xd782,Murinbata,mwf,1,murr1258,language,sout2772,Southern Daly,family,Daly
xd82,Iwa,mwn,1,nyam1275,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd937,Kaurareg,mwp,1,kala1377,language,pama1250,Pama-Nyungan,family,Pama-Nyungan
xd728,Selung,mwt,1,moke1242,language,aust1307,Austronesian,family,Austronesian
xd756,Mentaweians,mwv,1,ment1249,language,aust1307,Austronesian,family,Austronesian
xd709,Burmese,mya,1,nucl1310,language,sino1245,Sino-Tibetan,family,Sino-Tibetan
xd167,Mpongwe,mye,1,myen1241,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd1084,Makah,myh,1,maka1318,language,waka1280,Wakashan,family,Wakashan
xd268,Minianka,myk,1,mama1271,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd393,Bodi,mym,1,meen1242,language,surm1244,Surmic,family,"Nilo-Saharan, Eastern Sudanic"
xd434,Anfillo,myo,1,anfi1235,language,gong1255,Ta-Ne-Omotic,family,Afro-Asiatic
xd1353,Mundurucu,myu,1,mund1330,language,tupi1275,Tupian,family,Tupian
xd552,Erzia mordva,myv,1,erzy1239,language,ural1272,Uralic,family,Uralic
xd126,Gisu,myx,1,masa1299,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd501,Mzab,mzb,1,tumz1238,language,afro1255,Afro-Asiatic,family,Afro-Asiatic
xd322,Mumuye,mzm,1,nucl1240,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd353,Mandja,mzv,1,manz1243,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd1401,Nambicura,nab,1,sout2994,language,namb1299,Nambiquaran,family,Nambiquaran
xd859,Lakalai,nak,1,naka1262,language,aust1307,Austronesian,family,Austronesian
xd649,Min Chinese,nan,1,minn1241,language,sino1245,Sino-Tibetan,family,Sino-Tibetan
xd532,Neapolitians,nap,1,neap1235,language,indo1319,Indo-European,family,Indo-European
xd4,Bergdama,naq,2,dama1270,dialect,khoe1240,Khoe-Kwadi,family,Southern Africa
xd3,Nama,naq,2,nama1265,dialect,khoe1240,Khoe-Kwadi,family,Southern Africa
xd336,Anaguta,nar,1,igut1238,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd828,Nauruans,nau,1,naur1243,language,aust1307,Austronesian,family,Austronesian
xd1279,Navaho,nav,1,nava1243,language,atha1245,Athapaskan-Eyak-Tlingit,family,Eyak-Athabaskan
xd975,Jaralde,nay,1,narr1259,language,pama1250,Pama-Nyungan,family,Pama-Nyungan
xd352,Bwaka,nbm,1,ngba1284,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd856,Lesu,ncf,1,nots1237,language,aust1307,Austronesian,family,Austronesian
xd1301,Aztec,nci,1,clas1250,language,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd18,Ndau,ndc,1,ndau1241,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd318,Chamba,ndi,1,samb1305,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd316,Ndoro,ndr,1,ndoo1241,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd234,Tura,neb,1,tour1242,language,mand1469,Mande,family,"Niger-Congo, Mande"
xd625,Negidal,neg,1,negi1245,language,tung1282,Tungusic,family,Altaic
xd1153,Nez Perce,nez,1,nezp1238,language,saha1239,Sahaptian,family,Sahaptian
xd355,Ngbandi,ngb,1,nort2774,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd159,Ngombe,ngc,2,binj1250,dialect,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd935,/Auni-Khomani,ngh,1,nuuu1241,language,tuuu1241,Tuu,family,Southern Africa
xd479,Ngizim,ngi,1,ngiz1242,language,afro1255,Afro-Asiatic,family,Afro-Asiatic
xd75,Ngoni,ngo,1,ngon1269,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd122,Ngulu,ngp,1,ngul1246,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd1308,Tlaxdalans,nhn,1,cent2132,language,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd7,Naron,nhr,1,naro1249,language,khoe1240,Khoe-Kwadi,family,Southern Africa
xd620,Nganasan,nio,1,ngan1291,language,ural1272,Uralic,family,Uralic
xd412,Nandi,niq,1,nand1266,language,nilo1247,Nilotic,family,"Nilo-Saharan, Eastern Sudanic"
xd888,Niueans,niu,1,niue1239,language,aust1307,Austronesian,family,Austronesian
xd707,Lhota,njh,1,loth1237,language,sino1245,Sino-Tibetan,family,Sino-Tibetan
xd700,Angami,njm,1,anga1288,language,sino1245,Sino-Tibetan,family,Sino-Tibetan
xd701,Ao,njo,1,aona1235,language,sino1245,Sino-Tibetan,family,Sino-Tibetan
xd976,Mineng,nju,1,ngad1258,language,pama1250,Pama-Nyungan,family,Pama-Nyungan
xd161,Dzem,njy,1,njye1238,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd272,Kulango,nku,1,boun1243,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd541,Dutch,nld,1,dutc1256,language,indo1319,Indo-European,family,Indo-European
xd163,Ngumba,nmg,1,kwas1243,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd934,!Ko,nmn,1,huaa1248,language,tuuu1241,Tuu,family,Southern Africa
xd280,Nunuma,nnw,1,sout2795,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd1107,Nomlaki,nol,1,wint1259,language,wint1258,Wintuan,family,Wintuan
xd702,Rengama,nre,1,sout2732,language,sino1245,Sino-Tibetan,family,Sino-Tibetan
xd1063,Naskapi,nsk,1,nask1242,language,algi1248,Algic,family,Algic
xd703,Sema,nsm,1,sumi1235,language,sino1245,Sino-Tibetan,family,Sino-Tibetan
xd15,Lovedu,nso,2,lobe1242,dialect,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd16,Pedi,nso,2,tswe1238,dialect,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd1111,Nisenan,nsz,1,nise1244,language,maid1262,Maiduan,family,Maiduan
xd965,Ngatatjara,ntj,1,ngaa1240,language,pama1250,Pama-Nyungan,family,Pama-Nyungan
xd1294,Tepehuan,ntp,1,nort2959,language,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd875,Santa Cruz,ntu,1,natu1246,language,aust1307,Austronesian,family,Austronesian
xd1070,Nootka,nuk,1,nuuc1236,language,waka1280,Wakashan,family,Wakashan
xd242,Nupe,nup,1,nupe1254,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd406,Nuer,nus,1,nuer1246,language,nilo1247,Nilotic,family,"Nilo-Saharan, Eastern Sudanic"
xd944,Nunggubuyu,nuy,1,nung1290,language,gunw1250,Gunwinyguan,family,Gunwingguan
xd863,Tannese,nwi,1,sout2869,language,aust1307,Austronesian,family,Austronesian
xd34,Chewa,nya,2,chew1246,dialect,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd64,Nyanja,nya,2,nucl1395,dialect,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd101,Giriama,nyf,1,giry1241,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd374,Nyima,nyi,1,amas1236,language,nyim1244,Nyimang,family,"Nilo-Saharan, Eastern Sudanic"
xd30,Nyaneka,nyk,1,nyan1305,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd88,Nyamwezi,nym,1,nyam1276,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd115,Nyankole,nyn,1,nyan1307,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd87,Nyoro,nyo,1,nyor1246,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd83,Ngonde,nyy,2,ngon1268,dialect,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd123,Nyakyusa,nyy,2,nyak1261,dialect,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd315,Tigon,nza,1,tigo1236,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd627,Orok,oaa,1,orok1265,language,tung1282,Tungusic,family,Altaic
xd629,Oroch,oac,1,oroc1248,language,tung1282,Tungusic,family,Altaic
xd1049,Northern Saulteaux,ojb,4,alba1270,dialect,algi1248,Algic,family,Algic
xd1050,Pekangekum,ojb,4,lacs1238,dialect,algi1248,Algic,family,Algic
xd1229,Ojibwa,ojb,4,lake1257,dialect,algi1248,Algic,family,Algic
xd1053,Rainy River,ojb,4,rain1239,dialect,algi1248,Algic,family,Algic
xd1051,Nipigon,ojc,1,cent2136,language,algi1248,Algic,family,Algic
xd1055,Eastern Ojibwa,ojg,1,east2542,language,algi1248,Algic,family,Algic
xd1003,Round Lake Ojibwa,ojs,3,seve1241,dialect,algi1248,Algic,family,Algic
xd1006,Wegamon Ojibwa,ojs,3,seve1241,dialect,algi1248,Algic,family,Algic
xd1004,North Albany Ojibwa,ojs,3,wini1244,dialect,algi1248,Algic,family,Algic
xd884,Ontong Java,ojv,1,onto1237,language,aust1307,Austronesian,family,Austronesian
xd1213,Bungi,ojw,1,west1510,language,algi1248,Algic,family,Algic
xd1174,Sanpoil,oka,3,sanp1257,dialect,sali1255,Salishan,family,Salish
xd1001,Okanagan,oka,3,sout2963,dialect,sali1255,Salishan,family,Salish
xd1147,Sinkaitk,oka,3,sout2963,dialect,sali1255,Salishan,family,Salish
xd823,Orokaiva,okv,1,orok1269,language,nucl1709,Nuclear Trans New Guinea,family,Trans-New Guinea
xd98,Chagga,old,1,moch1256,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd556,Karelians,olo,1,livv1243,language,ural1272,Uralic,family,Uralic
xd1237,Omaha,oma,2,omah1248,dialect,siou1252,Siouan,family,Siouan-Catawban
xd1232,Ponca,oma,2,ponc1241,dialect,siou1252,Siouan,family,Siouan-Catawban
xd1385,Ona,ona,1,onaa1245,language,chon1288,Chonan,family,Chon
xd1291,Pima,ood,2,akim1239,dialect,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd1287,Papago,ood,2,toho1246,dialect,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd902,Onge,oon,1,onge1236,language,jara1244,Jarawa-Onge,family,South Andamanese
xd1293,Opata,opt,1,opat1246,language,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd915,Orogens,orh,1,oroq1238,language,tung1282,Tungusic,family,Altaic
xd817,Elema,oro,1,orok1267,language,nucl1580,Nuclear Eleman,family,Trans-New Guinea
xd582,Osset,oss,1,osse1243,language,indo1319,Indo-European,family,Indo-European
xd1299,Otomi,ote,1,mezq1235,language,otom1299,Otomanguean,family,Otomanguean
xd338,Otoro,otr,1,otor1240,language,heib1242,Heiban,family,"Niger-Congo, Kordofanian"
xd1057,Ottawa,otw,1,otta1242,language,algi1248,Algic,family,Algic
xd931,Sekele,oun,1,oung1238,language,kxaa1236,Kxa,family,Southern Africa
xd1404,Paressi,pab,1,pare1272,language,araw1281,Arawakan,family,Maipurean
xd1200,Bannock,pao,11,bann1248,dialect,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd1156,Atsakudokwa,pao,11,nort1551,dialect,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd994,Bear Creek Paiute,pao,11,nort1551,dialect,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd1157,Kidutokado,pao,11,nort1551,dialect,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd1158,Sawakudokwa,pao,11,nort1551,dialect,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd1154,Tagotoka,pao,11,nort1551,dialect,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd1155,Wadadokado,pao,11,nort1551,dialect,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd1160,Kuyuidokado,pao,11,sout2967,dialect,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd989,Mono Lake Paiute,pao,11,sout2967,dialect,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd1161,Toedokado,pao,11,sout2967,dialect,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd992,Wadatkuht,pao,11,sout2967,dialect,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd1167,Beatty,par,3,pana1305,language,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd1165,Koso Mountain Shoshoni,par,3,pana1305,language,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd1166,Panamint,par,3,pana1305,language,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd824,Palauans,pau,1,pala1344,language,aust1307,Austronesian,family,Austronesian
xd1240,Pawnee,paw,1,pawn1254,language,cadd1255,Caddoan,family,Caddoan
xd1330,Paraujano,pbg,1,para1316,language,araw1281,Arawakan,family,Maipurean
xd1339,Panare,pbh,1,enap1235,language,cari1283,Cariban,family,Cariban
xd330,Podokwo,pbi,1,park1239,language,afro1255,Afro-Asiatic,family,Afro-Asiatic
xd256,Pepel,pbo,1,pape1239,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd601,Pathan,pbu,3,ghil1238,dialect,indo1319,Indo-European,family,Indo-European
xd910,Paliyans,pcf,1,pali1274,language,drav1251,Dravidian,family,Dravidian
xd1116,Eastern Pomo,peb,1,east2545,language,pomo1273,Pomoan,family,Pomoan
xd1290,Chichimec,pei,1,chic1272,language,otom1299,Otomanguean,family,Otomanguean
xd1115,Northern Pomo,pej,1,nort2966,language,pomo1273,Pomoan,family,Pomoan
xd44,Pende,pem,1,phen1239,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd1117,Southern Pomo,peq,1,sout2984,language,pomo1273,Pomoan,family,Pomoan
xd605,Basseri,pes,2,bass1257,dialect,indo1319,Indo-European,family,Indo-European
xd1351,Piaroa,pid,1,piar1243,language,sali1297,Saliban,family,Sálivan
xd1343,Piapoco,pio,1,piap1246,language,araw1281,Arawakan,family,Maipurean
xd960,Pintubi,piu,1,pint1250,language,pama1250,Pama-Nyungan,family,Pama-Nyungan
xd89,Pimbwe,piw,1,pimb1238,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd967,Pitjandjara,pjt,1,pitj1243,language,pama1250,Pama-Nyungan,family,Pama-Nyungan
xd102,Pokomo,pkb,1,poko1261,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd399,Plains Suk,pko,2,east2420,dialect,nilo1247,Nilotic,family,"Nilo-Saharan, Eastern Sudanic"
xd402,Hill Suk,pko,2,west2492,dialect,nilo1247,Nilotic,family,"Nilo-Saharan, Eastern Sudanic"
xd882,Pukapukans,pkp,1,puka1242,language,aust1307,Austronesian,family,Austronesian
xd687,Betsileo,plt,3,bets1235,dialect,aust1307,Austronesian,family,Austronesian
xd688,Merina,plt,3,meri1243,dialect,aust1307,Austronesian,family,Austronesian
xd689,Tanala,plt,3,tana1285,dialect,aust1307,Austronesian,family,Austronesian
xd1355,Palikur,plu,1,pali1279,language,araw1281,Arawakan,family,Maipurean
xd900,Batek,plw,1,broo1239,language,aust1307,Austronesian,family,Austronesian
xd894,Raroians,pmt,1,tuam1242,language,aust1307,Austronesian,family,Austronesian
xd890,Tongarevans,pnh,1,penr1237,language,aust1307,Austronesian,family,Austronesian
xd1317,Pokomam,poc,1,poqo1253,language,maya1287,Mayan,family,Mayan
xd145,Topoke,pof,1,poke1238,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd1302,Popoluca,poi,1,high1276,language,mixe1284,Mixe-Zoque,family,Mixe-Zoquean
xd836,Ponapeans,pon,1,pohn1238,language,aust1307,Austronesian,family,Austronesian
xd539,Brazilians,por,2,braz1246,dialect,indo1319,Indo-European,family,Indo-European
xd529,Portuguese,por,2,gali1257,dialect,indo1319,Indo-European,family,Indo-European
xd1059,Potawatomi,pot,1,pota1247,language,algi1248,Algic,family,Algic
xd712,Purum,pub,1,puru1266,language,sino1245,Sino-Tibetan,family,Sino-Tibetan
xd1121,Patwin,pwi,1,patw1250,language,wint1258,Wintuan,family,Wintuan
xd746,Paiwan,pwn,1,paiw1248,language,aust1307,Austronesian,family,Austronesian
xd734,Puyuma,pyu,1,puyu1239,language,aust1307,Austronesian,family,Austronesian
xd919,Calusa,q9j,1,calu1239,language,uncl1493,Unclassifiable,family,Language isolate
xd1313,Quiche,quc,1,kich1262,language,maya1287,Mayan,family,Mayan
xd1077,Quileute,qui,1,quil1240,language,chim1311,Chimakuan,family,Chimakuan
xd1085,Quinault,qun,1,quin1251,language,sali1255,Salishan,family,Salish
xd1374,Inca,quz,1,cusc1236,language,quec1387,Quechuan,family,Quechuan
xd599,Quahgai,qxq,1,qash1240,language,turk1311,Turkic,family,Altaic
xd717,Rhade,rad,1,rade1240,language,aust1307,Austronesian,family,Austronesian
xd1412,Ramcocamecra,ram,1,cane1242,language,nucl1710,Nuclear-Macro-Je,family,Jean
xd898,Easter Island,rap,1,rapa1244,language,aust1307,Austronesian,family,Austronesian
xd889,Mangaians,rar,1,raro1241,language,aust1307,Austronesian,family,Austronesian
xd304,Reshe,res,1,resh1242,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd521,Riffians,rif,1,tari1263,language,afro1255,Afro-Asiatic,family,Afro-Asiatic
xd94,Turu,rim,1,nyat1246,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd893,Manihikians,rkh,1,raka1237,language,aust1307,Austronesian,family,Austronesian
xd715,Mogh,rki,1,rakh1245,language,sino1245,Sino-Tibetan,family,Sino-Tibetan
xd547,Romanians,ron,2,baya1254,dialect,indo1319,Indo-European,family,Indo-European
xd563,Moldovans,ron,2,mold1247,dialect,indo1319,Indo-European,family,Indo-European
xd872,Rotumans,rtm,1,rotu1241,language,aust1307,Austronesian,family,Austronesian
xd81,Luguru,ruf,1,lugu1238,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd184,Rundi,run,1,rund1242,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd548,Russians,rus,1,russ1263,language,indo1319,Indo-European,family,Indo-European
xd127,Amba,rwm,1,amba1263,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd963,Karuwali,rxw,1,karr1236,language,pama1250,Pama-Nyungan,family,Pama-Nyungan
xd640,Ishigakians,rys,1,yaey1239,language,japo1237,Japonic,family,Japonic
xd650,Okinawans,ryu,1,cent2126,language,japo1237,Japonic,family,Japonic
xd1241,Fox,sac,1,mesk1242,language,algi1248,Algic,family,Algic
xd628,Yakut,sah,1,yaku1245,language,turk1311,Turkic,family,Altaic
xd665,Aryans,san,1,sans1269,language,indo1319,Indo-European,family,Indo-European
xd405,Samburu,saq,1,samb1315,language,nilo1247,Nilotic,family,"Nilo-Saharan, Eastern Sudanic"
xd661,Santal,sat,1,sant1410,language,aust1305,Austroasiatic,family,Austro-Asiatic
xd869,Bunlap,sax,1,saaa1241,language,aust1307,Austronesian,family,Austronesian
xd860,Simboese,sbb,1,simb1256,language,aust1307,Austronesian,family,Austronesian
xd84,Safwa,sbk,1,safw1238,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd91,Sangu,sbp,1,sang1330,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd1009,Hare,scs,3,nort2942,language,atha1245,Athapaskan-Eyak-Tlingit,family,Eyak-Athabaskan
xd1007,Mountain,scs,3,nort2942,language,atha1245,Athapaskan-Eyak-Tlingit,family,Eyak-Athabaskan
xd1033,Satudene,scs,3,nort2942,language,atha1245,Athapaskan-Eyak-Tlingit,family,Eyak-Athabaskan
xd767,Toradja,sda,1,tora1261,language,aust1307,Austronesian,family,Austronesian
xd42,Sundi,sdj,1,suun1239,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd721,Senoi,sea,1,sema1266,language,aust1305,Austroasiatic,family,Austro-Asiatic
xd1245,Iroquois,see,1,sene1264,language,iroq1247,Iroquoian,family,Iroquoian
xd67,Sena,seh,1,nucl1396,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd1044,Sekani,sek,1,seka1250,language,atha1245,Athapaskan-Eyak-Tlingit,family,Eyak-Athabaskan
xd619,Selkup,sel,1,selk1253,language,ural1272,Uralic,family,Uralic
xd1130,Serrano,ser,1,serr1255,language,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd414,Kipsigis,sgc,1,kips1239,language,nilo1247,Nilotic,family,"Nilo-Saharan, Eastern Sudanic"
xd456,Gurage,sgw,1,seba1251,language,afro1255,Afro-Asiatic,family,Afro-Asiatic
xd1358,Shiriana,shb,1,nina1238,language,yano1260,Yanomam,family,Yanomaman
xd54,Luwa,shc,1,sond1250,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd451,Shako,she,1,shek1245,language,dizo1235,Dizoid,family,Afro-Asiatic
xd1183,Gosiute,shh,18,gosi1242,dialect,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd1182,Agaiduka,shh,18,nort2955,dialect,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd1180,Bohogue,shh,18,nort2955,dialect,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd1185,Hukundika,shh,18,nort2955,dialect,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd1181,Tukudika,shh,18,nort2955,dialect,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd1201,Wind River,shh,18,nort2955,dialect,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd1177,Elko Shoshoni,shh,18,west2622,dialect,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd1172,Ely Shoshoni,shh,18,west2622,dialect,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd988,Kawich Mountain Shoshoni,shh,18,west2622,dialect,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd1168,Lida Shoshoni,shh,18,west2622,dialect,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd1169,Mahaguaduka,shh,18,west2622,dialect,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd1171,Railroad Valley Shoshoni,shh,18,west2622,dialect,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd995,Spring Valley Shoshoni,shh,18,west2622,dialect,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd1175,Tubaduka,shh,18,west2622,dialect,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd1176,Wadaduka,shh,18,west2622,dialect,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd1178,White Knife Shoshoni,shh,18,west2622,dialect,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd1170,Wiyambituka,shh,18,west2622,dialect,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd1179,Yahanduka,shh,18,west2622,dialect,utoa1244,Uto-Aztecan,family,Uto-Aztecan
xd493,Drawa,shi,2,susi1238,dialect,afro1255,Afro-Asiatic,family,Afro-Asiatic
xd523,Shluh,shi,2,susi1238,dialect,afro1255,Afro-Asiatic,family,Afro-Asiatic
xd380,Shilluk,shk,1,shil1265,language,nilo1247,Nilotic,family,"Nilo-Saharan, Eastern Sudanic"
xd1373,Conibo,shp,1,ship1254,language,pano1256,Panoan,family,Panoan
xd131,Bashi,shr,1,shii1238,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd1143,Shuswap,shs,1,shus1248,language,sali1255,Salishan,family,Salish
xd1093,Shasta,sht,1,shas1239,language,shas1238,Shastan,family,Language isolate
xd463,Hemat,shu,2,bath1248,dialect,afro1255,Afro-Asiatic,family,Afro-Asiatic
xd465,Shuwa,shu,2,char1283,dialect,afro1255,Afro-Asiatic,family,Afro-Asiatic
xd526,Shawiya,shy,1,tach1249,language,afro1255,Afro-Asiatic,family,Afro-Asiatic
xd422,Sidamo,sid,1,sida1246,language,afro1255,Afro-Asiatic,family,Afro-Asiatic
xd278,Isala,sil,1,tumu1242,language,atla1278,Atlantic-Congo,family,"Niger-Congo, Atlantic-Congo"
xd692,Sinhalese,sin,1,sinh1246,language,indo1319,Indo-European,family,Indo-European
xd841,Siuai,siw,1,siwa1245,language,sout2948,South Bougainville,family,South Bougainville
xd500,Siwans,siz,1,siwi1239,language,afro1255,Afro-Asiatic,family,Afro-Asiatic
xd1233,Shawnee,sjw,1,shaw1249,language,algi1248,Algic,family,Algic
xd694,Sakalava,skg,1,saka1291,language,aust1307,Austronesian,family,Austronesian
