xd_id,iso_6933,N_iso_shared,DialectLanguageGlottocode,DialectLanguageLevel,FamilyGlottocode,FamilyLevel
xd729,ahk,1,akha1245,language,sino1245,family
xd698,aim,1,aimo1244,language,sino1245,family
xd430,aiw,3,aari1239,language,sout2845,family
xd432,aiw,3,aari1239,language,sout2845,family
xd433,aiw,3,aari1239,language,sout2845,family
xd871,aji,1,ajie1238,language,aust1307,family
xd592,ajp,1,sout3123,language,afro1255,family
xd189,aka,3,akye1239,dialect,atla1278,family
xd208,aka,3,asan1239,dialect,atla1278,family
xd222,aka,3,fant1241,dialect,atla1278,family
xd741,akl,1,akla1241,language,aust1307,family
xd916,ako,1,akur1238,language,cari1283,family
xd216,akp,1,siwu1238,language,atla1278,family
xd1387,alc,1,qawa1238,language,kawe1237,family
xd224,ald,1,alla1248,language,atla1278,family
xd999,ale,2,beri1255,dialect,eski1264,family
xd1067,ale,2,east2533,dialect,eski1264,family
xd528,aln,1,gheg1238,language,indo1319,family
xd964,aly,1,alya1239,language,pama1250,family
xd392,alz,1,alur1250,language,nilo1247,family
xd1372,amc,1,amah1246,language,pano1256,family
xd425,amf,2,hame1242,language,sout2845,family
xd428,amf,2,hame1242,language,sout2845,family
xd455,amh,1,amha1245,language,afro1255,family
xd749,ami,1,amis1246,language,aust1307,family
xd305,anc,1,ngas1240,language,afro1255,family
xd903,anq,1,jara1245,language,jara1244,family
xd375,anu,1,anua1242,language,nilo1247,family
xd218,any,1,anyi1245,language,atla1278,family
xd1337,aoc,2,cama1252,dialect,cari1283,family
xd1341,aoc,2,taul1252,dialect,cari1283,family
xd776,aoi,1,anin1240,language,gunw1250,family
xd764,aol,1,alor1247,language,aust1307,family
xd858,apb,1,saaa1240,language,aust1307,family
xd586,apc,3,nort3140,dialect,afro1255,family
xd593,apc,3,nort3141,dialect,afro1255,family
xd594,apc,3,sunn1238,dialect,afro1255,family
xd481,apd,5,khar1296,dialect,afro1255,family
xd461,apd,5,nort3133,dialect,afro1255,family
xd462,apd,5,nort3133,dialect,afro1255,family
xd503,apd,5,nort3133,dialect,afro1255,family
xd464,apd,5,west2773,dialect,afro1255,family
xd1266,apj,1,jica1244,language,atha1245,family
xd1219,apk,1,kiow1264,language,atha1245,family
xd1275,apl,1,lipa1241,language,atha1245,family
xd1259,apm,2,mesc1238,language,atha1245,family
xd1265,apm,2,mesc1238,language,atha1245,family
xd1415,apn,1,apin1244,language,nucl1710,family
xd1267,apw,1,west2615,language,atha1245,family
xd524,egy,1,egyp1246,language,afro1255,family
xd1209,ari,1,arik1262,language,cadd1255,family
xd1384,arn,1,mapu1245,language,arau1255,family
xd1228,arp,1,arap1274,language,algi1248,family
xd510,arq,4,algi1247,dialect,afro1255,family
xd494,arq,4,algi1247,dialect,afro1255,family
xd515,arq,4,cons1245,dialect,afro1255,family
xd512,arq,4,oran1236,dialect,afro1255,family
xd588,ars,2,nort3137,dialect,afro1255,family
xd591,ars,2,sout3119,dialect,afro1255,family
xd424,arv,1,arbo1245,language,afro1255,family
xd1336,arw,1,araw1276,language,araw1281,family
xd514,ary,2,sout3117,dialect,afro1255,family
xd518,arz,1,egyp1253,language,afro1255,family
xd105,asa,1,asut1235,language,atla1278,family
xd1210,asb,1,assi1247,language,siou1252,family
xd221,ati,1,atti1239,language,atla1278,family
xd1208,ats,1,gros1243,language,algi1248,family
xd1135,atw,1,atsu1245,language,pala1350,family
xd225,avi,1,avik1243,language,atla1278,family
xd1406,awe,1,awet1244,language,tupi1275,family
xd1390,axb,1,abip1241,language,guai1249,family
xd923,axk,2,bamb1264,dialect,atla1278,family
xd924,axk,2,beka1240,dialect,atla1278,family
xd968,axl,1,lowe1436,language,pama1250,family
xd519,ayl,1,liby1240,language,afro1255,family
xd595,ayn,1,sana1295,language,afro1255,family
xd1375,ayr,1,cent2142,language,ayma1253,family
xd549,bak,1,bash1264,language,turk1311,family
xd244,bam,1,bamb1269,language,mand1469,family
xd172,bax,1,bamu1253,language,atla1278,family
xd753,bbc,1,bata1289,language,aust1307,family
xd651,bca,1,cent2004,language,sino1245,family
xd243,bci,1,baou1238,language,atla1278,family
xd477,bcy,1,baca1246,language,afro1255,family
xd482,bdm,1,budu1265,language,afro1255,family
xd85,bdp,1,bend1258,language,atla1278,family
xd166,bdu,1,orok1266,language,atla1278,family
xd966,bdy,1,band1339,language,pama1250,family
xd1045,bea,1,beav1236,language,atha1245,family
xd442,bej,4,abab1239,dialect,afro1255,family
xd443,bej,4,amar1281,dialect,afro1255,family
xd453,bej,4,bish1251,dialect,afro1255,family
xd452,bej,4,hade1248,dialect,afro1255,family
xd570,bel,1,bela1254,language,indo1319,family
xd55,bem,2,town1238,dialect,atla1278,family
xd664,ben,1,beng1280,language,indo1319,family
xd366,bex,1,jurm1239,language,cent2225,family
xd78,bez,1,bena1262,language,atla1278,family
xd390,bfa,3,kuku1285,dialect,nilo1247,family
xd413,bfa,3,ligo1238,dialect,nilo1247,family
xd388,bfa,3,poju1239,dialect,nilo1247,family
xd185,bfd,1,bafu1246,language,atla1278,family
xd174,bfm,1,mmen1238,language,atla1278,family
xd273,bfo,1,malb1235,language,atla1278,family
xd669,bfz,1,maha1287,language,indo1319,family
xd597,bgp,1,east2304,language,indo1319,family
xd683,ori,1,nucl1284,language,indo1319,family
xd292,bib,1,biss1248,language,mand1469,family
xd252,bif,1,biaf1240,language,atla1278,family
xd202,bin,1,bini1246,language,atla1278,family
xd911,biy,1,birh1242,language,aust1305,family
xd157,bja,1,budz1238,language,atla1278,family
xd253,bjg,1,bidy1244,language,atla1278,family
xd420,bji,1,burj1242,language,afro1255,family
xd226,bjw,1,bakw1243,language,atla1278,family
xd926,bkc,1,baka1272,language,atla1278,family
xd175,bkh,1,bako1249,language,atla1278,family
xd176,bkm,1,komc1235,language,atla1278,family
xd183,bko,1,kwaa1265,language,atla1278,family
xd1400,bkq,1,baka1277,language,cari1283,family
xd194,bky,1,boky1238,language,atla1278,family
xd1212,bla,3,bloo1239,dialect,algi1248,family
xd1211,bla,3,pieg1239,dialect,algi1248,family
xd1217,bla,3,pieg1239,dialect,algi1248,family
xd1106,blc,1,bell1243,language,sali1255,family
xd250,ble,1,bala1301,language,atla1278,family
xd350,bmi,1,bagi1246,language,cent2225,family
xd164,bmw,1,bomw1238,language,atla1278,family
xd168,bnm,1,bata1285,language,atla1278,family
xd733,bnn,1,bunu1267,language,aust1307,family
xd847,bnp,1,bola1250,language,aust1307,family
xd656,bod,1,tibe1272,language,sino1245,family
xd484,bol,1,nucl1695,language,afro1255,family
xd306,bom,1,bero1242,language,atla1278,family
xd1397,bor,1,boro1282,language,boro1281,family
xd365,bot,1,bong1285,language,cent2225,family
xd295,boz,1,tiey1235,language,mand1469,family
xd812,bpg,1,bong1287,language,aust1307,family
xd740,bpr,1,koro1310,language,aust1307,family
xd607,bqi,1,bakh1245,language,indo1319,family
xd150,brf,2,bera1259,language,atla1278,family
xd154,brf,2,bera1259,language,atla1278,family
xd138,bri,1,mokp1239,language,atla1278,family
xd356,brm,1,bara1361,language,atla1278,family
xd257,bsc,1,bass1258,language,atla1278,family
xd435,bst,1,bask1236,language,gong1255,family
xd325,bta,1,bata1314,language,afro1255,family
xd286,bud,1,ntch1242,language,atla1278,family
xd805,buk,1,buga1250,language,aust1307,family
xd569,bul,1,bulg1262,language,indo1319,family
xd191,bun,1,sher1258,language,atla1278,family
xd151,buu,1,budu1250,language,atla1278,family
xd307,bux,1,bogh1241,language,afro1255,family
xd165,bvb,1,bube1242,language,atla1278,family
xd941,bvr,2,gunn1247,dialect,mani1293,family
xd774,bvr,2,gunn1248,dialect,mani1293,family
xd848,bwd,1,bwai1242,language,aust1307,family
xd326,bwr,1,bura1292,language,afro1255,family
xd275,bwu,1,buli1254,language,atla1278,family
xd111,bxk,1,buku1249,language,atla1278,family
xd57,byi,1,buyu1239,language,atla1278,family
xd445,byn,1,bili1260,language,afro1255,family
xd235,bza,1,band1352,language,mand1469,family
xd1321,bzd,1,brib1243,language,chib1249,family
xd264,bze,1,jena1242,language,mand1469,family
xd301,bzw,2,basa1282,language,atla1278,family
xd1319,caa,1,chor1273,language,maya1287,family
xd1323,cab,1,gari1256,language,araw1281,family
xd1234,cad,2,cadd1256,language,cadd1255,family
xd1242,cad,2,cadd1256,language,cadd1255,family
xd1069,caf,1,sout2958,language,atha1245,family
xd1311,cak,1,kaqc1270,language,maya1287,family
xd830,cal,1,caro1242,language,aust1307,family
xd1364,cao,1,chac1251,language,pano1256,family
xd1329,car,3,gali1262,language,cari1283,family
xd1346,car,3,mura1272,dialect,cari1283,family
xd1326,car,3,tyre1237,dialect,cari1283,family
xd1376,cbi,1,chac1249,language,barb1265,family
xd25,cce,2,copi1238,dialect,atla1278,family
xd319,ccg,1,samb1311,language,atla1278,family
xd299,cch,1,atsa1241,language,atla1278,family
xd697,ccp,1,chak1266,language,indo1319,family
xd672,cde,1,chen1255,language,drav1251,family
xd303,cdr,1,cind1241,language,atla1278,family
xd997,cea,1,lowe1427,language,sali1255,family
xd735,ceb,1,cebu1242,language,aust1307,family
xd1393,ceg,1,cham1315,language,zamu1243,family
xd567,ces,1,czec1258,language,indo1319,family
xd80,cgg,1,chig1238,language,atla1278,family
xd839,cha,1,cham1312,language,aust1307,family
xd1379,chb,1,chib1270,language,chib1249,family
xd1258,chc,1,cata1286,language,siou1252,family
xd1300,chd,1,high1242,language,tequ1244,family
xd583,che,1,chec1245,language,nakh1245,family
xd1078,chh,1,chin1286,language,chin1490,family
xd833,chk,1,chuu1238,language,aust1307,family
xd1131,chl,1,cahu1264,language,utoa1244,family
xd1247,cho,1,choc1276,language,musk1252,family
xd1046,chp,1,chip1261,language,atha1245,family
xd1254,chr,1,cher1273,language,iroq1247,family
xd551,chv,1,chuv1255,language,turk1311,family
xd1224,chy,1,chey1247,language,algi1248,family
xd1249,cic,1,chic1270,language,musk1252,family
xd1052,ciw,2,redl1238,dialect,algi1248,family
xd1054,ciw,2,uppe1274,dialect,algi1248,family
xd36,cjk,1,chok1245,language,atla1278,family
xd718,cjm,1,east2563,language,aust1307,family
xd576,ckb,1,cent1972,language,indo1319,family
xd631,ckt,1,chuk1273,language,chuk1271,family
xd1206,clc,1,chil1280,language,atha1245,family
xd1075,clm,1,clal1241,language,sali1255,family
xd639,cmn,1,mand1415,language,sino1245,family
xd1269,coc,1,coco1261,language,coch1271,family
xd1363,cod,1,coca1259,language,tupi1275,family
xd1148,col,1,colu1241,language,sali1255,family
xd1222,com,1,coma1245,language,utoa1244,family
xd1073,coo,2,isla1276,dialect,sali1255,family
xd1071,coo,2,slia1241,dialect,sali1255,family
xd296,cou,1,wame1240,language,atla1278,family
xd1146,crd,1,coeu1236,language,sali1255,family
xd1047,crj,4,sout2978,language,algi1248,family
xd1062,crj,4,sout2978,language,algi1248,family
xd1011,crj,4,sout2978,language,algi1248,family
xd1005,crj,4,sout2978,language,algi1248,family
xd1218,crk,1,plai1258,language,algi1248,family
xd1223,cro,1,crow1244,language,siou1252,family
xd1035,crx,1,carr1249,language,atha1245,family
xd983,csi,1,coas1301,language,miwo1274,family
xd1065,csw,1,swam1239,language,algi1248,family
xd1081,csz,1,coos1249,language,coos1248,family
xd1369,cub,1,cube1242,language,tuca1253,family
xd1132,cup,1,cupe1243,language,utoa1244,family
xd95,cwe,1,kwer1261,language,atla1278,family
xd282,dag,1,dagb1246,language,atla1278,family
xd1220,dak,1,dako1258,language,siou1252,family
xd679,daq,1,dand1238,language,drav1251,family
xd106,dav,1,tait1250,language,atla1278,family
xd954,dbl,2,mamu1253,dialect,pama1250,family
xd957,dbl,2,ngad1260,dialect,pama1250,family
xd956,ddj,1,jaru1254,language,pama1250,family
xd1255,dep,1,pidg1246,language,amer1257,family
xd906,dgc,1,casi1235,language,aust1307,family
xd1032,dgr,1,dogr1252,language,atha1245,family
xd873,dhv,1,dehu1237,language,aust1307,family
xd394,did,1,didi1258,language,surm1244,family
xd779,dif,1,dier1241,language,pama1250,family
xd99,dig,1,digo1243,language,atla1278,family
xd1137,dih,2,kumi1248,language,coch1271,family
xd1271,dih,2,kumi1248,language,coch1271,family
xd382,dil,1,dill1242,language,nubi1251,family
xd431,dim,1,dime1235,language,sout2845,family
xd47,diz,1,ding1239,language,atla1278,family
xd940,djb,1,djin1252,language,pama1250,family
xd470,dje,1,zarm1239,language,song1307,family
xd1344,djk,1,ndyu1242,language,indo1319,family
xd237,dnj,2,dann1241,language,mand1469,family
xd231,dnj,2,gwee1242,dialect,mand1469,family
xd857,dob,1,dobu1241,language,aust1307,family
xd344,dow,1,doya1240,language,atla1278,family
xd450,doz,1,dorz1235,language,gong1255,family
xd302,dri,1,clel1238,language,atla1278,family
xd973,drl,1,darl1243,language,pama1250,family
xd421,drs,1,gede1246,language,afro1255,family
xd427,dsh,1,daas1238,language,afro1255,family
xd612,dta,1,daur1238,language,mong1329,family
xd130,dua,1,dual1243,language,atla1278,family
xd100,dug,1,duru1249,language,atla1278,family
xd777,duj,1,dhuw1249,language,pama1250,family
xd270,dya,1,dyan1251,language,atla1278,family
xd254,dyo,1,jola1263,language,atla1278,family
xd263,dyu,1,dyul1238,language,mand1469,family
xd492,dzg,1,daza1242,language,saha1256,family
xd927,efe,1,efee1239,language,cent2225,family
xd196,efi,1,efik1245,language,atla1278,family
xd785,ekg,1,ekar1243,language,nucl1709,family
xd534,ell,1,mode1248,language,indo1319,family
xd1027,ems,1,paci1278,language,eski1264,family
xd538,eng,2,stan1293,language,indo1319,family
xd865,erg,1,siee1239,language,aust1307,family
xd1029,esi,4,anak1241,dialect,eski1264,family
xd1036,esi,4,nort2944,dialect,eski1264,family
xd1021,esi,4,poin1245,dialect,eski1264,family
xd1020,esi,4,poin1245,dialect,eski1264,family
xd1015,esk,3,kobu1239,dialect,eski1264,family
xd1018,esk,3,nort2945,language,eski1264,family
xd1016,esk,3,kotz1238,dialect,eski1264,family
xd1028,ess,2,aiwa1238,dialect,eski1264,family
xd622,ess,2,chap1266,dialect,eski1264,family
xd553,est,1,esto1258,language,ural1272,family
xd1000,esu,3,kusk1241,dialect,eski1264,family
xd1014,esu,3,kusk1241,dialect,eski1264,family
xd1064,esu,3,kusk1241,dialect,eski1264,family
xd204,ets,1,yekh1238,language,atla1278,family
xd195,etu,1,ejag1239,language,atla1278,family
xd624,evn,1,even1259,language,tung1282,family
xd215,ewe,2,aguu1242,dialect,atla1278,family
xd274,ewe,2,awun1244,dialect,atla1278,family
xd1102,eya,1,eyak1241,language,atha1245,family
xd401,eyo,1,keiy1238,language,nilo1247,family
xd149,fan,1,fang1246,language,atla1278,family
xd867,fij,2,bauu1243,dialect,aust1307,family
xd874,fij,2,nort2843,dialect,aust1307,family
xd86,fip,1,fipa1238,language,atla1278,family
xd1144,fla,2,kali1309,dialect,sali1255,family
xd1145,fla,2,kali1309,dialect,sali1255,family
xd947,fln,1,flin1247,language,pama1250,family
xd171,fmp,1,fefe1239,language,atla1278,family
xd792,foi,1,foii1241,language,east2499,family
xd186,fon,1,fonn1241,language,atla1278,family
xd809,for,1,fore1270,language,nucl1709,family
xd540,fra,1,stan1290,language,indo1319,family
xd471,fub,1,adam1253,language,atla1278,family
xd473,fuc,1,pula1263,language,atla1278,family
xd887,fud,1,east2447,language,aust1307,family
xd294,fuf,1,pula1262,language,atla1278,family
xd472,fuh,1,west2454,language,atla1278,family
xd348,fuj,1,kooo1244,language,heib1242,family
xd485,fuv,2,boro1274,dialect,atla1278,family
xd474,fuv,2,boro1274,dialect,atla1278,family
xd802,fuy,1,fuyu1242,language,goil1242,family
xd466,fvr,1,furr1244,language,fura1235,family
xd223,gaa,1,gaaa1244,language,atla1278,family
xd554,gag,1,gaga1249,language,turk1311,family
xd417,gax,1,bora1271,language,afro1255,family
xd419,gaz,1,west2721,language,afro1255,family
xd953,gbd,1,kara1476,language,pama1250,family
xd206,gby,1,gbar1246,language,atla1278,family
xd327,gde,1,gude1246,language,afro1255,family
xd232,ggu,1,gagu1242,language,mand1469,family
xd950,gia,1,kitj1240,language,jarr1235,family
xd829,gil,2,bana1287,dialect,aust1307,family
xd838,gil,2,nuii1237,dialect,aust1307,family
xd998,git,1,gitx1241,language,tsim1258,family
xd637,gld,1,nana1257,language,tung1282,family
xd543,gle,1,iris1253,language,indo1319,family
xd509,gnc,1,guan1277,language,afro1255,family
xd676,gno,1,nort2702,language,drav1251,family
xd233,goa,1,guro1248,language,mand1469,family
xd92,gog,1,gogo1263,language,atla1278,family
xd236,gol,1,gola1255,language,atla1278,family
xd457,gow,1,goro1270,language,afro1255,family
xd333,grh,1,gbir1241,language,atla1278,family
xd696,grt,1,garo1247,language,sino1245,family
xd1331,guc,1,wayu1243,language,araw1281,family
xd1347,guh,1,guah1255,language,guah1252,family
xd1394,gui,1,east2555,language,tupi1275,family
xd671,guj,1,guja1252,language,indo1319,family
xd1408,gun,1,mbya1239,language,tupi1275,family
xd939,gup,1,gunw1252,language,gunw1250,family
xd920,guq,1,ache1246,language,tupi1275,family
xd247,gur,2,nank1249,dialect,atla1278,family
