ID,Society_name_EA,ISO693_3,LangNam,ISO_PAST (use with WLMS language GIS data),LangNam_PAST (use with WLMS language GIS data),LangFamily,LangFamily_R,Class2,Class3,ISO_Note,Prelim_BantuTreeName,Prelim_ANTreeName,Prelim_IETreeName,Prelim_UATreeName,Prelim_SemiticTreeName,Possible Bantoid society?,Possible Bantu society (narrow Bantu)?,Possible Austronesian society?,Possible Indo-European society?,Possible Uto-Aztecan society?,Possible Semitic society?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sb3,Motilon,mot,Barí,mot,Bari,Chibchan,Chibchan,Chibchan B,Eastern Chibchan,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nh21,Mohave,mov,Mohave,mov,Mohave,Esselen-Yuman,Cochimí-Yuman,Yuman,River,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ig19,Molima,mox,Molima,mox,Molima,Austronesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,NA,NA,Molima,NA,NA,NA,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aj16,Mondari,mqu,Mandari,mqu,Mandari,"Nilo-Saharan,  Eastern Sudanic","Nilo-Saharan, Eastern Sudanic",Eastern Sudanic,Nilotic,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nh5,Maricopa,mrc,Maricopa,mrc,Maricopa,Esselen-Yuman,Cochimí-Yuman,Yuman,River,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ei4,Lakher,mrh,"Chin, Mara",mrh,"Chin, Mara",Sino-Tibetan,Sino-Tibetan,Tibeto-Burman,Sal,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ij2,Maori,mri,Maori,mri,Maori,Austronesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,NA,NA,Maori,NA,NA,NA,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
If10,Nomoians,mrl,Mortlockese,mrl,Mortlockese,Austronesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,NA,NA,Mortlockese,NA,NA,NA,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ij3,Marquesans,mrq,"Marquesan, North",mrq,"Marquesan, North",Austronesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,NA,NA,Marquesan,NA,NA,NA,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ah5,Margi,mrt,Marghi Central,mrt,Marghi Central,Afro-Asiatic,Afro-Asiatic,Chadic,Biu-Mandara,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ij7,Mangarevans,mrv,Mangareva,mrv,Mangareva,Austronesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,NA,NA,Mangareva,NA,NA,NA,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ie19,Marindamin,mrz,Marind,mrz,Marind,Trans-New Guinea,Trans-New Guinea,Marind,Nuclear Marind,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ej13,Muong,mtq,Muong,mtq,Muong,Austro-Asiatic,Austro-Asiatic,Mon-Khmer,Viet-Muong,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ih1,Mota,mtt,Mota,mtt,Mota,Austronesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,NA,NA,Mota,NA,NA,NA,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ai15,Mundang,mua,Mundang,mua,Mundang,"Niger-Congo,  Atlantic-Congo","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ai19,Musgu,mug,Musgu,mug,Musgu,Afro-Asiatic,Afro-Asiatic,Chadic,Biu-Mandara,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ng3,Creek,mus,Muskogee,mus,Muskogee,Muskogean,Muskogean,Eastern Muskogean,Creek-Seminole,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ie29,Manam,mva,Manam,mva,Manam,Austronesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,NA,NA,Manam,NA,NA,NA,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nb38,Mattole,mvb,Mattole,mvb,Mattole,Nuclear Na-Dene,Eyak-Athabaskan,Athabaskan,Pacific Coast Athabaskan,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eb7,Chahar,mvf,"Mongolian, Peripheral",mvf,"Mongolian, Peripheral",Altaic,Altaic,Mongolic,Eastern,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ea4,Kohistani,mvy,"Kohistani, Indus",mvy,"Kohistani, Indus",Indo-European,Indo-European,Indo-Iranian,Indo-Aryan,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Id7,Murinbata,mwf,Murrinh-Patha,mwf,Murrinh-Patha,Daly,Daly,Murrinh-Patha,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ai22,Sara,mwm,Sar,mwm,Sar,"Nilo-Saharan,  Central Sudanic","Nilo-Saharan, Central Sudanic",Central Sudanic,West,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad15,Iwa,mwn,Nyamwanga,mwn,Nyamwanga,"Niger-Congo,  Atlantic-Congo","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ej6,Selung,mwt,Moken,mwt,Moken,Austronesian,Austronesian,Malayo-Polynesian,Moklen,NA,NA,Moken,NA,NA,NA,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ib7,Mentaweians,mwv,Mentawai,mwv,Mentawai,Austronesian,Austronesian,Malayo-Polynesian,Northwest Sumatra-Barrier Islands,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nj12,Mixtec,mxa,"Mixtec, Northwest Oaxaca",mxa,"Mixtec, Northwest Oaxaca",Oto-Manguean,Otomanguean,Eastern Otomanguean,Amuzgo-Mixtecan,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ei3,Burmese,mya,Burmese,mya,Burmese,Sino-Tibetan,Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ae46,Mpongwe,mye,Myene,mye,Myene,"Niger-Congo,  Atlantic-Congo","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,NA,MpongweB11a,NA,NA,NA,NA,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nb24,Makah,myh,Makah,myh,Makah,Wakashan,Wakashan,Southern Wakashan,Nootkan,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag31,Minianka,myk,"Sénoufo, Mamara",myk,"Senoufo, Mamara","Niger-Congo,  Atlantic-Congo","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aj18,Bodi,mym,Me’en,mym,Meen,"Nilo-Saharan,  Eastern Sudanic","Nilo-Saharan, Eastern Sudanic",Eastern Sudanic,Eastern,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ca27,Anfillo,myo,Anfillo,myo,Anfillo,Afro-Asiatic,Afro-Asiatic,Omotic,North,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sd1,Mundurucu,myu,Mundurukú,myu,Munduruku,Tupi,Tupian,Mundurukú,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ch15,Erzia mordva,myv,Erzya,myv,Erzya,Uralic,Uralic,Mordvin,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad9,Gisu,myx,Masaaba,myx,Masaaba,"Niger-Congo,  Atlantic-Congo","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc4,Mzab,mzb,Tumzabt,mzb,Tumzabt,Afro-Asiatic,Afro-Asiatic,Berber,Northern,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ah31,Mumuye,mzm,Mumuye,mzm,Mumuye,"Niger-Congo,  Atlantic-Congo","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ai24,Mandja,mzv,Manza,mzv,Manza,"Niger-Congo,  Atlantic-Congo","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Si4,Nambicura,nab,"Nambikuára, Southern",nab,"Nambikuara, Southern",Nambiquaran,Nambiquaran,Mamaindê,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ig7,Lakalai,nak,Nakanai,nak,Nakanai,Austronesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,NA,NA,Lakalai,NA,NA,NA,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ed6,Min Chinese,nan,"Chinese, Min Nan",nan,"Chinese, Min Nan",Sino-Tibetan,Sino-Tibetan,Chinese,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ce5,Neapolitians,nap,Napoletano-Calabrese,nap,Napoletano-Calabrese,Indo-European,Indo-European,Italic,Romance,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aa4,Bergdama,naq,Nama,naq,Nama,Southern Africa,Southern Africa,Central,Nama,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aa3,Nama,naq,Nama,naq,Nama,Southern Africa,Southern Africa,Central,Nama,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ah9,Anaguta,nar,Iguta,nar,Iguta,"Niger-Congo,  Atlantic-Congo","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
If13,Nauruans,nau,Nauruan,nau,Nauruan,Austronesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nh3,Navaho,nav,Navajo,nav,Navajo,Nuclear Na-Dene,Eyak-Athabaskan,Athabaskan,Apachean,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ai23,Bwaka,nbm,Ngbaka Ma’bo,nbm,Ngbaka Mabo,"Niger-Congo,  Atlantic-Congo","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ig4,Lesu,ncf,Notsi,ncf,Notsi,Austronesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nj2,Aztec,nci,"Nahuatl, Classical",nci,"Nahuatl, Classical",Uto-Aztecan,Uto-Aztecan,NA,NA,HISTORICAL not in Ethnologue,NA,NA,NA,NA,NA,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ie5,Keraki,ncm,Nambo,ncm,Nambo,South-Central Papuan,South-Central Papuan,Morehead-Upper Maro,Nambu,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ng7,Natchez,ncz,Natchez,ncz,Natchez,Gulf,Language isolate,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ab17,Ndau,ndc,Ndau,ndc,Ndau,"Niger-Congo,  Atlantic-Congo","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,NA,NdauS15,NA,NA,NA,NA,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ab9,Ndebele,nde,Ndebele,nde,Ndebele,"Niger-Congo,  Atlantic-Congo","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,NA,NdebeleS44,NA,NA,NA,NA,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ah28,Chamba,ndi,Samba Leko,ndi,Samba Leko,"Niger-Congo,  Atlantic-Congo","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ab19,Ambo,ndo,Ndonga,ndo,Ndonga,"Niger-Congo,  Atlantic-Congo","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,NA,NdongaR22,NA,NA,NA,NA,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ah26,Ndoro,ndr,Ndoola,ndr,Ndoola,"Niger-Congo,  Atlantic-Congo","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Af53,Tura,neb,Toura,neb,Toura,"Niger-Congo,  Mande","Niger-Congo, Mande",Mande,Eastern,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
