iso_693-3,id,name,level,status,parent_id,latitude,longitude,iso_code_glottolog,iso_693-3,iso_change_note,wals_codes
,warr1257,Warrnambool,language,established,warr1256,-38.345,142.4608,,,,wrb
wwr,warr1258,Warrwa,language,established,nyik1244,-17.0965,123.971,wwr,wwr,,wrw
,warr1259,Warrayic,family,established,west2432,,,,,,
,wars1237,Warsa,dialect,,biak1248,,,,,,
,waru1263,Warungu-Gugu Badhun,family,established,nort2757,,,,,,
wrg,waru1264,Warungu,language,established,waru1263,-18.2496,144.37,wrg,wrg,,wgu
wrm,waru1265,Warumungu,language,established,dese1234,-20.6479,134.375,wrm,wrm,,wru
wru,waru1266,Waru,language,established,west2567,-3.412,122.058,wru,wru,,
wrv,waru1267,Waruna,language,established,gogo1264,-8.23565,142.47,wrv,wrv,,
,waru1269,Warup,family,established,fini1245,,,,,,
wss,wasa1244,Wasa,language,established,akan1251,5.74109,-2.16028,wss,wss,,
,wasa1245,Wasa (Mid-Southern Banda),dialect,,mids1243,,,,,,
,wasa1246,Wasambu,dialect,,kwan1278,,,,,,
wac,wasc1239,Wasco-Wishram,language,established,uppe1460,45.0278,-121.509,wac,wac,,cku
,wase1250,Wasep Nau,dialect,,urat1244,,,,,,
,wase1251,Wasep Yam,dialect,,urat1244,,,,,,
gsp,wase1252,Wasembo,language,established,uncl1468,-6.01318,145.969,gsp,gsp,,
was,wash1253,Washo,language,established,,38.8184,-119.64,was,was,,was
,wasi1244,Wasior,dialect,,wand1267,,,,,,
wsk,wask1241,Waskia,language,established,kowa1247,-4.57978,145.979,wsk,wsk,,wsk
,waso1238,Wasona,dialect,,tuca1252,,,,,,
wsu,wasu1238,Wasu,language,unattested,unat1236,-9.74999,-36.8333,wsu,wsu,,
,wasu1254,Wasulu (Eastern Maninka),dialect,,east2426,,,,,,
,wasu1255,Wasulu,dialect,,bamb1269,,,,,,
,wasu1256,Wasulu,dialect,,fore1268,,,,,,
,wasu1257,Wasulu (Wojenaka),dialect,,woje1238,,,,,,
,wasu1258,Wasusu,dialect,,sout2994,,,,,,
,wata1250,Watang,dialect,,kama1365,,,,,,
wtk,wata1251,Watakataui,language,established,kapr1244,-4.58965,143.005,wtk,wtk,,
,wata1252,Watam-Kaian,family,established,wagg1235,,,,,,
wax,wata1253,Watam,language,established,wata1252,-4.02591,144.583,wax,wax,,wtm
,wate1238,Watena,dialect,,kula1280,,,,,,
,wath1238,Wathawurrung,language,established,nucl1335,-37.68777565,144.1013148,,,,wth
,wati1241,Wati,family,established,dese1234,,,,,,
,wato1237,Watom,dialect,,kuan1248,,,,,,
,watt1238,Wat,dialect,,limb1268,,,,,,
,watu1246,Watut,family,established,mark1257,,,,,,
wah,watu1247,Watubela,language,established,gese1239,-4.47294,131.641,wah,wah,,
wau,waur1244,Waurá,language,established,waur1245,-13.296,-53.6971,wau,wau,,wur
,waur1245,Waura-Mehinaku,family,established,cent2226,,,,,,
wuy,wauy1237,Wauyai,language,established,raja1258,-0.2828,130.597,wuy,wuy,,
,wavu1234,Wavu-II,language,established,uncl1493,,,,,,
www,wawa1246,Wawa,language,established,vute1246,6.68974,11.7802,www,www,,
,wawa1247,Wawana,dialect,,band1352,,,,,,
,wawa1248,Wawa (Nigeria),dialect,,busa1253,,,,,,
,wawa1249,Wawan,dialect,,hanu1241,,,,,,
wow,wawo1239,Wawonii,language,established,east2490,-4.13587,123.1,wow,wow,,
wxa,waxi1236,Waxianghua,language,established,uncl1486,28.644,110.362,wxa,wxa,,
ctt,waya1264,Wayanad Chetti,language,established,mala1541,,,ctt,ctt,,
,waya1265,Wayam-Rubu,dialect,,bauc1238,,,,,,
,waya1266,Waya,dialect,,sapo1251,,,,,,
,waya1267,Wayamli,dialect,,buli1255,,,,,,
,waya1268,Waya (Western Fijian),dialect,,west2519,,,,,,
way,waya1269,Wayana,language,established,waya1272,2.77537,-54.4429,way,way,,wyn
oym,waya1270,Wayampi,language,established,waya1271,1.73817,-52.6887,oym,oym,,way
,waya1271,Wayampi-Zoe-Emerillon,family,established,tupi1281,,,,,,
,waya1272,Wayanaic,family,established,guia1242,,,,,,
,wayc1238,Waycha,dialect,,huay1241,,,,,,
,wayi1238,Wayilwan,dialect,,wang1291,,,,,,
wyr,wayo1238,Wayoró,language,established,nucl1716,-12.6945,-61.3064,wyr,wyr,,
vay,wayu1241,Wayu,language,established,nort2730,27.3047,86.1227,vay,vay,,hay
,wayu1242,Wayumara,language,established,maqu1239,3.133111,-61.210785,,,,
guc,wayu1243,Wayuu,language,established,guaj1257,10.2252,-71.8101,guc,guc,,goa
,waza1238,Wazan,dialect,,nort3046,,,,,,
,weas1237,Weasisi,dialect,,whit1269,,,,,,
,webo1238,Webo,dialect,,nort2811,,,,,,
,weda1240,Weda,dialect,,sawa1247,,,,,,
wed,weda1241,Wedau,language,established,taup1241,-10.1246,150.172,wed,wed,,wed
,wede1238,Wedebo,dialect,,barc1235,,,,,,
,weea1234,Wee,family,established,west2485,,,,,,
,weee1241,We,dialect,,tong1318,,,,,,
,wega1238,Wegal,dialect,,sout2672,,,,,,
weh,wehh1238,Weh,language,established,west2835,6.46164,10.121,weh,weh,,
,weig1238,Weigu,dialect,,nort2722,,,,,,
,wein1239,Weining Yi,dialect,,wume1235,,,,,,
,weir1238,Weirate,dialect,,taus1252,,,,,,
wew,weje1237,Wejewa,language,established,wewe1239,-9.55099,119.349,wew,wew,,
weu,wela1234,Welaung,language,spurious,book1242,27.0457,98.3197,weu,weu,,
,wele1238,Welemur,dialect,,aput1237,,,,,,
klh,weli1239,Weliki,language,established,uruw1240,-5.98588,147.137,klh,klh,,
,well1239,Wello,dialect,,west2721,,,,,,
rmw,wels1246,Welsh Romani,language,established,roma1330,52.1166,-3.7888,rmw,rmw,,rwe
cym,wels1247,Welsh,language,established,bryt1239,52,-4,cym,cym,,wec wel
,wemb1240,Wembera,dialect,,boro1277,,,,,,
wem,weme1239,Weme Gbe,language,established,east2711,6.77227,2.47457,wem,wem,,wmn
,weme1240,Weme,dialect,,gunn1250,,,,,,
,wemo1239,Wemo,dialect,,kate1253,,,,,,
,wena1241,Wenatchi,dialect,,colu1241,,,,,,
,wenb1238,Wenbera,dialect,,gumu1244,,,,,,
,wenm1239,Wenma-Southwestern Tai,family,established,cent2251,,,,,,
wob,weno1238,We Northern,language,established,weea1234,7.40391,-7.24617,wob,wob,,wob
,wenr1236,Wenro,language,established,iroq1248,,,,,,
,went1241,Wenteene,dialect,,nort2787,,,,,,
,went1242,Wenta,dialect,,hamt1247,,,,,,
,weny1238,Wenya,dialect,,tumb1250,,,,,,
,were1243,Wèré,dialect,,wara1294,,,,,,
wei,were1244,Were,language,established,nucl1713,-8.42194,142.447,wei,wei,,
,weri1246,Weriagar,dialect,,kemb1235,,,,,,
,weri1251,Weril,dialect,,bumb1241,,,,,,
,weri1252,Werir,dialect,,bumb1241,,,,,,
wer,weri1253,Weri,language,established,weri1254,-7.71834,146.914,wer,wer,,wer
,weri1254,Weric,family,established,goil1242,,,,,,
,werr1238,Werria,dialect,,moro1285,,,,,,
kvw,wers1238,Wersing,language,established,kola1286,-8.33936,124.932,kvw,kvw,,kln
,weru1238,Werugha,dialect,,tait1250,,,,,,
,wesa1238,Wesa,dialect,,nyol1238,,,,,,
,wese1235,Low Franconian,family,established,fran1268,,,,,,
gxx,weso1238,Wè Southern,language,established,guer1240,6.50013,-7.63427,gxx,gxx,,
,west1399,Western Isirawa,dialect,,isir1237,,,,,,
,west1472,West Kipchak,family,established,kipc1239,,,,,,
,west1486,West Coast Kwerba,family,established,kwer1240,,,,,,
,west1492,West Katuic,family,established,katu1271,,,,,,
,west1493,West Bird's Head,family,established,,,,,,,
,west1503,Western Tasmanian,family,established,,,,,,,
ywl,west1506,Western Lalu,language,established,cent2297,24.73,98.9,ywl,ywl,,
hmw,west1507,Western Mashan Hmong,language,established,mash1238,25.6518,106.122,hmw,hmw,,
,west1508,Western Low Navarrese,dialect,,basq1249,,,,,,
ojw,west1510,Western Ojibwa,language,established,nort3181,50.5664,-102.525,ojw,ojw,,
tqt,west1511,Western Totonac,language,established,nort1553,20.4574,-97.9486,tqt,tqt,,
,west1760,Western Livonian,dialect,,livv1244,,,,,,
,west2036,Western Dhimal,dialect,,dhim1246,,,,,,
x05,west2205,Western Coastal Tasmanian,language,established,west1503,-41.885921,145.204468,,x05,DPLACE_temp,
,west2336,Western Macedonian,dialect,,mace1250,,,,,,
,west2337,Western Cappadocian,dialect,,capp1239,,,,,,
,west2338,Western Friulian,dialect,,friu1240,,,,,,
,west2339,Western Asturian,dialect,,astu1245,,,,,,
,west2340,Western Aragonese,dialect,,arag1245,,,,,,
,west2342,Western Emiliano,dialect,,gall1279,,,,,,
,west2343,Western Lombard,dialect,,lomb1257,,,,,,
,west2344,Western Walloon,dialect,,wall1255,,,,,,
,west2345,Western Campidenese,dialect,,camp1261,,,,,,
,west2346,Western Sicilian,dialect,,sici1248,,,,,,
,west2347,West Samogitian,dialect,,samo1265,,,,,,
,west2348,Western Armenian,dialect,,nucl1235,,,,,,
fry,west2354,Western Frisian,language,established,fris1239,53.143,5.86091,fry,fry,,frw
,west2355,Westerlauwers Fries,dialect,,west2354,,,,,,
wep,west2356,Westphalien,language,established,west2823,51.459,7.499,wep,wep,,gwe
,west2357,Western Low Saxon,dialect,,nort2627,,,,,,
,west2358,West Pomeranian,dialect,,nort2627,,,,,,
,west2359,Westerwolds,dialect,,gron1242,,,,,,
,west2360,West Groningen,dialect,,gron1242,,,,,,
yih,west2361,Western Yiddish,language,established,yidd1255,51.6889,12.2601,yih,yih,,
,west2364,West Franconian,dialect,,fran1264,,,,,,
,west2365,Westvlaams,dialect,,vlaa1240,,,,,,
bgn,west2368,Western Balochi,language,established,balo1260,37.83,62.17,bgn,bgn,,
pes,west2369,Western Farsi,language,established,fars1255,28.6593,55.1586,pes,pes,,prs
,west2370,Western Wakhi,dialect,,wakh1245,,,,,,
,west2371,Western Yagnobi,dialect,,yagn1238,,,,,,
,west2372,Western Kativiri,dialect,,kati1270,,,,,,
,west2373,Western Kumauni,dialect,,kuma1273,,,,,,
,west2375,Western Gujari,dialect,,guja1253,,,,,,
,west2376,West Slovakian Romani,dialect,,carp1235,,,,,,
,west2378,Western Agra,dialect,,bund1253,,,,,,
,west2379,Western Standard Bhojpuri,dialect,,bhoj1244,,,,,,
,west2380,Western Maithili,dialect,,mait1250,,,,,,
,west2381,Western Bengali,dialect,,beng1280,,,,,,
,west2382,Western Kamta,family,established,kamt1240,,,,,,
,west2383,Western Assamese,dialect,,assa1263,,,,,,
,west2384,Western Oriya,dialect,,nucl1284,,,,,,
,west2385,Western Nihiri,dialect,,varl1238,,,,,,
pnb,west2386,Western Panjabi,language,established,panj1259,30.0948,75.3474,pnb,pnb,,
,west2387,Western Pashayi,family,established,pash1270,,,,,,
,west2388,West Hungarian,dialect,,hung1274,,,,,,
,west2389,West Danube,dialect,,hung1274,,,,,,
,west2390,Western Saami,family,established,saam1281,,,,,,
,west2391,West Vod,dialect,,voti1245,,,,,,
mrj,west2392,Western Mari,language,established,mari1278,57.08,58.83,mrj,mrj,,mah
,west2393,Western Vogul,dialect,,mans1258,,,,,,
,west2394,Western Pearic,family,established,pear1246,,,,,,
lcp,west2396,Western Lawa,language,established,lawa1256,19.8678,99.2057,lcp,lcp,,
brv,west2397,Western Bru,language,established,bruu1238,16.4906,104.754,brv,brv,,brw
kuf,west2398,Western Katu,language,established,nucl1297,15.7949,107.166,kuf,kuf,,
,west2399,West Bahnaric,family,established,bahn1264,,,,,,
,west2400,Western Rengao,dialect,,reng1252,,,,,,
,west2401,Western Tuvin,dialect,,tuvi1240,,,,,,
ybe,west2402,West Yugur,language,established,fare1243,39.0548,99.3112,ybe,ybe,,syg
,west2403,West Quchani,dialect,,khor1269,,,,,,
,west2404,Western Kazakh,dialect,,kaza1248,,,,,,
,west2405,Western Tatar,dialect,,tata1255,,,,,,
,west2406,West Oghuz,family,established,oghu1243,,,,,,
,west2407,Western,dialect,,muth1236,,,,,,
mut,west2408,Western Muria,language,established,gond1265,20.2384,80.7006,mut,mut,,
kyu,west2409,Western Kayah,language,established,kaya1317,18.687,97.4877,kyu,kyu,,
,west2411,Western Helambu Sherpa,dialect,,hela1238,,,,,,
,west2412,Western Baima,dialect,,baim1244,,,,,,
,west2413,Western Khams,dialect,,kham1282,,,,,,
gvr,west2414,Western Gurung,language,established,guru1261,27.4169,86.2899,gvr,gvr,,
tdg,west2415,Western Tamang,language,established,nucl1729,28.0239,85.0563,tdg,tdg,,
,west2416,Western Namuyi,dialect,,namu1246,,,,,,
,west2417,Western Muya,dialect,,muya1239,,,,,,
mrd,west2418,Western Magar,language,established,maga1261,28.2462,83.511,mrd,mrd,,msy
,west2419,Western Chepang,dialect,,chep1245,,,,,,
kjl,west2420,Western Parbate Kham,language,established,parb1234,28.6521,82.7348,kjl,kjl,,
,west2421,Western Thami,dialect,,than1259,,,,,,
raf,west2422,Western Meohang,language,established,mewa1252,27.4265,87.2893,raf,raf,,
,west2423,Western Bantawa,dialect,,bant1281,,,,,,
,west2424,Western Kiranti,family,established,kira1253,,,,,,
,west2427,West Tungus,family,established,nort3147,,,,,,
,west2428,West Lezgic,family,established,nucl1321,,,,,,
,west2429,West Tsezic,family,established,tsez1239,,,,,,
mmr,west2430,Western Xiangxi Miao,language,established,nort2748,28.33,109.67,mmr,mmr,,
,west2432,Western Gunwinyguan,family,established,gunw1250,,,,,,
,west2433,West Barkly,family,established,mirn1241,,,,,,
,west2434,Western Daly,family,established,,,,,,,
,west2435,Western Worrorran,family,established,worr1236,,,,,,
,west2436,West Ngarluma,dialect,,ngar1287,,,,,,
,west2437,Western Warlpiri,dialect,,warl1254,,,,,,
,west2438,Western Central Karnic,family,established,cent2016,,,,,,
,west2439,Western Dhuwal-Dhuwala,family,established,dhuw1248,,,,,,
,west2440,Western-Inland Yolngu,family,established,yuul1239,,,,,,
are,west2441,Western Arrarnta,language,established,aran1263,-24.0505,133.246,are,are,,arr awe
,west2442,Western Anmatyerre,dialect,,anma1239,,,,,,
x08,west2443,Western Victoria,language,established,nucl1335,-34.13829932,143.6694397,,x08,DPLACE_temp,
,west2445,West Mao,family,established,maoo1243,,,,,,
,west2446,Western Ijo,family,established,ijoo1239,,,,,,
,west2447,West Olodiama,dialect,,izon1238,,,,,,
,west2448,West Tarakiri,dialect,,izon1238,,,,,,
lia,west2450,West-Central Limba,language,established,limb1267,9.52392,-12.3138,lia,lia,,
,west2451,Western Limba,dialect,,west2450,,,,,,
,west2452,Western Temne,dialect,,timn1235,,,,,,
,west2453,Western Macina,dialect,,maas1239,,,,,,
fuh,west2454,Western Niger Fulfulde,language,established,fula1269,14.2471,-0.52004,fuh,fuh,,fbf fli
xwl,west2456,Western Xwla Gbe,language,established,east2711,6.33455,2.03904,xwl,xwl,,
bbp,west2458,West Central Banda,language,established,band1341,6.81435,24.1012,bbp,bbp,,
,west2459,Western Koromfe,dialect,,koro1298,,,,,,
,west2460,Western Ditammari,dialect,,dita1238,,,,,,
,west2461,Western Oti-Volta,family,established,gurm1247,,,,,,
,west2462,Western Mampruli,dialect,,mamp1244,,,,,,
,west2463,West Kasem,dialect,,kase1253,,,,,,
ssl,west2465,Western Sisaala,language,established,nort3229,10.8561,-2.36423,ssl,ssl,,ssa
kza,west2466,Western Karaboro,language,established,kara1479,10.6298,-4.76482,kza,kza,,tny
,west2469,West Ogonoid,family,established,ogon1240,,,,,,
,west2471,Western Duka,dialect,,huns1239,,,,,,
,west2472,Western Okpamheri,dialect,,okpa1238,,,,,,
,west2473,West Kongo,dialect,,koon1244,,,,,,
,west2474,Western Kituba,dialect,,kitu1246,,,,,,
,west2475,West Bafwangada,dialect,,budu1250,,,,,,
,west2476,Western Kalebwe,dialect,,song1303,,,,,,
,west2477,Western Ruli,dialect,,ruul1235,,,,,,
,west2478,Western Bakossi,dialect,,akoo1248,,,,,,
,west2479,Western Kele,dialect,,kele1257,,,,,,
,west2482,Western Ejagham,dialect,,ejag1239,,,,,,
,west2485,Western Kru,family,established,krua1234,,,,,,
,west2486,Western Klaoh,dialect,,klao1243,,,,,,
,west2487,West Central Klaoh,dialect,,klao1243,,,,,,
krw,west2488,Western Krahn,language,established,guer1244,6.14415,-8.40954,krw,krw,,
,west2489,Western Bete,family,established,bete1265,,,,,,
,west2490,Western Keliko,dialect,,keli1248,,,,,,
,west2491,Western Toposa,dialect,,topo1242,,,,,,
,west2492,West Pokot,dialect,,poko1263,,,,,,
,west2493,Western Nilotic,family,established,nilo1247,,,,,,
,west2494,Western Jikany,dialect,,nuer1246,,,,,,
,west2496,Western Suri,dialect,,kaci1244,,,,,,
,west2497,Western Masalit,dialect,,nucl1440,,,,,,
,west2499,West Manding,family,established,mand1435,,,,,,
mlq,west2500,Western Maninkakan,language,established,xaso1239,13.5677,-12.8009,mlq,mlq,,maw
,west2501,Western Daju,family,established,daju1249,,,,,,
,west2502,West-Central Heiban,family,established,heib1242,,,,,,
,west2503,Western West-Central Heiban,family,established,west2502,,,,,,
,west2504,Western Acheron,dialect,,ache1245,,,,,,
,west2505,Western Saharan,family,established,saha1256,,,,,,
,west2506,West-Kxoe,family,established,nonk1236,,,,,,
,west2508,Western Plains Dogon,family,established,plai1257,,,,,,
,west2509,West Yawa,dialect,,nucl1454,,,,,,
,west2512,West Mwerelawa,dialect,,merl1237,,,,,,
nnd,west2513,West Ambae,language,established,amba1270,-15.4281,167.807,nnd,nnd,,
,west2514,West Vanua Levu,dialect,,fiji1243,,,,,,
,west2515,West Futuna,dialect,,futu1245,,,,,,
uve,west2516,West Uvean,language,established,vanu1245,-20.4145,166.589,uve,uve,,
,west2518,West Fijian,family,established,cent2060,,,,,,
wyy,west2519,Western Fijian,language,established,west2518,-17.8355,177.657,wyy,wyy,,fiw
,west2520,West Tanna,dialect,,nort2847,,,,,,
,west2523,West Santa Isabel,family,established,nort3225,,,,,,
,west2524,West Kara,dialect,,kara1486,,,,,,
,west2525,West Tigak,dialect,,tiga1245,,,,,,
,west2526,Western Motu,dialect,,motu1246,,,,,,
,west2528,West Mekeo,dialect,,meke1243,,,,,,
,west2529,Western Point,dialect,,nimo1246,,,,,,
,west2530,West Arawe,family,established,araw1283,,,,,,
,west2531,Western Marik,dialect,,mari1428,,,,,,
,west2532,Western Admiralty Islands,family,established,admi1239,,,,,,
,west2533,West Manus,family,established,manu1262,,,,,,
,west2534,Western Mussau,dialect,,muss1246,,,,,,
mss,west2535,West Masela,language,established,mase1249,-8.1804,129.833,mss,mss,,
,west2536,West-Central Manggarai,dialect,,mang1405,,,,,,
,west2537,Western Manggarai,dialect,,mang1405,,,,,,
txn,west2538,West Tarangan,language,established,sout3172,-6.62046,134.168,txn,txn,,tgw
,west2539,West Teluti,dialect,,telu1263,,,,,,
lmj,west2541,West Lembata,language,established,lama1293,-8.49669,123.298,lmj,lmj,,
,west2542,West Lamaholot,dialect,,lama1277,,,,,,
,west2543,West Solor,dialect,,lama1277,,,,,,
,west2544,West Adonara,dialect,,adon1237,,,,,,
,west2545,West Extra-Ramelaic,family,established,timo1259,,,,,,
,west2546,Western Dengka,dialect,,deng1253,,,,,,
,west2547,West Ramelaic,family,established,timo1260,,,,,,
drn,west2548,West Damar,language,established,baba1274,-7.12065,128.585,drn,drn,,
,west2549,Western Tboli,dialect,,tbol1240,,,,,,
,west2550,West Southern Cordilleran,family,established,sout2907,,,,,,
,west2551,Western Addasen,dialect,,adas1235,,,,,,
,west2552,Western Mansakan,family,established,mans1261,,,,,,
,west2554,West Central Manobo,family,established,west2829,,,,,,
mbb,west2555,Western Bukidnon Manobo,language,established,west2554,7.6682,124.825,mbb,mbb,,mwb
,west2556,West Gorontalo,dialect,,goro1259,,,,,,
suc,west2557,Western Subanon,language,established,west2811,7.79964,122.341,suc,suc,,
,west2558,Western Kolibugan,dialect,,west2557,,,,,,
twb,west2559,Western Tawbuid,language,established,bata1318,12.8227,121.026,twb,twb,,
bdr,west2560,West Coast Bajau,language,established,born1254,6.00631,116.124,bdr,bdr,,bwc
,west2561,West Greater Barito,family,established,grea1283,,,,,,
,west2562,Western Penan-Sebop,family,established,kaya1332,,,,,,
pne,west2563,Western Penan,language,established,west2562,3.4667,114.523,pne,pne,,
zbw,west2564,West Berawan,language,established,bera1264,3.9815,114.528,zbw,zbw,,
,west2565,West Javanese,dialect,,java1254,,,,,,
,west2566,Western Bungku-Tolaki,family,established,bung1268,,,,,,
,west2567,West Coast,family,established,west2566,,,,,,
,west2570,West Banggai,dialect,,bang1368,,,,,,
,west2571,Western Saluan-Banggai,family,established,salu1251,,,,,,
,west2572,Western Plains Austronesian,family,established,nucl1752,,,,,,
,west2573,Western Eleman,family,established,nucl1580,,,,,,
,west2574,Western Edolo,dialect,,edol1239,,,,,,
,west2576,Western Sepik Hill,family,established,sepi1258,,,,,,
,west2577,West Yambes,dialect,,yamb1254,,,,,,
,west2578,West-Central Kombio,dialect,,komb1272,,,,,,
,west2579,West Torricelli,dialect,,torr1259,,,,,,
,west2580,West Wapei,family,established,nucl1708,,,,,,
,west2581,West Central Kwomtari,dialect,,nucl1593,,,,,,
,west2582,West Tariku,family,established,tari1255,,,,,,
,west2583,Western Duvle,dialect,,duvl1242,,,,,,
,west2584,Western Gizra,dialect,,gizr1240,,,,,,
,west2585,Western Mek,family,established,mekk1240,,,,,,
,west2586,West Urii,dialect,,urii1240,,,,,,
,west2587,West Nek,dialect,,nekk1240,,,,,,
,west2588,West Numanggang,dialect,,numa1254,,,,,,
,west2590,West Central Komba,dialect,,komb1273,,,,,,
,west2591,West Komba,dialect,,komb1273,,,,,,
,west2592,West-Central Mese,dialect,,mese1244,,,,,,
dnw,west2594,Western Dani,language,established,pyra1234,-3.77127,138.217,dnw,dnw,,
,west2595,Western Dani of Pyramid,dialect,,west2594,,,,,,
,west2596,Western Dani of Bokondini,dialect,,west2594,,,,,,
,west2597,West Gimi,dialect,,gimi1243,,,,,,
kew,west2599,West Kewa,language,established,kewa1250,-6.32097,143.73,kew,kew,,
mqs,west2600,West Makian,language,established,nort2923,0.45332,127.63,mqs,mqs,,wma
,west2601,West Koita,dialect,,koit1244,,,,,,
,west2602,West Sentani,dialect,,nucl1632,,,,,,
,west2603,West Fuyug,dialect,,fuyu1242,,,,,,
,west2604,West Bomberai,family,established,,,,,,,
,west2605,Western Fas,dialect,,fass1245,,,,,,
,west2606,West Boikin,dialect,,boik1241,,,,,,
,west2607,Western Japanese,dialect,,nucl1643,,,,,,
,west2608,Western Kantō,dialect,,kant1251,,,,,,
,west2609,Western Mikawa,dialect,,mika1255,,,,,,
,west2610,West Oki-No-Erabu,dialect,,okin1246,,,,,,
,west2611,Western Pauwasi,family,established,pauw1244,,,,,,
,west2612,Western Pagi,dialect,,pagi1244,,,,,,
,west2613,Western Kilmeri,dialect,,kilm1241,,,,,,
,west2614,Western Muskogean,family,established,musk1252,,,,,,
apw,west2615,Western Apache,language,established,west2810,33.8574,-110.123,apw,apw,,apw
,west2616,Western Aleut,dialect,,aleu1260,,,,,,
,west2617,West Greenlandic,dialect,,kala1399,,,,,,
ikt,west2618,Western Canadian Inuktitut,language,established,inui1246,64.3486,-96.148,ikt,ikt,,inr kgt
,west2619,West Arctic Inupiatun,dialect,,nort2943,,,,,,
,west2620,Western Shuswap,dialect,,shus1248,,,,,,
,west2621,Western Numic,family,established,numi1242,,,,,,
,west2622,Western Shoshoni,dialect,,shos1248,,,,,,
nhw,west2624,Western Huasteca Nahuatl,language,established,huas1257,21.3711,-98.7711,nhw,nhw,,
,west2625,Western Huasteca Náhuatl,dialect,,west2624,,,,,,
,west2626,Western Naskapi,dialect,,nask1242,,,,,,
,west2627,Western Montagnais,dialect,,mont1268,,,,,,
,west2628,Western Swampy Cree,dialect,,swam1239,,,,,,
,west2629,Western York Cree,dialect,,plai1258,,,,,,
abe,west2630,Western Abenaki,language,established,east2700,46.1381,-72.6511,abe,abe,,abw
pua,west2631,Western Highland Purepecha,language,established,tara1323,19.5392,-102.154,pua,pua,,
kjq,west2632,Western Keres,language,established,kere1287,34.9733,-107.517,kjq,kjq,,aco
,west2633,Western Miwokan,family,established,miwo1275,,,,,,
,west2634,Western Central Sierra Miwok,dialect,,cent2140,,,,,,
knj,west2635,Western Kanjobal,language,established,kanj1263,15.5932,-91.8421,knj,knj,,kwe
,west2636,Western Maxakali,family,established,maxa1246,,,,,,
,west2637,Western Cajamarca,dialect,,caja1238,,,,,,
,west2638,West Waylla,dialect,,huay1241,,,,,,
,west2639,Western Yanomami,dialect,,yano1261,,,,,,
gnw,west2640,Western Bolivian Guaraní,language,established,tupi1283,-20.2819,-64.1662,gnw,gnw,,
,west2641,Western Isthmic,family,established,isth1243,,,,,,
jmx,west2643,Western Juxtlahuaca Mixtec,language,established,sout3179,17.3003,-98.2096,jmx,jmx,,
ctp,west2644,Western Highland Chatino,language,established,east2736,16.2495,-97.3244,ctp,ctp,,cso cya
,west2645,West Zapotec,family,established,zapo1437,,,,,,
,west2646,West-Central West Zapotec,family,established,west2645,,,,,,
,west2647,Maijiki-Siona,family,established,west2784,,,,,,
,west2648,Western Maipuran,family,established,araw1281,,,,,,
,west2649,Western Garifuna,dialect,,gari1256,,,,,,
cja,west2650,Western Cham,language,established,cham1328,12.4771,104.026,cja,cja,,chw
tnb,west2651,Western Tunebo,language,established,tune1260,6.90704,-72.6507,tnb,tnb,,
,west2704,West Dangaléat,dialect,,dang1274,,,,,,
,west2705,West Masa,dialect,,masa1322,,,,,,
,west2706,West Mafa,dialect,,mafa1239,,,,,,
,west2707,Western Biu-Mandara A A.1,family,established,bium1275,,,,,,
,west2710,West Chadic B B.1,family,established,west2790,,,,,,
,west2711,Western Bade,dialect,,bade1248,,,,,,
,west2712,West Chadic B B.2,family,established,west2790,,,,,,
,west2714,West Chadic A,family,established,west2785,,,,,,
,west2715,West Chadic A A.2,family,established,west2799,,,,,,
,west2716,West Chadic A A.4,family,established,west2714,,,,,,
,west2717,West Chadic A A.3,family,established,west2799,,,,,,
,west2718,West Chadic A A.1,family,established,west2714,,,,,,
,west2719,Western Hausa,dialect,,haus1257,,,,,,
,west2720,West Rift South Cushitic,family,established,sout3054,,,,,,
gaz,west2721,West Central Oromo,language,established,nucl1736,8.81391,36.7365,gaz,gaz,,owc
,west2722,Western Oromo,dialect,,west2721,,,,,,
,west2723,Western Omo-Tana,family,established,omot1245,,,,,,
,west2724,Western Berber,family,established,berb1260,,,,,,
,west2759,Western Jibbali,dialect,,sheh1240,,,,,,
,west2760,Western Soqotri,dialect,,soqo1240,,,,,,
,west2761,Western Mehri,dialect,,mehr1241,,,,,,
amw,west2763,Western Neo-Aramaic,language,established,west2815,33.8162,36.484,amw,amw,,
,west2764,Western Syriac,dialect,,clas1252,,,,,,
,west2765,Western Group,dialect,,assy1241,,,,,,
,west2766,Western cluster,dialect,,lish1245,,,,,,
,west2773,Western Sudanese,dialect,,suda1236,,,,,,
,west2774,Western Egyptian Bedawi Arabic,dialect,,liby1240,,,,,,
,west2777,Western Jicaque,language,established,jica1245,,,,,,
azn,west2778,Western Durango Nahuatl,language,established,dura1246,,,azn,azn,,
,west2779,West Dogon,family,established,dogo1299,,,,,,
,west2780,Western Mande,family,established,mand1469,,,,,,
,west2781,West-Central Nubian,family,established,nubi1251,,,,,,
,west2782,Western,family,established,nyul1248,,,,,,
,west2783,Western Otomanguean,family,established,otom1299,,,,,,
,west2784,Western Tucanoan,family,established,tuca1253,,,,,,
,west2785,West Chadic,family,established,chad1250,,,,,,
,west2786,West Semitic,family,established,semi1276,,,,,,
,west2787,West Alor,family,established,alor1250,,,,,,
,west2788,West Palai,family,established,nucl1708,,,,,,
,west2789,Western Eastern Tucanoan,family,established,east2698,,,,,,
