EA_id,Society_name_EA,v107,v112,v113,v114,v100,v102,v104,v106,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
If7,Gilbert Onotoa, ONOTOA. . ,NA,NA,NA,0,1940,-2,174,1,0,5,0,4,1,8,2,2,9,1,10,3,9,2,9,1,9,1,9,4,2,7,8,15,9,4,4,5,7,4,3,2,0,0,0,0,1,1,2,1,2,5,9,9,9,9,1,1,4,9,2,9,4,9,9,9,9,9,9,9,9,9,9,9,2,9,1,9,2,2,6,5,4,1,5,1,2,5,3,7,8,8,0,0,0,0,0,1,2, I , f ,7,69,74,99,2,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ia5,Hanunoo, HANUNOO . ,NA,NA,NA,0,1950,13,121,1,0,1,1,7,2,8,2,2,9,3,9,1,10,3,9,1,9,1,9,2,9,7,8,15,9,3,3,6,6,3,2,1,0,0,0,1,1,1,7,1,6,6,1,6,0,0,9,0,5,1,2,2,4,3,9,0,0,9,0,9,9,9,9,9,1,9,1,9,1,1,9,9,1,9,5,1,0,5,3,3,9,8,0,0,0,0,0,1,1, I , a ,5,99,88,99,2,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ij6,Hawaiians, HAWAIIANS ,6,NA,276,0,1800,20,-156,1,0,4,0,5,6,8,8,2,9,2,2,9,11,2,9,1,9,1,9,4,2,12,5,15,9,4,6,5,7,0,3,3,1,8,0,0,0,1,2,1,7,5,9,9,9,9,1,1,0,9,2,0,1,9,9,9,9,3,9,0,9,9,0,9,4,3,1,9,4,2,1,1,5,4,5,4,6,5,3,8,8,8,5,3,1,9,8,1,5, I , j ,6,11,74,84,2,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ib1,Iban, IBAN. . . ,5,NA,212,0,1950,2,112,0,0,2,2,6,6,8,6,1,9,2,2,9,11,3,9,1,9,1,9,2,9,10,1,15,9,3,3,6,7,0,3,1,1,2,0,1,1,1,2,1,6,6,1,6,9,6,1,1,4,1,2,2,4,3,9,9,9,9,9,9,9,9,9,9,1,9,1,9,4,2,7,5,5,1,5,1,3,5,4,8,8,8,0,0,0,0,0,1,2, I , b ,1,59,88,99,2,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ia3,Ifugao, IFUGAO. . ,6,NA,209,0,1920,17,121,0,2,1,1,6,1,8,1,1,9,2,2,9,11,3,9,1,9,1,9,2,4,7,8,15,9,4,6,6,6,3,3,1,1,0,0,1,4,1,2,1,7,6,1,6,9,3,0,0,0,0,5,0,5,3,9,9,9,0,0,0,0,9,0,9,2,9,1,9,4,2,9,9,5,4,5,4,6,5,4,7,9,8,0,0,0,0,0,1,1, I , a ,3,99,78,99,2,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
If4,Ifuluk, IFALUK. . ,4,NA,247,0,1940,7,147,0,0,4,1,5,6,8,8,1,9,2,2,9,11,2,9,1,9,4,9,2,9,7,8,15,9,4,4,4,7,2,3,2,1,6,4,1,1,1,2,1,6,7,9,6,9,9,1,1,6,9,2,6,3,9,9,9,9,3,9,9,9,9,9,9,1,9,1,9,1,1,2,4,0,0,0,0,6,5,2,3,8,8,5,2,7,8,8,1,2, I , f ,4,69,88,99,2,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ic7,Ili-Mandiri, ILI-MANDI ,3,NA,222,0,1920,-8,123,0,1,3,1,5,1,5,7,2,9,1,8,3,9,2,9,4,9,1,9,9,9,1,4,2,2,0,3,6,7,5,4,3,0,2,0,1,1,1,3,1,6,1,1,6,0,9,8,0,0,0,0,3,2,3,9,0,9,9,0,0,0,0,9,9,4,9,1,9,4,2,0,0,7,1,7,1,0,5,2,3,9,8,0,0,0,0,0,1,0, I , c ,7,0,0,0,2,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ib2,Javanese, JAVANESE. ,4,NA,217,0,1950,-7,110,0,0,0,2,8,6,3,2,2,3,2,6,9,11,3,9,1,9,1,9,1,9,13,2,15,9,3,6,6,8,7,3,5,1,5,3,6,1,3,7,1,7,6,1,9,9,4,9,2,9,9,9,2,3,3,9,9,9,9,9,9,9,9,9,9,5,9,1,9,1,1,6,5,5,2,5,1,2,5,2,7,8,8,0,0,0,0,0,1,6, I , b ,2,49,88,99,2,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ia16,Kalinga, KALINGA . ,4,NA,209,0,1910,18,121,0,2,1,1,6,6,8,7,1,9,3,9,2,6,3,9,1,9,1,9,2,9,12,5,15,9,3,6,6,6,5,3,2,2,1,0,1,2,1,7,1,7,6,1,6,9,6,9,1,4,1,2,4,3,3,9,9,9,9,9,9,9,9,9,9,2,9,1,9,1,1,7,5,5,4,5,4,3,5,4,3,9,8,0,0,0,0,0,1,0, I , a ,16,0,0,0,2,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ig20,Kaoka, KAOKA . . ,NA,NA,NA,0,1920,-10,161,0,0,3,1,6,1,8,1,1,4,3,1,1,10,2,9,1,9,4,9,9,9,8,7,15,9,5,4,5,6,3,3,1,1,0,0,1,0,1,2,1,6,3,9,9,0,0,1,1,0,1,3,4,3,9,9,0,0,9,9,0,9,9,9,9,2,9,1,9,0,0,5,5,1,9,2,1,2,5,2,3,8,8,0,0,0,0,0,0,0, I , g ,20,0,0,0,2,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ii7,Kapingamarang, KAPINGAMA ,3,NA,271,0,1910,1,155,0,0,4,1,5,6,8,7,2,4,2,1,9,11,3,9,1,9,1,9,2,9,7,8,15,9,4,4,5,7,0,3,2,1,0,4,1,5,1,2,1,6,6,9,6,9,9,1,1,9,1,2,0,6,9,9,9,9,9,9,9,9,9,0,9,4,9,1,9,1,1,1,1,5,1,5,1,6,5,2,7,8,8,0,0,0,0,0,1,0, I , i ,7,0,0,0,2,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ic8,Kei, KEI . . . ,8,NA,226,0,1890,-6,133,1,1,2,1,5,1,8,8,2,9,1,8,3,9,0,0,4,9,1,9,9,9,6,4,5,2,0,4,5,7,0,3,1,0,0,0,1,0,1,2,1,6,1,9,9,0,9,8,0,0,1,0,0,0,9,9,0,9,9,0,0,9,0,0,0,1,9,1,9,4,1,1,1,7,4,7,4,0,5,4,0,0,0,0,0,0,0,0,1,0, I , c ,8,0,0,0,2,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ib8,Kubu, KUBU. . . ,6,NA,216,0,1900,-3,103,3,3,2,0,2,2,3,2,2,3,2,2,9,11,0,0,1,9,1,9,1,9,7,8,15,9,0,4,5,1,0,2,1,0,0,0,1,1,1,1,1,8,6,9,9,0,9,9,0,0,1,0,9,0,9,9,0,9,9,0,0,9,0,9,0,1,9,1,9,1,1,0,0,0,0,5,1,6,5,3,3,7,8,0,0,0,0,0,1,0, I , b ,8,0,0,0,2,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ig3,Kurtatchi, KURTATCHI ,3,NA,258,0,1930,-5,154,1,1,2,1,5,1,8,4,4,9,2,2,9,11,4,9,1,9,4,9,2,9,7,8,15,9,5,4,5,6,3,3,1,1,2,5,1,5,1,2,1,6,7,9,9,9,6,1,1,5,1,2,6,5,9,9,9,9,9,9,9,9,9,9,9,4,2,1,9,1,1,2,3,0,0,0,0,4,5,2,0,1,8,5,4,3,8,8,1,2, I , g ,3,24,88,99,2,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
If11,Kusaians, KUSAIANS. ,NA,NA,NA,0,1860,5,163,0,0,4,1,5,6,8,2,2,9,1,10,2,6,3,9,1,9,4,3,9,9,1,4,15,9,4,4,4,5,0,3,3,2,0,0,1,2,1,2,1,6,3,9,6,9,9,1,1,9,9,3,0,1,9,9,9,9,9,9,9,9,9,0,9,4,9,1,9,1,1,0,0,0,0,0,0,6,5,3,0,8,8,0,0,0,0,0,1,0, I , f ,11,0,0,0,2,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ig7,Lakalai, LAKALAI . ,8,NA,255,0,1950,-5,151,2,1,2,1,4,1,5,7,3,4,2,4,2,6,2,9,1,9,5,9,2,9,1,4,1,1,5,4,5,6,3,4,1,0,0,0,1,5,1,2,1,6,7,9,9,0,0,1,1,2,1,3,6,4,9,9,0,0,9,9,9,9,9,9,9,2,9,1,9,1,1,7,5,0,0,5,1,0,5,0,0,0,0,0,0,0,0,0,1,1, I , g ,7,99,88,99,2,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
If16,Lamotrek, LAMOTREK. ,NA,NA,NA,0,1962,7,146,0,0,4,1,5,6,8,7,1,9,3,5,1,10,2,9,1,9,4,9,9,9,0,0,0,0,4,4,5,5,4,3,1,1,0,0,1,2,1,2,1,6,3,9,1,9,9,1,1,9,9,1,6,5,9,9,9,9,9,9,9,9,9,9,9,1,9,1,9,1,1,2,4,0,0,0,0,0,5,2,0,8,8,0,0,0,0,0,0,0, I , f ,16,0,0,0,2,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ih4,Lau, LAU . . . ,4,NA,269,0,1920,-18,179,0,0,4,1,5,4,8,7,3,2,1,8,3,9,6,1,5,4,1,9,9,9,1,4,1,1,5,4,5,7,2,3,3,1,2,5,6,5,1,2,1,6,1,9,9,9,6,1,1,5,1,3,1,2,9,9,9,9,9,9,9,9,9,9,9,2,9,1,9,1,1,1,2,0,0,7,1,4,5,2,8,8,8,0,0,0,0,0,1,4, I , h ,4,12,88,99,2,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ig4,Lesu, LESU. . . ,8,NA,254,0,1930,-3,153,0,1,4,1,4,1,8,2,2,9,3,5,9,11,2,9,1,9,6,9,9,9,12,5,15,9,5,4,5,6,4,3,1,1,2,6,5,5,1,2,1,8,3,9,9,9,9,1,1,9,1,2,6,5,9,9,9,9,9,9,9,9,9,9,9,1,9,1,9,1,1,5,5,0,0,2,1,0,5,2,3,8,8,0,0,0,0,0,1,2, I , g ,4,59,88,99,2,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ih7,Lifu, LIFU. . . ,8,NA,267,0,1910,-21,163,1,0,3,1,5,1,2,8,5,9,1,8,9,11,6,1,3,9,1,9,9,9,7,8,15,9,4,4,5,7,0,3,2,0,0,0,0,5,1,2,1,6,1,9,9,0,0,8,1,2,9,2,0,6,9,9,0,0,9,9,9,9,9,0,9,4,9,1,9,3,2,1,1,7,1,7,1,0,2,2,0,3,8,0,0,0,0,0,1,4, I , h ,7,11,88,99,2,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ic1,Macassarese, MACASSARE ,1,NA,220,0,1940,-5,119,0,0,2,2,6,1,8,2,2,9,2,2,2,6,2,9,1,9,1,9,4,9,10,1,15,9,3,6,6,5,3,3,4,4,2,3,5,1,3,7,1,7,5,1,6,0,8,8,1,9,9,1,2,2,3,9,0,9,9,9,9,9,9,9,9,4,5,1,9,4,2,1,1,0,0,0,0,3,5,4,8,0,8,0,0,0,0,0,1,5, I , c ,1,13,88,99,2,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
If3,Majuro, MAJURO. . ,5,NA,250,0,1940,7,171,0,0,4,1,5,6,8,8,1,9,2,2,9,11,2,9,1,9,4,9,2,9,1,4,15,9,5,4,4,6,3,3,2,1,2,1,1,1,1,2,1,6,7,9,9,9,9,1,1,9,9,2,0,2,9,9,9,9,9,9,9,9,9,0,9,4,9,1,9,1,1,2,4,3,2,3,2,6,5,2,8,9,8,0,0,0,0,0,1,8, I , f ,3,99,88,99,2,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
If14,Makin, MAKIN . . ,NA,NA,NA,0,1890,3,173,0,1,4,1,4,4,2,2,2,9,1,10,3,9,2,9,1,9,1,9,4,9,7,8,15,9,4,4,4,8,4,3,2,2,2,2,5,2,1,2,1,8,5,9,9,9,9,1,1,9,1,2,4,5,9,9,9,9,9,9,9,1,9,9,9,4,9,1,9,1,1,4,5,4,1,7,1,2,5,2,0,8,8,5,3,0,8,8,1,0, I , f ,14,0,0,0,2,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ej8,Malays, MALAYS. . ,4,NA,206,0,1940,5,103,0,0,2,2,6,1,8,7,2,3,1,10,2,6,3,9,1,9,1,9,2,9,10,1,15,9,4,6,6,7,0,3,3,4,0,0,10,1,3,7,1,7,6,1,6,0,8,1,1,0,1,1,2,4,3,9,0,9,9,9,0,9,9,9,9,4,9,1,9,2,2,0,0,7,1,5,1,2,5,4,7,8,8,0,0,0,0,0,1,6, E , j ,8,13,88,99,2,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ie29,Manam, MANAM . . ,NA,NA,NA,0,1930,-4,145,0,0,3,1,6,6,8,2,2,9,1,8,2,6,2,9,3,9,1,9,9,9,8,7,15,9,4,4,5,6,0,3,1,1,0,0,1,5,1,2,1,6,1,9,9,0,0,1,1,0,1,2,0,5,9,9,0,0,9,9,0,9,9,0,9,1,9,1,9,1,1,1,1,7,4,0,0,0,5,4,0,0,0,0,0,0,0,0,1,0, I , e ,29,0,0,0,2,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ij1,Mangaians, MANGAIANS ,3,NA,276,0,1820,-22,-158,0,0,4,0,6,6,8,7,3,9,1,10,3,9,4,9,1,9,1,9,5,9,7,8,15,9,4,4,5,5,0,4,2,1,2,0,7,1,1,1,1,6,5,9,9,9,9,1,1,9,9,2,9,6,9,9,9,9,9,9,9,9,9,9,9,4,9,1,9,1,1,1,2,0,0,0,0,3,5,2,3,8,8,0,0,0,0,0,1,4, I , j ,1,12,88,99,2,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ij7,Mangarevans, MANGAREVA ,6,NA,276,0,1900,-20,-134,0,0,6,0,4,6,8,2,2,9,1,10,3,9,3,9,1,9,1,9,4,9,12,5,15,9,4,4,4,7,0,3,3,1,2,3,6,0,1,1,1,2,5,9,9,9,9,1,1,0,9,2,9,4,9,9,9,9,3,3,0,9,9,9,9,4,9,1,9,1,1,1,1,7,4,7,4,6,5,2,8,8,8,0,0,0,0,0,1,0, I , j ,7,0,0,0,2,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ij4,Manihikians, MANIHIKIA ,8,NA,276,0,1850,-10,-160,0,0,5,0,5,6,8,7,2,9,1,10,3,9,0,0,1,9,1,9,1,9,10,1,15,9,4,4,4,7,0,3,2,1,2,0,1,0,1,1,1,8,6,9,9,9,9,1,0,9,9,3,9,0,9,9,9,9,9,0,9,9,9,9,0,4,9,1,9,1,1,1,1,0,0,0,0,6,5,2,7,8,8,0,0,0,0,0,1,2, I , j ,4,11,88,99,2,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ia15,Manobo, MANOBO. . ,3,NA,211,0,1920,8,126,1,1,1,1,6,1,2,2,2,3,1,10,9,11,4,9,1,9,1,9,1,9,7,8,15,9,4,3,6,5,0,2,1,0,0,0,1,0,1,2,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,9,2,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, I , a ,15,0,0,0,2,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ig9,Manus, MANUS . . ,7,NA,253,0,1920,-2,147,0,0,9,1,0,4,8,2,2,9,1,8,2,6,2,9,3,9,3,9,9,9,11,6,10,5,8,2,4,7,3,3,1,1,2,0,1,3,1,2,1,2,2,9,9,0,8,1,1,6,9,2,5,9,9,9,0,9,9,9,9,9,9,9,9,2,9,1,9,1,1,9,9,1,9,1,9,2,5,4,0,8,8,0,0,0,0,0,1,2, I , g ,9,13,88,99,2,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ij2,Maori, MAORI . . ,4,NA,275,0,1820,-35,175,3,1,2,0,4,6,8,7,6,9,1,10,9,11,2,9,1,9,1,9,4,2,12,5,11,5,4,3,5,7,4,3,2,1,6,1,1,1,1,1,1,6,5,9,6,9,9,1,1,2,1,2,9,2,9,9,9,9,9,9,9,9,9,9,9,4,9,1,9,2,1,1,1,7,1,7,9,6,5,2,8,1,8,0,0,0,0,0,1,4, I , j ,2,11,54,46,2,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ij3,Marquesans, MARQUESAN ,4,NA,276,0,1900,-9,-140,0,0,4,1,5,6,8,3,7,3,1,10,2,6,3,9,1,9,1,9,1,9,1,4,1,1,4,4,4,5,2,2,2,1,2,1,5,1,1,2,1,6,6,9,9,8,9,1,2,6,1,2,6,2,9,9,9,9,3,9,9,9,9,9,9,4,5,1,9,1,1,1,1,4,4,4,0,6,5,3,8,8,8,0,0,0,0,0,1,4, I , j ,3,11,88,99,2,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
If17,Marshallese, MARSHALLE ,NA,NA,NA,0,1900,6,169,1,0,5,0,4,6,8,8,2,9,3,5,9,11,4,9,1,9,4,9,9,9,1,4,1,1,5,4,4,5,3,3,2,1,2,2,1,1,1,2,1,2,3,9,9,9,9,1,2,1,1,2,1,2,9,9,9,9,9,9,9,9,9,9,9,4,9,1,9,1,1,1,2,3,0,1,9,6,5,2,8,8,8,0,0,0,0,0,0,0, I , f ,17,0,0,0,2,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ih14,Mbau Fijians, MBAUFIJIA ,NA,NA,NA,0,1840,-18,179,1,0,5,0,4,1,8,2,2,9,1,8,9,11,4,9,3,9,1,9,9,9,0,0,0,0,5,4,5,7,6,3,3,1,2,0,5,0,1,2,1,2,1,9,9,9,6,1,1,8,9,2,8,2,9,9,9,9,9,9,9,9,9,9,9,2,9,1,9,1,1,1,2,0,0,7,1,0,5,2,8,8,8,0,0,0,0,0,0,0, I , h ,14,0,0,0,2,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ib7,Mentaweians, MENTAWEIA ,1,NA,215,0,1920,-3,100,0,1,2,1,6,2,8,1,1,9,1,10,3,9,2,9,1,9,1,9,5,9,13,2,15,9,3,4,5,7,0,3,1,0,0,0,1,0,1,2,1,6,5,9,9,9,9,8,0,9,1,2,0,3,9,9,9,9,9,0,9,9,9,0,9,1,9,1,9,1,1,9,9,3,0,0,0,6,5,4,0,0,8,0,0,0,0,0,1,1, I , b ,7,99,88,99,2,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eh2,Merina, MERINA. . ,NA,NA,NA,0,1900,-19,46,0,0,1,2,7,3,8,2,2,9,1,10,9,11,3,9,5,9,2,9,9,9,1,4,15,9,4,6,6,7,7,3,4,0,2,0,3,1,1,7,1,7,2,1,6,9,0,0,1,4,1,5,1,5,3,9,9,0,0,3,9,9,9,9,9,4,9,1,9,4,2,3,5,5,1,5,1,6,5,2,7,8,8,5,2,9,8,8,1,6, E , h ,2,39,78,99,2,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ib6,Minangkabau, MINANGKAB ,7,NA,214,0,1920,-1,101,0,0,1,2,7,6,8,8,2,9,9,7,3,5,2,9,1,9,5,4,9,9,1,4,1,1,4,6,6,7,0,4,3,4,0,0,10,2,3,7,1,7,3,1,6,0,8,8,0,0,0,1,0,2,3,9,0,9,9,0,0,0,9,0,9,4,9,1,9,4,2,2,4,1,9,3,1,0,5,4,3,8,8,0,0,0,0,0,1,2, I , b ,6,69,78,99,2,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ih1,Mota, MOTA. . . ,6,NA,263,0,1890,-14,168,0,0,3,1,6,1,8,5,3,9,3,1,9,11,2,9,1,9,6,4,9,9,8,7,15,9,1,4,5,7,0,3,1,1,2,0,1,5,1,2,1,6,3,9,9,0,9,1,0,9,9,2,2,0,9,9,0,9,9,0,9,9,9,9,0,2,9,1,9,1,1,4,5,2,1,2,1,0,5,2,3,8,8,0,0,0,0,0,1,2, I , h ,1,59,88,99,2,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ie10,Motu, MOTU. . . ,2,NA,234,0,1950,-9,147,1,0,4,0,5,1,2,7,0,9,1,8,3,9,2,9,3,9,1,9,2,9,7,8,15,9,4,3,5,7,5,4,1,1,0,5,1,3,1,2,1,6,7,9,9,9,5,1,1,0,1,2,4,4,9,9,9,9,9,9,0,9,9,9,9,2,9,1,9,1,1,1,1,4,4,4,4,4,5,4,8,9,8,0,0,0,0,0,1,0, I , e ,10,0,0,0,2,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
If13,Nauruans, NAURUANS. ,NA,NA,NA,0,1900,-1,166,0,0,4,0,6,6,8,7,2,9,3,5,9,11,3,9,1,9,4,9,2,9,1,4,1,1,5,4,4,5,4,3,2,0,0,0,1,0,1,1,1,6,7,9,9,9,9,8,0,9,1,3,9,4,9,9,9,9,9,0,9,9,9,9,9,4,9,1,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, I , f ,13,0,0,0,2,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ej16,Negri Sembilan, NEGRISEMB ,NA,NA,NA,0,1958,21,102,0,0,1,1,8,1,8,2,2,9,3,5,9,11,6,1,1,9,4,9,9,9,1,4,2,2,7,6,6,5,7,3,4,4,0,3,6,1,1,7,1,7,3,9,9,0,0,9,1,9,9,4,4,5,9,9,0,0,9,3,9,9,9,9,9,1,9,1,9,1,1,6,5,3,2,3,2,2,5,4,3,8,8,0,0,0,0,0,0,0, E , j ,16,0,0,0,2,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ii9,Niueans, NIUEANS . ,4,NA,274,0,1840,-19,-169,0,0,5,0,5,6,8,2,2,9,1,10,3,9,2,9,1,9,1,9,4,9,12,5,15,9,4,4,5,7,4,3,2,1,2,0,6,0,1,1,1,8,5,9,9,9,9,1,1,0,9,3,9,4,9,9,9,9,9,9,0,9,9,9,9,4,9,1,9,1,1,0,0,0,0,7,1,6,5,2,7,8,8,0,0,0,0,0,1,0, I , i ,9,0,0,0,2,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ii5,Ontong Java, ONTONG-JA ,3,NA,272,0,1920,-5,160,0,0,5,0,5,6,8,8,2,9,3,9,1,10,3,9,1,9,1,9,5,9,7,8,15,9,4,4,4,3,0,4,1,1,0,0,0,1,1,1,1,8,5,9,1,9,9,1,3,9,9,1,9,5,9,9,9,9,3,9,9,9,9,9,9,2,9,1,9,1,1,1,2,0,0,0,0,0,5,2,7,8,8,0,0,0,0,0,1,2, I , i ,5,0,88,99,2,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ia6,Paiwan, PAIWAN. . ,5,NA,208,0,1930,22,121,0,2,1,1,6,1,8,6,2,9,1,10,3,9,1,9,1,9,1,9,4,2,7,8,15,9,4,3,6,7,4,3,2,1,2,0,1,3,1,2,1,6,5,1,6,8,8,0,0,0,1,1,6,5,3,9,9,9,0,0,0,9,9,9,9,4,9,1,9,1,1,1,1,5,4,5,4,0,5,2,1,0,1,0,0,0,0,0,1,0, I , a ,6,0,78,88,2,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
If1,Palauans, PALAUANS. ,4,NA,244,0,1940,7,135,0,0,4,1,5,1,8,2,2,4,3,1,1,10,2,9,1,9,5,4,5,9,7,8,15,9,4,4,5,7,0,4,3,1,5,0,1,1,1,2,1,6,7,9,6,0,6,1,1,9,9,2,0,5,9,9,0,9,9,9,9,9,9,0,9,4,2,1,9,1,1,2,4,3,4,7,1,6,5,4,8,8,8,5,3,3,8,8,1,4, I , f ,1,25,88,84,2,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
