xd_id,xd_name,iso_6933,N_iso_shared,glottocode,DND.TempVsFinal,DND.glottocodeNotes,DND.glottocodeEditor,GlottoMaxParentID,GlottoMaxParentName,GlottoMaxParentLevel,EthnologueLangFam
xd1083,Bellabella,hei,1,heil1246,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,waka1280,Wakashan,family,
xd10,Herero,her,1,here1253,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd930,Hai//om,hgm,1,haio1238,final,final,1,khoe1240,Khoe-Kwadi,family,
xd1214,Hidatsa,hid,1,hida1246,final,final,1,siou1252,Siouan,family,
xd663,Uttar Pradesh,hin,1,hind1269,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,indo1319,Indo-European,family,
xd133,Hunde,hke,1,hund1239,final,final,1,atla1278,Atlantic-Congo,family,
xd480,Songhai,hmb,1,humb1243,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,song1307,Songhay,family,
xd685,Baiga,hne,1,chha1249,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,indo1319,Indo-European,family,
xd745,Hanunoo,hnn,1,hanu1241,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,aust1307,Austronesian,family,
xd666,Ho,hoc,1,hooo1248,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,aust1305,Austroasiatic,family,
xd1013,Holikachuk,hoi,1,holi1241,final,final,1,atha1245,Athapaskan-Eyak-Tlingit,family,
xd1268,Hopi,hop,1,hopi1249,final,final,1,utoa1244,Uto-Aztecan,family,
xd854,Tangu,hrc,1,tang1355,final,final,1,lowe1437,Lower Sepik-Ramu,family,
xd572,Hungarian,hun,1,hung1274,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,ural1272,Uralic,family,
xd1096,Hupa,hup,1,hupa1239,final,final,1,atha1245,Athapaskan-Eyak-Tlingit,family,
xd1086,Cowichan,hur,2,cowi1241,TEMP,"final, though may be over-resolved",2,sali1255,Salishan,family,
xd1087,Stalo,hur,2,cowi1241,final,final,3,sali1255,Salishan,family,
xd1297,Huastec,hus,1,huas1242,final,final,1,maya1287,Mayan,family,
xd1370,Witoto,huu,1,mica1243,final,final,1,huit1251,Huitotoan,family,
xd1305,Huave,huv,1,sanm1287,final,final,1,huav1256,Huavean,family,
xd328,Hona,hwo,1,hwan1240,final,final,1,afro1255,Afro-Asiatic,family,
xd575,Armenians,hye,1,nucl1235,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,indo1319,Indo-European,family,
xd813,Iatmul,ian,1,iatm1242,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,nduu1242,Ndu,family,
xd750,Iban,iba,1,iban1264,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,aust1307,Austronesian,family,
xd198,Ibibio,ibb,1,ibib1240,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd907,Agta (Isabela),ibg,1,iban1267,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,aust1307,Austronesian,family,
xd201,Afikpo,ibo,2,afik1238,TEMP,"final, though may be over-resolved",2,atla1278,Atlantic-Congo,family,
xd187,Ibo,ibo,2,nucl1417,final,"final, couldn't narrow further",3,atla1278,Atlantic-Congo,family,
xd314,Kentu,ich,1,etky1238,final,final,1,atla1278,Atlantic-Congo,family,
xd110,Tiriki,ida,1,idak1243,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd207,Idoma,idu,1,idom1241,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd743,Ifugao,ifb,1,bata1298,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,aust1307,Austronesian,family,
xd213,Ife,ife,1,ifee1241,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd190,Igbira,igb,1,ebir1243,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd209,Igala,igl,1,igal1242,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd645,Lolo,iii,1,sich1238,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,sino1245,Sino-Tibetan,family,
xd199,Ijaw,ijn,1,kala1381,final,final,1,ijoi1239,Ijoid,family,
xd1030,Baffin Island Inuit,ike,4,baff1240,TEMP,"final, though may be over-resolved",2,eski1264,Eskimo-Aleut,family,
xd1039,Labrador Inuit,ike,4,labr1244,TEMP,"final, though may be over-resolved",2,eski1264,Eskimo-Aleut,family,
xd1017,Great Whale Inuit,ike,4,queb1248,TEMP,"final, though may be over-resolved",2,eski1264,Eskimo-Aleut,family,
xd1061,Taqagmiut,ike,4,queb1248,TEMP,"final, though may be over-resolved",2,eski1264,Eskimo-Aleut,family,
xd1038,Caribou Inuit,ikt,7,cari1277,TEMP,"final, though may be over-resolved",2,eski1264,Eskimo-Aleut,family,
xd1024,Aivilingmiut Inuit,ikt,7,carli1277,final,final,3,eski1264,Eskimo-Aleut,family,
xd1022,Copper Inuit,ikt,7,copp1244,TEMP,"final, though may be over-resolved",2,eski1264,Eskimo-Aleut,family,
xd1060,Netsilik,ikt,7,nets1241,TEMP,"final, though may be over-resolved",2,eski1264,Eskimo-Aleut,family,
xd1023,Utkuhikhalingmiut,ikt,7,nets1241,final,final,3,eski1264,Eskimo-Aleut,family,
xd1019,Inuvialuit,ikt,7,sigl1242,final,final,3,eski1264,Eskimo-Aleut,family,
xd1025,Iglulik Inuit,ikt,7,west2618,final,"final, couldn't narrow further",3,eski1264,Eskimo-Aleut,family,
xd33,Ila,ilb,1,ilaa1246,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd1066,Ingalik,ing,1,dege1248,final,final,1,atha1245,Athapaskan-Eyak-Tlingit,family,
xd1230,Iowa,iow,2,iowa1246,TEMP,"final, though may be over-resolved",2,siou1252,Siouan,family,
xd1231,Oto,iow,2,otoo1241,TEMP,"final, though may be over-resolved",2,siou1252,Siouan,family,
xd448,Iraqw,irk,1,asaa1238,final,final,1,afro1255,Afro-Asiatic,family,
xd542,Icelanders,isl,1,icel1247,final,final,1,indo1319,Indo-European,family,
xd203,Isoko,iso,1,isok1239,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd621,Itelmen,itl,1,itel1242,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,chuk1271,Chukotko-Kamchatkan,family,
xd200,Itsekiri,its,1,isek1239,final,final,1,atla1278,Atlantic-Congo,family,
xd555,Ingrians,izh,1,ingr1248,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,ural1272,Uralic,family,
xd1315,Jacaltec,jac,1,popt1235,final,final,1,maya1287,Mayan,family,
xd751,Javanese,jas,1,newc1244,final,final,1,aust1307,Austronesian,family,
xd309,Jukun,jbu,1,juku1254,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd313,Jibu,jib,1,jibu1239,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd1316,Jicaque,jic,1,toll1241,final,final,1,jica1245,Jicaquean,family,
xd1367,Jivaro,jiv,1,shua1257,final,final,1,jiva1245,Jivaroan,family,
xd369,Mesakin,jle,1,ngil1242,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,narr1279,Narrow Talodi,family,
xd447,Jimma,jnj,2,fuga1235,TEMP,"final, though may be over-resolved",2,gong1255,Ta-Ne-Omotic,family,
xd436,Janjero,jnj,2,toba1264,TEMP,"final, though may be over-resolved",2,gong1255,Ta-Ne-Omotic,family,
xd648,Japanese,jpn,1,nucl1643,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,japo1237,Japonic,family,
xd522,Kabyle,kab,1,kaby1243,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,afro1255,Afro-Asiatic,family,
xd711,Kachin,kac,1,kach1280,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,sino1245,Sino-Tibetan,family,
xd308,Kadara,kad,1,kada1284,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd459,Karekare,kai,1,kare1348,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,afro1255,Afro-Asiatic,family,
xd1040,Angmagsalik (East Greenland),kal,3,east2535,TEMP,"final, though may be over-resolved",2,eski1264,Eskimo-Aleut,family,
xd1031,Inughuit (Northern Greenland),kal,3,pola1254,TEMP,"final, though may be over-resolved",2,eski1264,Eskimo-Aleut,family,
xd1041,Kalaallit (West Greenland),kal,3,west2617,TEMP,"final, though may be over-resolved",2,eski1264,Eskimo-Aleut,family,
xd103,Kamba,kam,1,kamb1297,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd259,Kasonke,kao,1,xaas1235,final,final,1,mand1469,Mande,family,
xd670,Kashmir,kas,1,kash1277,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,indo1319,Indo-European,family,
xd584,Georgians,kat,2,imer1248,TEMP,"final, though may be over-resolved",2,kart1248,Kartvelian,family,
xd578,Khevsur,kat,2,xevs1238,final,final,3,kart1248,Kartvelian,family,
xd1402,Camayura,kay,1,kama1373,final,final,1,tupi1275,Tupian,family,
xd609,Kazak,kaz,1,kaza1248,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,turk1311,Turkic,family,
xd1391,Caduveo,kbc,1,kadi1248,final,final,1,guai1249,Guaicuruan,family,
xd580,Cherkess,kbd,1,grea1271,final,final,1,abkh1242,Abkhaz-Adyge,family,
xd801,Koiari,kbk,1,gras1249,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,koia1260,Koiarian,family,
xd467,Kanembu,kbl,1,kane1243,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,saha1256,Saharan,family,
xd287,Kabre,kbp,1,kabi1261,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd438,Kafa,kbr,1,kafa1242,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,gong1255,Ta-Ne-Omotic,family,
xd468,Kanuri,kby,1,mang1399,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,saha1256,Saharan,family,
xd618,Ob Ostyak,kca,1,khan1273,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,ural1272,Uralic,family,
xd310,Kagoro,kcg,2,kago1246,TEMP,"final, though may be over-resolved",2,atla1278,Atlantic-Congo,family,
xd298,Katab,kcg,2,kata1265,TEMP,"final, though may be over-resolved",2,atla1278,Atlantic-Congo,family,
xd969,Jankundjara,kdd,1,yank1248,final,final,1,pama1250,Pama-Nyungan,family,
xd68,Makonde,kde,1,mako1251,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd291,Tem,kdh,1,temm1241,final,final,1,atla1278,Atlantic-Congo,family,
xd397,Jie,kdj,2,jiee1239,TEMP,"final, though may be over-resolved",2,nilo1247,Nilotic,family,
xd407,Karamojong,kdj,2,nucl1430,TEMP,"final, though may be over-resolved",2,nilo1247,Nilotic,family,
xd63,Kunda,kdn,1,kund1255,final,final,1,atla1278,Atlantic-Congo,family,
xd560,Lithuanian Karaim,kdr,1,kara1464,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,turk1311,Turkic,family,
xd113,Kerewe,ked,1,kere1283,final,final,1,atla1278,Atlantic-Congo,family,
xd1283,Cochiti,kee,4,coch1273,TEMP,"final, though may be over-resolved",2,kere1287,Keresan,family,
xd1278,Santo Domingo,kee,4,sant1425,TEMP,"final, though may be over-resolved",2,kere1287,Keresan,family,
xd1262,Santa Ana,kee,4,sant1426,TEMP,"final, though may be over-resolved",2,kere1287,Keresan,family,
xd1276,Sia,kee,4,ziaa1251,TEMP,"final, though may be over-resolved",2,kere1287,Keresan,family,
xd770,Kei,kei,1,keii1239,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,aust1307,Austronesian,family,
xd912,Kadar,kej,1,kada1242,final,final,1,drav1251,Dravidian,family,
xd140,Kela,kel,1,kela1254,final,final,1,atla1278,Atlantic-Congo,family,
xd193,Banyang,ken,1,keny1279,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd389,Kakwa,keo,1,kakw1240,final,final,1,nilo1247,Nilotic,family,
xd636,Ket,ket,1,kett1243,final,final,1,yeni1252,Yeniseian,family,
xd681,Coorg,kfa,1,koda1255,final,final,1,drav1251,Dravidian,family,
xd674,Koya,kff,1,koya1251,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,drav1251,Dravidian,family,
xd255,Yatenga,kfz,1,koro1298,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd368,Korongo,kgo,1,fama1238,final,final,1,kadu1256,Kadugli-Krongo,family,
xd808,Mimika,kgq,1,kamo1255,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,nucl1709,Nuclear Trans New Guinea,family,
xd714,Khasi,kha,1,khas1269,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,aust1305,Austroasiatic,family,
xd611,Khalka,khk,1,halh1238,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,mong1329,Mongolic,family,
xd722,Khmer,khm,2,nucl1298,TEMP,"final, though may be over-resolved",2,aust1305,Austroasiatic,family,
xd727,Cambodians,khm,2,sout2688,TEMP,"final, though may be over-resolved",2,aust1305,Austroasiatic,family,
xd22,Ngumbi,khu,1,nkhu1238,final,final,1,atla1278,Atlantic-Congo,family,
xd146,Lokele,khy,1,kele1255,final,final,1,atla1278,Atlantic-Congo,family,
xd367,Koalib,kib,1,koal1240,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,heib1242,Heiban,family,
xd1235,Kickapoo,kic,1,kick1244,final,final,1,algi1248,Algic,family,
xd852,Trobriands,kij,1,kili1267,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,aust1307,Austronesian,family,
xd109,Kikuyu,kik,1,kiku1240,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd128,Ruanda,kin,1,kiny1244,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd1216,Kiowa,kio,1,kiow1266,final,final,1,kiow1265,Kiowa-Tanoan,family,
xd789,Kiwai,kjd,1,sout2949,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,kiwa1251,Kiwaian,family,
xd1263,Acoma,kjq,2,acom1246,final,final,1,kere1287,Keresan,family,
xd1264,Laguna,kjq,2,acom1246,final,final,1,kere1287,Keresan,family,
xd121,Kaguru,kki,1,kagu1239,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd1056,Kaska,kkz,1,kask1239,final,final,1,atha1245,Athapaskan-Eyak-Tlingit,family,
xd1134,Kiliwa,klb,1,kili1268,final,final,1,coch1271,Cochimi-Yuman,family,
xd970,Ualarai,kld,1,gami1243,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,pama1250,Pama-Nyungan,family,
xd228,Kru,klu,1,klao1243,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd788,Kwoma,kmo,1,kwom1262,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,sepi1257,Sepik,family,
xd378,Mao,kmq,1,kwam1249,final,final,1,koma1264,Koman,family,
xd152,Kumu,kmw,1,komo1260,final,final,1,atla1278,Atlantic-Congo,family,
xd478,Dera,kna,1,dera1248,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,afro1255,Afro-Asiatic,family,
xd739,Kalinga,knb,1,lubu1243,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,aust1307,Austronesian,family,
xd260,Koranko,knk,1,kura1250,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,mand1469,Mande,family,
xd725,Semang,kns,1,kens1248,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,aust1305,Austroasiatic,family,
xd763,Kodi,kod,1,kodi1247,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,aust1307,Austronesian,family,
xd1327,Cagaba,kog,1,cogu1240,final,final,1,chib1249,Chibchan,family,
xd114,Konjo,koo,1,konz1239,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd162,Kota,koq,1,kota1274,final,final,1,atla1278,Atlantic-Congo,family,
xd638,Koreans,kor,1,kore1280,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,kore1284,Koreanic,family,
xd826,Kusaians,kos,1,kosr1238,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,aust1307,Austronesian,family,
xd346,Kotoko,kot,1,lagw1237,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,afro1255,Afro-Asiatic,family,
xd1010,Koyukon,koy,1,koyu1237,final,final,1,atha1245,Athapaskan-Eyak-Tlingit,family,
xd1352,Curipaco,kpc,1,curr1243,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,araw1281,Arawakan,family,
xd886,Kapingamarang,kpg,1,kapi1249,final,final,1,aust1307,Austronesian,family,
xd1407,Caraja,kpj,1,java1255,final,final,1,nucl1710,Nuclear-Macro-Je,family,
xd633,Koryak,kpy,1,kory1246,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,chuk1271,Chukotko-Kamchatkan,family,
xd403,Sapei,kpz,1,kups1238,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,nilo1247,Nilotic,family,
xd797,Koita,kqi,1,koit1244,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,koia1260,Koiarian,family,
xd58,Kaonde,kqn,1,kaon1241,final,final,1,atla1278,Atlantic-Congo,family,
xd1413,Botocudo,kqq,1,kren1239,final,final,1,nucl1710,Nuclear-Macro-Je,family,
xd197,Kissi,kqs,1,nort2765,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd449,Baditu,kqy,2,koor1239,final,final,1,gong1255,Ta-Ne-Omotic,family,
xd418,Gibe,kqy,2,koor1239,final,final,1,gong1255,Ta-Ne-Omotic,family,
xd311,Kurama,krh,1,kura1249,final,final,1,atla1278,Atlantic-Congo,family,
xd229,Sapo,krn,1,sapo1251,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd668,Oraon,kru,1,kuru1302,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,drav1251,Dravidian,family,
xd227,Kran,krw,1,west2488,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd77,Shambala,ksb,1,sham1280,final,final,1,atla1278,Atlantic-Congo,family,
xd169,Bafia,ksf,1,bafi1243,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd141,Kutshu,ksv,1,kusu1252,final,final,1,atla1278,Atlantic-Congo,family,
xd800,Muju,kts,1,meto1239,final,final,1,nucl1709,Nuclear Trans New Guinea,family,
xd1,!Kung,ktz,1,juho1239,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,kxaa1236,Kxa,family,
xd1398,Kuikuru,kui,1,kuik1246,final,final,1,cari1283,Cariban,family,
xd579,Kumyk,kum,1,kumy1244,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,turk1311,Turkic,family,
xd279,Kusasi,kus,1,kusa1250,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd757,Kubu,kvb,1,kubu1239,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,aust1307,Austronesian,family,
xd329,Kapsiki,kvj,1,psik1239,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,afro1255,Afro-Asiatic,family,
xd1309,Cuna,kvn,1,bord1248,final,final,1,chib1249,Chibchan,family,
xd850,Kwaio,kwd,1,kwai1243,final,final,1,aust1307,Austronesian,family,
xd811,Soromadja,kwe,1,nucl1595,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,kwer1242,Kwerbic,family,
xd1090,Kwakiutl,kwk,1,kwak1269,final,final,1,waka1280,Wakashan,family,
xd38,Kongo,kwy,1,sans1272,final,final,1,atla1278,Atlantic-Congo,family,
xd415,Konso,kxc,1,kons1243,final,final,1,afro1255,Afro-Asiatic,family,
xd675,Khond,kxu,1,kuii1252,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,drav1251,Dravidian,family,
xd66,Kuba,kxx,1,liku1242,final,final,1,atla1278,Atlantic-Congo,family,
xd1310,Lacandon,lac,1,laca1243,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,maya1287,Mayan,family,
xd93,Rangi,lag,1,lang1320,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd409,Lango,laj,1,lang1324,final,final,1,nilo1247,Nilotic,family,
xd341,Laka,lak,1,laka1252,final,final,1,atla1278,Atlantic-Congo,family,
xd142,Lalia,lal,1,lali1242,final,final,1,atla1278,Atlantic-Congo,family,
xd71,Lamba,lam,1,lamb1271,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd530,Romans,lat,1,lati1261,final,final,1,indo1319,Indo-European,family,
xd559,Latvians,lav,1,latv1249,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,indo1319,Indo-European,family,
xd748,Bontok,lbk,1,cent2292,final,final,1,aust1307,Austronesian,family,
xd716,Lamet,lbn,1,lame1256,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,aust1305,Austroasiatic,family,
xd951,Lardil,lbz,1,lard1243,final,final,1,tang1340,Tangkic,family,
xd52,Luchazi,lch,1,luch1239,final,final,1,atla1278,Atlantic-Congo,family,
xd719,Lawa,lcp,1,laoo1243,final,final,1,aust1305,Austroasiatic,family,
xd135,Rega,lea,1,lega1249,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd59,Lala,leb,1,lala1264,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd358,Lendu,led,1,lend1245,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,cent2225,Central Sudanic,family,
xd1396,Lengua,leg,1,leng1262,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,leng1261,Lengua-Mascoy,family,
xd48,Lele,lel,1,lele1265,final,final,1,atla1278,Atlantic-Congo,family,
xd1312,Lenca,len,1,lenc1242,final,final,1,lenc1239,Lencan,family,
xd655,Lepcha,lep,1,lepc1244,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,sino1245,Sino-Tibetan,family,
xd360,Lese,les,1,arum1242,final,final,1,cent2225,Central Sudanic,family,
xd362,Lugbara,lgg,1,lugb1240,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,cent2225,Central Sudanic,family,
xd652,Li,lic,1,hlai1239,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,taik1256,Tai-Kadai,family,
xd1207,Lillooet,lil,1,lill1248,final,final,1,sali1255,Salishan,family,
xd147,Ngala,lin,1,ling1263,final,final,1,atla1278,Atlantic-Congo,family,
xd573,Lithuanians,lit,1,lith1251,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,indo1319,Indo-European,family,
xd562,Livs,liv,1,livv1244,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,ural1272,Uralic,family,
xd408,Pari,lkr,1,pari1256,final,final,1,nilo1247,Nilotic,family,
xd1227,Teton,lkt,1,brul1239,final,final,1,siou1252,Siouan,family,
xd842,Usiai,lle,1,sabo1241,final,final,1,aust1307,Austronesian,family,
xd870,Lau,llx,1,laua1243,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,aust1307,Austronesian,family,
xd155,Rumbi,lmi,1,lomb1254,final,final,1,cent2225,Central Sudanic,family,
xd179,Nsungli,lmp,1,limb1268,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd864,Epi,lmu,1,lame1260,final,final,1,aust1307,Austronesian,family,
xd1120,Lake Miwok,lmw,1,lake1258,final,final,1,miwo1274,Miwok-Costanoan,family,
xd178,Nsaw,lns,1,lamn1239,final,final,1,atla1278,Atlantic-Congo,family,
xd321,Longuda,lnu,1,long1389,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd246,Lobi,lob,1,gong1254,final,final,1,atla1278,Atlantic-Congo,family,
xd361,Logo,log,1,logo1259,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,cent2225,Central Sudanic,family,
xd139,Ekonda,lol,3,ekon1238,TEMP,"final, though may be over-resolved",2,atla1278,Atlantic-Congo,family,
xd143,Mongo,lol,3,kobu1299,final,final,3,atla1278,Atlantic-Congo,family,
xd160,Nkundo,lol,3,nkun1238,TEMP,"final, though may be over-resolved",2,atla1278,Atlantic-Congo,family,
xd387,Lotuko,lot,1,otuh1238,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,nilo1247,Nilotic,family,
xd26,Lozi,loz,1,lozi1239,final,final,1,atla1278,Atlantic-Congo,family,
xd148,Poto,lse,1,luse1252,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd134,Lulua,lua,1,luba1249,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd182,Luba,lub,1,luba1250,final,final,1,atla1278,Atlantic-Congo,family,
xd35,Luvale,lue,1,luva1239,final,final,1,atla1278,Atlantic-Congo,family,
xd124,Ganda,lug,1,gand1255,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
