ISO 693-3 code,Language name,FAMILY-CORRECTED,Classification,Class1,Class2,Class3,,,
mrf,Elseng,Language isolate,Language isolate,Language isolate,,,,,
myr,Muniche,Language isolate,Language isolate,Language isolate,,,,,
mzp,Movima,Language isolate,Language isolate,Language isolate,,,,,
nll,Nihali,Language isolate,Language isolate,Language isolate,,,,,
nce,Yale,Language isolate,Language isolate,Language isolate,,,,,
ncz,Natchez,Language isolate,Language isolate,Language isolate,,,,,
niv,Gilyak,Language isolate,Language isolate,Language isolate,,,,,
oti,Oti,Language isolate,Language isolate,Language isolate,,,,,
opy,Ofayé,Language isolate,Language isolate,Language isolate,,,,,
omu,Omurano,Language isolate,Language isolate,Language isolate,,,,,
paz,Pankararú,Language isolate,Language isolate,Language isolate,,,,,
pby,Pyu,Language isolate,Language isolate,Language isolate,,,,,
pue,Puelche,Language isolate,Language isolate,Language isolate,,,,,
rkb,Rikbaktsa,Language isolate,Language isolate,Language isolate,,,,,
sht,Shasta,Language isolate,Language isolate,Language isolate,,,,,
sua,Sulka,Language isolate,Language isolate,Language isolate,,,,,
sis,Siuslaw,Language isolate,Language isolate,Language isolate,,,,,
spc,Sapé,Language isolate,Language isolate,Language isolate,,,,,
sei,Seri,Language isolate,Language isolate,Language isolate,,,,,
sln,Salinan,Language isolate,Language isolate,Language isolate,,,,,
tba,Aikanã,Language isolate,Language isolate,Language isolate,,,,,
tud,Tuxá,Language isolate,Language isolate,Language isolate,,,,,
tca,Ticuna,Language isolate,Language isolate,Language isolate,,,,,
tun,Tunica,Language isolate,Language isolate,Language isolate,,,,,
tpy,Trumai,Language isolate,Language isolate,Language isolate,,,,,
tqw,Tonkawa,Language isolate,Language isolate,Language isolate,,,,,
tli,Tlingit,Language isolate,Language isolate,Language isolate,,,,,
trr,Taushiro,Language isolate,Language isolate,Language isolate,,,,,
uam,Uamué,Language isolate,Language isolate,Language isolate,,,,,
ura,Urarina,Language isolate,Language isolate,Language isolate,,,,,
vil,Vilela,Language isolate,Language isolate,Language isolate,,,,,
was,Washo,Language isolate,Language isolate,Language isolate,,,,,
wba,Warao,Language isolate,Language isolate,Language isolate,,,,,
xoo,Xukurú,Language isolate,Language isolate,Language isolate,,,,,
xwa,Kwaza,Language isolate,Language isolate,Language isolate,,,,,
xin,Xinca,Language isolate,Language isolate,Language isolate,,,,,
yag,Yámana,Language isolate,Language isolate,Language isolate,,,,,
yuc,Yuchi,Language isolate,Language isolate,Language isolate,,,,,
yau,Yuwana,Language isolate,Language isolate,Language isolate,,,,,
yuz,Yuracare,Language isolate,Language isolate,Language isolate,,,,,
zun,Zuni,Language isolate,Language isolate,Language isolate,,,,,
len,Lenca,Lencan,Lencan,Lencan,,,,,
wsa,Warembori,Lower Mamberamo,Lower Mamberamo,Lower Mamberamo,,,,,
yki,Yoke,Lower Mamberamo,Lower Mamberamo,Lower Mamberamo,,,,,
ara,Arabic,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
aym,Aymara,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
aze,Azerbaijani,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
bnc,Bontok,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
bal,Baluchi,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
bua,Buriat,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
bik,Bikol,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
chm,Mari,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
cre,Cree,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
din,Dinka,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
doi,Dogri,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
del,Delaware,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
den,Slave,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
est,Estonian,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
ful,Fulah,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
fas,Persian,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
gba,Gbaya,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
gon,Gondi,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
grb,Grebo,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
grn,Guarani,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
hai,Haida,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
hbs,Serbo-Croatian,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
hmn,Hmong,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
ipk,Inupiaq,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
iku,Inuktitut,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
jrb,Judeo-Arabic,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
kau,Kanuri,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
kur,Kurdish,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
kok,Konkani,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
kom,Komi,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
kon,Kongo,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
kpe,Kpelle,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
kln,Kalenjin,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
lah,Lahnda,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
lav,Latvian,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
luy,Oluluyia,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
man,Mandingo,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
mon,Mongolian,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
mwr,Marwari,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
mlg,Malagasy,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
msa,Malay,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
nep,Nepali,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
ori,Oriya,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
oji,Ojibwa,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
orm,Oromo,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
pus,Pushto,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
que,Quechua,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
raj,Rajasthani,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
rom,Romany,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
swa,Swahili,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
sqi,Albanian,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
srd,Sardinian,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
syr,Syriac,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
tmh,Tamashek,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
uzb,Uzbek,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
yid,Yiddish,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
zha,Zhuang,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
zho,Chinese,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
zap,Zapotec,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
zza,Zaza,Macrolanguage,Macrolanguage,Macrolanguage,,,,,
mjd,"Maidu, Northwest",Maiduan,Maiduan,Maiduan,,,,,
nsz,Nisenan,Maiduan,Maiduan,Maiduan,,,,,
nmu,"Maidu, Northeast",Maiduan,"Maiduan, Maidu",Maiduan,Maidu,,,,
vmv,"Maidu, Valley",Maiduan,"Maiduan, Maidu",Maiduan,Maidu,,,,
plu,Palikúr,Maipurean,"Maipurean, Northern, Eastern, Palikur",Maipurean,Northern,Eastern,,,
arw,Arawak,Maipurean,"Maipurean, Northern, Maritime, Ta-Maipurean",Maipurean,Northern,Maritime,,,
guc,Wayuu,Maipurean,"Maipurean, Northern, Maritime, Ta-Maipurean",Maipurean,Northern,Maritime,,,
pbg,Paraujano,Maipurean,"Maipurean, Northern, Maritime, Ta-Maipurean",Maipurean,Northern,Maritime,,,
tnq,Taino,Maipurean,"Maipurean, Northern, Maritime, Ta-Maipurean",Maipurean,Northern,Maritime,,,
cab,Garifuna,Maipurean,"Maipurean, Northern, Maritime, Ta-Maipurean, Iñeri",Maipurean,Northern,Maritime,,,
aox,Atorada,Maipurean,"Maipurean, Northern, Maritime, Wapixana",Maipurean,Northern,Maritime,,,
mpw,Mapidian,Maipurean,"Maipurean, Northern, Maritime, Wapixana",Maipurean,Northern,Maritime,,,
wap,Wapishana,Maipurean,"Maipurean, Northern, Maritime, Wapixana",Maipurean,Northern,Maritime,,,
rgr,Resígaro,Maipurean,"Maipurean, Northern, Upper Amazon",Maipurean,Northern,Upper Amazon,,,
bae,Baré,Maipurean,"Maipurean, Northern, Upper Amazon, Central Upper Amazon, Baré",Maipurean,Northern,Upper Amazon,,,
bvv,Baniva,Maipurean,"Maipurean, Northern, Upper Amazon, Central Upper Amazon, Yavitero",Maipurean,Northern,Upper Amazon,,,
yvt,Yavitero,Maipurean,"Maipurean, Northern, Upper Amazon, Central Upper Amazon, Yavitero",Maipurean,Northern,Upper Amazon,,,
tae,Tariana,Maipurean,"Maipurean, Northern, Upper Amazon, Eastern Nawiki",Maipurean,Northern,Upper Amazon,,,
bwi,Baniwa,Maipurean,"Maipurean, Northern, Upper Amazon, Eastern Nawiki, Karu",Maipurean,Northern,Upper Amazon,,,
kpc,Curripaco,Maipurean,"Maipurean, Northern, Upper Amazon, Eastern Nawiki, Karu",Maipurean,Northern,Upper Amazon,,,
xir,Xiriâna,Maipurean,"Maipurean, Northern, Upper Amazon, Unclassified",Maipurean,Northern,Upper Amazon,,,
ybn,Yabaâna,Maipurean,"Maipurean, Northern, Upper Amazon, Unclassified",Maipurean,Northern,Upper Amazon,,,
cbb,Cabiyarí,Maipurean,"Maipurean, Northern, Upper Amazon, Western Nawiki",Maipurean,Northern,Upper Amazon,,,
ycn,Yucuna,Maipurean,"Maipurean, Northern, Upper Amazon, Western Nawiki",Maipurean,Northern,Upper Amazon,,,
aca,Achagua,Maipurean,"Maipurean, Northern, Upper Amazon, Western Nawiki, Piapoco",Maipurean,Northern,Upper Amazon,,,
pio,Piapoco,Maipurean,"Maipurean, Northern, Upper Amazon, Western Nawiki, Piapoco",Maipurean,Northern,Upper Amazon,,,
gae,Guarequena,Maipurean,"Maipurean, Northern, Upper Amazon, Western Nawiki, Warekena",Maipurean,Northern,Upper Amazon,,,
mht,Mandahuaca,Maipurean,"Maipurean, Northern, Upper Amazon, Western Nawiki, Warekena",Maipurean,Northern,Upper Amazon,,,
cni,Asháninka,Maipurean,"Maipurean, Southern, Campa",Maipurean,Southern,Campa,,,
cox,Nanti,Maipurean,"Maipurean, Southern, Campa, Ashéninga",Maipurean,Southern,Campa,,,
cjo,Ashéninka Pajonal,Maipurean,"Maipurean, Southern, Campa, Ashéninga",Maipurean,Southern,Campa,,,
cpb,"Ashéninka, Ucayali-Yurúa",Maipurean,"Maipurean, Southern, Campa, Ashéninga",Maipurean,Southern,Campa,,,
cpc,Ajyíninka Apurucayali,Maipurean,"Maipurean, Southern, Campa, Ashéninga",Maipurean,Southern,Campa,,,
cpu,"Ashéninka, Pichis",Maipurean,"Maipurean, Southern, Campa, Ashéninga",Maipurean,Southern,Campa,,,
cpy,"Ashéninka, South Ucayali",Maipurean,"Maipurean, Southern, Campa, Ashéninga",Maipurean,Southern,Campa,,,
not,Nomatsiguenga,Maipurean,"Maipurean, Southern, Campa, Ashéninga",Maipurean,Southern,Campa,,,
prq,Ashéninka Perené,Maipurean,"Maipurean, Southern, Campa, Ashéninga",Maipurean,Southern,Campa,,,
cot,Caquinte,Maipurean,"Maipurean, Southern, Campa, Machiguenga",Maipurean,Southern,Campa,,,
mcb,Machiguenga,Maipurean,"Maipurean, Southern, Campa, Machiguenga",Maipurean,Southern,Campa,,,
pab,Parecís,Maipurean,"Maipurean, Southern, Central, Paresí",Maipurean,Southern,Central,,,
sar,Saraveca,Maipurean,"Maipurean, Southern, Central, Paresí",Maipurean,Southern,Central,,,
mmh,Mehináku,Maipurean,"Maipurean, Southern, Central, Waurá",Maipurean,Southern,Central,,,
wau,Waurá,Maipurean,"Maipurean, Southern, Central, Waurá, Waurá-Meinaku",Maipurean,Southern,Central,,,
yaw,Yawalapití,Maipurean,"Maipurean, Southern, Central, Waurá, Waurá-Meinaku",Maipurean,Southern,Central,,,
brg,Baure,Maipurean,"Maipurean, Southern, Southern Outlier, Mojo",Maipurean,Southern,Southern Outlier,,,
pnk,Paunaka,Maipurean,"Maipurean, Southern, Southern Outlier, Mojo",Maipurean,Southern,Southern Outlier,,,
ign,Ignaciano,Maipurean,"Maipurean, Southern, Southern Outlier, Mojo, Mojo",Maipurean,Southern,Southern Outlier,,,
trn,Trinitario,Maipurean,"Maipurean, Southern, Southern Outlier, Mojo, Mojo",Maipurean,Southern,Southern Outlier,,,
apu,Apurinã,Maipurean,"Maipurean, Southern, Southern Outlier, Piro",Maipurean,Southern,Southern Outlier,,,
inp,Iñapari,Maipurean,"Maipurean, Southern, Southern Outlier, Piro",Maipurean,Southern,Southern Outlier,,,
knm,Kanamarí,Maipurean,"Maipurean, Southern, Southern Outlier, Piro",Maipurean,Southern,Southern Outlier,,,
cuj,Mashco Piro,Maipurean,"Maipurean, Southern, Southern Outlier, Piro, Piro",Maipurean,Southern,Southern Outlier,,,
mpd,Machinere,Maipurean,"Maipurean, Southern, Southern Outlier, Piro, Piro",Maipurean,Southern,Southern Outlier,,,
pib,Yine,Maipurean,"Maipurean, Southern, Southern Outlier, Piro, Piro",Maipurean,Southern,Southern Outlier,,,
gqn,Guana,Maipurean,"Maipurean, Southern, Southern Outlier, Terena",Maipurean,Southern,Southern Outlier,,,
ter,Terêna,Maipurean,"Maipurean, Southern, Southern Outlier, Terena",Maipurean,Southern,Southern Outlier,,,
ame,Yanesha’,Maipurean,"Maipurean, Southern, Western",Maipurean,Southern,Western,,,
ccc,Chamicuro,Maipurean,"Maipurean, Southern, Western",Maipurean,Southern,Western,,,
cum,Cumeral,Maipurean,"Maipurean, Unclassified",Maipurean,Unclassified,,,,
mzx,Mawayana,Maipurean,"Maipurean, Unclassified",Maipurean,Unclassified,,,,
ome,Omejes,Maipurean,"Maipurean, Unclassified",Maipurean,Unclassified,,,,
pod,Ponares,Maipurean,"Maipurean, Unclassified",Maipurean,Unclassified,,,,
toe,Tomedes,Maipurean,"Maipurean, Unclassified",Maipurean,Unclassified,,,,
unk,Enawené-Nawé,Maipurean,"Maipurean, Unclassified",Maipurean,Unclassified,,,,
etz,Semimi,Mairasi,Mairasi,Mairasi,,,,,
mnu,Mer,Mairasi,Mairasi,Mairasi,,,,,
zrs,Mairasi,Mairasi,Mairasi,Mairasi,,,,,
arn,Mapudungun,Mapudungu,Mapudungu,Mapudungu,,,,,
huh,Huilliche,Mapudungu,Mapudungu,Mapudungu,,,,,
gva,Guana,Mascoyan,Mascoyan,Mascoyan,,,,,
leg,Lengua,Mascoyan,Mascoyan,Mascoyan,,,,,
sap,Sanapaná,Mascoyan,Mascoyan,Mascoyan,,,,,
emo,Emok,Mascoyan,"Mascoyan, Mascoy",Mascoyan,Mascoy,,,,
tmf,Toba-Maskoy,Mascoyan,"Mascoyan, Mascoy",Mascoyan,Mascoy,,,,
cag,Nivaclé,Matacoan,Matacoan,Matacoan,,,,,
crq,"Chorote, Iyo’wujwa",Matacoan,Matacoan,Matacoan,,,,,
mca,Maka,Matacoan,Matacoan,Matacoan,,,,,
crt,"Chorote, Iyojwa’ja",Matacoan,"Matacoan, Chorote",Matacoan,Chorote,,,,
mtp,Wichí Lhamtés Nocten,Matacoan,"Matacoan, Mataco",Matacoan,Mataco,,,,
mzh,Wichí Lhamtés Güisnay,Matacoan,"Matacoan, Mataco",Matacoan,Mataco,,,,
wlv,Wichí Lhamtés Vejoz,Matacoan,"Matacoan, Mataco",Matacoan,Mataco,,,,
mbl,Maxakalí,Maxakalian,Maxakalian,Maxakalian,,,,,
pth,Pataxó Hã-Ha-Hãe,Maxakalian,Maxakalian,Maxakalian,,,,,
cob,Chicomuceltec,Mayan,"Mayan, Huastecan",Mayan,Huastecan,,,,
hus,Huastec,Mayan,"Mayan, Huastecan, Huastec",Mayan,Huastecan,Huastec,,,
chf,"Chontal, Tabasco",Mayan,"Mayan, Yucatecan-Core Mayan, Core Mayan, Cholan-Tzeltalan, Cholan, Chol-Chontal",Mayan,Yucatecan-Core Mayan,Core Mayan,,,
ctu,Chol,Mayan,"Mayan, Yucatecan-Core Mayan, Core Mayan, Cholan-Tzeltalan, Cholan, Chol-Chontal, Chol",Mayan,Yucatecan-Core Mayan,Core Mayan,,,
caa,Ch’orti’,Mayan,"Mayan, Yucatecan-Core Mayan, Core Mayan, Cholan-Tzeltalan, Cholan, Chorti-Cholti",Mayan,Yucatecan-Core Mayan,Core Mayan,,,
tzh,Tzeltal,Mayan,"Mayan, Yucatecan-Core Mayan, Core Mayan, Cholan-Tzeltalan, Tzeltalan, Tzeltal",Mayan,Yucatecan-Core Mayan,Core Mayan,,,
tzo,Tzotzil,Mayan,"Mayan, Yucatecan-Core Mayan, Core Mayan, Cholan-Tzeltalan, Tzeltalan, Tzotzil",Mayan,Yucatecan-Core Mayan,Core Mayan,,,
kek,Q’eqchi’,Mayan,"Mayan, Yucatecan-Core Mayan, K’ichean-Mamean, K’ichean",Mayan,Yucatecan-Core Mayan,K’ichean-Mamean,,,
usp,Uspanteko,Mayan,"Mayan, Yucatecan-Core Mayan, K’ichean-Mamean, K’ichean",Mayan,Yucatecan-Core Mayan,K’ichean-Mamean,,,
acr,Achi,Mayan,"Mayan, Yucatecan-Core Mayan, K’ichean-Mamean, K’ichean, Poqom-K’ichean, Core K’ichean",Mayan,Yucatecan-Core Mayan,K’ichean-Mamean,,,
quc,K’iche’,Mayan,"Mayan, Yucatecan-Core Mayan, K’ichean-Mamean, K’ichean, Poqom-K’ichean, Core K’ichean",Mayan,Yucatecan-Core Mayan,K’ichean-Mamean,,,
quv,Sakapulteko,Mayan,"Mayan, Yucatecan-Core Mayan, K’ichean-Mamean, K’ichean, Poqom-K’ichean, Core K’ichean",Mayan,Yucatecan-Core Mayan,K’ichean-Mamean,,,
qum,Sipakapense,Mayan,"Mayan, Yucatecan-Core Mayan, K’ichean-Mamean, K’ichean, Poqom-K’ichean, Core K’ichean",Mayan,Yucatecan-Core Mayan,K’ichean-Mamean,,,
cak,Kaqchikel,Mayan,"Mayan, Yucatecan-Core Mayan, K’ichean-Mamean, K’ichean, Poqom-K’ichean, Core K’ichean, Kaqchikel-Tz’utujil",Mayan,Yucatecan-Core Mayan,K’ichean-Mamean,,,
tzj,Tz’utujil,Mayan,"Mayan, Yucatecan-Core Mayan, K’ichean-Mamean, K’ichean, Poqom-K’ichean, Core K’ichean, Kaqchikel-Tz’utujil",Mayan,Yucatecan-Core Mayan,K’ichean-Mamean,,,
poc,Poqomam,Mayan,"Mayan, Yucatecan-Core Mayan, K’ichean-Mamean, K’ichean, Poqom-K’ichean, Poqom, Poqomam",Mayan,Yucatecan-Core Mayan,K’ichean-Mamean,,,
poh,Poqomchi’,Mayan,"Mayan, Yucatecan-Core Mayan, K’ichean-Mamean, K’ichean, Poqom-K’ichean, Poqom, Poqomchi’",Mayan,Yucatecan-Core Mayan,K’ichean-Mamean,,,
agu,Awakateko,Mayan,"Mayan, Yucatecan-Core Mayan, K’ichean-Mamean, Mamean, Awakateko-Ixil",Mayan,Yucatecan-Core Mayan,K’ichean-Mamean,,,
ixl,Ixil,Mayan,"Mayan, Yucatecan-Core Mayan, K’ichean-Mamean, Mamean, Awakateko-Ixil",Mayan,Yucatecan-Core Mayan,K’ichean-Mamean,,,
mam,Mam,Mayan,"Mayan, Yucatecan-Core Mayan, K’ichean-Mamean, Mamean, Teco-Mam",Mayan,Yucatecan-Core Mayan,K’ichean-Mamean,,,
ttc,Tektiteko,Mayan,"Mayan, Yucatecan-Core Mayan, K’ichean-Mamean, Mamean, Teco-Mam",Mayan,Yucatecan-Core Mayan,K’ichean-Mamean,,,
cac,Chuj,Mayan,"Mayan, Yucatecan-Core Mayan, Q’anjob’alan-Chujean, Chujean",Mayan,Yucatecan-Core Mayan,Q’anjob’alan-Chujean,,,
toj,Tojolabal,Mayan,"Mayan, Yucatecan-Core Mayan, Q’anjob’alan-Chujean, Chujean",Mayan,Yucatecan-Core Mayan,Q’anjob’alan-Chujean,,,
mhc,Mocho,Mayan,"Mayan, Yucatecan-Core Mayan, Q’anjob’alan-Chujean, Q’anjob’alan",Mayan,Yucatecan-Core Mayan,Q’anjob’alan-Chujean,,,
jac,Jakalteko,Mayan,"Mayan, Yucatecan-Core Mayan, Q’anjob’alan-Chujean, Q’anjob’alan, Q’anjob’al-Akateko-Jakalteko",Mayan,Yucatecan-Core Mayan,Q’anjob’alan-Chujean,,,
knj,Akateko,Mayan,"Mayan, Yucatecan-Core Mayan, Q’anjob’alan-Chujean, Q’anjob’alan, Q’anjob’al-Akateko-Jakalteko",Mayan,Yucatecan-Core Mayan,Q’anjob’alan-Chujean,,,
kjb,Q’anjob’al,Mayan,"Mayan, Yucatecan-Core Mayan, Q’anjob’alan-Chujean, Q’anjob’alan, Q’anjob’al-Akateko-Jakalteko",Mayan,Yucatecan-Core Mayan,Q’anjob’alan-Chujean,,,
itz,Itza’,Mayan,"Mayan, Yucatecan-Core Mayan, Yucatecan, Mopan-Itzá",Mayan,Yucatecan-Core Mayan,Yucatecan,,,
mop,"Maya, Mopán",Mayan,"Mayan, Yucatecan-Core Mayan, Yucatecan, Mopan-Itzá",Mayan,Yucatecan-Core Mayan,Yucatecan,,,
lac,Lacandon,Mayan,"Mayan, Yucatecan-Core Mayan, Yucatecan, Yucatec-Lacandon",Mayan,Yucatecan-Core Mayan,Yucatecan,,,
yua,"Maya, Yucatec",Mayan,"Mayan, Yucatecan-Core Mayan, Yucatecan, Yucatec-Lacandon",Mayan,Yucatecan-Core Mayan,Yucatecan,,,
ayz,Mai Brat,Maybrat,Maybrat,Maybrat,,,,,
kgw,Karon Dori,Maybrat,Maybrat,Maybrat,,,,,
miq,Mískito,Misumalpan,Misumalpan,Misumalpan,,,,,
ulw,Ulwa,Misumalpan,Misumalpan,Misumalpan,,,,,
yan,Mayangna,Misumalpan,Misumalpan,Misumalpan,,,,,
ccr,Cacaopera,Misumalpan,"Misumalpan, Sumu-Cacaopera-Matagalpa, Cacaopera-Matagalpa",Misumalpan,Sumu-Cacaopera-Matagalpa,Cacaopera-Matagalpa,,,
mtn,Matagalpa,Misumalpan,"Misumalpan, Sumu-Cacaopera-Matagalpa, Cacaopera-Matagalpa",Misumalpan,Sumu-Cacaopera-Matagalpa,Cacaopera-Matagalpa,,,
css,"Ohlone, Southern",Miwok-Costanoan,"Miwok-Costanoan, Costanoan",Miwok-Costanoan,Costanoan,,,,
cst,"Ohlone, Northern",Miwok-Costanoan,"Miwok-Costanoan, Costanoan",Miwok-Costanoan,Costanoan,,,,
pmw,"Miwok, Plains",Miwok-Costanoan,"Miwok-Costanoan, Miwokan, Eastern Miwokan",Miwok-Costanoan,Miwokan,Eastern Miwokan,,,
csm,"Miwok, Central Sierra",Miwok-Costanoan,"Miwok-Costanoan, Miwokan, Eastern Miwokan, Sierra Miwok",Miwok-Costanoan,Miwokan,Eastern Miwokan,,,
nsq,"Miwok, Northern Sierra",Miwok-Costanoan,"Miwok-Costanoan, Miwokan, Eastern Miwokan, Sierra Miwok",Miwok-Costanoan,Miwokan,Eastern Miwokan,,,
skd,"Miwok, Southern Sierra",Miwok-Costanoan,"Miwok-Costanoan, Miwokan, Eastern Miwokan, Sierra Miwok",Miwok-Costanoan,Miwokan,Eastern Miwokan,,,
csi,"Miwok, Coast",Miwok-Costanoan,"Miwok-Costanoan, Miwokan, Western Miwokan",Miwok-Costanoan,Miwokan,Western Miwokan,,,
lmw,"Miwok, Lake",Miwok-Costanoan,"Miwok-Costanoan, Miwokan, Western Miwokan",Miwok-Costanoan,Miwokan,Western Miwokan,,,
eee,E,Mixed language,Mixed language,Mixed language,,,,,
nqo,N’ko,Mixed language,Mixed language,Mixed language,,,,,
rmi,Lomavren,Mixed language,"Mixed language, Armenian-Romani",Mixed language,Armenian-Romani,,,,
mhd,Mbugu,Mixed language,"Mixed language, Bantu-Cushitic",Mixed language,Bantu-Cushitic,,,,
emx,Erromintxela,Mixed language,"Mixed language, Basque-Romani",Mixed language,Basque-Romani,,,,
ckz,Kaqchikel-K’iche’ Mixed Language,Mixed language,"Mixed language, Cakchiquel-Quiché",Mixed language,Cakchiquel-Quiché,,,,
