ISO 693-3 code,Language name,FAMILY-CORRECTED,Classification,Class1,Class2,Class3,,,
diq,"Zazaki, Southern",Indo-European,"Indo-European, Indo-Iranian, Iranian, Western, Northwestern, Zaza-Gorani",Indo-European,Indo-Iranian,Iranian,,,
hac,Gurani,Indo-European,"Indo-European, Indo-Iranian, Iranian, Western, Northwestern, Zaza-Gorani",Indo-European,Indo-Iranian,Iranian,,,
kiu,"Zazaki, Northern",Indo-European,"Indo-European, Indo-Iranian, Iranian, Western, Northwestern, Zaza-Gorani",Indo-European,Indo-Iranian,Iranian,,,
sdb,Shabak,Indo-European,"Indo-European, Indo-Iranian, Iranian, Western, Northwestern, Zaza-Gorani",Indo-European,Indo-Iranian,Iranian,,,
sdf,Sarli,Indo-European,"Indo-European, Indo-Iranian, Iranian, Western, Northwestern, Zaza-Gorani",Indo-European,Indo-Iranian,Iranian,,,
fay,"Fars, Southwestern",Indo-European,"Indo-European, Indo-Iranian, Iranian, Western, Southwestern, Fars",Indo-European,Indo-Iranian,Iranian,,,
lrl,Lari,Indo-European,"Indo-European, Indo-Iranian, Iranian, Western, Southwestern, Fars",Indo-European,Indo-Iranian,Iranian,,,
bqi,Bakhtiâri,Indo-European,"Indo-European, Indo-Iranian, Iranian, Western, Southwestern, Luri",Indo-European,Indo-Iranian,Iranian,,,
lrc,"Luri, Northern",Indo-European,"Indo-European, Indo-Iranian, Iranian, Western, Southwestern, Luri",Indo-European,Indo-Iranian,Iranian,,,
luz,"Luri, Southern",Indo-European,"Indo-European, Indo-Iranian, Iranian, Western, Southwestern, Luri",Indo-European,Indo-Iranian,Iranian,,,
zum,Kumzari,Indo-European,"Indo-European, Indo-Iranian, Iranian, Western, Southwestern, Luri",Indo-European,Indo-Iranian,Iranian,,,
aiq,Aimaq,Indo-European,"Indo-European, Indo-Iranian, Iranian, Western, Southwestern, Persian",Indo-European,Indo-Iranian,Iranian,,,
bhh,Bukharic,Indo-European,"Indo-European, Indo-Iranian, Iranian, Western, Southwestern, Persian",Indo-European,Indo-Iranian,Iranian,,,
deh,Dehwari,Indo-European,"Indo-European, Indo-Iranian, Iranian, Western, Southwestern, Persian",Indo-European,Indo-Iranian,Iranian,,,
haz,Hazaragi,Indo-European,"Indo-European, Indo-Iranian, Iranian, Western, Southwestern, Persian",Indo-European,Indo-Iranian,Iranian,,,
jpr,Dzhidi,Indo-European,"Indo-European, Indo-Iranian, Iranian, Western, Southwestern, Persian",Indo-European,Indo-Iranian,Iranian,,,
prs,Dari,Indo-European,"Indo-European, Indo-Iranian, Iranian, Western, Southwestern, Persian",Indo-European,Indo-Iranian,Iranian,,,
phv,Pahlavani,Indo-European,"Indo-European, Indo-Iranian, Iranian, Western, Southwestern, Persian",Indo-European,Indo-Iranian,Iranian,,,
pes,"Persian, Iranian",Indo-European,"Indo-European, Indo-Iranian, Iranian, Western, Southwestern, Persian",Indo-European,Indo-Iranian,Iranian,,,
tgk,Tajiki,Indo-European,"Indo-European, Indo-Iranian, Iranian, Western, Southwestern, Persian",Indo-European,Indo-Iranian,Iranian,,,
jdt,Judeo-Tat,Indo-European,"Indo-European, Indo-Iranian, Iranian, Western, Southwestern, Tat",Indo-European,Indo-Iranian,Iranian,,,
ttt,"Tat, Muslim",Indo-European,"Indo-European, Indo-Iranian, Iranian, Western, Southwestern, Tat",Indo-European,Indo-Iranian,Iranian,,,
bdz,Badeshi,Indo-European,"Indo-European, Indo-Iranian, Unclassified",Indo-European,Indo-Iranian,Unclassified,,,
luv,Luwati,Indo-European,"Indo-European, Indo-Iranian, Unclassified",Indo-European,Indo-Iranian,Unclassified,,,
lat,Latin,Indo-European,"Indo-European, Italic, Latino-Faliscan",Indo-European,Italic,Latino-Faliscan,,,
ruo,"Romanian, Istro",Indo-European,"Indo-European, Italic, Romance, Eastern",Indo-European,Italic,Romance,,,
rup,Aromanian,Indo-European,"Indo-European, Italic, Romance, Eastern",Indo-European,Italic,Romance,,,
ruq,"Romanian, Megleno",Indo-European,"Indo-European, Italic, Romance, Eastern",Indo-European,Italic,Romance,,,
ron,Romanian,Indo-European,"Indo-European, Italic, Romance, Eastern",Indo-European,Italic,Romance,,,
ist,Istriot,Indo-European,"Indo-European, Italic, Romance, Italo-Western, Italo-Dalmatian",Indo-European,Italic,Romance,,,
ita,Italian,Indo-European,"Indo-European, Italic, Romance, Italo-Western, Italo-Dalmatian",Indo-European,Italic,Romance,,,
itk,Judeo-Italian,Indo-European,"Indo-European, Italic, Romance, Italo-Western, Italo-Dalmatian",Indo-European,Italic,Romance,,,
nap,Napoletano-Calabrese,Indo-European,"Indo-European, Italic, Romance, Italo-Western, Italo-Dalmatian",Indo-European,Italic,Romance,,,
scn,Sicilian,Indo-European,"Indo-European, Italic, Romance, Italo-Western, Italo-Dalmatian",Indo-European,Italic,Romance,,,
egl,Emilian,Indo-European,"Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Gallo-Romance, Gallo-Italian",Indo-European,Italic,Romance,,,
lmo,Lombard,Indo-European,"Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Gallo-Romance, Gallo-Italian",Indo-European,Italic,Romance,,,
lij,Ligurian,Indo-European,"Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Gallo-Romance, Gallo-Italian",Indo-European,Italic,Romance,,,
pms,Piemontese,Indo-European,"Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Gallo-Romance, Gallo-Italian",Indo-European,Italic,Romance,,,
rgn,Romagnol,Indo-European,"Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Gallo-Romance, Gallo-Italian",Indo-European,Italic,Romance,,,
vec,Venetian,Indo-European,"Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Gallo-Romance, Gallo-Italian",Indo-European,Italic,Romance,,,
fra,French,Indo-European,"Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Gallo-Romance, Gallo-Rhaetian, Oïl, French",Indo-European,Italic,Romance,,,
frc,"French, Cajun",Indo-European,"Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Gallo-Romance, Gallo-Rhaetian, Oïl, French",Indo-European,Italic,Romance,,,
pcd,Picard,Indo-European,"Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Gallo-Romance, Gallo-Rhaetian, Oïl, French",Indo-European,Italic,Romance,,,
wln,Walloon,Indo-European,"Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Gallo-Romance, Gallo-Rhaetian, Oïl, French",Indo-European,Italic,Romance,,,
zrp,Zarphatic,Indo-European,"Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Gallo-Romance, Gallo-Rhaetian, Oïl, French",Indo-European,Italic,Romance,,,
frp,Arpitan,Indo-European,"Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Gallo-Romance, Gallo-Rhaetian, Oïl, Southeastern",Indo-European,Italic,Romance,,,
fur,Friulian,Indo-European,"Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Gallo-Romance, Gallo-Rhaetian, Rhaetian",Indo-European,Italic,Romance,,,
lld,Ladin,Indo-European,"Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Gallo-Romance, Gallo-Rhaetian, Rhaetian",Indo-European,Italic,Romance,,,
roh,Romansch,Indo-European,"Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Gallo-Romance, Gallo-Rhaetian, Rhaetian",Indo-European,Italic,Romance,,,
cat,Catalán,Indo-European,"Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Ibero-Romance, East Iberian",Indo-European,Italic,Romance,,,
oci,Occitan,Indo-European,"Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Ibero-Romance, Oc",Indo-European,Italic,Romance,,,
sdt,Shuadit,Indo-European,"Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Ibero-Romance, Oc",Indo-European,Italic,Romance,,,
ast,Asturian,Indo-European,"Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Ibero-Romance, West Iberian, Asturo-Leonese",Indo-European,Italic,Romance,,,
mwl,Mirandese,Indo-European,"Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Ibero-Romance, West Iberian, Asturo-Leonese",Indo-European,Italic,Romance,,,
ext,Extremaduran,Indo-European,"Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Ibero-Romance, West Iberian, Castilian",Indo-European,Italic,Romance,,,
lad,Ladino,Indo-European,"Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Ibero-Romance, West Iberian, Castilian",Indo-European,Italic,Romance,,,
spa,Spanish,Indo-European,"Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Ibero-Romance, West Iberian, Castilian",Indo-European,Italic,Romance,,,
spq,"Spanish, Loreto-Ucayali",Indo-European,"Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Ibero-Romance, West Iberian, Castilian",Indo-European,Italic,Romance,,,
drc,Minderico,Indo-European,"Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Ibero-Romance, West Iberian, Portuguese-Galician",Indo-European,Italic,Romance,,,
fax,Fala,Indo-European,"Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Ibero-Romance, West Iberian, Portuguese-Galician",Indo-European,Italic,Romance,,,
glg,Galician,Indo-European,"Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Ibero-Romance, West Iberian, Portuguese-Galician",Indo-European,Italic,Romance,,,
por,Portuguese,Indo-European,"Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Ibero-Romance, West Iberian, Portuguese-Galician",Indo-European,Italic,Romance,,,
arg,Aragonese,Indo-European,"Indo-European, Italic, Romance, Italo-Western, Western, Pyrenean-Mozarabic, Pyrenean",Indo-European,Italic,Romance,,,
cos,Corsican,Indo-European,"Indo-European, Italic, Romance, Southern, Corsican",Indo-European,Italic,Romance,,,
sdc,"Sardinian, Sassarese",Indo-European,"Indo-European, Italic, Romance, Southern, Sardinian",Indo-European,Italic,Romance,,,
sdn,"Sardinian, Gallurese",Indo-European,"Indo-European, Italic, Romance, Southern, Sardinian",Indo-European,Italic,Romance,,,
src,"Sardinian, Logudorese",Indo-European,"Indo-European, Italic, Romance, Southern, Sardinian",Indo-European,Italic,Romance,,,
sro,"Sardinian, Campidanese",Indo-European,"Indo-European, Italic, Romance, Southern, Sardinian",Indo-European,Italic,Romance,,,
bel,Belarusan,Indo-European,"Indo-European, Slavic, East",Indo-European,Slavic,East,,,
rue,Rusyn,Indo-European,"Indo-European, Slavic, East",Indo-European,Slavic,East,,,
rus,Russian,Indo-European,"Indo-European, Slavic, East",Indo-European,Slavic,East,,,
ukr,Ukrainian,Indo-European,"Indo-European, Slavic, East",Indo-European,Slavic,East,,,
bul,Bulgarian,Indo-European,"Indo-European, Slavic, South, Eastern",Indo-European,Slavic,South,,,
chu,"Slavonic, Old Church",Indo-European,"Indo-European, Slavic, South, Eastern",Indo-European,Slavic,South,,,
mkd,Macedonian,Indo-European,"Indo-European, Slavic, South, Eastern",Indo-European,Slavic,South,,,
bos,Bosnian,Indo-European,"Indo-European, Slavic, South, Western",Indo-European,Slavic,South,,,
hrv,Croatian,Indo-European,"Indo-European, Slavic, South, Western",Indo-European,Slavic,South,,,
svm,Slavomolisano,Indo-European,"Indo-European, Slavic, South, Western",Indo-European,Slavic,South,,,
srp,Serbian,Indo-European,"Indo-European, Slavic, South, Western",Indo-European,Slavic,South,,,
slv,Slovene,Indo-European,"Indo-European, Slavic, South, Western",Indo-European,Slavic,South,,,
ces,Czech,Indo-European,"Indo-European, Slavic, West, Czech-Slovak",Indo-European,Slavic,West,,,
slk,Slovak,Indo-European,"Indo-European, Slavic, West, Czech-Slovak",Indo-European,Slavic,West,,,
csb,Kashubian,Indo-European,"Indo-European, Slavic, West, Lechitic",Indo-European,Slavic,West,,,
pol,Polish,Indo-European,"Indo-European, Slavic, West, Lechitic",Indo-European,Slavic,West,,,
szl,Silesian,Indo-European,"Indo-European, Slavic, West, Lechitic",Indo-European,Slavic,West,,,
dsb,"Sorbian, Lower",Indo-European,"Indo-European, Slavic, West, Sorbian",Indo-European,Slavic,West,,,
hsb,"Sorbian, Upper",Indo-European,"Indo-European, Slavic, West, Sorbian",Indo-European,Slavic,West,,,
chr,Cherokee,Iroquoian,Iroquoian,Iroquoian,,,,,
cay,Cayuga,Iroquoian,"Iroquoian, Northern Iroquoian, Five Nations-Huronian-Susquehannock, Five Nations-Susquehannock",Iroquoian,Northern Iroquoian,Five Nations-Huronian-Susquehannock,,,
ono,Onondaga,Iroquoian,"Iroquoian, Northern Iroquoian, Five Nations-Huronian-Susquehannock, Five Nations-Susquehannock",Iroquoian,Northern Iroquoian,Five Nations-Huronian-Susquehannock,,,
see,Seneca,Iroquoian,"Iroquoian, Northern Iroquoian, Five Nations-Huronian-Susquehannock, Five Nations-Susquehannock",Iroquoian,Northern Iroquoian,Five Nations-Huronian-Susquehannock,,,
moh,Mohawk,Iroquoian,"Iroquoian, Northern Iroquoian, Five Nations-Huronian-Susquehannock, Five Nations-Susquehannock, Mohawk-Oneida",Iroquoian,Northern Iroquoian,Five Nations-Huronian-Susquehannock,,,
one,Oneida,Iroquoian,"Iroquoian, Northern Iroquoian, Five Nations-Huronian-Susquehannock, Five Nations-Susquehannock, Mohawk-Oneida",Iroquoian,Northern Iroquoian,Five Nations-Huronian-Susquehannock,,,
wya,Wyandot,Iroquoian,"Iroquoian, Northern Iroquoian, Five Nations-Huronian-Susquehannock, Huronian, Huron-Petun",Iroquoian,Northern Iroquoian,Five Nations-Huronian-Susquehannock,,,
ntw,Nottoway,Iroquoian,"Iroquoian, Northern Iroquoian, Tuscarora-Nottoway",Iroquoian,Northern Iroquoian,Tuscarora-Nottoway,,,
tus,Tuscarora,Iroquoian,"Iroquoian, Northern Iroquoian, Tuscarora-Nottoway",Iroquoian,Northern Iroquoian,Tuscarora-Nottoway,,,
ark,Arikapú,Jabutian,Jabutian,Jabutian,,,,,
jbt,Jabutí,Jabutian,Jabutian,Jabutian,,,,,
jpn,Japanese,Japonic,Japonic,Japonic,,,,,
ams,"Amami-Oshima, Southern",Japonic,"Japonic, Ryukyuan, Amami-Okinawan, Northern Amami-Okinawan",Japonic,Ryukyuan,Amami-Okinawan,,,
kzg,Kikai,Japonic,"Japonic, Ryukyuan, Amami-Okinawan, Northern Amami-Okinawan",Japonic,Ryukyuan,Amami-Okinawan,,,
ryn,"Amami-Oshima, Northern",Japonic,"Japonic, Ryukyuan, Amami-Okinawan, Northern Amami-Okinawan",Japonic,Ryukyuan,Amami-Okinawan,,,
tkn,Toku-No-Shima,Japonic,"Japonic, Ryukyuan, Amami-Okinawan, Northern Amami-Okinawan",Japonic,Ryukyuan,Amami-Okinawan,,,
okn,Oki-No-Erabu,Japonic,"Japonic, Ryukyuan, Amami-Okinawan, Southern Amami-Okinawan",Japonic,Ryukyuan,Amami-Okinawan,,,
ryu,"Okinawan, Central",Japonic,"Japonic, Ryukyuan, Amami-Okinawan, Southern Amami-Okinawan",Japonic,Ryukyuan,Amami-Okinawan,,,
xug,Kunigami,Japonic,"Japonic, Ryukyuan, Amami-Okinawan, Southern Amami-Okinawan",Japonic,Ryukyuan,Amami-Okinawan,,,
yox,Yoron,Japonic,"Japonic, Ryukyuan, Amami-Okinawan, Southern Amami-Okinawan",Japonic,Ryukyuan,Amami-Okinawan,,,
mvi,Miyako,Japonic,"Japonic, Ryukyuan, Sakishima",Japonic,Ryukyuan,Sakishima,,,
rys,Yaeyama,Japonic,"Japonic, Ryukyuan, Sakishima",Japonic,Ryukyuan,Sakishima,,,
yoi,Yonaguni,Japonic,"Japonic, Ryukyuan, Sakishima",Japonic,Ryukyuan,Sakishima,,,
acs,Acroá,Jean,"Jean, Central",Jean,Central,,,,
xav,Xavánte,Jean,"Jean, Central",Jean,Central,,,,
xkr,Xakriabá,Jean,"Jean, Central",Jean,Central,,,,
xer,Xerénte,Jean,"Jean, Central",Jean,Central,,,,
apn,Apinayé,Jean,"Jean, Northern",Jean,Northern,,,,
kre,Panará,Jean,"Jean, Northern",Jean,Northern,,,,
suy,Suyá,Jean,"Jean, Northern",Jean,Northern,,,,
txu,Kayapó,Jean,"Jean, Northern",Jean,Northern,,,,
gvp,"Gavião, Pará",Jean,"Jean, Northern, Timbira",Jean,Northern,Timbira,,,
ram,Canela,Jean,"Jean, Northern, Timbira",Jean,Northern,Timbira,,,
xra,Krahô,Jean,"Jean, Northern, Timbira",Jean,Northern,Timbira,,,
xre,Kreye,Jean,"Jean, Northern, Timbira",Jean,Northern,Timbira,,,
xri,Krikati-Timbira,Jean,"Jean, Northern, Timbira",Jean,Northern,Timbira,,,
xok,Xokleng,Jean,"Jean, Southern",Jean,Southern,,,,
kgp,Kaingang,Jean,"Jean, Southern, Kaingang",Jean,Southern,Kaingang,,,
zkp,"Kaingáng, São Paulo",Jean,"Jean, Southern, Kaingang",Jean,Southern,Kaingang,,,
jic,Tol,Jicaquean,Jicaquean,Jicaquean,,,,,
agr,Aguaruna,Jivaroan,Jivaroan,Jivaroan,,,,,
acu,Achuar-Shiwiar,Jivaroan,"Jivaroan, Jívaro",Jivaroan,Jívaro,,,,
hub,Huambisa,Jivaroan,"Jivaroan, Jívaro",Jivaroan,Jívaro,,,,
jiv,Shuar,Jivaroan,"Jivaroan, Jívaro",Jivaroan,Jívaro,,,,
vkm,Kamakan,Kamakanan,"Kamakanan, Kamakán",Kamakanan,Kamakán,,,,
kpj,Karajá,Karajá,Karajá,Karajá,,,,,
jge,Judeo-Georgian,Kartvelian,"Kartvelian, Georgian",Kartvelian,Georgian,,,,
kat,Georgian,Kartvelian,"Kartvelian, Georgian",Kartvelian,Georgian,,,,
sva,Svan,Kartvelian,"Kartvelian, Svan",Kartvelian,Svan,,,,
lzz,Laz,Kartvelian,"Kartvelian, Zan",Kartvelian,Zan,,,,
xmf,Mingrelian,Kartvelian,"Kartvelian, Zan",Kartvelian,Zan,,,,
kav,Katukína,Katukinan,Katukinan,Katukinan,,,,,
xat,Katawixi,Katukinan,Katukinan,Katukinan,,,,,
khp,Kapauri,Kaure,"Kaure, Kapore",Kaure,Kapore,,,,
bpp,Kaure,Kaure,"Kaure, Kaure Proper",Kaure,Kaure Proper,,,,
kiq,Kosare,Kaure,"Kaure, Kaure Proper",Kaure,Kaure Proper,,,,
nxu,Narau,Kaure,"Kaure, Kaure Proper",Kaure,Kaure Proper,,,,
alc,Qawasqar,Kaweskaran,Kaweskaran,Kaweskaran,,,,,
kbf,Kakauhua,Kaweskaran,Kaweskaran,Kaweskaran,,,,,
kjq,"Keres, Western",Keresan,Keresan,Keresan,,,,,
kee,"Keres, Eastern",Keresan,Keresan,Keresan,,,,,
hts,Hadza,Hatsa,"Khoisan, Hatsa",Khoisan,Hatsa,,,,
sad,Sandawe,Sandawe,"Khoisan, Sandawe",Khoisan,Sandawe,,,,
hgm,Hai||om,Southern Africa,"Khoisan, Southern Africa, Central, Hainum",Khoisan,Southern Africa,Central,,,
kwz,Kwadi,Southern Africa,"Khoisan, Southern Africa, Central, Kwadi",Khoisan,Southern Africa,Central,,,
kqz,Korana,Southern Africa,"Khoisan, Southern Africa, Central, Nama",Khoisan,Southern Africa,Central,,,
naq,Nama,Southern Africa,"Khoisan, Southern Africa, Central, Nama",Khoisan,Southern Africa,Central,,,
xii,Xiri,Southern Africa,"Khoisan, Southern Africa, Central, Nama",Khoisan,Southern Africa,Central,,,
shg,Shua,Southern Africa,"Khoisan, Southern Africa, Central, Tshu-Khwe, North Central",Khoisan,Southern Africa,Central,,,
hio,Tsoa,Southern Africa,"Khoisan, Southern Africa, Central, Tshu-Khwe, Northeast",Khoisan,Southern Africa,Central,,,
tyu,Kua,Southern Africa,"Khoisan, Southern Africa, Central, Tshu-Khwe, Northeast",Khoisan,Southern Africa,Central,,,
gnk,||Gana,Southern Africa,"Khoisan, Southern Africa, Central, Tshu-Khwe, Northwest",Khoisan,Southern Africa,Central,,,
hnh,||Ani,Southern Africa,"Khoisan, Southern Africa, Central, Tshu-Khwe, Northwest",Khoisan,Southern Africa,Central,,,
xuu,Khwe,Southern Africa,"Khoisan, Southern Africa, Central, Tshu-Khwe, Northwest",Khoisan,Southern Africa,Central,,,
gwj,|Gwi,Southern Africa,"Khoisan, Southern Africa, Central, Tshu-Khwe, Southwest",Khoisan,Southern Africa,Central,,,
nhr,Naro,Southern Africa,"Khoisan, Southern Africa, Central, Tshu-Khwe, Southwest",Khoisan,Southern Africa,Central,,,
aue,‡Kx’au||’ein,Southern Africa,"Khoisan, Southern Africa, Northern",Khoisan,Southern Africa,Northern,,,
gfx,Mangetti Dune !Xung,Southern Africa,"Khoisan, Southern Africa, Northern",Khoisan,Southern Africa,Northern,,,
ktz,Ju|’hoan,Southern Africa,"Khoisan, Southern Africa, Northern",Khoisan,Southern Africa,Northern,,,
knw,Kung-Ekoka,Southern Africa,"Khoisan, Southern Africa, Northern",Khoisan,Southern Africa,Northern,,,
mwj,Maligo,Southern Africa,"Khoisan, Southern Africa, Northern",Khoisan,Southern Africa,Northern,,,
oun,!O!ung,Southern Africa,"Khoisan, Southern Africa, Northern",Khoisan,Southern Africa,Northern,,,
vaj,Vasekela Bushman,Southern Africa,"Khoisan, Southern Africa, Northern",Khoisan,Southern Africa,Northern,,,
kqu,Seroa,Southern Africa,"Khoisan, Southern Africa, Southern, !Kwi",Khoisan,Southern Africa,Southern,,,
ngh,N|u,Southern Africa,"Khoisan, Southern Africa, Southern, !Kwi",Khoisan,Southern Africa,Southern,,,
xam,|Xam,Southern Africa,"Khoisan, Southern Africa, Southern, !Kwi",Khoisan,Southern Africa,Southern,,,
xeg,||Xegwi,Southern Africa,"Khoisan, Southern Africa, Southern, !Kwi",Khoisan,Southern Africa,Southern,,,
huc,‡Hua,Southern Africa,"Khoisan, Southern Africa, Southern, Hua",Khoisan,Southern Africa,Southern,,,
nmn,!Xóõ,Southern Africa,"Khoisan, Southern Africa, Southern, Hua",Khoisan,Southern Africa,Southern,,,
kio,Kiowa,Kiowa-Tanoan,Kiowa-Tanoan,Kiowa-Tanoan,,,,,
tow,Jemez,Kiowa-Tanoan,Kiowa-Tanoan,Kiowa-Tanoan,,,,,
tew,Tewa,Kiowa-Tanoan,Kiowa-Tanoan,Kiowa-Tanoan,,,,,
tix,"Tiwa, Southern",Kiowa-Tanoan,"Kiowa-Tanoan, Tanoan",Kiowa-Tanoan,Tanoan,,,,
twf,"Tiwa, Northern",Kiowa-Tanoan,"Kiowa-Tanoan, Tanoan",Kiowa-Tanoan,Tanoan,,,,
grx,Guriaso,Kwomtari,"Kwomtari, Guriaso",Kwomtari,Guriaso,,,,
bio,Nai,Kwomtari,"Kwomtari, Nuclear Kwomtari",Kwomtari,Nuclear Kwomtari,,,,
kwo,Kwomtari,Kwomtari,"Kwomtari, Nuclear Kwomtari",Kwomtari,Nuclear Kwomtari,,,,
awr,Awera,Lakes Plain,"Lakes Plain, Awera",Lakes Plain,Awera,,,,
flh,Foau,Lakes Plain,"Lakes Plain, East",Lakes Plain,East,,,,
tbp,Diebroud,Lakes Plain,"Lakes Plain, East",Lakes Plain,East,,,,
rac,Rasawa,Lakes Plain,"Lakes Plain, Rasawa-Saponi",Lakes Plain,Rasawa-Saponi,,,,
spi,Saponi,Lakes Plain,"Lakes Plain, Rasawa-Saponi",Lakes Plain,Rasawa-Saponi,,,,
dbf,Edopi,Lakes Plain,"Lakes Plain, Tariku, Central",Lakes Plain,Tariku,Central,,,
tmu,Iau,Lakes Plain,"Lakes Plain, Tariku, Central",Lakes Plain,Tariku,Central,,,
duv,Duvle,Lakes Plain,"Lakes Plain, Tariku, Duvle",Lakes Plain,Tariku,Duvle,,,
afz,Obokuitai,Lakes Plain,"Lakes Plain, Tariku, East",Lakes Plain,Tariku,East,,,
bqq,Biritai,Lakes Plain,"Lakes Plain, Tariku, East",Lakes Plain,Tariku,East,,,
ert,Eritai,Lakes Plain,"Lakes Plain, Tariku, East",Lakes Plain,Tariku,East,,,
kkb,Kwerisa,Lakes Plain,"Lakes Plain, Tariku, East",Lakes Plain,Tariku,East,,,
pas,Papasena,Lakes Plain,"Lakes Plain, Tariku, East",Lakes Plain,Tariku,East,,,
tty,Sikaritai,Lakes Plain,"Lakes Plain, Tariku, East",Lakes Plain,Tariku,East,,,
tcq,Kaiy,Lakes Plain,"Lakes Plain, Tariku, East",Lakes Plain,Tariku,East,,,
tds,Doutai,Lakes Plain,"Lakes Plain, Tariku, East",Lakes Plain,Tariku,East,,,
wbe,Waritai,Lakes Plain,"Lakes Plain, Tariku, East",Lakes Plain,Tariku,East,,,
fau,Fayu,Lakes Plain,"Lakes Plain, Tariku, West",Lakes Plain,Tariku,West,,,
kiy,Kirikiri,Lakes Plain,"Lakes Plain, Tariku, West",Lakes Plain,Tariku,West,,,
tad,Tause,Lakes Plain,"Lakes Plain, Tariku, West",Lakes Plain,Tariku,West,,,
ano,Andoque,Language isolate,Language isolate,Language isolate,,,,,
atx,Arutani,Language isolate,Language isolate,Language isolate,,,,,
auc,Waorani,Language isolate,Language isolate,Language isolate,,,,,
ain,Ainu,Language isolate,Language isolate,Language isolate,,,,,
avs,Aushiri,Language isolate,Language isolate,Language isolate,,,,,
akc,Mpur,Language isolate,Language isolate,Language isolate,,,,,
bhf,Odiai,Language isolate,Language isolate,Language isolate,,,,,
bsa,Abinomn,Language isolate,Language isolate,Language isolate,,,,,
bsk,Burushaski,Language isolate,Language isolate,Language isolate,,,,,
caw,Callawalla,Language isolate,Language isolate,Language isolate,,,,,
cax,Chiquitano,Language isolate,Language isolate,Language isolate,,,,,
caz,Canichana,Language isolate,Language isolate,Language isolate,,,,,
cid,Chimariko,Language isolate,Language isolate,Language isolate,,,,,
con,Cofán,Language isolate,Language isolate,Language isolate,,,,,
ctm,Chitimacha,Language isolate,Language isolate,Language isolate,,,,,
cbu,Candoshi-Shapra,Language isolate,Language isolate,Language isolate,,,,,
cyb,Cayubaba,Language isolate,Language isolate,Language isolate,,,,,
cet,Centúúm,Language isolate,Language isolate,Language isolate,,,,,
dba,Bangime,Language isolate,Language isolate,Language isolate,,,,,
esq,Esselen,Language isolate,Language isolate,Language isolate,,,,,
eus,Basque,Language isolate,Language isolate,Language isolate,,,,,
fun,Iatê,Language isolate,Language isolate,Language isolate,,,,,
gta,Guató,Language isolate,Language isolate,Language isolate,,,,,
gpn,Taiap,Language isolate,Language isolate,Language isolate,,,,,
had,Hatam,Language isolate,Language isolate,Language isolate,,,,,
ito,Itonama,Language isolate,Language isolate,Language isolate,,,,,
irn,Irántxe,Language isolate,Language isolate,Language isolate,,,,,
kgr,Abun,Language isolate,Language isolate,Language isolate,,,,,
kut,Kutenai,Language isolate,Language isolate,Language isolate,,,,,
kbh,Camsá,Language isolate,Language isolate,Language isolate,,,,,
kol,Kol,Language isolate,Language isolate,Language isolate,,,,,
kuz,Kunza,Language isolate,Language isolate,Language isolate,,,,,
kor,Korean,Language isolate,Language isolate,Language isolate,,,,,
kxo,Kanoé,Language isolate,Language isolate,Language isolate,,,,,
kla,Klamath-Modoc,Language isolate,Language isolate,Language isolate,,,,,
kyh,Karok,Language isolate,Language isolate,Language isolate,,,,,
kgg,Kusunda,Language isolate,Language isolate,Language isolate,,,,,
kzw,Karirí-Xocó,Language isolate,Language isolate,Language isolate,,,,,
kto,Kuot,Language isolate,Language isolate,Language isolate,,,,,
lec,Leco,Language isolate,Language isolate,Language isolate,,,,,
mbe,Molale,Language isolate,Language isolate,Language isolate,,,,,
mvs,Massep,Language isolate,Language isolate,Language isolate,,,,,
